	0.34975	0.39155	0.4328	0.4333	0.4339	0.43495	0.8229	1.6052	Source	Target
bc1003##1,2-Diacyl-sn-glycerol dioctadecanoyl##Microbe	1.3383104	0.10298593	0.03346032	0.0	0.0	0.0	0.10088957999999999	6.16e-06	bc1003	1,2-Diacyl-sn-glycerol dioctadecanoyl
1,2-Diacyl-sn-glycerol dioctadecanoyl##bc1003##Metabolite	-1.3383104	-0.10298593	-0.03346032	0.0	0.0	0.0	-0.10088957999999999	-6.16e-06	1,2-Diacyl-sn-glycerol dioctadecanoyl	bc1003
bc1003##4-Hydroxybenzoate##Microbe	0.03014505	0.00231973	0.0007536799999999996	0.0	0.0	0.0	0.00227251	1.4e-07	bc1003	4-Hydroxybenzoate
4-Hydroxybenzoate##bc1003##Metabolite	-0.03014505	-0.00231973	-0.0007536799999999996	0.0	0.0	0.0	-0.00227251	-1.4e-07	4-Hydroxybenzoate	bc1003
bc1003##5-Aminolevulinate##Microbe	0.24116041	0.018557820000000003	0.006029469999999999	0.0	0.0	0.0	0.018180070000000003	1.11e-06	bc1003	5-Aminolevulinate
5-Aminolevulinate##bc1003##Metabolite	-0.24116041	-0.018557820000000003	-0.006029469999999999	0.0	0.0	0.0	-0.018180070000000003	-1.11e-06	5-Aminolevulinate	bc1003
bc1003##AMP##Microbe	1.1534133100000001	0.0887577	0.02883753	0.0	0.0	0.0	0.08695097	5.31e-06	bc1003	AMP
AMP##bc1003##Metabolite	-1.1534133100000001	-0.0887577	-0.02883753	0.0	0.0	0.0	-0.08695097	-5.31e-06	AMP	bc1003
bc1003##Acetate##Microbe	-62.47342871	-4.8074680999999995	-1.5619550899999997	0.0	0.0	0.0	-4.70960856	-0.00028737	bc1003	Acetate
bc1003##Ala-Ala##Microbe	0.26867533000000005	0.020675159999999998	0.00671739	0.0	0.0	0.0	0.0202543	1.24e-06	bc1003	Ala-Ala
Ala-Ala##bc1003##Metabolite	-0.26867533000000005	-0.020675159999999998	-0.00671739	0.0	0.0	0.0	-0.0202543	-1.24e-06	Ala-Ala	bc1003
