	MetConSIN	DirectDFBA	Difference	ABS_Difference	SameSign
bc1001##L-Lysine	-0.04348972726642104	-0.4436129	0.40012317273357895	0.40012317273357895	1.0
bc1001##CMP	-0.012814141930543707	-0.13070946	0.11789531806945629	0.11789531806945629	1.0
bc1002##Niacin	0.000429063140993171	0.00437662	-0.00394755685900683	0.00394755685900683	1.0
bc1002##dATP	-0.0014671836539684835	-0.01496587	0.013498686346031515	0.013498686346031515	1.0
bc1001##NADP	-0.0008551004964613371	-0.00872237	0.007867269503538664	0.007867269503538664	1.0
bc1003##Heme	-0.00042927593094293587	-0.00437879	0.003949514069057063	0.003949514069057063	1.0
bc1002##D-Arabinose	-0.011472398750355313	-0.11702313	0.10555073124964469	0.10555073124964469	1.0
bc1002##GTP	-0.020703770781834212	-0.21118688	0.19048310921816577	0.19048310921816577	1.0
bc1003##Mg	-0.0004292759309417511	-0.00437879	0.003949514069058248	0.003949514069058248	1.0
O2##bc1003	0.15297633046741732	10.20040656	-10.047430229532582	10.047430229532582	1.0
bc1002##L-Valine	-0.05385663103142514	-0.54935953	0.4955028989685749	0.4955028989685749	1.0
bc1003##dGTP	-0.002739597244127022	-0.02794501	0.02520541275587298	0.02520541275587298	1.0
bc1002##4-Hydroxybenzoate	-0.0004290631409932329	-0.00437662	0.003947556859006767	0.003947556859006767	1.0
bc1003##TRHL	-0.009061045261647	-0.09242635	0.083365304738353	0.083365304738353	1.0
bc1001##Chorismate	-0.0008551004964822244	-0.00872237	0.007867269503517776	0.007867269503517776	1.0
bc1002##Oxidized glutathione	-0.00021453157049483178	-0.00218831	0.0019737784295051682	0.0019737784295051682	1.0
bc1003##5-Aminolevulinate	-0.0034342074475198743	-0.03503031	0.031596102552480125	0.031596102552480125	1.0
bc1001##5-Aminolevulinate	-0.003420401985849328	-0.03488949	0.03146908801415067	0.03146908801415067	1.0
bc1003##H2O	2.017747583321164	20.58184569	-18.564098106678838	18.564098106678838	1.0
bc1003##L-Asparagine	-0.03072235988870932	-0.31338056	0.28265820011129067	0.28265820011129067	1.0
bc1001##L-Histidine	-0.012076710535761228	-0.12318736	0.11111064946423876	0.11111064946423876	1.0
bc1001##TRHL	-0.009024619997689949	-0.09205479	0.08303017000231006	0.08303017000231006	1.0
bc1002##Acetate	0.8726136095658146	8.90101359	-8.028399980434186	8.028399980434186	1.0
bc1001##Ca2+	-0.0004275502482353936	-0.00436119	0.003933639751764606	0.003933639751764606	1.0
bc1003##Myristic acid	-0.019130147303045443	-0.19513528	0.17600513269695456	0.17600513269695456	1.0
bc1003##meso-2,6-Diaminopimelate	-0.0038260294606118623	-0.03902706	0.03520103053938814	0.03520103053938814	1.0
bc1002##L-Cysteine	-0.011642836796935181	-0.11876167	0.10711883320306481	0.10711883320306481	1.0
bc1001##L-Leucine	-0.05719475832385457	-0.58340979	0.5262150316761455	0.5262150316761455	1.0
bc1002##Deoxyguanosine	-0.00042906314099171454	-0.00437662	0.003947556859008286	0.003947556859008286	1.0
bc1003##L-Threonine	-0.032289132122502215	-0.32936228	0.2970731478774978	0.2970731478774978	1.0
bc1002##fe3	-0.0012871894229791593	-0.01312986	0.01184267057702084	0.01184267057702084	1.0
bc1001##Deoxycytidine	-0.0035162881768564715	-0.03586757	0.03235128182314353	0.03235128182314353	1.0
bc1001##H2O	2.0183187484056977	20.58767181	-18.569353061594303	18.569353061594303	1.0
bc1003##Riboflavin	-0.0012878277928317255	-0.01313637	0.011848542207168274	0.011848542207168274	1.0
bc1001##Spermidine	-0.0004275502482366923	-0.00436119	0.003933639751763308	0.003933639751763308	1.0
bc1001##dATP	-0.001364462721004886	-0.01391807	0.012553607278995113	0.012553607278995113	1.0
bc1001##fe3	-0.0012826507447264016	-0.01308356	0.011800909255273597	0.011800909255273597	1.0
bc1001##Ala-Ala	-0.0038106488804391676	-0.03887017	0.03505952111956084	0.03505952111956084	1.0
bc1002##Glycerol	-0.00952427768247137	-0.0971515	0.08762722231752863	0.08762722231752863	1.0
bc1002##S-Adenosyl-L-methionine	-0.001287189422979733	-0.01312986	0.011842670577020268	0.011842670577020268	1.0
bc1002##Spermidine	-0.0004290631409926403	-0.00437662	0.00394755685900736	0.00394755685900736	1.0
bc1003##Glycerol	-0.009529001161064466	-0.09719969	0.08767068883893554	0.08767068883893554	1.0
bc1002##CO2	1.1046287383612063	11.26766223	-10.163033491638792	10.163033491638792	1.0
