	Source	Target	SourceType	Weight	ABS_Weight	Sign_Weight	ABSRootWeight	SignedRootWeight
11	Thiamine	Limosilactobacillus_reuteri_I49	Metabolite	68.89327635389577	68.89327635389577	1.0	8.30019736836997	8.30019736836997
23	Muribaculum_intestinale_YL27	Riboflavin	Microbe	-1.0000000000000002	1.0000000000000002	-1.0	1.0	-1.0
24	Folate-e0	Limosilactobacillus_reuteri_I49	Metabolite	34.446638176939686	34.446638176939686	1.0	5.869125844360443	5.869125844360443
34	Limosilactobacillus_reuteri_I49	Folate-e0	Microbe	-0.9999999999999755	0.9999999999999755	-1.0	0.9999999999999877	-0.9999999999999877
42	Limosilactobacillus_reuteri_I49	Thiamine	Microbe	-0.9999999999999853	0.9999999999999853	-1.0	0.9999999999999927	-0.9999999999999927
46	Muribaculum_intestinale_YL27	PAN	Microbe	-0.999999999999934	0.999999999999934	-1.0	0.999999999999967	-0.999999999999967
50	Limosilactobacillus_reuteri_I49	PAN	Microbe	-2.135207200896436	2.135207200896436	-1.0	1.4612348205871757	-1.4612348205871757
58	Riboflavin	Limosilactobacillus_reuteri_I49	Metabolite	103.33991453085446	103.33991453085446	1.0	10.165624158449615	10.165624158449615
61	Limosilactobacillus_reuteri_I49	Riboflavin	Microbe	-0.9999999999991471	0.9999999999991471	-1.0	0.9999999999995736	-0.9999999999995736
110	PAN	Muribaculum_intestinale_YL27	Metabolite	126.6890741170833	126.6890741170833	1.0	11.255624110509522	11.255624110509522
