	0.16785	0.3377	0.3405	0.36819999999999997	0.40005	0.7946500000000001	1.5945	Source	Target
bc1012##1,2-Diacyl-sn-glycerol dioctadecanoyl##Microbe	-2.24501161	-0.48253196	-0.41189086	-0.29116605	-0.14344086	-1.061e-05	0.0	bc1012	1,2-Diacyl-sn-glycerol dioctadecanoyl
1,2-Diacyl-sn-glycerol dioctadecanoyl##bc1012##Metabolite	2.24501161	0.48253196	0.41189086	0.29116605	0.14344086	1.061e-05	0.0	1,2-Diacyl-sn-glycerol dioctadecanoyl	bc1012
bc1012##4-Hydroxybenzoate##Microbe	-0.05056823	-0.01086889	-0.00927772	-0.00655843	-0.00323096	-2.4e-07	0.0	bc1012	4-Hydroxybenzoate
4-Hydroxybenzoate##bc1012##Metabolite	0.05056823	0.01086889	0.00927772	0.00655843	0.00323096	2.4e-07	0.0	4-Hydroxybenzoate	bc1012
bc1012##5-Aminolevulinate##Microbe	-0.40454584	-0.08695113	-0.07422177	-0.05246744	-0.02584771	-1.91e-06	0.0	bc1012	5-Aminolevulinate
5-Aminolevulinate##bc1012##Metabolite	0.40454584	0.08695113	0.07422177	0.05246744	0.02584771	1.91e-06	0.0	5-Aminolevulinate	bc1012
bc1012##AMP##Microbe	-1.93484731	-0.41586674	-0.35498521	-0.25093939	-0.12362349	-9.15e-06	0.0	bc1012	AMP
AMP##bc1012##Metabolite	1.93484731	0.41586674	0.35498521	0.25093939	0.12362349	9.15e-06	0.0	AMP	bc1012
bc1012##Acetate##Microbe	129.76732884	29.13395531	24.69810721	16.6005794	6.69541022	0.00049545	0.0	bc1012	Acetate
bc1012##Ala-Ala##Microbe	-0.45070204	-0.09687172	-0.08269002	-0.05845366	-0.02879677	-2.13e-06	0.0	bc1012	Ala-Ala
Ala-Ala##bc1012##Metabolite	0.45070204	0.09687172	0.08269002	0.05845366	0.02879677	2.13e-06	0.0	Ala-Ala	bc1012
bc1012##BET##Microbe	-0.10113646	-0.02173778	-0.01855544	-0.01311686	-0.00646193	-4.8e-07	0.0	bc1012	BET
BET##bc1012##Metabolite	0.10113646	0.02173778	0.01855544	0.01311686	0.00646193	4.8e-07	0.0	BET	bc1012
bc1012##BIOT##Microbe	-0.05056823	-0.01086889	-0.00927772	-0.00655843	-0.00323096	-2.4e-07	0.0	bc1012	BIOT
BIOT##bc1012##Metabolite	0.05056823	0.01086889	0.00927772	0.00655843	0.00323096	2.4e-07	0.0	BIOT	bc1012
bc1012##CMP##Microbe	-1.51558438	-0.32575239	-0.27806331	-0.19656322	-0.09683546	-7.17e-06	0.0	bc1012	CMP
CMP##bc1012##Metabolite	1.51558438	0.32575239	0.27806331	0.19656322	0.09683546	7.17e-06	0.0	CMP	bc1012
bc1012##CO2##Microbe	154.61829987	34.47530309	29.25749912	19.82361803	8.28321703	0.00061294	0.0	bc1012	CO2
bc1012##Ca2+##Microbe	-0.05056823	-0.01086889	-0.00927772	-0.00655843	-0.00323096	-2.4e-07	0.0	bc1012	Ca2+
Ca2+##bc1012##Metabolite	0.05056823	0.01086889	0.00927772	0.00655843	0.00323096	2.4e-07	0.0	Ca2+	bc1012
bc1012##Chorismate##Microbe	-0.10113646	-0.02173778	-0.01855544	-0.01311686	-0.00646193	-4.8e-07	0.0	bc1012	Chorismate
Chorismate##bc1012##Metabolite	0.10113646	0.02173778	0.01855544	0.01311686	0.00646193	4.8e-07	0.0	Chorismate	bc1012
bc1012##Cl-##Microbe	-0.05056823	-0.01086889	-0.00927772	-0.00655843	-0.00323096	-2.4e-07	0.0	bc1012	Cl-
Cl-##bc1012##Metabolite	0.05056823	0.01086889	0.00927772	0.00655843	0.00323096	2.4e-07	0.0	Cl-	bc1012
bc1012##Co2+##Microbe	-0.05056823	-0.01086889	-0.00927772	-0.00655843	-0.00323096	-2.4e-07	0.0	bc1012	Co2+
Co2+##bc1012##Metabolite	0.05056823	0.01086889	0.00927772	0.00655843	0.00323096	2.4e-07	0.0	Co2+	bc1012
bc1012##CoA##Microbe	-0.10113646	-0.02173778	-0.01855544	-0.01311686	-0.00646193	-4.8e-07	0.0	bc1012	CoA
CoA##bc1012##Metabolite	0.10113646	0.02173778	0.01855544	0.01311686	0.00646193	4.8e-07	0.0	CoA	bc1012
bc1012##Cu2+##Microbe	-0.05056823	-0.01086889	-0.00927772	-0.00655843	-0.00323096	-2.4e-07	0.0	bc1012	Cu2+
Cu2+##bc1012##Metabolite	0.05056823	0.01086889	0.00927772	0.00655843	0.00323096	2.4e-07	0.0	Cu2+	bc1012
bc1012##D-Arabinose##Microbe	-1.35210612	-0.29061516	-0.24807005	-0.17536097	-0.08639032	-6.39e-06	0.0	bc1012	D-Arabinose
D-Arabinose##bc1012##Metabolite	1.35210612	0.29061516	0.24807005	0.17536097	0.08639032	6.39e-06	0.0	D-Arabinose	bc1012
bc1012##D-Glucose##Microbe	-77.14212409	-17.20175181	-14.59810543	-9.89014665	-4.13093671	-0.00030568	0.0	bc1012	D-Glucose
D-Glucose##bc1012##Metabolite	77.14212409	17.20175181	14.59810543	9.89014665	4.13093671	0.00030568	0.0	D-Glucose	bc1012
bc1012##Deoxycytidine##Microbe	-0.36251257	-0.0779167	-0.06650995	-0.04701595	-0.02316207	-1.71e-06	0.0	bc1012	Deoxycytidine
Deoxycytidine##bc1012##Metabolite	0.36251257	0.0779167	0.06650995	0.04701595	0.02316207	1.71e-06	0.0	Deoxycytidine	bc1012
bc1012##Deoxyguanosine##Microbe	-0.05056823	-0.01086889	-0.00927772	-0.00655843	-0.00323096	-2.4e-07	0.0	bc1012	Deoxyguanosine
Deoxyguanosine##bc1012##Metabolite	0.05056823	0.01086889	0.00927772	0.00655843	0.00323096	2.4e-07	0.0	Deoxyguanosine	bc1012
bc1012##Folate##Microbe	-0.15170469	-0.03260667	-0.02783316	-0.01967529	-0.00969289	-7.2e-07	0.0	bc1012	Folate
Folate##bc1012##Metabolite	0.15170469	0.03260667	0.02783316	0.01967529	0.00969289	7.2e-07	0.0	Folate	bc1012
bc1012##Formate##Microbe	-0.05056823	-0.01086889	-0.00927772	-0.00655843	-0.00323096	-2.4e-07	0.0	bc1012	Formate
Formate##bc1012##Metabolite	0.05056823	0.01086889	0.00927772	0.00655843	0.00323096	2.4e-07	0.0	Formate	bc1012
bc1012##Fumarate##Microbe	-89.96292849	-23.80880855	-19.70864092	-10.84132483	0.0	0.0	0.0	bc1012	Fumarate
Fumarate##bc1012##Metabolite	89.96292849	23.80880855	19.70864092	10.84132483	0.0	0.0	0.0	Fumarate	bc1012
bc1012##GTP##Microbe	-2.44009085	-0.52446135	-0.44768192	-0.31646679	-0.15590509	-1.154e-05	0.0	bc1012	GTP
GTP##bc1012##Metabolite	2.44009085	0.52446135	0.44768192	0.31646679	0.15590509	1.154e-05	0.0	GTP	bc1012
bc1012##Glycerol##Microbe	-1.1225058	-0.24126598	-0.20594543	-0.14558303	-0.07172043	-5.31e-06	0.0	bc1012	Glycerol
Glycerol##bc1012##Metabolite	1.1225058	0.24126598	0.20594543	0.14558303	0.07172043	5.31e-06	0.0	Glycerol	bc1012
bc1012##Glycine##Microbe	-9.03637455	-1.94223474	-1.65789791	-1.17196967	-0.57736243	-4.272e-05	0.0	bc1012	Glycine
Glycine##bc1012##Metabolite	9.03637455	1.94223474	1.65789791	1.17196967	0.57736243	4.272e-05	0.0	Glycine	bc1012
bc1012##H+##Microbe	116.83872125	26.35514278	22.32610377	14.92380784	5.86936076	0.00043432	0.0	bc1012	H+
bc1012##H2O##Microbe	172.64397166	33.87704313	29.36145826	22.98783969	15.18294883	0.00112351	1e-08	bc1012	H2O
bc1012##Heme##Microbe	-0.05056823	-0.01086889	-0.00927772	-0.00655843	-0.00323096	-2.4e-07	0.0	bc1012	Heme
Heme##bc1012##Metabolite	0.05056823	0.01086889	0.00927772	0.00655843	0.00323096	2.4e-07	0.0	Heme	bc1012
bc1012##K+##Microbe	-0.05056823	-0.01086889	-0.00927772	-0.00655843	-0.00323096	-2.4e-07	0.0	bc1012	K+
K+##bc1012##Metabolite	0.05056823	0.01086889	0.00927772	0.00655843	0.00323096	2.4e-07	0.0	K+	bc1012
bc1012##L-Alanine##Microbe	-8.16226899	-1.75435871	-1.49752632	-1.05860283	-0.52151307	-3.859e-05	0.0	bc1012	L-Alanine
