	0.0000-0.0000	0.0000-0.0012	0.0012-0.0728	0.0728-0.0822	0.0822-0.0987	0.0987-0.0988	0.0988-0.1046	0.1046-0.2040	0.2040-0.2041	0.2041-0.2042	0.2042-0.2043	0.2043-0.2109	0.2118-0.2367	0.2367-0.2420	0.2420-0.2420	0.2420-0.2421	0.2421-6.4287	6.4287-20.0000	Source	Target
Blautia_coccoides_YL58##Bacteroides_caecimuris_I48##PAN	-126.68907411730609	-126.68907411730291	-126.6890741173373	-126.68907411542644	-126.68907411567314	-126.68907411873731	-126.68907411633296	-126.6890741166801	-126.68907411696844	-126.68907411787688	-126.68907411765326	-126.68907411622233	0.0	0.0	0.0	0.0	0.0	0.0	Blautia_coccoides_YL58	Bacteroides_caecimuris_I48
Bacteroides_caecimuris_I48##Blautia_coccoides_YL58##PAN	-96.79614652100696	-96.79614652170304	-96.79614652167649	-96.79614652168091	-96.79614652168458	-96.79614652166828	-96.79614652168017	-96.79614652168625	-96.79614652164337	-96.79614652173278	-96.79614652172808	-96.79614652168594	-0.7851520614783035	-96.79614652218814	-96.7961465250166	-96.79614652323299	-96.79614652337105	-96.79614652337521	Bacteroides_caecimuris_I48	Blautia_coccoides_YL58
Blautia_coccoides_YL58##Bacteroides_caecimuris_I48##L-Asparagine-e0.D-Glucose-e0.Riboflavin.Spermidine-e0.O2-e0.L-Aspartate-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-263.5262784930246	0.0	0.0	0.0	0.0	0.0	Blautia_coccoides_YL58	Bacteroides_caecimuris_I48
Blautia_coccoides_YL58##Bacteroides_caecimuris_I48##Riboflavin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-126.68907411769952	-126.68907411823221	-126.68907411801769	-126.68907411783495	-126.68907411785531	Blautia_coccoides_YL58	Bacteroides_caecimuris_I48
