	In	InAmount	Out	OutAmount	All	AllAmount	Type
1,2-Diacyl-sn-glycerol dioctadecanoyl	bc1012.bc1001.bc1009.bc1008	4	bc1012.bc1001.bc1009.bc1008	4	bc1012.bc1001.bc1009.bc1008bc1012.bc1001.bc1009.bc1008	8	Metabolite
2-Oxoglutarate	bc1008	1	bc1008	1	bc1008bc1008	2	Metabolite
4-Hydroxybenzoate	bc1012.bc1001.bc1009.bc1008	4	bc1012.bc1001.bc1009.bc1008	4	bc1012.bc1001.bc1009.bc1008bc1012.bc1001.bc1009.bc1008	8	Metabolite
5-Aminolevulinate	bc1012.bc1001.bc1009.bc1008	4	bc1012.bc1001.bc1009.bc1008	4	bc1012.bc1001.bc1009.bc1008bc1012.bc1001.bc1009.bc1008	8	Metabolite
AMP	bc1012.bc1001.bc1009.bc1008	4	bc1012.bc1001.bc1009.bc1008	4	bc1012.bc1001.bc1009.bc1008bc1012.bc1001.bc1009.bc1008	8	Metabolite
Acetate	bc1012.bc1001.bc1009.bc1008	4		0	bc1012.bc1001.bc1009.bc1008	4	Metabolite
Adenosine	bc1001	1	bc1001	1	bc1001bc1001	2	Metabolite
Ala-Ala	bc1012.bc1001.bc1009	3	bc1012.bc1001.bc1009	3	bc1012.bc1001.bc1009bc1012.bc1001.bc1009	6	Metabolite
BET	bc1012.bc1001.bc1009.bc1008	4	bc1012.bc1001.bc1009.bc1008	4	bc1012.bc1001.bc1009.bc1008bc1012.bc1001.bc1009.bc1008	8	Metabolite
BIOT	bc1012.bc1001.bc1009.bc1008	4	bc1012.bc1001.bc1009.bc1008	4	bc1012.bc1001.bc1009.bc1008bc1012.bc1001.bc1009.bc1008	8	Metabolite
CMP	bc1012.bc1001.bc1009.bc1008	4	bc1012.bc1001.bc1009.bc1008	4	bc1012.bc1001.bc1009.bc1008bc1012.bc1001.bc1009.bc1008	8	Metabolite
CO2	bc1012.bc1001.bc1009.bc1008	4		0	bc1012.bc1001.bc1009.bc1008	4	Metabolite
Ca2+	bc1012.bc1001.bc1009.bc1008	4	bc1012.bc1001.bc1009.bc1008	4	bc1012.bc1001.bc1009.bc1008bc1012.bc1001.bc1009.bc1008	8	Metabolite
Chitobiose	bc1008	1	bc1008	1	bc1008bc1008	2	Metabolite
Chorismate	bc1012.bc1001.bc1009.bc1008	4	bc1012.bc1001.bc1009.bc1008	4	bc1012.bc1001.bc1009.bc1008bc1012.bc1001.bc1009.bc1008	8	Metabolite
Citrate	bc1008	1	bc1008	1	bc1008bc1008	2	Metabolite
Cl-	bc1012.bc1001.bc1009.bc1008	4	bc1012.bc1001.bc1009.bc1008	4	bc1012.bc1001.bc1009.bc1008bc1012.bc1001.bc1009.bc1008	8	Metabolite
Co2+	bc1012.bc1001.bc1009.bc1008	4	bc1012.bc1001.bc1009.bc1008	4	bc1012.bc1001.bc1009.bc1008bc1012.bc1001.bc1009.bc1008	8	Metabolite
CoA	bc1012.bc1001.bc1009.bc1008	4	bc1012.bc1001.bc1009.bc1008	4	bc1012.bc1001.bc1009.bc1008bc1012.bc1001.bc1009.bc1008	8	Metabolite
