	0.0000-0.5555	0.5555-0.5555	0.5559-1.2721	Source	Target
O2##bc1015##Metabolite##None	0.15324853629752633	-1.5379899521223486	0.0	O2	bc1015
bc1015##O2##Microbe##O2_e0	-1.0	-0.9999999999998326	0.0	bc1015	O2
bc1015##Mg##Microbe##O2_e0	-0.0004300397838237578	0.004315844591581179	0.0	bc1015	Mg
bc1015##NH3##Microbe##O2_e0	0.0021501989191229083	-0.021579222957600147	0.0	bc1015	NH3
bc1015##AMP##Microbe##O2_e0	-0.016454230572098705	0.16513333112874018	0.0	bc1015	AMP
bc1015##L-Asparagine##Microbe##O2_e0	-0.03077702720522029	0.30887576313245746	0.0	bc1015	L-Asparagine
bc1015##4-Hydroxybenzoate##Microbe##O2_e0	-0.0004300397838117923	0.004315844590588679	0.0	bc1015	4-Hydroxybenzoate
bc1015##N-Acetyl-D-glucosamine##Microbe##O2_e0	-0.01576138974831096	0.15818003649562162	0.0	bc1015	N-Acetyl-D-glucosamine
bc1015##ddca##Microbe##O2_e0	-0.010012133511630047	0.10048096453233524	0.0	bc1015	ddca
bc1015##L-Isoleucine##Microbe##O2_e0	-0.03705526778810123	0.37188367933686167	0.0	bc1015	L-Isoleucine
bc1015##CoA##Microbe##O2_e0	-0.0008600795676485535	0.008631689182688586	0.0	bc1015	CoA
bc1015##L-Glutamine##Microbe##O2_e0	-0.03271485920168494	0.3283236887796623	0.0	bc1015	L-Glutamine
bc1015##BET##Microbe##O2_e0	-0.0008600795676383293	0.008631689182202978	0.0	bc1015	BET
bc1015##Glycine##Microbe##O2_e0	-0.07684667920723608	0.7712270755091554	0.0	bc1015	Glycine
bc1015##dGTP##Microbe##O2_e0	-0.0018104299737457083	0.018169329221125387	0.0	bc1015	dGTP
bc1015##fe3##Microbe##O2_e0	-0.0012901193514718255	0.012947533774278602	0.0	bc1015	fe3
bc1015##Arsenate##Microbe##O2_e0	0.00021501989191357153	-0.0021579222958096893	0.0	bc1015	Arsenate
bc1015##meso-2,6-Diaminopimelate##Microbe##O2_e0	-0.0038328374911225167	0.03846604797594522	0.0	bc1015	meso-2,6-Diaminopimelate
