	0.0000-0.0000	0.0000-20.0000	Source	Target
Enterococcus_faecalis_KB1##N-Acetyl-D-glucosamine-e0##Microbe	-1.0000000000000007	-1.0000000000000002	Enterococcus_faecalis_KB1	N-Acetyl-D-glucosamine-e0
Enterococcus_faecalis_KB1##Cl--e0##Microbe	-0.7060625360171188	-0.7060625360121109	Enterococcus_faecalis_KB1	Cl--e0
Riboflavin##Bifidobacterium_animalis_YL2##Metabolite	96.79614651724023	96.79614651724023	Riboflavin	Bifidobacterium_animalis_YL2
Bifidobacterium_animalis_YL2##Zn2+-e0##Microbe	-0.7060625359787005	-0.7060625359787005	Bifidobacterium_animalis_YL2	Zn2+-e0
Bifidobacterium_animalis_YL2##Sucrose-e0##Microbe	-1.0	-1.0	Bifidobacterium_animalis_YL2	Sucrose-e0
Enterococcus_faecalis_KB1##D-Glucose-e0##Microbe	-31.32176771158102	-31.321767711331606	Enterococcus_faecalis_KB1	D-Glucose-e0
Enterococcus_faecalis_KB1##L-Isoleucine-e0##Microbe	-38.57060811488612	-38.57060811461231	Enterococcus_faecalis_KB1	L-Isoleucine-e0
Bifidobacterium_animalis_YL2##Spermidine-e0##Microbe	-0.9999999999999998	-0.9999999999999998	Bifidobacterium_animalis_YL2	Spermidine-e0
Bifidobacterium_animalis_YL2##L-Valine-e0##Microbe	-34.56469128230957	-34.56469128230957	Bifidobacterium_animalis_YL2	L-Valine-e0
Enterococcus_faecalis_KB1##Mg-e0##Microbe	-0.706062536017256	-0.7060625360123312	Enterococcus_faecalis_KB1	Mg-e0
Enterococcus_faecalis_KB1##Ca2+-e0##Microbe	-0.7060625360171298	-0.7060625360122799	Enterococcus_faecalis_KB1	Ca2+-e0
Bifidobacterium_animalis_YL2##Thiamin-e0##Microbe	-1.000000000000003	-1.000000000000003	Bifidobacterium_animalis_YL2	Thiamin-e0
Bifidobacterium_animalis_YL2##NH3-e0##Microbe	-13.084762773295845	-13.084762773295845	Bifidobacterium_animalis_YL2	NH3-e0
Enterococcus_faecalis_KB1##PAN##Microbe	-1.0000000000645624	-1.000000000057351	Enterococcus_faecalis_KB1	PAN
Enterococcus_faecalis_KB1##Fe2+-e0##Microbe	-1.7060625360861739	-2.4121250720797804	Enterococcus_faecalis_KB1	Fe2+-e0
Enterococcus_faecalis_KB1##L-Methionine-e0##Microbe	-13.748894122264085	-13.748894122160918	Enterococcus_faecalis_KB1	L-Methionine-e0
Bifidobacterium_animalis_YL2##Folate##Microbe	-0.9999999999999997	-0.9999999999999997	Bifidobacterium_animalis_YL2	Folate
Enterococcus_faecalis_KB1##K+-e0##Microbe	-0.7060625360090614	-0.7060625360003897	Enterococcus_faecalis_KB1	K+-e0
Bifidobacterium_animalis_YL2##L-Serine-e0##Microbe	-45.132738573128776	-45.132738573128776	Bifidobacterium_animalis_YL2	L-Serine-e0
Bifidobacterium_animalis_YL2##Co2+-e0##Microbe	-0.706062535970113	-0.706062535970113	Bifidobacterium_animalis_YL2	Co2+-e0
Bifidobacterium_animalis_YL2##Uracil-e0##Microbe	-12.165428977298582	-12.165428977298582	Bifidobacterium_animalis_YL2	Uracil-e0
Bifidobacterium_animalis_YL2##L-Phenylalanine-e0##Microbe	-19.790702065762716	-19.790702065762716	Bifidobacterium_animalis_YL2	L-Phenylalanine-e0
