	0.0000-0.0000	0.0000-0.0020	0.0084-0.0085	0.0085-0.0251	0.0252-0.0332	0.0332-0.0333	0.0465-0.0466	0.0490-0.0491	0.0491-0.0747	0.0749-0.0753	0.0753-0.0754	0.0755-0.0790	0.0790-0.0806	0.0809-0.0810	0.0810-0.0813	0.0813-0.0818	0.0818-0.0843	0.0867-0.1090	0.1090-0.1098	0.1134-0.1135	0.1135-0.1226	0.1226-0.1235	0.1235-0.1238	0.1238-0.1243	0.1514-0.1515	0.1515-0.1515	0.1516-0.1571	0.1571-0.1574	0.1580-0.1895	0.1916-0.2233	0.2233-0.2234	0.2234-0.2267	0.2496-0.2496	0.2496-0.2535	0.2611-0.4877	0.4877-0.4877	0.4877-0.4924	0.4942-0.5557	0.5557-0.5575	0.5575-0.5699	0.5699-0.5955	0.6228-0.6687	0.6688-0.7125	0.7125-0.8888	0.8888-1.1439	1.1439-3.4316	3.4316-20.0000	Source	Target
Riboflavin##L-Arginine-e0##Flavonifractor_plautii_YL31	-36.57235834181964	-36.57235834181964	-36.57235834203727	-36.57235834204339	-36.57235834213417	-36.572358341895416	-36.572358341618695	-1387.5701748591046	-919.0677061736595	-1893.171980022235	-1893.1719800190015	-1512.7268936685048	-1512.7268936666387	-58.66836042850588	-1320.6424663231885	-1320.6424663231885	-1541.1632065056717	-1541.163206506007	-1194.8373777985043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Arginine-e0
Folate-e0##L-Glutamine-e0##Flavonifractor_plautii_YL31	1.0000000000001161	1.0000000000001161	4.499999999998103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.66666666666159	1.6666666666619219	0.3333333333413083	911.2421012334925	-274.2906296405343	-274.2906296405343	-274.2906296405343	-274.2906296405343	-1298.4545582794337	1675.681647167916	-304.8637352237052	-304.8637352322009	1904.476057403143	1904.476057403143	1904.476057403143	1904.476057403143	1904.476057641376	1904.4760576666793	-4238.323324172294	-4238.323324172294	-4238.323324172294	-4238.323324172294	-4238.323324172294	-4238.323324172294	-4238.323324172294	-4238.323324172294	-4238.323324172294	-4238.323324172294	-4238.323324172294	-4238.323324172294	-4238.323324172294	Folate-e0	L-Glutamine-e0
Riboflavin##L-Glutamine-e0##Flavonifractor_plautii_YL31	-41.64070266832474	-41.64070266832474	46.64746026265419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-220.5207401732854	-220.5207401733329	125.80508851909747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Glutamine-e0
Riboflavin##L-Leucine-e0##Flavonifractor_plautii_YL31	-64.72644010487322	-64.72644010487322	-64.72644010522654	-64.72644010523697	-64.72644010539722	-64.72644010497542	-64.72644010449896	-64.72644010487143	-64.72644010516446	-64.72644010507074	-64.72644010496701	-64.72644010504584	-64.72644010496401	-64.72644010545739	-64.72644010469878	-64.72644010469878	-64.72644010515651	-64.72644010517098	-64.72644010442033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Leucine-e0
Putrescine-e0##Putrescine-e0##Flavonifractor_plautii_YL31	-1.0000000000000007	-1.0000000000000007	-0.9999999999999987	-0.9999999999999999	-1.0000000000000002	-0.9999999999999999	-0.9999999999999999	-0.9999999999999991	-0.9999999999999996	-1.000000000000001	-1.0000000000000004	-0.9999999999999988	-1.0000000000000013	-0.9999999999999991	-0.9999999999999994	-0.9999999999999994	-1.000000000000001	-1.000000000000001	-0.9999999999999997	-1.0000000000000007	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-1.0000000000000004	-0.9999999999999988	-1.0000000000000007	-1.0000000000000007	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000007	-0.9999999999999998	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	Putrescine-e0	Putrescine-e0
Riboflavin##L-Histidine-e0##Flavonifractor_plautii_YL31	-11.393282031191859	-11.393282031191859	-11.39328203125265	-11.393282031254454	-11.393282031282897	-11.393282031208507	-11.393282031124677	-11.39328203119151	-11.393282031242254	-11.393282031225656	-11.393282031208486	-11.393282031221895	-11.393282031207635	-11.393282031293298	-11.393282031161117	-11.393282031161117	-11.3932820312415	-11.393282031243954	-11.393282031112292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Histidine-e0
Riboflavin##L-Proline-e0##Flavonifractor_plautii_YL31	-26.58432473944562	-26.58432473944562	-26.584324739591732	-26.58432473959604	-26.584324739661593	-26.58432473948936	-26.584324739295205	-26.5843247394481	-26.584324739566647	-26.584324739535237	-26.584324739494324	-46.11842472414356	-46.11842472408635	-46.11842472442971	-46.11842472389488	-46.11842472389488	-46.1184247242236	-46.11842472423257	-46.11842472369554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Proline-e0
Riboflavin##Co2+-e0##Flavonifractor_plautii_YL31	-0.9241112603194068	-0.9241112603194068	-0.9241112603219171	-0.9241112603221161	-0.9241112603238023	-0.9241112603189988	-0.9241112603084924	-0.9241112603169801	-0.9241112603208153	-0.924111260320284	-0.9241112603186467	-0.9241112603196163	-0.9241112603186783	-0.9241112603251211	-0.9241112603150401	-0.9241112603150401	-0.9241112603214535	-0.9241112603216607	-0.924111260311217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	Co2+-e0
Riboflavin##L-Valine-e0##Flavonifractor_plautii_YL31	-50.88999307264757	-50.88999307264757	-50.8899930729217	-50.8899930729298	-50.8899930730535	-50.889993072727535	-50.88999307233061	-50.88999307264736	-50.8899930728719	-50.88999307279931	-50.88999307272244	-50.88999307278331	-50.88999307272089	-50.889993073105636	-50.8899930725135	-50.8899930725135	-50.88999307287092	-50.889993072881936	-50.88999307229588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Valine-e0
Riboflavin##L-Threonine-e0##Flavonifractor_plautii_YL31	-37.09933646746348	-37.09933646746348	-37.099336467631694	-37.099336467636356	-37.099336467730204	-37.099336467489465	-37.09933646712611	-37.09933646742441	-974.1042738509476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Threonine-e0
Spermidine-e0##Spermidine-e0##Flavonifractor_plautii_YL31	-1.0	-1.0	-0.9999999999999989	-1.000000000000001	-0.9999999999999996	-1.0000000000000004	-1.0000000000000009	-1.0000000000000007	-1.0000000000000007	-1.0000000000000002	-0.9999999999999997	-1.0000000000000007	-0.9999999999999998	-1.0000000000000004	-0.9999999999999997	-0.9999999999999997	-0.9999999999999998	-1.0000000000000002	-0.9999999999999996	-1.0000000000000004	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000002	-1.0000000000000009	-1.0000000000000013	-0.9999999999999991	-0.9999999999999981	-0.9999999999999981	-0.9999999999999981	-0.9999999999999981	-0.9999999999999999	-0.9999999999999983	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	Spermidine-e0	Spermidine-e0
Riboflavin##L-Isoleucine-e0##Flavonifractor_plautii_YL31	-34.93939822898664	-34.93939822898664	-34.939398229177144	-34.93939822918305	-34.93939822926802	-34.93939822904382	-34.93939822878705	-34.93939822898943	-34.93939822914444	-34.9393982290962	-34.939398229041544	-34.939398229082315	-34.939398229039	-34.93939822930018	-34.93939822889801	-34.93939822889801	-34.939398229141105	-34.93939822914845	-34.93939822875034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Isoleucine-e0
Riboflavin##fe3-e0##Flavonifractor_plautii_YL31	-0.9241112603173443	-0.9241112603173443	-0.924111260321323	-0.9241112603214501	-0.9241112603238714	-0.9241112603175979	-0.9241112603109352	-0.9241112603162853	-0.9241112603206213	-0.9241112603188858	-0.9241112603176505	-0.9241112603188152	-0.924111260317685	-0.9241112603251108	-0.924111260313938	-0.924111260313938	-0.9241112603204233	-0.9241112603206253	-0.9241112603099949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	fe3-e0
Putrescine-e0##H+-e0##Flavonifractor_plautii_YL31	1.0882352941184161	1.0882352941184161	0.999999999999637	0.9999999999996353	1.4999999999981954	1.0000000000003222	1.0000000000025924	1.250000000000031	1.500000000000461	0.9999999999989002	0.9999999999988815	0.9999999999994875	0.9999999999994473	4.6000000000207795	0.3333333333405147	0.3333333333405147	1.6666666666659318	1.6666666666659649	1.000000000001864	-0.9999999999652084	2.000000000000493	2.000000000000493	2.000000000000493	2.000000000000493	2.0000000000452505	2.000000000001568	2.000000000069751	2.0000000001043374	0.9999999999928108	0.9999999999928108	0.9999999999928108	0.9999999999928108	1.000000000002935	1.0000000000038791	0.7499999999639815	0.7499999999639815	0.7499999999639815	0.7499999999639815	0.7499999999639815	0.7499999999639815	0.7499999999639815	0.7499999999639815	0.7499999999639815	0.7499999999639815	0.7499999999639815	0.7499999999639815	0.7499999999639815	Putrescine-e0	H+-e0
Spermidine-e0##H+-e0##Flavonifractor_plautii_YL31	0.7647058823528474	0.7647058823528474	3.500000000004071	3.5000000000034137	4.000000000000759	4.000000000000842	3.999999999997246	3.5000000000000693	2.999999999999888	4.000000000001778	3.999999999998273	3.0000000000005644	2.9999999999954223	12.000000000059527	1.333333333345946	1.333333333345946	4.666666666664334	4.666666666664443	3.9999999999840785	1.9999999998793863	5.00000000000271	5.00000000000271	5.00000000000271	5.00000000000271	3.0000000002117053	5.000000000011505	2.00000000040042	2.000000000408204	2.000000000112639	2.000000000112639	2.000000000112639	2.000000000112639	2.0000000000143525	2.0000000000079012	7.999999997215202	7.999999997215202	7.999999997215202	7.999999997215202	7.999999997215202	7.999999997215202	7.999999997215202	7.999999997215202	7.999999997215202	7.999999997215202	7.999999997215202	7.999999997215202	7.999999997215202	Spermidine-e0	H+-e0
Folate-e0##H+-e0##Flavonifractor_plautii_YL31	-6.617647058824831	-6.617647058824831	-1.4999999999881366	-1.4999999999940612	2.999999999985392	-1.9999999999902638	-2.000000000021955	0.24999999999931055	2.5000000000087415	-2.0000000000165876	-2.000000000007671	0.49999999999258543	0.49999999998328354	-5.799999999999668	1.6666666666269534	1.6666666666269534	-1.6666666666677392	-1.6666666666676284	0.9999999999496179	-1760.944275401129	17.35482090010402	17.35482090010402	17.35482090010402	17.35482090010402	2065.6826781747104	65.78949434259938	3036.6075679971595	3036.6075680797876	827.2677751878309	827.2677751878309	827.2677751878309	827.2677751878309	827.9344419587545	827.9344419699046	-5314.864939582412	-5314.864939582412	-5314.864939582412	-5314.864939582412	-5314.864939582412	-5314.864939582412	-5314.864939582412	-5314.864939582412	-5314.864939582412	-5314.864939582412	-5314.864939582412	-5314.864939582412	-5314.864939582412	Folate-e0	H+-e0
Riboflavin##H+-e0##Flavonifractor_plautii_YL31	1974.9995659923757	1974.9995659923757	-476.5653977294402	-476.56539772951203	-235.42155975606767	-692.4282046964263	-692.4282046910743	-204.69389498220127	263.8085737084774	-710.2957001416185	-710.2957001403406	-349.38471377294184	-349.3847137724888	657.2711938592735	-530.4691411085961	-530.4691411085961	-89.42766076574082	-89.42766076575629	-782.079318144531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	H+-e0
Puryvate##H+-e0##Flavonifractor_plautii_YL31	-0.9411764705873661	-0.9411764705873661	-0.4999999999973758	-0.49999999999934985	-0.4999999999994445	0.0	0.0	-0.5000000000012603	-0.9999999999994506	0.0	0.0	-0.5000000000012877	-0.5000000000003776	0.40000000000600555	-0.6666666666653438	-0.6666666666653438	-0.333333333333533	-0.3333333333335128	0.0	0.9999999999598947	-0.49999999999989425	-0.49999999999989425	-0.49999999999989425	-0.49999999999989425	-1.5000000000003595	-0.4999999999981073	-1.99999999996146	-1.9999999999967744	-0.9999999999635469	-0.9999999999635469	-0.9999999999635469	-0.9999999999635469	-0.9999999999983945	-1.000000000001263	0.7500000015092765	0.7500000015092765	0.7500000015092765	0.7500000015092765	0.7500000015092765	0.7500000015092765	0.7500000015092765	0.7500000015092765	0.7500000015092765	0.7500000015092765	0.7500000015092765	0.7500000015092765	0.7500000015092765	Puryvate	H+-e0
Folate-e0##Uracil-e0##Flavonifractor_plautii_YL31	1.0000000000002076	1.0000000000002076	1.000000000001069	1.00000000000046	0.0	0.0	0.0	-2.2500000000043787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-26.428153916367908	-26.42815391703716	-26.42815391703716	-26.42815391703716	-26.42815391703716	-26.42815391720158	-26.428153915837278	-26.428153916536772	-26.428153917294956	-26.428153914776075	-26.428153914776075	-26.428153914776075	-26.428153914776075	-26.428153918082355	-26.428153918398657	-26.428153911371037	-26.428153911371037	-26.428153911371037	-26.428153911371037	-26.428153911371037	-26.428153911371037	-26.428153911371037	-26.428153911371037	-26.428153911371037	-26.428153911371037	-26.428153911371037	-26.428153911371037	-26.428153911371037	Folate-e0	Uracil-e0
Riboflavin##Uracil-e0##Flavonifractor_plautii_YL31	-43.061601330953145	-43.061601330953145	-43.061601331107	-43.061601331115384	-20.41038985410243	-20.410389853979066	-20.410389853819048	-508.1446995670218	-39.64223087764858	-39.642230877600355	-39.6422308775372	-39.64223087758781	-39.64223087754023	-39.6422308778389	-39.642230877374395	-39.642230877374395	-39.642230877656765	-39.642230877664474	-39.642230877204106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	Uracil-e0
Spermidine-e0##L-Methionine-e0##Flavonifractor_plautii_YL31	1.0000000000000069	1.0000000000000069	1.000000000000235	1.0000000000001952	1.0000000000000928	1.0000000000000946	0.9999999999999944	1.0000000000000409	1.0000000000000702	1.0000000000000488	0.9999999999999578	1.00000000000002	0.9999999999997472	0.9999999999984512	1.000000000000493	1.000000000000493	0.9999999999993876	0.9999999999994056	0.9999999999996103	0.9999999999991447	0.9999999999985819	0.9999999999985819	0.9999999999985819	0.9999999999985819	0.9999999999987074	1.9999999998409168	0.9999999999982473	0.9999999999982111	0.9999999999981959	0.9999999999981959	0.9999999999981959	0.9999999999981959	0.9999999999997772	0.9999999999998989	0.9999999999926215	0.9999999999926215	0.9999999999926215	0.9999999999926215	0.9999999999926215	0.9999999999926215	0.9999999999926215	0.9999999999926215	0.9999999999926215	0.9999999999926215	0.9999999999926215	0.9999999999926215	0.9999999999926215	Spermidine-e0	L-Methionine-e0
Riboflavin##L-Methionine-e0##Flavonifractor_plautii_YL31	-19.48243529503264	-19.48243529503264	-19.482435295191443	-19.482435295195412	-19.48243529524008	-19.48243529511752	-19.48243529498111	-19.482435295079398	-19.482435295136348	-19.482435295113223	-19.482435295080162	-19.482435295102608	-19.482435295078837	-19.48243529522156	-19.482435294996353	-19.482435294996353	-19.482435295137808	-19.482435295141133	-19.48243529491121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Methionine-e0
Riboflavin##L-Cysteine-e0##Flavonifractor_plautii_YL31	-13.013505963493087	-13.013505963493087	-13.013505963538096	-13.013505963538867	-13.013505963569411	-13.013505963488448	-13.013505963391683	-13.013505963464453	-13.013505963522238	-13.013505963494783	-13.013505963479822	-13.013505963500215	-13.013505963482903	-13.013505963592822	-13.01350596342693	-13.01350596342693	-13.01350596352065	-13.01350596352432	-13.013505963369377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Cysteine-e0
Riboflavin##L-Tyrosine-e0##Flavonifractor_plautii_YL31	-17.083554956512845	-17.083554956512845	-17.08355495661661	-17.083554956618322	-17.08355495666159	-17.08355495654792	-17.083554956427808	-17.083554956520427	-17.083554956599368	-17.083554956578915	-17.083554956548497	-17.083554956567518	-17.08355495654515	-17.0835549566737	-17.083554956475727	-17.083554956475727	-17.08355495658975	-17.083554956593556	-17.08355495640627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Tyrosine-e0
Putrescine-e0##Inosine-e0##Flavonifractor_plautii_YL31	-0.058823529412409266	-0.058823529412409266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Putrescine-e0	Inosine-e0
Spermidine-e0##Inosine-e0##Flavonifractor_plautii_YL31	1.823529411764981	1.823529411764981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	Inosine-e0
