	Proportion MetConSIN Shared	Proportion DirectDFBA Shared	Number Different Sign	Average ABS Difference
0.39635	1.0	0.53125	0.0	1.4689730589876353
0.79325	1.0	0.53125	0.0	0.26361215596864196
0.794	1.0	0.5347222222222222	3.0	0.29609787349643546
1.1656499999999999	1.0	0.53125	0.0	0.17172716276023792
Average	1.0	0.5381944444444444	0.0	0.8781948395538266
