	In	InAmount	Out	OutAmount	All	AllAmount	Type
1,2-Diacyl-sn-glycerol dioctadecanoyl	bc1016.bc1008.bc1009	3	bc1016.bc1008.bc1009	3	bc1016.bc1008.bc1009bc1016.bc1008.bc1009	6	Metabolite
2-Oxoglutarate	bc1016.bc1008	2	bc1016.bc1008	2	bc1016.bc1008bc1016.bc1008	4	Metabolite
4-Hydroxybenzoate	bc1016.bc1008.bc1009	3	bc1016.bc1008.bc1009	3	bc1016.bc1008.bc1009bc1016.bc1008.bc1009	6	Metabolite
5-Aminolevulinate	bc1016.bc1008.bc1009	3	bc1016.bc1008.bc1009	3	bc1016.bc1008.bc1009bc1016.bc1008.bc1009	6	Metabolite
AMP	bc1016.bc1008.bc1009	3	bc1016.bc1008.bc1009	3	bc1016.bc1008.bc1009bc1016.bc1008.bc1009	6	Metabolite
Acetate	bc1016.bc1008.bc1009	3		0	bc1016.bc1008.bc1009	3	Metabolite
Ala-Ala	bc1009	1	bc1009	1	bc1009bc1009	2	Metabolite
BET	bc1016.bc1008.bc1009	3	bc1016.bc1008.bc1009	3	bc1016.bc1008.bc1009bc1016.bc1008.bc1009	6	Metabolite
BIOT	bc1016.bc1008.bc1009	3	bc1016.bc1008.bc1009	3	bc1016.bc1008.bc1009bc1016.bc1008.bc1009	6	Metabolite
CMP	bc1016.bc1008.bc1009	3	bc1016.bc1008.bc1009	3	bc1016.bc1008.bc1009bc1016.bc1008.bc1009	6	Metabolite
CO2	bc1016.bc1008.bc1009	3		0	bc1016.bc1008.bc1009	3	Metabolite
Ca2+	bc1016.bc1008.bc1009	3	bc1016.bc1008.bc1009	3	bc1016.bc1008.bc1009bc1016.bc1008.bc1009	6	Metabolite
Chitobiose	bc1016.bc1008	2	bc1016.bc1008	2	bc1016.bc1008bc1016.bc1008	4	Metabolite
Chorismate	bc1016.bc1008.bc1009	3	bc1016.bc1008.bc1009	3	bc1016.bc1008.bc1009bc1016.bc1008.bc1009	6	Metabolite
Citrate	bc1016.bc1008	2	bc1016.bc1008	2	bc1016.bc1008bc1016.bc1008	4	Metabolite
Cl-	bc1016.bc1008.bc1009	3	bc1016.bc1008.bc1009	3	bc1016.bc1008.bc1009bc1016.bc1008.bc1009	6	Metabolite
Co2+	bc1016.bc1008.bc1009	3	bc1016.bc1008.bc1009	3	bc1016.bc1008.bc1009bc1016.bc1008.bc1009	6	Metabolite
CoA	bc1016.bc1008.bc1009	3	bc1016.bc1008.bc1009	3	bc1016.bc1008.bc1009bc1016.bc1008.bc1009	6	Metabolite
Cu2+	bc1016.bc1008.bc1009	3	bc1016.bc1008.bc1009	3	bc1016.bc1008.bc1009bc1016.bc1008.bc1009	6	Metabolite
Cytidine	bc1016.bc1008	2	bc1016.bc1008	2	bc1016.bc1008bc1016.bc1008	4	Metabolite
D-Alanine	bc1016.bc1008	2	bc1016.bc1008	2	bc1016.bc1008bc1016.bc1008	4	Metabolite
D-Arabinose	bc1016.bc1008.bc1009	3	bc1016.bc1008.bc1009	3	bc1016.bc1008.bc1009bc1016.bc1008.bc1009	6	Metabolite
D-Glucose	bc1016.bc1008.bc1009	3	bc1016.bc1008.bc1009	3	bc1016.bc1008.bc1009bc1016.bc1008.bc1009	6	Metabolite
Deoxycytidine	bc1016.bc1008.bc1009	3	bc1016.bc1008.bc1009	3	bc1016.bc1008.bc1009bc1016.bc1008.bc1009	6	Metabolite
Deoxyguanosine	bc1009	1	bc1009	1	bc1009bc1009	2	Metabolite
Folate	bc1016.bc1008.bc1009	3	bc1016.bc1008.bc1009	3	bc1016.bc1008.bc1009bc1016.bc1008.bc1009	6	Metabolite
Formate	bc1016.bc1008.bc1009	3	bc1016.bc1008.bc1009	3	bc1016.bc1008.bc1009bc1016.bc1008.bc1009	6	Metabolite
Fumarate	bc1016.bc1008	2	bc1016.bc1008	2	bc1016.bc1008bc1016.bc1008	4	Metabolite
GTP	bc1016.bc1008.bc1009	3	bc1016.bc1008.bc1009	3	bc1016.bc1008.bc1009bc1016.bc1008.bc1009	6	Metabolite
Glucose-1-phosphate	bc1016.bc1008	2	bc1016.bc1008	2	bc1016.bc1008bc1016.bc1008	4	Metabolite
