	0.0000-0.2694	0.2694-0.2764	0.2764-0.3908	0.3908-0.3908	0.3908-0.3926	0.3933-0.3936	0.3936-0.3946	0.3946-1.2358	1.2358-2.0000	Source	Target
Fumarate##L-Lysine##bc1012	-0.00970445661060238	0.22347320068037763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	L-Lysine
O2##L-Lysine##bc1012	-0.043670054747731245	0.4469464013607124	-0.01240407286039458	-0.01240407286039458	-0.01240407286039458	0.4469464013528597	0.0	0.0	0.0	O2	L-Lysine
Fumarate##NADP##bc1012	-0.00019081024847442766	0.004393958225391791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	NADP
O2##NADP##bc1012	-0.0008586461181242438	0.00878791645077156	-0.00024389044328290138	-0.00024389044328290138	-0.00024389044328290138	0.008787916453875303	0.0	0.0	0.0	O2	NADP
Fumarate##Cu2+##bc1012	-9.54051242366384e-05	0.002196979112767517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	Cu2+
O2##Cu2+##bc1012	-0.00042932305906419056	0.0043939582255331545	-0.0001219452216412961	-0.0001219452216412961	-0.0001219452216412961	0.004393958225429722	0.0	0.0	0.0	O2	Cu2+
Fumarate##Ala-Ala##bc1012	-0.0008503221115176701	0.019581127671064135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	Ala-Ala
O2##Ala-Ala##bc1012	-0.003826449501833346	0.03916225534212629	-0.0010868673898287691	-0.0010868673898287691	-0.0010868673898287691	0.039162255341530935	0.0	0.0	0.0	O2	Ala-Ala
Fumarate##5-Aminolevulinate##bc1012	-0.0007632409938949184	0.01757583290229533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	5-Aminolevulinate
O2##5-Aminolevulinate##bc1012	-0.003434584472512725	0.03515166580459632	-0.0009755617731182546	-0.0009755617731182546	-0.0009755617731182546	0.03515166580304197	0.0	0.0	0.0	O2	5-Aminolevulinate
Fumarate##1,2-Diacyl-sn-glycerol dioctadecanoyl##bc1012	-0.004235576579508136	0.09753640960341606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	1,2-Diacyl-sn-glycerol dioctadecanoyl
O2##1,2-Diacyl-sn-glycerol dioctadecanoyl##bc1012	-0.019060094607801687	0.19507281920681524	-0.005413842588633186	-0.005413842588633186	-0.005413842588633186	0.19507281920320144	0.0	0.0	0.0	O2	1,2-Diacyl-sn-glycerol dioctadecanoyl
Fumarate##AMP##bc1012	-0.0036504015928768485	0.08406106188857108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	AMP
O2##AMP##bc1012	-0.01642680716805544	0.1681221237771296	-0.004665881784538701	-0.004665881784538701	-0.004665881784538701	0.16812212376567484	0.0	0.0	0.0	O2	AMP
Fumarate##Folate##bc1012	-0.0002862153727065237	0.0065909373383324105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	Folate
O2##Folate##bc1012	-0.0012879691771829184	0.013181874676664786	-0.0003658356649199295	-0.0003658356649199295	-0.0003658356649199295	0.013181874676432333	0.0	0.0	0.0	O2	Folate
Fumarate##Riboflavin##bc1012	-0.0002862153727010618	0.006590937338674248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	Riboflavin
O2##Riboflavin##bc1012	-0.0012879691771827352	0.013181874677372717	-0.00036583566491464733	-0.00036583566491464733	-0.00036583566491464733	0.013181874672169202	0.0	0.0	0.0	O2	Riboflavin
Fumarate##L-Isoleucine##bc1012	-0.008220779936906468	0.18930725112237587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	L-Isoleucine
O2##L-Isoleucine##bc1012	-0.03699350971609691	0.37861450224471443	-0.010507662345077318	-0.010507662345077318	-0.010507662345077318	0.378614502237754	0.0	0.0	0.0	O2	L-Isoleucine
Fumarate##L-Threonine##bc1012	-0.007176150442161444	0.165251633576461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	L-Threonine
O2##L-Threonine##bc1012	-0.03229267698974378	0.33050326715288997	-0.00917243453327255	-0.00917243453327255	-0.00917243453327255	0.33050326714667394	0.0	0.0	0.0	O2	L-Threonine
Fumarate##Co2+##bc1012	-9.540512423636734e-05	0.0021969791127956257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	Co2+
O2##Co2+##bc1012	-0.0004293230590643645	0.004393958225591589	-0.00012194522164064383	-0.00012194522164064383	-0.00012194522164064383	0.004393958225508744	0.0	0.0	0.0	O2	Co2+
Fumarate##Nicotinamide ribonucleotide##bc1012	-9.540512423622177e-05	0.0021969791127886855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	Nicotinamide ribonucleotide
O2##Nicotinamide ribonucleotide##bc1012	-0.0004293230590646161	0.004393958225576281	-0.00012194522164163227	-0.00012194522164163227	-0.00012194522164163227	0.004393958225525509	0.0	0.0	0.0	O2	Nicotinamide ribonucleotide
Fumarate##L-Cysteine##bc1012	-0.0025888644000209653	0.0596160956573269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	L-Cysteine
O2##L-Cysteine##bc1012	-0.011649889800098767	0.11923219131464205	-0.003309042837952739	-0.003309042837952739	-0.003309042837952739	0.11923219131234007	0.0	0.0	0.0	O2	L-Cysteine
Fumarate##Mn2+##bc1012	-9.540512423670496e-05	0.0021969791127799043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	Mn2+
O2##Mn2+##bc1012	-0.0004293230590646521	0.004393958225558889	-0.00012194522164101877	-0.00012194522164101877	-0.00012194522164101877	0.004393958225600387	0.0	0.0	0.0	O2	Mn2+
Fumarate##Cl-##bc1012	-9.540512423607753e-05	0.002196979112791426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	Cl-
O2##Cl-##bc1012	-0.00042932305906424623	0.004393958225582217	-0.00012194522164137406	-0.00012194522164137406	-0.00012194522164137406	0.00439395822543308	0.0	0.0	0.0	O2	Cl-
Fumarate##Chorismate##bc1012	-0.00019081024847599458	0.004393958225592557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	Chorismate
O2##Chorismate##bc1012	-0.0008586461181368854	0.008787916451184586	-0.00024389044328236383	-0.00024389044328236383	-0.00024389044328236383	0.008787916450951122	0.0	0.0	0.0	O2	Chorismate
Fumarate##L-Histidine##bc1012	-0.002694841305284794	0.06205652062576568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	L-Histidine
O2##L-Histidine##bc1012	-0.012126785873787868	0.12411304125151884	-0.0034445007319048432	-0.0034445007319048432	-0.0034445007319048432	0.12411304124905248	0.0	0.0	0.0	O2	L-Histidine
Fumarate##L-Aspartate##bc1012	-0.006827940610579545	0.1572330943944758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	L-Aspartate
O2##L-Aspartate##bc1012	-0.030725732747623507	0.3144661887889221	-0.008727358596002684	-0.008727358596002684	-0.008727358596002684	0.3144661887829805	0.0	0.0	0.0	O2	L-Aspartate
Fumarate##GTP##bc1012	-0.004603625049298991	0.10601179084829272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	GTP
O2##GTP##bc1012	-0.020716312721857727	0.2120235816965657	-0.0058842759388572355	-0.0058842759388572355	-0.0058842759388572355	0.21202358169239383	0.0	0.0	0.0	O2	GTP
Fumarate##H+##bc1012	0.451065769725694	1.6268522804471361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	H+
O2##H+##bc1012	0.7797959637668296	3.2537045608947524	-0.09029983979363991	-0.09029983979363991	-0.09029983979363991	3.2537045609032846	0.0	0.0	0.0	O2	H+
Fumarate##Niacin##bc1012	9.54051242363369e-05	-0.0021969791127988245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	Niacin
O2##Niacin##bc1012	0.00042932305906523237	-0.004393958225597347	0.00012194522164145623	0.00012194522164145623	0.00012194522164145623	-0.004393958225563527	0.0	0.0	0.0	O2	Niacin
Fumarate##Oxidized glutathione##bc1012	-4.770256211823556e-05	0.0010984895563806586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	Oxidized glutathione
O2##Oxidized glutathione##bc1012	-0.00021466152953142866	0.0021969791127605504	-6.097261082029728e-05	-6.097261082029728e-05	-6.097261082029728e-05	0.0021969791128261668	0.0	0.0	0.0	O2	Oxidized glutathione
Fumarate##4-Hydroxybenzoate##bc1012	-9.540512424549498e-05	0.0021969791124254712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	4-Hydroxybenzoate
O2##4-Hydroxybenzoate##bc1012	-0.0004293230590254508	0.0043939582248708415	-0.0001219452216005272	-0.0001219452216005272	-0.0001219452216005272	0.004393958229042119	0.0	0.0	0.0	O2	4-Hydroxybenzoate
Fumarate##L-Phenylalanine##bc1012	-0.005253426589514783	0.12097535200639958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	L-Phenylalanine
O2##L-Phenylalanine##bc1012	-0.023640419652829602	0.2419507040127757	-0.006714841314442249	-0.006714841314442249	-0.006714841314442249	0.2419507040084271	0.0	0.0	0.0	O2	L-Phenylalanine
Fumarate##Acetate##bc1012	0.4754576736935566	1.065158095071236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	Acetate
O2##Acetate##bc1012	0.8895595316224044	2.1303161901428167	-0.05912251929426969	-0.05912251929426969	-0.05912251929426969	2.130316190185662	0.0	0.0	0.0	O2	Acetate
Fumarate##TTP##bc1012	-0.0004052742689252955	0.009332613011164503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	TTP
O2##TTP##bc1012	-0.0018237342101657004	0.018665226022328826	-0.0005180147391971279	-0.0005180147391971279	-0.0005180147391971279	0.01866522602222639	0.0	0.0	0.0	O2	TTP
Fumarate##UMP##bc1012	-0.0031835511200413815	0.07331047856384777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	UMP
O2##UMP##bc1012	-0.014325980040190645	0.14662095712768472	-0.004069161379382493	-0.004069161379382493	-0.004069161379382493	0.1466209571249608	0.0	0.0	0.0	O2	UMP
Fumarate##BET##bc1012	-0.0001908102484816185	0.004393958225225711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	BET
O2##BET##bc1012	-0.0008586461180879757	0.008787916450473419	-0.00024389044323965805	-0.00024389044323965805	-0.00024389044323965805	0.008787916454201364	0.0	0.0	0.0	O2	BET
Fumarate##meso-2,6-Diaminopimelate##bc1012	-0.0008503221115175012	0.019581127671053748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	meso-2,6-Diaminopimelate
O2##meso-2,6-Diaminopimelate##bc1012	-0.003826449501832645	0.03916225534210484	-0.001086867389828976	-0.001086867389828976	-0.001086867389828976	0.03916225534169433	0.0	0.0	0.0	O2	meso-2,6-Diaminopimelate
Fumarate##Thiamin##bc1012	-9.54051242367488e-05	0.002196979112802028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	Thiamin
O2##Thiamin##bc1012	-0.00042932305906634584	0.004393958225603839	-0.00012194522164153774	-0.00012194522164153774	-0.00012194522164153774	0.004393958225268407	0.0	0.0	0.0	O2	Thiamin
Fumarate##D-Arabinose##bc1012	-0.0025509663345529812	0.05874338301310562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	D-Arabinose
O2##D-Arabinose##bc1012	-0.01147934850549278	0.11748676602620337	-0.00326060216948337	-0.00326060216948337	-0.00326060216948337	0.11748676602297946	0.0	0.0	0.0	O2	D-Arabinose
Fumarate##Zn2+##bc1012	-9.540512423618488e-05	0.0021969791127939555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	Zn2+
O2##Zn2+##bc1012	-0.00042932305906361723	0.004393958225588375	-0.00012194522164031747	-0.00012194522164031747	-0.00012194522164031747	0.0043939582255988	0.0	0.0	0.0	O2	Zn2+
Fumarate##L-Alanine##bc1012	-0.01539943724847342	0.3546166126225069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	L-Alanine
O2##L-Alanine##bc1012	-0.06929746761816774	0.7092332252449504	-0.01968330111656611	-0.01968330111656611	-0.01968330111656611	0.7092332252318386	0.0	0.0	0.0	O2	L-Alanine
Fumarate##Myristic acid##bc1012	-0.004251610557590821	0.09790563835518398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	Myristic acid
O2##Myristic acid##bc1012	-0.01913224750916036	0.1958112767103553	-0.005434336949138953	-0.005434336949138953	-0.005434336949138953	0.1958112767046705	0.0	0.0	0.0	O2	Myristic acid
Fumarate##L-Glutamine##bc1012	-0.007257852235796082	0.1671330538410134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	L-Glutamine
O2##L-Glutamine##bc1012	-0.032660335061093185	0.3342661076819883	-0.009276864388722014	-0.009276864388722014	-0.009276864388722014	0.33426610767661724	0.0	0.0	0.0	O2	L-Glutamine
Fumarate##Glycine##bc1012	-0.017048578416892772	0.39259286106923585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	Glycine
O2##Glycine##bc1012	-0.07671860287613368	0.7851857221383716	-0.021791205560007396	-0.021791205560007396	-0.021791205560007396	0.785185722119789	0.0	0.0	0.0	O2	Glycine
Fumarate##Putrescine##bc1012	-9.54051242370459e-05	0.002196979112785658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	Putrescine
O2##Putrescine##bc1012	-0.00042932305906586457	0.004393958225570502	-0.0001219452216412357	-0.0001219452216412357	-0.0001219452216412357	0.004393958225540643	0.0	0.0	0.0	O2	Putrescine
Fumarate##Succinate##bc1012	1.0000000000000036	1.0000000000001237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	Succinate
Fumarate##D-Glucose##bc1012	-0.26085639864323534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	D-Glucose
O2##D-Glucose##bc1012	-0.5488537938943642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	O2	D-Glucose
Fumarate##N-Acetyl-D-glucosamine##bc1012	-0.0030196679491242503	0.06953659423312775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	N-Acetyl-D-glucosamine
O2##N-Acetyl-D-glucosamine##bc1012	-0.013588505771071058	0.1390731884662547	-0.003859688672746972	-0.003859688672746972	-0.003859688672746972	0.1390731884623203	0.0	0.0	0.0	O2	N-Acetyl-D-glucosamine
Fumarate##S-Adenosyl-L-methionine##bc1012	-0.00028621537271807915	0.006590937338031884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	S-Adenosyl-L-methionine
O2##S-Adenosyl-L-methionine##bc1012	-0.0012879691771548348	0.013181874676084863	-0.00036583566488212376	-0.00036583566488212376	-0.00036583566488212376	0.013181874679619192	0.0	0.0	0.0	O2	S-Adenosyl-L-methionine
Fumarate##fe3##bc1012	-0.00028621537270965235	0.006590937338346089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	fe3
O2##fe3##bc1012	-0.0012879691771948212	0.013181874676688252	-0.00036583566492445963	-0.00036583566492445963	-0.00036583566492445963	0.013181874675941284	0.0	0.0	0.0	O2	fe3
Fumarate##Sulfate##bc1012	-9.540512423646818e-05	0.002196979112791174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	Sulfate
O2##Sulfate##bc1012	-0.0004293230590636683	0.004393958225582798	-0.00012194522164006562	-0.00012194522164006562	-0.00012194522164006562	0.004393958225318564	0.0	0.0	0.0	O2	Sulfate
Fumarate##K+##bc1012	-9.540512423692623e-05	0.0021969791128076217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	K+
O2##K+##bc1012	-0.0004293230590667147	0.00439395822561555	-0.00012194522164138557	-0.00012194522164138557	-0.00012194522164138557	0.004393958225556592	0.0	0.0	0.0	O2	K+
Fumarate##Deoxyguanosine##bc1012	-9.540512423686041e-05	0.002196979112805756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	Deoxyguanosine
O2##Deoxyguanosine##bc1012	-0.00042932305906619547	0.004393958225612066	-0.00012194522164098063	-0.00012194522164098063	-0.00012194522164098063	0.004393958225528885	0.0	0.0	0.0	O2	Deoxyguanosine
Fumarate##L-Tyrosine##bc1012	-0.004102820189504718	0.09447930949202027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	L-Tyrosine
O2##L-Tyrosine##bc1012	-0.018462690852782862	0.1889586189840224	-0.0052441556086847176	-0.0052441556086847176	-0.0052441556086847176	0.18895861898079602	0.0	0.0	0.0	O2	L-Tyrosine
Fumarate##Deoxycytidine##bc1012	-0.0006839384512559957	0.015749662335959272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	Deoxycytidine
O2##Deoxycytidine##bc1012	-0.003077723030656754	0.03149932467191643	-0.0008741985998627848	-0.0008741985998627848	-0.0008741985998627848	0.031499324671508816	0.0	0.0	0.0	O2	Deoxycytidine
Fumarate##L-Asparagine##bc1012	-0.0068279406105797354	0.15723309439446262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	L-Asparagine
O2##L-Asparagine##bc1012	-0.03072573274762315	0.31446618878889493	-0.008727358596002738	-0.008727358596002738	-0.008727358596002738	0.31446618878324445	0.0	0.0	0.0	O2	L-Asparagine
Fumarate##CO2##bc1012	0.5223430396915605	-0.014513155458226826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	CO2
O2##CO2##bc1012	1.1005436786109335	-0.029026310916700132	0.0008055652182780372	0.0008055652182780372	0.0008055652182780372	-0.029026310945718146	0.0	0.0	0.0	O2	CO2
Fumarate##L-Tryptophan##bc1012	-0.001604793136854602	0.036955006664785274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	L-Tryptophan
O2##L-Tryptophan##bc1012	-0.007221569115849543	0.07391001332956437	-0.0020512195369760088	-0.0020512195369760088	-0.0020512195369760088	0.07391001332839546	0.0	0.0	0.0	O2	L-Tryptophan
Fumarate##L-Serine##bc1012	-0.007255541100736816	0.16707983326745443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	L-Serine
O2##L-Serine##bc1012	-0.03264993495333906	0.3341596665348792	-0.009273910334848584	-0.009273910334848584	-0.009273910334848584	0.33415966652830487	0.0	0.0	0.0	O2	L-Serine
Fumarate##Heme##bc1012	-9.540512423622957e-05	0.002196979112789346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	Heme
O2##Heme##bc1012	-0.0004293230590639854	0.004393958225578415	-0.00012194522164090097	-0.00012194522164090097	-0.00012194522164090097	0.004393958225456694	0.0	0.0	0.0	O2	Heme
Fumarate##L-Methionine##bc1012	-0.0041542428673416905	0.0956634654803389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	L-Methionine
O2##L-Methionine##bc1012	-0.018694092903126475	0.19132693096063622	-0.005309883208762283	-0.005309883208762283	-0.005309883208762283	0.1913269309532162	0.0	0.0	0.0	O2	L-Methionine
Fumarate##dGTP##bc1012	-0.0005885333270203573	0.013552683223122376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	dGTP
O2##dGTP##bc1012	-0.002648399971592889	0.02710536644623908	-0.0007522533782230695	-0.0007522533782230695	-0.0007522533782230695	0.02710536644608838	0.0	0.0	0.0	O2	dGTP
Fumarate##CMP##bc1012	-0.002859394440558415	0.06584583282504351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	CMP
O2##CMP##bc1012	-0.01286727498252301	0.13169166565007384	-0.0036548297756895222	-0.0036548297756895222	-0.0036548297756895222	0.13169166564753532	0.0	0.0	0.0	O2	CMP
Fumarate##Pyridoxal##bc1012	-9.540512423629848e-05	0.0021969791127862304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	Pyridoxal
O2##Pyridoxal##bc1012	-0.0004293230590634215	0.004393958225572575	-0.0001219452216403365	-0.0001219452216403365	-0.0001219452216403365	0.004393958225418637	0.0	0.0	0.0	O2	Pyridoxal
Fumarate##Glycerol##bc1012	-0.002117788289754347	0.04876820480168029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	Glycerol
O2##Glycerol##bc1012	-0.009530047303898982	0.09753640960335132	-0.002706921294315525	-0.002706921294315525	-0.002706921294315525	0.09753640960155117	0.0	0.0	0.0	O2	Glycerol
Fumarate##Ca2+##bc1012	-9.540512423645202e-05	0.002196979112771447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	Ca2+
O2##Ca2+##bc1012	-0.0004293230590627484	0.00439395822554237	-0.00012194522164007912	-0.00012194522164007912	-0.00012194522164007912	0.004393958225860276	0.0	0.0	0.0	O2	Ca2+
Fumarate##L-Arginine##bc1012	-0.008387315073749669	0.19314220464420637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	L-Arginine
O2##L-Arginine##bc1012	-0.037742917831891674	0.3862844092883762	-0.010720524749856747	-0.010720524749856747	-0.010720524749856747	0.38628440928145896	0.0	0.0	0.0	O2	L-Arginine
Fumarate##PPi##bc1012	0.0006580651294158512	-0.015153854215703533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	PPi
O2##PPi##bc1012	0.002961293082365247	-0.03030770843133634	0.0008411277560362541	0.0008411277560362541	0.0008411277560362541	-0.030307708434551578	0.0	0.0	0.0	O2	PPi
O2##5-Aminolevulinate##bc1001	-0.003420401985849328	-0.003420401985849328	-0.003420401985849328	-0.003420401985849328	0.03512654607767976	0.03512654607767976	0.03512654607767976	0.0	0.0	O2	5-Aminolevulinate
O2##AMP##bc1001	-0.01181653456354351	-0.01181653456354351	-0.01181653456354351	-0.01181653456354351	0.12135241633642997	0.12135241633642997	0.12135241633642997	0.0	0.0	O2	AMP
O2##Spermidine##bc1001	-0.0004275502482366923	-0.0004275502482366923	-0.0004275502482366923	-0.0004275502482366923	0.004390818259743729	0.004390818259743729	0.004390818259743729	0.0	0.0	O2	Spermidine
O2##TRHL##bc1001	-0.009024619997689949	-0.009024619997689949	-0.009024619997689949	-0.009024619997689949	0.09268025556516565	0.09268025556516565	0.09268025556516565	0.0	0.0	O2	TRHL
O2##L-Proline##bc1001	-0.028088528998919487	-0.028088528998919487	-0.028088528998919487	-0.028088528998919487	0.2884611259787073	0.2884611259787073	0.2884611259787073	0.0	0.0	O2	L-Proline
O2##ddca##bc1001	-0.011362362432943146	-0.011362362432943146	-0.011362362432943146	-0.011362362432943146	0.11668819899090704	0.11668819899090704	0.11668819899090704	0.0	0.0	O2	ddca
O2##CoA##bc1001	-0.0008551004964765887	-0.0008551004964765887	-0.0008551004964765887	-0.0008551004964765887	0.00878163651960345	0.00878163651960345	0.00878163651960345	0.0	0.0	O2	CoA
