	0.0000-0.0006	0.0022-0.0057	0.0057-0.0080	0.0080-0.0094	0.0098-0.0098	0.0111-0.0116	0.0116-0.0119	0.0128-0.0128	0.0130-0.2907	0.2923-0.5403	0.5403-0.5403	0.5403-0.5444	0.5445-0.5451	0.5451-0.6525	0.6525-0.6552	0.6552-0.6552	0.6552-0.6553	0.6553-0.6561	0.6561-0.7058	0.7058-0.7383	0.8625-0.9004	0.9004-0.9011	0.9011-0.9018	0.9018-0.9018	0.9018-0.9028	0.9028-0.9029	0.9029-0.9041	0.9041-0.9098	0.9098-16.6776	16.6776-20.0000	Source	Target
Thiamine##Riboflavin##Acutalibacter_muris_KB1	0.666666666666636	0.666666666666636	0.666666666666636	0.666666666666636	0.666666666666636	0.666666666666637	0.666666666666637	0.666666666666637	0.666666666666637	0.666666666666637	0.666666666666637	0.666666666666637	0.666666666666637	0.666666666666637	0.666666666666637	0.666666666666637	0.666666666666637	0.666666666666637	0.666666666666637	0.666666666666637	0.666666666666637	0.666666666666637	0.666666666666637	0.666666666666637	0.666666666666637	0.666666666666637	0.666666666666637	0.666666666666637	0.666666666666637	0.0	Thiamine	Riboflavin
Pyridoxal##Riboflavin##Acutalibacter_muris_KB1	1.762594697878243	1.762594697878243	1.762594697878243	1.762594697878243	1.762594697878243	1.7625946978759786	1.7625946978759786	1.7625946978759786	1.7625946978759786	1.7625946978759786	1.7625946978759786	1.7625946978759786	1.7625946978759786	1.7625946978759786	1.7625946978759786	1.7625946978759786	1.7625946978759786	1.7625946978759786	1.7625946978759786	1.7625946978759786	1.7625946978759786	1.7625946978759786	1.7625946978759786	1.7625946978759786	1.7625946978759786	1.7625946978759786	1.7625946978759786	1.7625946978759786	1.7625946978759786	1.7625946978759786	Pyridoxal	Riboflavin
Pyridoxal##Niacin##Acutalibacter_muris_KB1	-2.0000000000014	-2.0000000000014	-2.0000000000014	-2.0000000000014	-2.0000000000014	-1.9999999999970657	-1.9999999999970657	-1.9999999999970657	-1.9999999999970657	-1.9999999999970657	-1.9999999999970657	-1.9999999999970657	-1.9999999999970657	-1.9999999999970657	-1.9999999999970657	-1.9999999999970657	-1.9999999999970657	-1.9999999999970657	-1.9999999999970657	-1.9999999999970657	-1.9999999999970657	-1.9999999999970657	-1.9999999999970657	-1.9999999999970657	-1.9999999999970657	-1.9999999999970657	-1.9999999999970657	-1.9999999999970657	-1.9999999999970657	-1.9999999999970657	Pyridoxal	Niacin
Pyridoxal##PAN##Acutalibacter_muris_KB1	-2.000000000009109	-2.000000000009109	-2.000000000009109	-2.000000000009109	-2.000000000009109	-2.0000000000021925	-2.0000000000021925	-2.0000000000021925	-2.0000000000021925	-2.0000000000021925	-2.0000000000021925	-2.0000000000021925	-2.0000000000021925	-2.0000000000021925	-2.0000000000021925	-2.0000000000021925	-2.0000000000021925	-2.0000000000021925	-2.0000000000021925	-2.0000000000021925	-2.0000000000021925	-2.0000000000021925	-2.0000000000021925	-2.0000000000021925	-2.0000000000021925	-2.0000000000021925	-2.0000000000021925	-2.0000000000021925	-2.0000000000021925	-2.0000000000021925	Pyridoxal	PAN
Pyridoxal##Pyridoxal##Acutalibacter_muris_KB1	-1.0000000000009885	-1.0000000000009885	-1.0000000000009885	-1.0000000000009885	-1.0000000000009885	-0.9999999999988	-0.9999999999988	-0.9999999999988	-0.9999999999988	-0.9999999999988	-0.9999999999988	-0.9999999999988	-0.9999999999988	-0.9999999999988	-0.9999999999988	-0.9999999999988	-0.9999999999988	-0.9999999999988	-0.9999999999988	-0.9999999999988	-0.9999999999988	-0.9999999999988	-0.9999999999988	-0.9999999999988	-0.9999999999988	-0.9999999999988	-0.9999999999988	-0.9999999999988	-0.9999999999988	-0.9999999999988	Pyridoxal	Pyridoxal
Puryvate##Puryvate##Acutalibacter_muris_KB1	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	Puryvate	Puryvate
Thiamine##5'-Deoxyadenosine-e0##Limosilactobacillus_reuteri_I49	0.0	-1.0000000000001015	-0.9999999999993817	-0.9868970550494037	1.100760930240347	1.1007609302501726	1.1007609302719161	1.1007609303006582	1.100760930234675	1.1007609302236898	1.1007609302166377	1.1007609302131616	1.100760930221215	1.1007609302326815	1.1007609302534043	1.100760930226227	1.1007609302255346	-1.045622474469482	0.06760360033914226	0.06760360033961937	0.06760360033981141	0.06760360034286045	0.0676036003420813	0.06760360034628031	0.06760360034017777	0.06760360034143667	-0.993539171680191	-0.9999999999991798	-0.999999999999	0.0	Thiamine	5'-Deoxyadenosine-e0
PAN##5'-Deoxyadenosine-e0##Limosilactobacillus_reuteri_I49	0.0	1.5000000000143965	1.499999999829356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	5'-Deoxyadenosine-e0
Thiamine##5'-Deoxyadenosine-e0##Acutalibacter_muris_KB1	0.0	-1.3333333333332982	-1.3333333333332982	-1.3333333333332982	-1.3333333333332982	-1.3333333333332797	-1.3333333333332797	-1.3333333333332797	-1.3333333333332797	-1.3333333333332797	-1.3333333333332797	-1.3333333333332797	-1.3333333333332797	-1.3333333333332797	-1.3333333333332797	-1.3333333333332797	-1.3333333333332797	-1.3333333333332797	-1.3333333333332797	-1.3333333333332797	-1.3333333333332797	-1.3333333333332797	-1.3333333333332797	-1.3333333333332797	-1.3333333333332797	-1.3333333333332797	-1.3333333333332797	-1.3333333333332797	-1.3333333333332797	0.0	Thiamine	5'-Deoxyadenosine-e0
Pyridoxal##5'-Deoxyadenosine-e0##Acutalibacter_muris_KB1	0.0	5.002627545584805	5.002627545584805	5.002627545584805	5.002627545584805	5.002627545573248	5.002627545573248	5.002627545573248	5.002627545573248	5.002627545573248	5.002627545573248	5.002627545573248	5.002627545573248	5.002627545573248	5.002627545573248	5.002627545573248	5.002627545573248	5.002627545573248	5.002627545573248	5.002627545573248	5.002627545573248	5.002627545573248	5.002627545573248	5.002627545573248	5.002627545573248	5.002627545573248	5.002627545573248	5.002627545573248	5.002627545573248	5.002627545573248	Pyridoxal	5'-Deoxyadenosine-e0
Thiamine##XAN-e0-e0##Acutalibacter_muris_KB1	0.0	0.333333333333361	0.333333333333361	0.333333333333361	0.333333333333361	0.3333333333334282	0.3333333333334282	0.3333333333334282	0.3333333333334282	0.3333333333334282	0.3333333333334282	0.3333333333334282	0.3333333333334282	0.3333333333334282	0.3333333333334282	0.3333333333334282	0.3333333333334282	0.3333333333334282	0.3333333333334282	0.3333333333334282	0.3333333333334282	0.3333333333334282	0.3333333333334282	0.3333333333334282	0.3333333333334282	0.3333333333334282	0.3333333333334282	0.3333333333334282	0.3333333333334282	0.0	Thiamine	XAN-e0-e0
Pyridoxal##XAN-e0-e0##Acutalibacter_muris_KB1	0.0	32.856047350276384	32.856047350276384	32.856047350276384	32.856047350276384	32.85604735021352	32.85604735021352	32.85604735021352	32.85604735021352	32.85604735021352	32.85604735021352	32.85604735021352	32.85604735021352	32.85604735021352	32.85604735021352	32.85604735021352	32.85604735021352	32.85604735021352	32.85604735021352	32.85604735021352	32.85604735021352	32.85604735021352	32.85604735021352	32.85604735021352	32.85604735021352	32.85604735021352	32.85604735021352	32.85604735021352	32.85604735021352	32.85604735021352	Pyridoxal	XAN-e0-e0
Sucrose##H+-e0##Limosilactobacillus_reuteri_I49	0.0	0.0	4.000000000015637	1.7446681407571842	0.0	4.000000000158939	4.000000000191732	1.3333333335129642	3.3333333333462862	6.999999999803849	6.9999999999285345	-0.3333333333545116	3.3333333332615225	12.49999999996441	18.000000000125855	-15.000000000383919	6.99999999995146	17.408186605674782	4.249999999977295	6.999999999999039	-4.000000000011039	12.000000000213982	12.000000000234422	19.99999999976948	20.000000000218762	8.000000000132397	0.4131411434063744	3.9999999999965032	3.999999999990207	3.9999999999894826	Sucrose	H+-e0
Folate-e0##Glycolate-e0##Limosilactobacillus_reuteri_I49	0.0	0.0	-1.0000000000000195	-0.9929445681030213	0.05038046524451412	0.05038046526067757	0.050380465279529656	0.050380465294061066	0.05038046523646645	0.050380465227679895	-52.29288905842164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate-e0	Glycolate-e0
PAN##Glycolate-e0##Limosilactobacillus_reuteri_I49	0.0	0.0	1.5000000000052163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Glycolate-e0
PAN##Succinate-e0##Limosilactobacillus_reuteri_I49	0.0	0.0	1.5000000000221854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Succinate-e0
Spermidine-e0##5-Methylthio-D-ribose-e0##Limosilactobacillus_reuteri_I49	0.0	0.0	-0.9999999999999798	-0.9996640270525174	-0.9999999999999387	-1.000000000000005	-1.000000000000052	-0.9999999999999154	-1.0000000000000604	-1.0000000000001523	-1.0000000000000728	-1.0000000000000353	-1.0000000000000717	-1.0000000000001452	-1.0000000000003166	-1.0000000000001263	-1.0000000000000662	-0.9913100048619272	-1.0000000000000426	-1.0000000000000295	-1.0000000000000326	-1.0000000000000446	-1.0000000000000484	-1.0000000000000195	-1.0000000000000397	-1.0000000000000449	-0.9991385562240112	-0.9999999999999825	-0.9999999999999818	0.0	Spermidine-e0	5-Methylthio-D-ribose-e0
PAN##5-Methylthio-D-ribose-e0##Limosilactobacillus_reuteri_I49	0.0	0.0	0.5000000000020492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	5-Methylthio-D-ribose-e0
PAN##Homocysteine-e0##Limosilactobacillus_reuteri_I49	0.0	0.0	1.0000000000109257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Homocysteine-e0
D-Glucose-e0##Phosphate-e0##Limosilactobacillus_reuteri_I49	0.0	0.0	0.0	-0.087261706427381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.3855574249311933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.4474827776999325	0.0	0.0	0.0	D-Glucose-e0	Phosphate-e0
Spermidine-e0##Phosphate-e0##Limosilactobacillus_reuteri_I49	0.0	0.0	0.0	-0.08726170642470671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.2570382832862554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.2237413888478599	0.0	0.0	0.0	Spermidine-e0	Phosphate-e0
Pyruvate-e0##Phosphate-e0##Limosilactobacillus_reuteri_I49	0.0	0.0	0.0	-0.08726170642737839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5642595708218655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1118706944249727	0.0	0.0	0.0	Pyruvate-e0	Phosphate-e0
D-Mannose-e0##Phosphate-e0##Limosilactobacillus_reuteri_I49	0.0	0.0	0.0	-0.08726170642739306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1285191416432743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1118706944248497	0.0	0.0	0.0	D-Mannose-e0	Phosphate-e0
Melitose-e0##Phosphate-e0##Limosilactobacillus_reuteri_I49	0.0	0.0	0.0	-0.34904682571007767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-9.028153133150889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.3424483330999988	0.0	0.0	0.0	Melitose-e0	Phosphate-e0
Folate-e0##Phosphate-e0##Limosilactobacillus_reuteri_I49	0.0	0.0	0.0	-0.6108319449907432	-90.93786913918417	-90.93786914089733	-90.93786914250221	-90.93786914429876	-90.93786913884115	-90.93786913802212	-90.9378691374635	-90.9378691371643	-90.93786913777281	-90.9378691386751	-90.93786914066816	-90.93786913844289	-90.9378691379408	2.2570382832846425	-46.21449071236062	-46.21449071222189	-46.214490712231104	-46.21449071295848	-46.2144907130322	-46.21449071159553	-46.21449071261801	-46.21449071288989	-0.1118706944239368	0.0	0.0	0.0	Folate-e0	Phosphate-e0
O2-e0##Phosphate-e0##Limosilactobacillus_reuteri_I49	0.0	0.0	0.0	0.8726170642719966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.128519141641552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22374138884943923	0.0	0.0	0.0	O2-e0	Phosphate-e0
Sucrose##Phosphate-e0##Limosilactobacillus_reuteri_I49	0.0	0.0	0.0	-0.17452341285519404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-6.206855279041301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.8949655554000238	0.0	0.0	0.0	Sucrose	Phosphate-e0
Thiamine##Phosphate-e0##Limosilactobacillus_reuteri_I49	0.0	0.0	0.0	-1.1344021835511562	-181.87573827847285	-181.875738281881	-181.87573828507556	-181.87573828872118	-181.8757382777353	-181.87573827608423	-181.87573827496675	-181.87573827437677	-181.87573827558333	-181.87573827738584	-181.87573828135496	-181.8757382769218	-181.87573827592226	3.949816995752767	-92.42898142473761	-92.42898142446678	-92.42898142448543	-92.42898142593147	-92.4289814260777	-92.42898142322112	-92.4289814252547	-92.4289814257952	-0.5593534721204679	0.0	0.0	0.0	Thiamine	Phosphate-e0
Riboflavin##Phosphate-e0##Limosilactobacillus_reuteri_I49	0.0	0.0	0.0	-0.6108319449890752	-272.81360741771005	-272.8136074228724	-272.81360742770755	-272.8136074331725	-272.81360741663406	-272.81360741413044	-272.81360741246954	-272.81360741158994	-272.81360741339586	-272.8136074160649	-272.81360742193584	-272.81360741538055	-272.8136074139077	1.6927787124633262	-138.64347213713205	-138.64347213672704	-138.64347213675464	-138.64347213894035	-138.64347213916244	-138.64347213484527	-138.6434721379176	-138.64347213873464	-0.11187069442295051	-129.86418561844587	-129.86418561807363	-129.86418561810683	Riboflavin	Phosphate-e0
D-Glucose-e0##L-Glutamate-e0##Limosilactobacillus_reuteri_I49	0.0	0.0	0.0	-0.04624256136614211	0.0	0.0	0.0	0.0	0.0	3.000000000027237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D-Glucose-e0	L-Glutamate-e0
Spermidine-e0##L-Glutamate-e0##Limosilactobacillus_reuteri_I49	0.0	0.0	0.0	-0.04624256136615639	0.0	0.0	0.0	0.0	0.0	2.0000000000248517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	L-Glutamate-e0
Pyruvate-e0##L-Glutamate-e0##Limosilactobacillus_reuteri_I49	0.0	0.0	0.0	-0.046242561366132695	0.0	0.0	0.0	0.0	0.0	0.5000000000046751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Pyruvate-e0	L-Glutamate-e0
D-Mannose-e0##L-Glutamate-e0##Limosilactobacillus_reuteri_I49	0.0	0.0	0.0	-0.046242561366121475	0.0	0.0	0.0	0.0	0.0	-1.0000000000059728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D-Mannose-e0	L-Glutamate-e0
Melitose-e0##L-Glutamate-e0##Limosilactobacillus_reuteri_I49	0.0	0.0	0.0	-0.184970245464494	0.0	0.0	0.0	0.0	0.0	5.000000000051971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Melitose-e0	L-Glutamate-e0
O2-e0##L-Glutamate-e0##Limosilactobacillus_reuteri_I49	0.0	0.0	0.0	0.4624256136616685	0.0	0.0	0.0	0.0	0.0	-0.9999999999964844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	O2-e0	L-Glutamate-e0
Sucrose##L-Glutamate-e0##Limosilactobacillus_reuteri_I49	0.0	0.0	0.0	-0.09248512273222208	0.0	0.0	0.0	0.0	0.0	5.50000000005451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Sucrose	L-Glutamate-e0
Thiamine##L-Glutamate-e0##Limosilactobacillus_reuteri_I49	0.0	0.0	0.0	-0.6011532977595124	-96.38133761861802	-96.38133762047364	-96.38133762220009	-96.3813376241359	-96.38133761821106	-104.68653904797863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Thiamine	L-Glutamate-e0
Riboflavin##L-Glutamate-e0##Limosilactobacillus_reuteri_I49	0.0	0.0	0.0	-0.3236979295627424	-144.57200642792418	-144.57200643073514	-144.57200643334875	-144.5720064362501	-144.57200642733113	-155.52980857196667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Glutamate-e0
D-Glucose-e0##D-Glucose-e0##Limosilactobacillus_reuteri_I49	0.0	0.0	0.0	-0.9999999999999993	-1.0000000000000007	-1.0000000000000018	-0.9999999999999994	-1.0	-1.0	-0.9999999999999998	-0.9999999999999992	-0.9999999999999998	-1.0000000000000007	-0.9999999999999999	-1.000000000000001	-1.0	-0.9999999999999999	-1.0000000000000022	-1.0000000000000004	-0.9999999999999997	-0.9999999999999999	-1.0000000000000022	-1.0000000000000016	-1.0000000000000009	-1.0000000000000007	-0.9999999999999997	-0.9999999999999991	-1.0000000000000007	-0.9999999999999998	-0.9999999999999992	D-Glucose-e0	D-Glucose-e0
D-Glucose-e0##Mn2+-e0##Limosilactobacillus_reuteri_I49	0.0	0.0	0.0	-0.00047443582262341166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.018407040014395543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.002432932708279332	0.0	0.0	0.0	D-Glucose-e0	Mn2+-e0
Spermidine-e0##Mn2+-e0##Limosilactobacillus_reuteri_I49	0.0	0.0	0.0	-0.00047443582263041327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.012271360009609218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0012164663541467033	0.0	0.0	0.0	Spermidine-e0	Mn2+-e0
Pyruvate-e0##Mn2+-e0##Limosilactobacillus_reuteri_I49	0.0	0.0	0.0	-0.00047443582262284896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.003067840002399246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0006082331770697741	0.0	0.0	0.0	Pyruvate-e0	Mn2+-e0
D-Mannose-e0##Mn2+-e0##Limosilactobacillus_reuteri_I49	0.0	0.0	0.0	-0.000474435822623499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006135680004796104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006082331770690924	0.0	0.0	0.0	D-Mannose-e0	Mn2+-e0
Melitose-e0##Mn2+-e0##Limosilactobacillus_reuteri_I49	0.0	0.0	0.0	-0.0018977432904919908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.04908544003839371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0072987981248386815	0.0	0.0	0.0	Melitose-e0	Mn2+-e0
Folate-e0##Mn2+-e0##Limosilactobacillus_reuteri_I49	0.0	0.0	0.0	-0.0033210507583616928	-0.49442286334896945	-0.4944228633590346	-0.49442286336769353	-0.49442286337798336	-0.4944228633478069	-0.4944228633432782	-0.49442286334019087	-0.49442286333855234	-0.4944228633420149	-0.49442286334690544	-0.49442286335789437	-0.4944228633454581	-0.49442286334288776	0.012271360009568431	-0.25126496851691776	-0.2512649685161478	-0.25126496851612584	-0.25126496852022734	-0.2512649685206316	-0.2512649685129407	-0.2512649685183227	-0.25126496851980173	-0.0006082331770769209	0.0	0.0	0.0	Folate-e0	Mn2+-e0
O2-e0##Mn2+-e0##Limosilactobacillus_reuteri_I49	0.0	0.0	0.0	0.004744358226233454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0061356800047885005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012164663541385256	0.0	0.0	0.0	O2-e0	Mn2+-e0
Sucrose##Mn2+-e0##Limosilactobacillus_reuteri_I49	0.0	0.0	0.0	-0.0009488716452462897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.03374624002639618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0048658654165593335	0.0	0.0	0.0	Sucrose	Mn2+-e0
Thiamine##Mn2+-e0##Limosilactobacillus_reuteri_I49	0.0	0.0	0.0	-0.006167665694106354	-0.9888457266985282	-0.9888457267185468	-0.9888457267357856	-0.9888457267566519	-0.9888457266959144	-0.9888457266867772	-0.9888457266806099	-0.988845726677375	-0.988845726684237	-0.9888457266940099	-0.9888457267159002	-0.9888457266911218	-0.9888457266860058	0.021474880016756074	-0.5025299370339302	-0.5025299370324305	-0.5025299370323945	-0.5025299370405445	-0.502529937041352	-0.5025299370260631	-0.5025299370367603	-0.502529937039704	-0.003041165885364582	0.0	0.0	0.0	Thiamine	Mn2+-e0
Riboflavin##Mn2+-e0##Limosilactobacillus_reuteri_I49	0.0	0.0	0.0	-0.0033210507583637775	-1.4832685900477427	-1.4832685900780658	-1.4832685901041456	-1.4832685901354616	-1.483268590044014	-1.483268590030159	-1.4832685900209694	-1.4832685900161542	-1.4832685900264313	-1.4832685900408993	-1.4832685900732792	-1.483268590036641	-1.483268590029092	0.009203520007165844	-0.7537949055509959	-0.7537949055487602	-0.7537949055486969	-0.7537949055609979	-0.7537949055622388	-0.7537949055391563	-0.7537949055552845	-0.7537949055597425	-0.0006082331770785747	-0.70606253596879	-0.7060625359679031	-0.7060625359678794	Riboflavin	Mn2+-e0
D-Glucose-e0##Zn2+-e0##Limosilactobacillus_reuteri_I49	0.0	0.0	0.0	-0.0004744358226383826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.018407040015097423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.002432932708389672	0.0	0.0	0.0	D-Glucose-e0	Zn2+-e0
Spermidine-e0##Zn2+-e0##Limosilactobacillus_reuteri_I49	0.0	0.0	0.0	-0.000474435822557421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.012271360009980675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.001216466354115356	0.0	0.0	0.0	Spermidine-e0	Zn2+-e0
Pyruvate-e0##Zn2+-e0##Limosilactobacillus_reuteri_I49	0.0	0.0	0.0	-0.0004744358226400746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0030678400025170934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0006082331770986158	0.0	0.0	0.0	Pyruvate-e0	Zn2+-e0
D-Mannose-e0##Zn2+-e0##Limosilactobacillus_reuteri_I49	0.0	0.0	0.0	-0.00047443582263600163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006135680005037236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006082331771054687	0.0	0.0	0.0	D-Mannose-e0	Zn2+-e0
Melitose-e0##Zn2+-e0##Limosilactobacillus_reuteri_I49	0.0	0.0	0.0	-0.0018977432905629063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.049085440040268054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.007298798125163626	0.0	0.0	0.0	Melitose-e0	Zn2+-e0
Folate-e0##Zn2+-e0##Limosilactobacillus_reuteri_I49	0.0	0.0	0.0	-0.003321050758405534	-0.49442286337233293	-0.49442286338197566	-0.49442286339163444	-0.4944228633956915	-0.4944228633671398	-0.4944228633628759	-0.49442286336010327	-0.49442286335832836	-0.49442286336153396	-0.49442286336692365	-0.49442286337908864	-0.494422863366736	-0.4944228633612018	0.012271360010118585	-0.25126496852632385	-0.25126496852539587	-0.25126496852535896	-0.2512649685276266	-0.2512649685252892	-0.25126496851482943	-0.2512649685237374	-0.25126496853073776	-0.0006082331769971512	0.0	0.0	0.0	Folate-e0	Zn2+-e0
O2-e0##Zn2+-e0##Limosilactobacillus_reuteri_I49	0.0	0.0	0.0	0.004744358226440983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006135680005048342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012164663542135593	0.0	0.0	0.0	O2-e0	Zn2+-e0
Sucrose##Zn2+-e0##Limosilactobacillus_reuteri_I49	0.0	0.0	0.0	-0.000948871645266709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.033746240027673714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.004865865416770128	0.0	0.0	0.0	Sucrose	Zn2+-e0
