	0.0000-0.0006	0.0022-0.0057	0.0057-0.0080	0.0080-0.0094	0.0098-0.0098	0.0111-0.0116	0.0116-0.0119	0.0128-0.0128	0.0130-0.2907	0.2923-0.5403	0.5403-0.5403	0.5403-0.5444	0.5445-0.5451	0.5451-0.6525	0.6525-0.6552	0.6552-0.6552	0.6552-0.6553	0.6553-0.6561	0.6561-0.7058	0.7058-0.7383	0.8625-0.9004	0.9004-0.9011	0.9011-0.9018	0.9018-0.9018	0.9018-0.9028	0.9028-0.9029	0.9029-0.9041	0.9041-0.9098	0.9098-16.6776	16.6776-20.0000	Source	Target
Melitose-e0##L-Aspartate-e0##Limosilactobacillus_reuteri_I49	2.5000000000412057	2.5000000000407194	0.0	-0.5153334572198721	4.000000000307536	-1.9999999998940634	2.000000000454206	0.0	0.0	0.0	0.0	0.0	0.0	8.000000000122766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Melitose-e0	L-Aspartate-e0
Folate-e0##L-Aspartate-e0##Limosilactobacillus_reuteri_I49	8.500000000118705	8.500000000116245	0.0	-0.9018335501347519	-977.1920912235177	-220.09055551733505	-748.1587780992407	0.0	-145.92779126345908	0.0	0.0	0.0	0.0	-86.8410350739051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate-e0	L-Aspartate-e0
O2-e0##L-Aspartate-e0##Limosilactobacillus_reuteri_I49	9.000000000016742	8.999999999959128	0.0	1.2883336430510914	-9.999999998606267	17.00000000014586	-0.9999999999618787	0.0	0.0	0.0	0.0	0.0	0.0	-0.9999999999926552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	O2-e0	L-Aspartate-e0
Urea-e0##L-Aspartate-e0##Limosilactobacillus_reuteri_I49	1.5000000000238127	1.5000000000235763	0.0	0.0	0.0	3.0000000000294813	1.0000000000435898	0.0	0.0	0.0	0.0	0.0	0.0	-0.5000000000031225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Urea-e0	L-Aspartate-e0
Sucrose##L-Aspartate-e0##Limosilactobacillus_reuteri_I49	2.0000000000185993	2.000000000018552	0.0	-0.2576667286099348	2.000000000238604	-0.9999999999287692	1.0000000002930445	0.0	0.0	0.0	0.0	0.0	0.0	5.50000000008423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Sucrose	L-Aspartate-e0
Thiamine##L-Aspartate-e0##Limosilactobacillus_reuteri_I49	10.500000000155227	10.50000000013754	1.000000000012499	-0.6748337359651521	-1954.3841824481924	-447.6811110348836	-1498.8175561990872	0.0	-290.85558252700645	0.0	0.0	0.0	0.0	-173.18207014784778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Thiamine	L-Aspartate-e0
Riboflavin##L-Aspartate-e0##Limosilactobacillus_reuteri_I49	7.5000000000758815	7.500000000075285	0.0	-0.9018335501349725	-2951.5762736722145	-669.7716665524487	-2260.97633429938	0.0	-437.78337379055205	0.0	0.0	0.0	0.0	-256.02310522175367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Aspartate-e0
PAN##L-Aspartate-e0##Limosilactobacillus_reuteri_I49	-2640.097575518963	-2640.0975755174163	-191.73175292054404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Aspartate-e0
PAN##Sulfate-e0##Limosilactobacillus_reuteri_I49	-0.7060625359791838	-0.7060625359787305	-0.7060625359774118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Sulfate-e0
Spermidine-e0##L-Arginine-e0##Limosilactobacillus_reuteri_I49	0.999999999999317	0.999999999999345	0.9999999999994398	0.9847308712275451	0.9999999999976273	1.0000000000005458	1.0000000000027134	0.9999999999964869	1.0000000000031048	1.0000000000072424	1.000000000003663	1.0000000000019857	1.0000000000036997	1.0000000000069864	1.0000000000148308	1.000000000005943	1.0000000000033833	0.6050614914317644	1.0000000000023588	1.0000000000018194	1.0000000000018399	1.0000000000024463	1.0000000000025995	1.0000000000013725	1.0000000000022025	1.0000000000023819	0.9608495384984669	0.9999999999995793	0.9999999999995036	0.0	Spermidine-e0	L-Arginine-e0
PAN##L-Arginine-e0##Limosilactobacillus_reuteri_I49	-22.72374738370148	-22.723747383692345	-22.723747383908215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Arginine-e0
PAN##L-Histidine-e0##Limosilactobacillus_reuteri_I49	-9.20497770499974	-9.204977704994798	-9.204977705027478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Histidine-e0
PAN##L-Proline-e0##Limosilactobacillus_reuteri_I49	-18.08778119032506	-18.08778119031319	-18.087781190388167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Proline-e0
PAN##Co2+-e0##Limosilactobacillus_reuteri_I49	-0.7060625359773796	-0.7060625359780907	-0.7060625359789515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Co2+-e0
PAN##L-Valine-e0##Limosilactobacillus_reuteri_I49	-34.564691282269045	-34.564691282248894	-34.56469128237739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Valine-e0
O2-e0##L-Threonine-e0##Limosilactobacillus_reuteri_I49	4.000000000001158	0.0	0.0	0.49108651722295354	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999992661	0.0	-1.3333333332959938	0.0	0.0	0.0	0.0	1.1391640717650104	-0.9999999999779974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	O2-e0	L-Threonine-e0
Thiamine##L-Threonine-e0##Limosilactobacillus_reuteri_I49	1.0000000000088503	0.0	0.0	-0.6384124723898978	-102.355003741393	-102.35500374334467	-102.3550037451728	-102.35500374723163	-102.35500374096142	-102.35500374000881	2.331535307943378	-100.25424280859777	-412.50073597107513	-181.59130911146852	-181.59130911549826	-181.59130911096648	-181.59130910997297	5.987074251178302	-176.70372402888492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Thiamine	L-Threonine-e0
PAN##L-Threonine-e0##Limosilactobacillus_reuteri_I49	-169.14776061493518	-73.08423504301729	-73.08423504324284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Threonine-e0
Spermidine-e0##Spermidine-e0##Limosilactobacillus_reuteri_I49	-0.9999999999999991	-0.9999999999999996	-1.0000000000000002	-1.0000000000000002	-1.0000000000000007	-0.9999999999999996	-1.0000000000000002	-1.0000000000000009	-1.0	-1.0	-0.9999999999999994	-1.0000000000000002	-0.9999999999999987	-1.0000000000000009	-1.0000000000000004	-1.0000000000000004	-1.0	-1.0000000000000004	-0.9999999999999997	-1.0	-1.0000000000000004	-1.0000000000000004	-1.0000000000000013	-0.9999999999999994	-0.9999999999999991	-1.0000000000000002	-1.0	-1.0000000000000002	-0.9999999999999998	0.0	Spermidine-e0	Spermidine-e0
PAN##fe3-e0##Limosilactobacillus_reuteri_I49	-0.7060625359771869	-0.7060625359767816	-0.7060625359782806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	fe3-e0
Spermidine-e0##H+-e0##Limosilactobacillus_reuteri_I49	-1.9999999999217057	-1.999999999927598	0.0	-1.127665929614133	-1.999999999919507	6.000000000019105	6.000000000085924	0.6666666664705526	6.666666666676063	7.999999999911562	7.999999999956366	5.333333333300399	6.666666666624038	9.999999999985132	12.000000000052697	0.0	7.999999999970842	11.784795129339917	6.999999999973744	7.999999999990833	3.9999999999498677	8.000000000182359	8.000000000189633	10.000000000164032	10.000000000273719	7.000000000118309	5.103285285853097	5.999999999992789	5.999999999991201	0.0	Spermidine-e0	H+-e0
Melitose-e0##H+-e0##Limosilactobacillus_reuteri_I49	0.9999999999477269	0.9999999999501112	6.000000000030624	1.4893362815154199	-2.0000000001636633	6.000000000235113	6.0000000002970495	2.6666666669897108	2.6666666666805305	5.999999999813082	5.999999999925369	-0.6666666666971419	4.666666666560827	17.999999999947935	26.00000000018301	-22.000000000562405	9.999999999929328	25.13918051734488	5.999999999968516	9.999999999999337	-6.0000000000120925	18.000000000309832	18.00000000033746	29.999999999635417	30.00000000031068	12.000000000191118	0.619711715109556	5.999999999994443	5.999999999985071	5.9999999999839835	Melitose-e0	H+-e0
Folate-e0##H+-e0##Limosilactobacillus_reuteri_I49	-9.000000000144281	-9.000000000137181	8.00000000009687	0.1063384926583332	518.6902054881775	-490.77850880216465	-490.77850881087255	-960.2553237183693	-45.424820335581835	194.35309795812802	194.35309795688315	264.07695003389097	185.34866007866216	40.613601624018905	-46.227433451143135	474.81877699241886	144.4924086285772	-11.784795129321715	90.97213972958704	45.671208722203644	226.8749327505015	-602.2077228604371	-602.2077228614221	-1021.0783358955715	-1021.0783359190685	-392.77241632681364	-1.9483573570735575	-1.5000000000061897	-1.5000000000070175	-1.500000000007173	Folate-e0	H+-e0
O2-e0##H+-e0##Limosilactobacillus_reuteri_I49	-6.000000000022677	-1.9999999999512925	15.999999999989198	27.276659296210173	35.999999999258115	0.0	0.0	16.666666667893058	0.666666666674565	0.0	0.0	1.3333333332716686	0.6666666666343867	-1.0000000000019724	-2.000000000008373	3.9999999999506186	0.0	-1.8923975646624576	0.49999999997820865	0.0	1.9999999999369842	-1.9999999998819082	-1.999999999884224	-3.999999999647837	-3.999999999762623	-0.9999999999197048	0.8967147141481079	0.0	0.0	0.0	O2-e0	H+-e0
Urea-e0##H+-e0##Limosilactobacillus_reuteri_I49	-1.0000000000303038	-1.0000000000290623	2.0000000000176668	1.9999999999996043	1.999999999885295	-1.9999999999345985	-1.9999999999715934	1.3333333336117725	-2.666666666666034	-2.9999999999897637	-3.0000000000021383	-2.333333333341124	-2.666666666668351	-3.4999999999986047	-4.000000000009002	-0.999999999988096	-3.0000000000021365	-3.9461987823331297	-2.7500000000017604	-3.0000000000015032	-2.0000000000085776	-1.9999999999774825	-1.999999999977422	-1.9999999999627194	-1.9999999999614424	-1.999999999985388	-2.000000000000072	-1.9999999999991103	-1.9999999999991231	-1.9999999999990856	Urea-e0	H+-e0
Thiamine##H+-e0##Limosilactobacillus_reuteri_I49	-10.00000000017992	-9.000000000153525	10.000000000123174	-4.659657085057214	1033.3804109769737	-975.5570176048045	-975.5570176221394	-1922.8439807714103	-82.51630733785505	396.7061959163475	396.706195913856	533.4872334012633	377.3639868240728	88.72720324805228	-84.45486690230022	954.637553985043	295.9848172572227	-15.6233914763197	188.6942794592098	100.34241744443294	453.74986550113164	-1194.4154457210907	-1194.4154457230475	-2027.156671791874	-2027.1566718386011	-778.0448326537742	0.7582132146318417	2.9999999999864864	2.999999999982538	0.0	Thiamine	H+-e0
Riboflavin##H+-e0##Limosilactobacillus_reuteri_I49	-8.00000000008601	-8.000000000082975	7.00000000007277	-0.8936615073375471	1579.0706164654082	-1463.3355264074619	-1463.335526433701	-2886.765971158052	-116.27446100679714	606.0592938745153	606.0592938708155	809.2308501019538	576.0459802361385	149.34080487206555	-106.68230035339107	1429.4563309775156	456.4772258858608	-3.838596346986232	293.66641918885364	161.51362616667055	690.1247982518016	-1801.1231685821417	-1801.123168585103	-3059.7350076879743	-3059.735007758589	-1171.8172489809824	2.5516426429269203	-517.4719908266757	-517.471990825765	-517.4719908258909	Riboflavin	H+-e0
PAN##H+-e0##Limosilactobacillus_reuteri_I49	3314.5857522651204	3218.522226691355	-1678.2094185098513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	H+-e0
Folate-e0##L-Alanine-e0##Limosilactobacillus_reuteri_I49	0.999999999995854	0.9999999999959224	0.9999999999940482	1.3963797964980025	-36.08717942671706	-36.08717942740742	-36.08717942806891	-36.0871794287724	-36.087179426551074	-36.08717942621652	-88.43044894963	-36.13755989108242	-36.137559891334206	-36.13755989171355	-36.13755989256052	-36.137559891625216	-36.13755989140378	1.9217380527742272	-17.873253056738918	-17.873253056679204	-17.8732530566853	-17.87325305699865	-17.873253057020264	-17.873253056389714	-17.87325305684128	-17.873253056967314	0.9543138116862431	0.9999999999994832	0.9999999999994234	0.9999999999994003	Folate-e0	L-Alanine-e0
Thiamine##L-Alanine-e0##Limosilactobacillus_reuteri_I49	0.9999999999949156	0.9999999999954734	0.99999999999332	1.7361339077832487	-73.1743588534764	-73.17435885485008	-73.17435885616601	-73.17435885759573	-73.17435885312392	-73.17435885244998	-177.8608978993019	-75.27511978218541	-75.27511978268484	-75.27511978344245	-75.27511978512916	-75.27511978326606	-75.27511978282541	0.6130415923558665	-38.74650611348537	-38.74650611336881	-38.74650611338103	-38.74650611400381	-38.74650611404661	-38.7465061127931	-38.746506113691225	-38.74650611394182	-1.2284309415690609	-1.0000000000010663	-1.0000000000013909	0.0	Thiamine	L-Alanine-e0
PAN##L-Alanine-e0##Limosilactobacillus_reuteri_I49	84.27119748786107	84.27119748781644	84.27119748840266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Alanine-e0
Spermidine-e0##L-Methionine-e0##Limosilactobacillus_reuteri_I49	0.9999999999996491	0.999999999999665	0.9999999999996995	0.9900895411401032	0.9999999999985287	1.0000000000003317	1.000000000001753	0.9999999999978119	1.0000000000020028	1.0000000000046954	1.0000000000023717	1.0000000000012985	1.0000000000024007	1.000000000004531	1.0000000000096192	1.0000000000038358	1.0000000000021847	0.7436643635857099	1.0000000000015246	1.0000000000011458	1.0000000000011604	1.0000000000015528	1.0000000000016238	1.0000000000008396	1.0000000000013844	1.0000000000015368	0.9745893139129381	0.9999999999997274	0.9999999999996659	0.0	Spermidine-e0	L-Methionine-e0
PAN##L-Methionine-e0##Limosilactobacillus_reuteri_I49	-14.748894121420077	-14.748894121411112	-14.748894121479383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Methionine-e0
Thiamine##L-Cysteine-e0##Limosilactobacillus_reuteri_I49	1.0000000000005542	1.0000000000004914	0.9999999999999077	0.9266457002504744	-10.76070322868352	-10.760703228870414	-10.760703229065303	-1009.9724073826557	-816.0686856357328	-1004.4356063573181	-1109.1221453983367	-1074.9268860225075	-918.803639448975	-918.8036394581343	-572.4394991746468	-1265.167779750633	-1045.6168675027216	30.540950196951208	-470.6752075462892	-470.6752075448276	-824.0826556015713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Thiamine	L-Cysteine-e0
PAN##L-Cysteine-e0##Limosilactobacillus_reuteri_I49	-8.39745950499579	-8.397459504990557	-8.397459504842528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Cysteine-e0
PAN##L-Leucine-e0##Limosilactobacillus_reuteri_I49	-47.22328715541973	-47.22328715539038	-47.22328715550846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Leucine-e0
PAN##L-Isoleucine-e0##Limosilactobacillus_reuteri_I49	-38.570608112663244	-38.57060811264071	-38.57060811278282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Isoleucine-e0
Thiamine##L-Tyrosine-e0##Limosilactobacillus_reuteri_I49	1.0000000000007643	1.00000000000068	1.0000000000001386	0.8866792260970491	-17.168423610707816	-17.168423611034697	-17.16842361133989	-17.168423611704487	-17.16842361064527	-17.16842361048568	-17.1684236103778	-17.168423610321316	-17.168423610440392	-17.168423610612003	-17.168423610989517	-17.168423610561767	-17.168423610473337	1.3945658120360076	-8.233166030434264	-8.2331660304086	-8.23316603041009	-8.23316603054293	-8.233166030559287	-8.233166030308396	-8.233166030482812	-8.233166030532592	0.9441235487151178	0.9999999999987591	0.9999999999984658	0.0	Thiamine	L-Tyrosine-e0
PAN##L-Tyrosine-e0##Limosilactobacillus_reuteri_I49	-12.972744790279572	-12.972744790272566	-12.972744790138277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Tyrosine-e0
PAN##L-Phenylalanine-e0##Limosilactobacillus_reuteri_I49	-19.790702065746732	-19.790702065735292	-19.790702065812592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Phenylalanine-e0
