	0.13005	0.26439999999999997	0.27044999999999997	0.27275	0.32089999999999996	0.79335	1.6052499999999998	Source	Target
bc1012##1,2-Diacyl-sn-glycerol dioctadecanoyl##Microbe	-2.35531899	-1.22754478	-1.08678656	-1.08678656	-0.51593604	-9.97e-06	0.0	bc1012	1,2-Diacyl-sn-glycerol dioctadecanoyl
1,2-Diacyl-sn-glycerol dioctadecanoyl##bc1012##Metabolite	2.35531899	1.22754478	1.08678656	1.08678656	0.51593604	9.97e-06	0.0	1,2-Diacyl-sn-glycerol dioctadecanoyl	bc1012
bc1012##4-Hydroxybenzoate##Microbe	-0.05305287	-0.02765009	-0.02447955	-0.02447955	-0.01162131	-2.2e-07	0.0	bc1012	4-Hydroxybenzoate
4-Hydroxybenzoate##bc1012##Metabolite	0.05305287	0.02765009	0.02447955	0.02447955	0.01162131	2.2e-07	0.0	4-Hydroxybenzoate	bc1012
bc1012##5-Aminolevulinate##Microbe	-0.42442297	-0.2212007	-0.1958364	-0.1958364	-0.09297047	-1.8e-06	0.0	bc1012	5-Aminolevulinate
5-Aminolevulinate##bc1012##Metabolite	0.42442297	0.2212007	0.1958364	0.1958364	0.09297047	1.8e-06	0.0	5-Aminolevulinate	bc1012
bc1012##AMP##Microbe	-2.02991494	-1.05795075	-0.93663928	-0.93663928	-0.44465581	-8.59e-06	0.0	bc1012	AMP
AMP##bc1012##Metabolite	2.02991494	1.05795075	0.93663928	0.93663928	0.44465581	8.59e-06	0.0	AMP	bc1012
bc1012##Acetate##Microbe	136.1500094	72.35821998	63.71102709	63.71102709	28.63212044	0.0004652	-1e-08	bc1012	Acetate
bc1012##Ala-Ala##Microbe	-0.47284703	-0.24643834	-0.21818013	-0.21818013	-0.10357783	-2e-06	0.0	bc1012	Ala-Ala
Ala-Ala##bc1012##Metabolite	0.47284703	0.24643834	0.21818013	0.21818013	0.10357783	2e-06	0.0	Ala-Ala	bc1012
bc1012##BET##Microbe	-0.10610574	-0.05530017	-0.0489591	-0.0489591	-0.02324262	-4.5e-07	0.0	bc1012	BET
BET##bc1012##Metabolite	0.10610574	0.05530017	0.0489591	0.0489591	0.02324262	4.5e-07	0.0	BET	bc1012
bc1012##BIOT##Microbe	-0.05305287	-0.02765009	-0.02447955	-0.02447955	-0.01162131	-2.2e-07	0.0	bc1012	BIOT
BIOT##bc1012##Metabolite	0.05305287	0.02765009	0.02447955	0.02447955	0.01162131	2.2e-07	0.0	BIOT	bc1012
bc1012##CMP##Microbe	-1.59005177	-0.82870293	-0.7336785	-0.7336785	-0.34830314	-6.73e-06	0.0	bc1012	CMP
CMP##bc1012##Metabolite	1.59005177	0.82870293	0.7336785	0.7336785	0.34830314	6.73e-06	0.0	CMP	bc1012
bc1012##CO2##Microbe	162.2220189	85.94642578	75.74112139	75.74112139	34.3432319	0.00057552	-1e-08	bc1012	CO2
bc1012##Ca2+##Microbe	-0.05305287	-0.02765009	-0.02447955	-0.02447955	-0.01162131	-2.2e-07	0.0	bc1012	Ca2+
Ca2+##bc1012##Metabolite	0.05305287	0.02765009	0.02447955	0.02447955	0.01162131	2.2e-07	0.0	Ca2+	bc1012
bc1012##Chorismate##Microbe	-0.10610574	-0.05530017	-0.0489591	-0.0489591	-0.02324262	-4.5e-07	0.0	bc1012	Chorismate
Chorismate##bc1012##Metabolite	0.10610574	0.05530017	0.0489591	0.0489591	0.02324262	4.5e-07	0.0	Chorismate	bc1012
bc1012##Cl-##Microbe	-0.05305287	-0.02765009	-0.02447955	-0.02447955	-0.01162131	-2.2e-07	0.0	bc1012	Cl-
Cl-##bc1012##Metabolite	0.05305287	0.02765009	0.02447955	0.02447955	0.01162131	2.2e-07	0.0	Cl-	bc1012
bc1012##Co2+##Microbe	-0.05305287	-0.02765009	-0.02447955	-0.02447955	-0.01162131	-2.2e-07	0.0	bc1012	Co2+
Co2+##bc1012##Metabolite	0.05305287	0.02765009	0.02447955	0.02447955	0.01162131	2.2e-07	0.0	Co2+	bc1012
bc1012##CoA##Microbe	-0.10610574	-0.05530017	-0.0489591	-0.0489591	-0.02324262	-4.5e-07	0.0	bc1012	CoA
CoA##bc1012##Metabolite	0.10610574	0.05530017	0.0489591	0.0489591	0.02324262	4.5e-07	0.0	CoA	bc1012
bc1012##Cu2+##Microbe	-0.05305287	-0.02765009	-0.02447955	-0.02447955	-0.01162131	-2.2e-07	0.0	bc1012	Cu2+
Cu2+##bc1012##Metabolite	0.05305287	0.02765009	0.02447955	0.02447955	0.01162131	2.2e-07	0.0	Cu2+	bc1012
bc1012##D-Arabinose##Microbe	-1.4185411	-0.73931503	-0.65454039	-0.65454039	-0.31073348	-6e-06	0.0	bc1012	D-Arabinose
D-Arabinose##bc1012##Metabolite	1.4185411	0.73931503	0.65454039	0.65454039	0.31073348	6e-06	0.0	D-Arabinose	bc1012
bc1012##D-Glucose##Microbe	-80.93577689	-42.88188521	-37.78970524	-37.78970524	-17.133231	-0.00028702	0.0	bc1012	D-Glucose
D-Glucose##bc1012##Metabolite	80.93577689	42.88188521	37.78970524	37.78970524	17.133231	0.00028702	0.0	D-Glucose	bc1012
bc1012##Deoxycytidine##Microbe	-0.38032442	-0.19821742	-0.17548853	-0.17548853	-0.08331062	-1.61e-06	0.0	bc1012	Deoxycytidine
Deoxycytidine##bc1012##Metabolite	0.38032442	0.19821742	0.17548853	0.17548853	0.08331062	1.61e-06	0.0	Deoxycytidine	bc1012
bc1012##Deoxyguanosine##Microbe	-0.05305287	-0.02765009	-0.02447955	-0.02447955	-0.01162131	-2.2e-07	0.0	bc1012	Deoxyguanosine
Deoxyguanosine##bc1012##Metabolite	0.05305287	0.02765009	0.02447955	0.02447955	0.01162131	2.2e-07	0.0	Deoxyguanosine	bc1012
bc1012##Folate##Microbe	-0.15915862	-0.08295026	-0.07343865	-0.07343865	-0.03486393	-6.7e-07	0.0	bc1012	Folate
Folate##bc1012##Metabolite	0.15915862	0.08295026	0.07343865	0.07343865	0.03486393	6.7e-07	0.0	Folate	bc1012
bc1012##Formate##Microbe	-0.05305287	-0.02765009	-0.02447955	-0.02447955	-0.01162131	-2.2e-07	0.0	bc1012	Formate
Formate##bc1012##Metabolite	0.05305287	0.02765009	0.02447955	0.02447955	0.01162131	2.2e-07	0.0	Formate	bc1012
bc1012##Fumarate##Microbe	-94.40709551	-54.24156158	-46.76139924	-46.76139924	-16.38975989	0.0	0.0	bc1012	Fumarate
Fumarate##bc1012##Metabolite	94.40709551	54.24156158	46.76139924	46.76139924	16.38975989	0.0	0.0	Fumarate	bc1012
bc1012##GTP##Microbe	-2.55998334	-1.33421172	-1.18122238	-1.18122238	-0.56076806	-1.083e-05	0.0	bc1012	GTP
GTP##bc1012##Metabolite	2.55998334	1.33421172	1.18122238	1.18122238	0.56076806	1.083e-05	0.0	GTP	bc1012
bc1012##Glycerol##Microbe	-1.17765949	-0.61377239	-0.54339328	-0.54339328	-0.25796802	-4.98e-06	0.0	bc1012	Glycerol
Glycerol##bc1012##Metabolite	1.17765949	0.61377239	0.54339328	0.54339328	0.25796802	4.98e-06	0.0	Glycerol	bc1012
bc1012##Glycine##Microbe	-9.48037173	-4.94097864	-4.3744141	-4.3744141	-2.07668917	-4.012e-05	0.0	bc1012	Glycine
Glycine##bc1012##Metabolite	9.48037173	4.94097864	4.3744141	4.3744141	2.07668917	4.012e-05	0.0	Glycine	bc1012
bc1012##H+##Microbe	122.58616195	65.28901611	57.45242381	57.45242381	25.66093999	0.0004078	-1e-08	bc1012	H+
bc1012##H2O##Microbe	181.10948278	90.75170479	81.25587039	81.25587039	42.77080944	0.00105491	-1e-08	bc1012	H2O
bc1012##Heme##Microbe	-0.05305287	-0.02765009	-0.02447955	-0.02447955	-0.01162131	-2.2e-07	0.0	bc1012	Heme
Heme##bc1012##Metabolite	0.05305287	0.02765009	0.02447955	0.02447955	0.01162131	2.2e-07	0.0	Heme	bc1012
bc1012##K+##Microbe	-0.05305287	-0.02765009	-0.02447955	-0.02447955	-0.01162131	-2.2e-07	0.0	bc1012	K+
K+##bc1012##Metabolite	0.05305287	0.02765009	0.02447955	0.02447955	0.01162131	2.2e-07	0.0	K+	bc1012
bc1012##L-Alanine##Microbe	-8.56331748	-4.46302845	-3.95126877	-3.95126877	-1.87580711	-3.623e-05	0.0	bc1012	L-Alanine
L-Alanine##bc1012##Metabolite	8.56331748	4.46302845	3.95126877	3.95126877	1.87580711	3.623e-05	0.0	L-Alanine	bc1012
