	0.0000-0.3460	0.3460-0.3495	0.3495-0.3510	0.3510-0.4020	0.4020-0.4047	0.4047-1.1893	1.1893-2.0000	Source	Target
bc1015##L-Aspartate##Microbe	-0.030777027205217453	-0.030777027205217453	-0.030777027205217453	-0.030777027205217453	-0.05597644438900996	-0.05597644438900996	-0.05597644438900996	bc1015	L-Aspartate
bc1012##NADP##Microbe	-0.0010494563665986714	-0.004393958225563963	-0.00439395822561171	-0.0008842039423093794	-0.0008842039423093794	-0.0010189761425739876	-0.0010189761425739876	bc1012	NADP
bc1015##CO2##Microbe	1.1067833153116753	1.1067833153116753	1.1067833153116753	1.1067833153116753	2.0129882683966716	2.0129882683966716	2.0129882683966716	bc1015	CO2
bc1015##Deoxycytidine##Microbe	-0.0022404697575750814	-0.0022404697575750814	-0.0022404697575750814	-0.0022404697575750814	-0.004074907233694529	-0.004074907233694529	-0.004074907233694529	bc1015	Deoxycytidine
bc1012##H+##Microbe	1.2308617334925236	0.37314771955363657	0.373147719554777	1.672625654116409	1.672625654116409	1.622726576770855	1.622726576770855	bc1012	H+
bc1015##Pyridoxal##Microbe	-0.00043003978382489866	-0.00043003978382489866	-0.00043003978382489866	-0.00043003978382489866	-0.000782145003278791	-0.000782145003278791	-0.000782145003278791	bc1015	Pyridoxal
bc1015##UMP##Microbe	-0.01434989625991365	-0.01434989625991365	-0.01434989625991365	-0.01434989625991365	-0.02609921239712669	-0.02609921239712669	-0.02609921239712669	bc1015	UMP
bc1012##BIOT##Microbe	-0.0005247281833031512	-0.00219697911278576	-0.002196979112794036	-0.0004421019711585099	-0.0004421019711585099	-0.0005094880712959703	-0.0005094880712959703	bc1012	BIOT
bc1015##Heme##Microbe	-0.00043003978382413283	-0.00043003978382413283	-0.00043003978382413283	-0.00043003978382413283	-0.0007821450032773961	-0.0007821450032773961	-0.0007821450032773961	bc1015	Heme
bc1012##Fumarate##Microbe	-0.9999999999999988	-0.9999999999999919	-1.0000000000000757	-1.7987682410884713	-1.7987682410884713	0.0	0.0	bc1012	Fumarate
bc1015##L-Histidine##Microbe	-0.012147030692968859	-0.012147030692968859	-0.012147030692968859	-0.012147030692968859	-0.022092698672381745	-0.022092698672381745	-0.022092698672381745	bc1015	L-Histidine
bc1012##CoA##Microbe	-0.001049456366596137	-0.004393958225560966	-0.004393958225449274	-0.0008842039423092522	-0.0008842039423092522	-0.0010189761425818328	-0.0010189761425818328	bc1012	CoA
bc1012##L-Glutamine##Microbe	-0.039918187296889264	-0.1671330538405129	-0.16713305384058308	-0.03363247839660677	-0.03363247839660677	-0.03875881056640966	-0.03875881056640966	bc1012	L-Glutamine
bc1015##L-Proline##Microbe	-0.028252082622971516	-0.028252082622971516	-0.028252082622971516	-0.028252082622971516	-0.05138414185598723	-0.05138414185598723	-0.05138414185598723	bc1015	L-Proline
bc1012##L-Serine##Microbe	-0.03990547605407588	-0.16707983326678355	-0.1670798332668294	-0.033621768726948706	-0.033621768726948706	-0.03874646850667956	-0.03874646850667956	bc1012	L-Serine
bc1012##5-Aminolevulinate##Microbe	-0.004197825466407644	-0.01757583290217337	-0.017575832902148862	-0.0035368157692630517	-0.0035368157692630517	-0.004075904570353699	-0.004075904570353699	bc1012	5-Aminolevulinate
bc1015##L-Lysine##Microbe	-0.04374295884378097	-0.04374295884378097	-0.04374295884378097	-0.04374295884378097	-0.07955853847750927	-0.07955853847750927	-0.07955853847750927	bc1015	L-Lysine
