	0.1347	0.2729	0.3336	0.3908	0.3917	0.39344999999999997	0.3941	0.8152	Source	Target
bc1012##Ca2+##Microbe	-0.05136396	-0.02164663	-0.0089163	-0.00330443	-0.00330443	-0.00330443	-0.00330443	-1.3e-07	bc1012	Ca2+
Ca2+##bc1012##Metabolite	0.05136396	0.02164663	0.0089163	0.00330443	0.00330443	0.00330443	0.00330443	1.3e-07	Ca2+	bc1012
bc1012##Chorismate##Microbe	-0.10272791	-0.04329327	-0.01783261	-0.00660885	-0.00660885	-0.00660885	-0.00660885	-2.5e-07	bc1012	Chorismate
Chorismate##bc1012##Metabolite	0.10272791	0.04329327	0.01783261	0.00660885	0.00660885	0.00660885	0.00660885	2.5e-07	Chorismate	bc1012
bc1012##Cl-##Microbe	-0.05136396	-0.02164663	-0.0089163	-0.00330443	-0.00330443	-0.00330443	-0.00330443	-1.3e-07	bc1012	Cl-
Cl-##bc1012##Metabolite	0.05136396	0.02164663	0.0089163	0.00330443	0.00330443	0.00330443	0.00330443	1.3e-07	Cl-	bc1012
bc1012##Co2+##Microbe	-0.05136396	-0.02164663	-0.0089163	-0.00330443	-0.00330443	-0.00330443	-0.00330443	-1.3e-07	bc1012	Co2+
Co2+##bc1012##Metabolite	0.05136396	0.02164663	0.0089163	0.00330443	0.00330443	0.00330443	0.00330443	1.3e-07	Co2+	bc1012
bc1012##CoA##Microbe	-0.10272791	-0.04329327	-0.01783261	-0.00660885	-0.00660885	-0.00660885	-0.00660885	-2.5e-07	bc1012	CoA
CoA##bc1012##Metabolite	0.10272791	0.04329327	0.01783261	0.00660885	0.00660885	0.00660885	0.00660885	2.5e-07	CoA	bc1012
bc1012##Cu2+##Microbe	-0.05136396	-0.02164663	-0.0089163	-0.00330443	-0.00330443	-0.00330443	-0.00330443	-1.3e-07	bc1012	Cu2+
Cu2+##bc1012##Metabolite	0.05136396	0.02164663	0.0089163	0.00330443	0.00330443	0.00330443	0.00330443	1.3e-07	Cu2+	bc1012
bc1012##D-Arabinose##Microbe	-1.37338246	-0.57879319	-0.23840641	-0.0883546	-0.0883546	-0.0883546	-0.0883546	-3.37e-06	bc1012	D-Arabinose
D-Arabinose##bc1012##Metabolite	1.37338246	0.57879319	0.23840641	0.0883546	0.0883546	0.0883546	0.0883546	3.37e-06	D-Arabinose	bc1012
bc1012##D-Glucose##Microbe	-78.78676508	-35.06284002	-14.00894935	-4.22486312	-4.22486312	-4.22486312	-4.22486312	-0.00016105	bc1012	D-Glucose
D-Glucose##bc1012##Metabolite	78.78676508	35.06284002	14.00894935	4.22486312	4.22486312	4.22486312	4.22486312	0.00016105	D-Glucose	bc1012
bc1012##Deoxycytidine##Microbe	-0.36821696	-0.15517998	-0.06391904	-0.02368871	-0.02368871	-0.02368871	-0.02368871	-9e-07	bc1012	Deoxycytidine
Deoxycytidine##bc1012##Metabolite	0.36821696	0.15517998	0.06391904	0.02368871	0.02368871	0.02368871	0.02368871	9e-07	Deoxycytidine	bc1012
bc1012##Deoxyguanosine##Microbe	-0.05136396	-0.02164663	-0.0089163	-0.00330443	-0.00330443	-0.00330443	-0.00330443	-1.3e-07	bc1012	Deoxyguanosine
Deoxyguanosine##bc1012##Metabolite	0.05136396	0.02164663	0.0089163	0.00330443	0.00330443	0.00330443	0.00330443	1.3e-07	Deoxyguanosine	bc1012
bc1012##Folate##Microbe	-0.15409187	-0.0649399	-0.02674891	-0.00991328	-0.00991328	-0.00991328	-0.00991328	-3.8e-07	bc1012	Folate
Folate##bc1012##Metabolite	0.15409187	0.0649399	0.02674891	0.00991328	0.00991328	0.00991328	0.00991328	3.8e-07	Folate	bc1012
bc1012##Formate##Microbe	-0.05136396	-0.02164663	-0.0089163	-0.00330443	-0.00330443	-0.00330443	-0.00330443	-1.3e-07	bc1012	Formate
Formate##bc1012##Metabolite	0.05136396	0.02164663	0.0089163	0.00330443	0.00330443	0.00330443	0.00330443	1.3e-07	Formate	bc1012
bc1012##Fumarate##Microbe	-94.47999741	-53.20382137	-18.79341237	0.0	0.0	0.0	0.0	0.0	bc1012	Fumarate
Fumarate##bc1012##Metabolite	94.47999741	53.20382137	18.79341237	0.0	0.0	0.0	0.0	0.0	Fumarate	bc1012
bc1012##GTP##Microbe	-2.4784874	-1.04452449	-0.43024233	-0.15944995	-0.15944995	-0.15944995	-0.15944995	-6.08e-06	bc1012	GTP
GTP##bc1012##Metabolite	2.4784874	1.04452449	0.43024233	0.15944995	0.15944995	0.15944995	0.15944995	6.08e-06	GTP	bc1012
bc1012##Glycerol##Microbe	-1.14016922	-0.48050867	-0.19792276	-0.07335116	-0.07335116	-0.07335116	-0.07335116	-2.8e-06	bc1012	Glycerol
Glycerol##bc1012##Metabolite	1.14016922	0.48050867	0.19792276	0.07335116	0.07335116	0.07335116	0.07335116	2.8e-06	Glycerol	bc1012
bc1012##Glycine##Microbe	-9.17856826	-3.8681816	-1.59331397	-0.5904901	-0.5904901	-0.5904901	-0.5904901	-2.251e-05	bc1012	Glycine
Glycine##bc1012##Metabolite	9.17856826	3.8681816	1.59331397	0.5904901	0.5904901	0.5904901	0.5904901	2.251e-05	Glycine	bc1012
bc1012##H+##Microbe	119.53877153	54.09645311	21.41541881	6.00281426	6.00281426	6.00281426	6.00281426	0.00022882	bc1012	H+
bc1012##H2O##Microbe	173.12071785	63.29130554	28.32418101	15.52816831	15.52816831	15.52816831	15.52816831	0.00059191	bc1012	H2O
bc1012##Heme##Microbe	-0.05136396	-0.02164663	-0.0089163	-0.00330443	-0.00330443	-0.00330443	-0.00330443	-1.3e-07	bc1012	Heme
Heme##bc1012##Metabolite	0.05136396	0.02164663	0.0089163	0.00330443	0.00330443	0.00330443	0.00330443	1.3e-07	Heme	bc1012
bc1012##K+##Microbe	-0.05136396	-0.02164663	-0.0089163	-0.00330443	-0.00330443	-0.00330443	-0.00330443	-1.3e-07	bc1012	K+
K+##bc1012##Metabolite	0.05136396	0.02164663	0.0089163	0.00330443	0.00330443	0.00330443	0.00330443	1.3e-07	K+	bc1012
bc1012##L-Alanine##Microbe	-8.29070803	-3.4940051	-1.43918971	-0.53337088	-0.53337088	-0.53337088	-0.53337088	-2.033e-05	bc1012	L-Alanine
L-Alanine##bc1012##Metabolite	8.29070803	3.4940051	1.43918971	0.53337088	0.53337088	0.53337088	0.53337088	2.033e-05	L-Alanine	bc1012
bc1012##L-Arginine##Microbe	-4.51554036	-1.9030125	-0.78385575	-0.29050085	-0.29050085	-0.29050085	-0.29050085	-1.107e-05	bc1012	L-Arginine
L-Arginine##bc1012##Metabolite	4.51554036	1.9030125	0.78385575	0.29050085	0.29050085	0.29050085	0.29050085	1.107e-05	L-Arginine	bc1012
bc1012##L-Asparagine##Microbe	-3.67600849	-1.54920332	-0.63812084	-0.23649076	-0.23649076	-0.23649076	-0.23649076	-9.01e-06	bc1012	L-Asparagine
L-Asparagine##bc1012##Metabolite	3.67600849	1.54920332	0.63812084	0.23649076	0.23649076	0.23649076	0.23649076	9.01e-06	L-Asparagine	bc1012
bc1012##L-Aspartate##Microbe	-3.67600849	-1.54920332	-0.63812084	-0.23649076	-0.23649076	-0.23649076	-0.23649076	-9.01e-06	bc1012	L-Aspartate
L-Aspartate##bc1012##Metabolite	3.67600849	1.54920332	0.63812084	0.23649076	0.23649076	0.23649076	0.23649076	9.01e-06	L-Aspartate	bc1012
bc1012##L-Cysteine##Microbe	-1.39378592	-0.58739195	-0.24194826	-0.08966723	-0.08966723	-0.08966723	-0.08966723	-3.42e-06	bc1012	L-Cysteine
L-Cysteine##bc1012##Metabolite	1.39378592	0.58739195	0.24194826	0.08966723	0.08966723	0.08966723	0.08966723	3.42e-06	L-Cysteine	bc1012
bc1012##L-Glutamate##Microbe	-4.67344106	-1.96955759	-0.81126585	-0.30065917	-0.30065917	-0.30065917	-0.30065917	-1.146e-05	bc1012	L-Glutamate
L-Glutamate##bc1012##Metabolite	4.67344106	1.96955759	0.81126585	0.30065917	0.30065917	0.30065917	0.30065917	1.146e-05	L-Glutamate	bc1012
bc1012##L-Glutamine##Microbe	-3.90746317	-1.64674672	-0.67829922	-0.25138107	-0.25138107	-0.25138107	-0.25138107	-9.58e-06	bc1012	L-Glutamine
L-Glutamine##bc1012##Metabolite	3.90746317	1.64674672	0.67829922	0.25138107	0.25138107	0.25138107	0.25138107	9.58e-06	L-Glutamine	bc1012
bc1012##L-Histidine##Microbe	-1.45084149	-0.61143723	-0.25185257	-0.09333782	-0.09333782	-0.09333782	-0.09333782	-3.56e-06	bc1012	L-Histidine
L-Histidine##bc1012##Metabolite	1.45084149	0.61143723	0.25185257	0.09333782	0.09333782	0.09333782	0.09333782	3.56e-06	L-Histidine	bc1012
bc1012##L-Isoleucine##Microbe	-4.42588162	-1.86522706	-0.76829183	-0.28473278	-0.28473278	-0.28473278	-0.28473278	-1.085e-05	bc1012	L-Isoleucine
L-Isoleucine##bc1012##Metabolite	4.42588162	1.86522706	0.76829183	0.28473278	0.28473278	0.28473278	0.28473278	1.085e-05	L-Isoleucine	bc1012
bc1012##L-Leucine##Microbe	-6.87112008	-2.89573924	-1.19276246	-0.44204371	-0.44204371	-0.44204371	-0.44204371	-1.685e-05	bc1012	L-Leucine
L-Leucine##bc1012##Metabolite	6.87112008	2.89573924	1.19276246	0.44204371	0.44204371	0.44204371	0.44204371	1.685e-05	L-Leucine	bc1012
bc1012##L-Lysine##Microbe	-5.22465952	-2.20186104	-0.90695224	-0.33612102	-0.33612102	-0.33612102	-0.33612102	-1.281e-05	bc1012	L-Lysine
L-Lysine##bc1012##Metabolite	5.22465952	2.20186104	0.90695224	0.33612102	0.33612102	0.33612102	0.33612102	1.281e-05	L-Lysine	bc1012
bc1012##L-Methionine##Microbe	-2.23655022	-0.94256339	-0.38824429	-0.14388527	-0.14388527	-0.14388527	-0.14388527	-5.48e-06	bc1012	L-Methionine
L-Methionine##bc1012##Metabolite	2.23655022	0.94256339	0.38824429	0.14388527	0.14388527	0.14388527	0.14388527	5.48e-06	L-Methionine	bc1012
bc1012##L-Phenylalanine##Microbe	-2.82832582	-1.19195909	-0.49097102	-0.18195631	-0.18195631	-0.18195631	-0.18195631	-6.94e-06	bc1012	L-Phenylalanine
L-Phenylalanine##bc1012##Metabolite	2.82832582	1.19195909	0.49097102	0.18195631	0.18195631	0.18195631	0.18195631	6.94e-06	L-Phenylalanine	bc1012
bc1012##L-Proline##Microbe	-3.37442908	-1.42210682	-0.58576946	-0.21708908	-0.21708908	-0.21708908	-0.21708908	-8.28e-06	bc1012	L-Proline
L-Proline##bc1012##Metabolite	3.37442908	1.42210682	0.58576946	0.21708908	0.21708908	0.21708908	0.21708908	8.28e-06	L-Proline	bc1012
bc1012##L-Serine##Microbe	-3.9062189	-1.64622234	-0.67808322	-0.25130102	-0.25130102	-0.25130102	-0.25130102	-9.58e-06	bc1012	L-Serine
L-Serine##bc1012##Metabolite	3.9062189	1.64622234	0.67808322	0.25130102	0.25130102	0.25130102	0.25130102	9.58e-06	L-Serine	bc1012
bc1012##L-Threonine##Microbe	-3.86347677	-1.62820925	-0.67066359	-0.24855127	-0.24855127	-0.24855127	-0.24855127	-9.47e-06	bc1012	L-Threonine
L-Threonine##bc1012##Metabolite	3.86347677	1.62820925	0.67066359	0.24855127	0.24855127	0.24855127	0.24855127	9.47e-06	L-Threonine	bc1012
bc1012##L-Tryptophan##Microbe	-0.86398426	-0.36411431	-0.14997962	-0.0555832	-0.0555832	-0.0555832	-0.0555832	-2.12e-06	bc1012	L-Tryptophan
L-Tryptophan##bc1012##Metabolite	0.86398426	0.36411431	0.14997962	0.0555832	0.0555832	0.0555832	0.0555832	2.12e-06	L-Tryptophan	bc1012
bc1012##L-Tyrosine##Microbe	-2.20886541	-0.93089601	-0.38343846	-0.14210421	-0.14210421	-0.14210421	-0.14210421	-5.42e-06	bc1012	L-Tyrosine
L-Tyrosine##bc1012##Metabolite	2.20886541	0.93089601	0.38343846	0.14210421	0.14210421	0.14210421	0.14210421	5.42e-06	L-Tyrosine	bc1012
bc1012##L-Valine##Microbe	-6.44727875	-2.71711713	-1.11918755	-0.41477649	-0.41477649	-0.41477649	-0.41477649	-1.581e-05	bc1012	L-Valine
L-Valine##bc1012##Metabolite	6.44727875	2.71711713	1.11918755	0.41477649	0.41477649	0.41477649	0.41477649	1.581e-05	L-Valine	bc1012
bc1012##Mg##Microbe	-0.05136396	-0.02164663	-0.0089163	-0.00330443	-0.00330443	-0.00330443	-0.00330443	-1.3e-07	bc1012	Mg
Mg##bc1012##Metabolite	0.05136396	0.02164663	0.0089163	0.00330443	0.00330443	0.00330443	0.00330443	1.3e-07	Mg	bc1012
bc1012##Mn2+##Microbe	-0.05136396	-0.02164663	-0.0089163	-0.00330443	-0.00330443	-0.00330443	-0.00330443	-1.3e-07	bc1012	Mn2+
Mn2+##bc1012##Metabolite	0.05136396	0.02164663	0.0089163	0.00330443	0.00330443	0.00330443	0.00330443	1.3e-07	Mn2+	bc1012
bc1012##Myristic acid##Microbe	-2.28897077	-0.96465531	-0.39734401	-0.14725767	-0.14725767	-0.14725767	-0.14725767	-5.61e-06	bc1012	Myristic acid
Myristic acid##bc1012##Metabolite	2.28897077	0.96465531	0.39734401	0.14725767	0.14725767	0.14725767	0.14725767	5.61e-06	Myristic acid	bc1012
bc1012##N-Acetyl-D-glucosamine##Microbe	-1.62572079	-0.68513771	-0.28220999	-0.10458843	-0.10458843	-0.10458843	-0.10458843	-3.99e-06	bc1012	N-Acetyl-D-glucosamine
N-Acetyl-D-glucosamine##bc1012##Metabolite	1.62572079	0.68513771	0.28220999	0.10458843	0.10458843	0.10458843	0.10458843	3.99e-06	N-Acetyl-D-glucosamine	bc1012
bc1012##NADP##Microbe	-0.10272791	-0.04329327	-0.01783261	-0.00660885	-0.00660885	-0.00660885	-0.00660885	-2.5e-07	bc1012	NADP
NADP##bc1012##Metabolite	0.10272791	0.04329327	0.01783261	0.00660885	0.00660885	0.00660885	0.00660885	2.5e-07	NADP	bc1012
bc1012##Niacin##Microbe	0.05136396	0.02164663	0.0089163	0.00330443	0.00330443	0.00330443	0.00330443	1.3e-07	bc1012	Niacin
bc1012##Nicotinamide ribonucleotide##Microbe	-0.05136396	-0.02164663	-0.0089163	-0.00330443	-0.00330443	-0.00330443	-0.00330443	-1.3e-07	bc1012	Nicotinamide ribonucleotide
Nicotinamide ribonucleotide##bc1012##Metabolite	0.05136396	0.02164663	0.0089163	0.00330443	0.00330443	0.00330443	0.00330443	1.3e-07	Nicotinamide ribonucleotide	bc1012
bc1012##O2##Microbe	-98.64385346	-38.59731503	-16.59197328	-7.69768746	-7.69768746	-7.69768746	-7.69768746	-0.00029343	bc1012	O2
O2##bc1012##Metabolite	98.64385346	38.59731503	16.59197328	7.69768746	7.69768746	7.69768746	7.69768746	0.00029343	O2	bc1012
bc1012##Oxidized glutathione##Microbe	-0.02568198	-0.01082332	-0.00445815	-0.00165221	-0.00165221	-0.00165221	-0.00165221	-6e-08	bc1012	Oxidized glutathione
Oxidized glutathione##bc1012##Metabolite	0.02568198	0.01082332	0.00445815	0.00165221	0.00165221	0.00165221	0.00165221	6e-08	Oxidized glutathione	bc1012
bc1012##PPi##Microbe	0.35428735	0.14930954	0.06150099	0.02279257	0.02279257	0.02279257	0.02279257	8.7e-07	bc1012	PPi
bc1012##Putrescine##Microbe	-0.05136396	-0.02164663	-0.0089163	-0.00330443	-0.00330443	-0.00330443	-0.00330443	-1.3e-07	bc1012	Putrescine
Putrescine##bc1012##Metabolite	0.05136396	0.02164663	0.0089163	0.00330443	0.00330443	0.00330443	0.00330443	1.3e-07	Putrescine	bc1012
bc1012##Pyridoxal##Microbe	-0.05136396	-0.02164663	-0.0089163	-0.00330443	-0.00330443	-0.00330443	-0.00330443	-1.3e-07	bc1012	Pyridoxal
Pyridoxal##bc1012##Metabolite	0.05136396	0.02164663	0.0089163	0.00330443	0.00330443	0.00330443	0.00330443	1.3e-07	Pyridoxal	bc1012
bc1012##Riboflavin##Microbe	-0.15409187	-0.0649399	-0.02674891	-0.00991328	-0.00991328	-0.00991328	-0.00991328	-3.8e-07	bc1012	Riboflavin
Riboflavin##bc1012##Metabolite	0.15409187	0.0649399	0.02674891	0.00991328	0.00991328	0.00991328	0.00991328	3.8e-07	Riboflavin	bc1012
bc1012##S-Adenosyl-L-methionine##Microbe	-0.15409187	-0.0649399	-0.02674891	-0.00991328	-0.00991328	-0.00991328	-0.00991328	-3.8e-07	bc1012	S-Adenosyl-L-methionine
S-Adenosyl-L-methionine##bc1012##Metabolite	0.15409187	0.0649399	0.02674891	0.00991328	0.00991328	0.00991328	0.00991328	3.8e-07	S-Adenosyl-L-methionine	bc1012
bc1012##Spermidine##Microbe	-0.05136396	-0.02164663	-0.0089163	-0.00330443	-0.00330443	-0.00330443	-0.00330443	-1.3e-07	bc1012	Spermidine
Spermidine##bc1012##Metabolite	0.05136396	0.02164663	0.0089163	0.00330443	0.00330443	0.00330443	0.00330443	1.3e-07	Spermidine	bc1012
bc1012##Succinate##Microbe	94.47999741	53.20382137	18.79341237	0.0	0.0	0.0	0.0	0.0	bc1012	Succinate
bc1012##Sulfate##Microbe	-0.05136396	-0.02164663	-0.0089163	-0.00330443	-0.00330443	-0.00330443	-0.00330443	-1.3e-07	bc1012	Sulfate
Sulfate##bc1012##Metabolite	0.05136396	0.02164663	0.0089163	0.00330443	0.00330443	0.00330443	0.00330443	1.3e-07	Sulfate	bc1012
bc1012##TRHL##Microbe	-1.08417711	-0.45691156	-0.18820305	-0.06974899	-0.06974899	-0.06974899	-0.06974899	-2.66e-06	bc1012	TRHL
TRHL##bc1012##Metabolite	1.08417711	0.45691156	0.18820305	0.06974899	0.06974899	0.06974899	0.06974899	2.66e-06	TRHL	bc1012
bc1012##TTP##Microbe	-0.21819048	-0.09195338	-0.03787584	-0.01403697	-0.01403697	-0.01403697	-0.01403697	-5.4e-07	bc1012	TTP
TTP##bc1012##Metabolite	0.21819048	0.09195338	0.03787584	0.01403697	0.01403697	0.01403697	0.01403697	5.4e-07	TTP	bc1012
bc1012##Thiamin##Microbe	-0.05136396	-0.02164663	-0.0089163	-0.00330443	-0.00330443	-0.00330443	-0.00330443	-1.3e-07	bc1012	Thiamin
Thiamin##bc1012##Metabolite	0.05136396	0.02164663	0.0089163	0.00330443	0.00330443	0.00330443	0.00330443	1.3e-07	Thiamin	bc1012
bc1012##UMP##Microbe	-1.71395178	-0.72232145	-0.29752607	-0.11026464	-0.11026464	-0.11026464	-0.11026464	-4.2e-06	bc1012	UMP
UMP##bc1012##Metabolite	1.71395178	0.72232145	0.29752607	0.11026464	0.11026464	0.11026464	0.11026464	4.2e-06	UMP	bc1012
bc1012##Zn2+##Microbe	-0.05136396	-0.02164663	-0.0089163	-0.00330443	-0.00330443	-0.00330443	-0.00330443	-1.3e-07	bc1012	Zn2+
Zn2+##bc1012##Metabolite	0.05136396	0.02164663	0.0089163	0.00330443	0.00330443	0.00330443	0.00330443	1.3e-07	Zn2+	bc1012
bc1012##dATP##Microbe	-0.21819048	-0.09195338	-0.03787584	-0.01403697	-0.01403697	-0.01403697	-0.01403697	-5.4e-07	bc1012	dATP
dATP##bc1012##Metabolite	0.21819048	0.09195338	0.03787584	0.01403697	0.01403697	0.01403697	0.01403697	5.4e-07	dATP	bc1012
bc1012##dGTP##Microbe	-0.31685301	-0.13353335	-0.05500273	-0.02038429	-0.02038429	-0.02038429	-0.02038429	-7.8e-07	bc1012	dGTP
dGTP##bc1012##Metabolite	0.31685301	0.13353335	0.05500273	0.02038429	0.02038429	0.02038429	0.02038429	7.8e-07	dGTP	bc1012
bc1012##ddca##Microbe	-0.45779415	-0.19293106	-0.0794688	-0.02945153	-0.02945153	-0.02945153	-0.02945153	-1.12e-06	bc1012	ddca
ddca##bc1012##Metabolite	0.45779415	0.19293106	0.0794688	0.02945153	0.02945153	0.02945153	0.02945153	1.12e-06	ddca	bc1012
bc1012##fe3##Microbe	-0.15409187	-0.0649399	-0.02674891	-0.00991328	-0.00991328	-0.00991328	-0.00991328	-3.8e-07	bc1012	fe3
fe3##bc1012##Metabolite	0.15409187	0.0649399	0.02674891	0.00991328	0.00991328	0.00991328	0.00991328	3.8e-07	fe3	bc1012
bc1012##meso-2,6-Diaminopimelate##Microbe	-0.45779415	-0.19293106	-0.0794688	-0.02945153	-0.02945153	-0.02945153	-0.02945153	-1.12e-06	bc1012	meso-2,6-Diaminopimelate
meso-2,6-Diaminopimelate##bc1012##Metabolite	0.45779415	0.19293106	0.0794688	0.02945153	0.02945153	0.02945153	0.02945153	1.12e-06	meso-2,6-Diaminopimelate	bc1012
bc1001##1,2-Diacyl-sn-glycerol dioctadecanoyl##Microbe	-1.8723974	-0.73263067	-0.31493871	-0.14615581	-0.14615581	-0.14615581	-0.14615581	-5.57e-06	bc1001	1,2-Diacyl-sn-glycerol dioctadecanoyl
1,2-Diacyl-sn-glycerol dioctadecanoyl##bc1001##Metabolite	1.8723974	0.73263067	0.31493871	0.14615581	0.14615581	0.14615581	0.14615581	5.57e-06	1,2-Diacyl-sn-glycerol dioctadecanoyl	bc1001
bc1001##4-Hydroxybenzoate##Microbe	-0.0421752	-0.01650229	-0.0070939	-0.00329212	-0.00329212	-0.00329212	-0.00329212	-1.3e-07	bc1001	4-Hydroxybenzoate
4-Hydroxybenzoate##bc1001##Metabolite	0.0421752	0.01650229	0.0070939	0.00329212	0.00329212	0.00329212	0.00329212	1.3e-07	4-Hydroxybenzoate	bc1001
bc1001##5-Aminolevulinate##Microbe	-0.33740163	-0.13201833	-0.05675122	-0.02633694	-0.02633694	-0.02633694	-0.02633694	-1e-06	bc1001	5-Aminolevulinate
5-Aminolevulinate##bc1001##Metabolite	0.33740163	0.13201833	0.05675122	0.02633694	0.02633694	0.02633694	0.02633694	1e-06	5-Aminolevulinate	bc1001
bc1001##AMP##Microbe	-1.1656285	-0.45608651	-0.19605963	-0.09098676	-0.09098676	-0.09098676	-0.09098676	-3.47e-06	bc1001	AMP
AMP##bc1001##Metabolite	1.1656285	0.45608651	0.19605963	0.09098676	0.09098676	0.09098676	0.09098676	3.47e-06	AMP	bc1001
bc1001##Acetate##Microbe	87.68912797	34.31095581	14.74937988	6.84484802	6.84484802	6.84484802	6.84484802	0.00026092	bc1001	Acetate
bc1001##Adenosine##Microbe	-0.4480839	-0.17532603	-0.07536806	-0.03497658	-0.03497658	-0.03497658	-0.03497658	-1.33e-06	bc1001	Adenosine
Adenosine##bc1001##Metabolite	0.4480839	0.17532603	0.07536806	0.03497658	0.03497658	0.03497658	0.03497658	1.33e-06	Adenosine	bc1001
bc1001##Ala-Ala##Microbe	-0.37589709	-0.14708082	-0.06322618	-0.02934182	-0.02934182	-0.02934182	-0.02934182	-1.12e-06	bc1001	Ala-Ala
Ala-Ala##bc1001##Metabolite	0.37589709	0.14708082	0.06322618	0.02934182	0.02934182	0.02934182	0.02934182	1.12e-06	Ala-Ala	bc1001
bc1001##BET##Microbe	-0.08435041	-0.03300458	-0.0141878	-0.00658423	-0.00658423	-0.00658423	-0.00658423	-2.5e-07	bc1001	BET
BET##bc1001##Metabolite	0.08435041	0.03300458	0.0141878	0.00658423	0.00658423	0.00658423	0.00658423	2.5e-07	BET	bc1001
bc1001##BIOT##Microbe	-0.0421752	-0.01650229	-0.0070939	-0.00329212	-0.00329212	-0.00329212	-0.00329212	-1.3e-07	bc1001	BIOT
BIOT##bc1001##Metabolite	0.0421752	0.01650229	0.0070939	0.00329212	0.00329212	0.00329212	0.00329212	1.3e-07	BIOT	bc1001
bc1001##CMP##Microbe	-1.26403634	-0.49459147	-0.2126119	-0.09866829	-0.09866829	-0.09866829	-0.09866829	-3.76e-06	bc1001	CMP
CMP##bc1001##Metabolite	1.26403634	0.49459147	0.2126119	0.09866829	0.09866829	0.09866829	0.09866829	3.76e-06	CMP	bc1001
bc1001##CO2##Microbe	108.94953083	42.62971504	18.32539627	8.50439499	8.50439499	8.50439499	8.50439499	0.00032418	bc1001	CO2
bc1001##Ca2+##Microbe	-0.0421752	-0.01650229	-0.0070939	-0.00329212	-0.00329212	-0.00329212	-0.00329212	-1.3e-07	bc1001	Ca2+
Ca2+##bc1001##Metabolite	0.0421752	0.01650229	0.0070939	0.00329212	0.00329212	0.00329212	0.00329212	1.3e-07	Ca2+	bc1001
bc1001##Chorismate##Microbe	-0.08435041	-0.03300458	-0.0141878	-0.00658423	-0.00658423	-0.00658423	-0.00658423	-2.5e-07	bc1001	Chorismate
Chorismate##bc1001##Metabolite	0.08435041	0.03300458	0.0141878	0.00658423	0.00658423	0.00658423	0.00658423	2.5e-07	Chorismate	bc1001
