	0.16855	0.37625	0.4131	0.4143	0.41505000000000003	0.8117	1.60395	Source	Target
bc1011##1,2-Diacyl-sn-glycerol dioctadecanoyl##Microbe	-1.74717534	-0.18298301	-0.12183449	-0.12183449	-0.12183449	-6.54e-06	0.0	bc1011	1,2-Diacyl-sn-glycerol dioctadecanoyl
1,2-Diacyl-sn-glycerol dioctadecanoyl##bc1011##Metabolite	1.74717534	0.18298301	0.12183449	0.12183449	0.12183449	6.54e-06	0.0	1,2-Diacyl-sn-glycerol dioctadecanoyl	bc1011
bc1011##4-Hydroxybenzoate##Microbe	-0.03935461	-0.00412164	-0.00274429	-0.00274429	-0.00274429	-1.5e-07	0.0	bc1011	4-Hydroxybenzoate
4-Hydroxybenzoate##bc1011##Metabolite	0.03935461	0.00412164	0.00274429	0.00274429	0.00274429	1.5e-07	0.0	4-Hydroxybenzoate	bc1011
bc1011##5-Aminolevulinate##Microbe	-0.31483691	-0.03297311	-0.02195429	-0.02195429	-0.02195429	-1.18e-06	0.0	bc1011	5-Aminolevulinate
5-Aminolevulinate##bc1011##Metabolite	0.31483691	0.03297311	0.02195429	0.02195429	0.02195429	1.18e-06	0.0	5-Aminolevulinate	bc1011
bc1011##AMP##Microbe	-1.07865132	-0.11296798	-0.0752168	-0.0752168	-0.0752168	-4.04e-06	0.0	bc1011	AMP
AMP##bc1011##Metabolite	1.07865132	0.11296798	0.0752168	0.0752168	0.0752168	4.04e-06	0.0	AMP	bc1011
bc1011##Acetate##Microbe	80.12670584	8.39173129	5.58741649	5.58741649	5.58741649	0.00029984	-2e-08	bc1011	Acetate
bc1011##Adenosine##Microbe	-0.42713934	-0.04473463	-0.02978539	-0.02978539	-0.02978539	-1.6e-06	0.0	bc1011	Adenosine
Adenosine##bc1011##Metabolite	0.42713934	0.04473463	0.02978539	0.02978539	0.02978539	1.6e-06	0.0	Adenosine	bc1011
bc1011##BET##Microbe	-0.07870923	-0.00824328	-0.00548857	-0.00548857	-0.00548857	-2.9e-07	0.0	bc1011	BET
BET##bc1011##Metabolite	0.07870923	0.00824328	0.00548857	0.00548857	0.00548857	2.9e-07	0.0	BET	bc1011
bc1011##BIOT##Microbe	-0.03935461	-0.00412164	-0.00274429	-0.00274429	-0.00274429	-1.5e-07	0.0	bc1011	BIOT
