	0.0000-0.0000	0.0000-2.2106	2.2106-9.7133	9.7133-12.8797	12.8797-15.5592	15.5592-20.0000	Source	Target
Acutalibacter_muris_KB1##Turicimonas_muris_YL45##Riboflavin	307.76087306351667	307.7608730632828	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1	Turicimonas_muris_YL45
Turicimonas_muris_YL45##Acutalibacter_muris_KB1##Pyridoxal	-96.79614651627027	-96.79614651620678	-193.59229303371959	-193.592293033199	-193.59229303310045	-193.5922930334345	Turicimonas_muris_YL45	Acutalibacter_muris_KB1
Acutalibacter_muris_KB1##Turicimonas_muris_YL45##Pyridoxal	0.0	0.0	-253.37814823642412	-253.37814823582764	-253.37814823581246	-253.37814823636893	Acutalibacter_muris_KB1	Turicimonas_muris_YL45
