	0.0000	1.8350	6.3781	Source	Target
Turicimonas_muris_YL45##L-Aspartate-e0##Microbe	0.0	0.0	5.249999998956241	Turicimonas_muris_YL45	L-Aspartate-e0
Blautia_coccoides_YL58##Inosine-e0##Microbe	6.126867901912192e-10	0.0	0.0	Blautia_coccoides_YL58	Inosine-e0
Turicimonas_muris_YL45##Pyridoxal##Microbe	0.0	0.0	-7.157607839758384e-13	Turicimonas_muris_YL45	Pyridoxal
Blautia_coccoides_YL58##Phosphate-e0##Microbe	2.1141204342711717e-09	0.0	0.0	Blautia_coccoides_YL58	Phosphate-e0
Blautia_coccoides_YL58##Succinate-e0##Microbe	1.0899280246464969	0.0	0.0	Blautia_coccoides_YL58	Succinate-e0
Blautia_coccoides_YL58##L-Proline-e0##Microbe	2.943885135664459e-10	0.0	0.0	Blautia_coccoides_YL58	L-Proline-e0
Turicimonas_muris_YL45##Phosphate-e0##Microbe	0.0	0.0	-1.716387032502098e-10	Turicimonas_muris_YL45	Phosphate-e0
Turicimonas_muris_YL45##Succinate-e0##Microbe	0.0	0.0	1.25000000052853	Turicimonas_muris_YL45	Succinate-e0
Turicimonas_muris_YL45##L-Proline-e0##Microbe	0.0	0.0	-3.3786307085392764e-11	Turicimonas_muris_YL45	L-Proline-e0
Blautia_coccoides_YL58##Urea-e0##Microbe	-1.6725176799070596e-11	0.0	0.0	Blautia_coccoides_YL58	Urea-e0
Riboflavin##Turicimonas_muris_YL45##Metabolite	0.0	0.0	1.7270451735384995e-10	Riboflavin	Turicimonas_muris_YL45
Turicimonas_muris_YL45##carbonate##Microbe	0.0	0.0	-3.5640823625726625e-10	Turicimonas_muris_YL45	carbonate
Blautia_coccoides_YL58##L-Asparagine-e0##Microbe	2.731717074766493e-10	0.0	0.0	Blautia_coccoides_YL58	L-Asparagine-e0
Blautia_coccoides_YL58##L-Tyrosine-e0##Microbe	2.106101959498119e-10	0.0	0.0	Blautia_coccoides_YL58	L-Tyrosine-e0
Turicimonas_muris_YL45##L-Asparagine-e0##Microbe	0.0	0.0	-3.4990677022506134e-11	Turicimonas_muris_YL45	L-Asparagine-e0
Blautia_coccoides_YL58##N-acetylneuraminate (as sialic residue)##Microbe	5.551115123125783e-16	0.0	0.0	Blautia_coccoides_YL58	N-acetylneuraminate (as sialic residue)
Blautia_coccoides_YL58##fe3-e0##Microbe	1.1482148565278294e-11	0.0	0.0	Blautia_coccoides_YL58	fe3-e0
Blautia_coccoides_YL58##Mn2+-e0##Microbe	1.1481260386858594e-11	0.0	0.0	Blautia_coccoides_YL58	Mn2+-e0
