	0.32905	0.6587000000000001	0.6601	0.66105	1.0345	Source	Target
bc1016##1,2-Diacyl-sn-glycerol dioctadecanoyl##Microbe	-0.25862342	-0.02012645	-0.01593729	-0.01593729	-1.02e-06	bc1016	1,2-Diacyl-sn-glycerol dioctadecanoyl
1,2-Diacyl-sn-glycerol dioctadecanoyl##bc1016##Metabolite	0.25862342	0.02012645	0.01593729	0.01593729	1.02e-06	1,2-Diacyl-sn-glycerol dioctadecanoyl	bc1016
bc1016##2-Oxoglutarate##Microbe	-0.01165083	-0.00090668	-0.00071797	-0.00071797	-5e-08	bc1016	2-Oxoglutarate
2-Oxoglutarate##bc1016##Metabolite	0.01165083	0.00090668	0.00071797	0.00071797	5e-08	2-Oxoglutarate	bc1016
bc1016##4-Hydroxybenzoate##Microbe	-0.00582542	-0.00045334	-0.00035898	-0.00035898	-2e-08	bc1016	4-Hydroxybenzoate
4-Hydroxybenzoate##bc1016##Metabolite	0.00582542	0.00045334	0.00035898	0.00035898	2e-08	4-Hydroxybenzoate	bc1016
bc1016##5-Aminolevulinate##Microbe	-0.04660334	-0.00362674	-0.00287186	-0.00287186	-1.8e-07	bc1016	5-Aminolevulinate
5-Aminolevulinate##bc1016##Metabolite	0.04660334	0.00362674	0.00287186	0.00287186	1.8e-07	5-Aminolevulinate	bc1016
bc1016##AMP##Microbe	-0.21998005	-0.01711917	-0.01355595	-0.01355595	-8.7e-07	bc1016	AMP
AMP##bc1016##Metabolite	0.21998005	0.01711917	0.01355595	0.01355595	8.7e-07	AMP	bc1016
bc1016##Acetate##Microbe	54.07189656	4.20795403	3.33210096	3.33210096	0.00021349	bc1016	Acetate
bc1016##BET##Microbe	-0.01165083	-0.00090668	-0.00071797	-0.00071797	-5e-08	bc1016	BET
BET##bc1016##Metabolite	0.01165083	0.00090668	0.00071797	0.00071797	5e-08	BET	bc1016
bc1016##BIOT##Microbe	-0.00582542	-0.00045334	-0.00035898	-0.00035898	-2e-08	bc1016	BIOT
BIOT##bc1016##Metabolite	0.00582542	0.00045334	0.00035898	0.00035898	2e-08	BIOT	bc1016
bc1016##CMP##Microbe	-0.04895572	-0.00380981	-0.00301682	-0.00301682	-1.9e-07	bc1016	CMP
CMP##bc1016##Metabolite	0.04895572	0.00380981	0.00301682	0.00301682	1.9e-07	CMP	bc1016
bc1016##CO2##Microbe	1.07968583	0.08402273	0.06653405	0.06653405	4.26e-06	bc1016	CO2
bc1016##Ca2+##Microbe	-0.00582542	-0.00045334	-0.00035898	-0.00035898	-2e-08	bc1016	Ca2+
Ca2+##bc1016##Metabolite	0.00582542	0.00045334	0.00035898	0.00035898	2e-08	Ca2+	bc1016
bc1016##Chitobiose##Microbe	-0.10675369	-0.00830773	-0.00657854	-0.00657854	-4.2e-07	bc1016	Chitobiose
Chitobiose##bc1016##Metabolite	0.10675369	0.00830773	0.00657854	0.00657854	4.2e-07	Chitobiose	bc1016
bc1016##Chorismate##Microbe	-0.01165083	-0.00090668	-0.00071797	-0.00071797	-5e-08	bc1016	Chorismate
Chorismate##bc1016##Metabolite	0.01165083	0.00090668	0.00071797	0.00071797	5e-08	Chorismate	bc1016
bc1016##Citrate##Microbe	-0.25960245	-0.02020264	-0.01599762	-0.01599762	-1.02e-06	bc1016	Citrate
Citrate##bc1016##Metabolite	0.25960245	0.02020264	0.01599762	0.01599762	1.02e-06	Citrate	bc1016
bc1016##Cl-##Microbe	-0.00582542	-0.00045334	-0.00035898	-0.00035898	-2e-08	bc1016	Cl-
Cl-##bc1016##Metabolite	0.00582542	0.00045334	0.00035898	0.00035898	2e-08	Cl-	bc1016
bc1016##Co2+##Microbe	-0.00582542	-0.00045334	-0.00035898	-0.00035898	-2e-08	bc1016	Co2+
Co2+##bc1016##Metabolite	0.00582542	0.00045334	0.00035898	0.00035898	2e-08	Co2+	bc1016
bc1016##CoA##Microbe	-0.01165083	-0.00090668	-0.00071797	-0.00071797	-5e-08	bc1016	CoA
CoA##bc1016##Metabolite	0.01165083	0.00090668	0.00071797	0.00071797	5e-08	CoA	bc1016
bc1016##Cu2+##Microbe	-0.00582542	-0.00045334	-0.00035898	-0.00035898	-2e-08	bc1016	Cu2+
Cu2+##bc1016##Metabolite	0.00582542	0.00045334	0.00035898	0.00035898	2e-08	Cu2+	bc1016
bc1016##Cytidine##Microbe	-0.12563831	-0.00977736	-0.00774228	-0.00774228	-5e-07	bc1016	Cytidine
Cytidine##bc1016##Metabolite	0.12563831	0.00977736	0.00774228	0.00774228	5e-07	Cytidine	bc1016
bc1016##D-Alanine##Microbe	-0.10384098	-0.00808106	-0.00639905	-0.00639905	-4.1e-07	bc1016	D-Alanine
D-Alanine##bc1016##Metabolite	0.10384098	0.00808106	0.00639905	0.00639905	4.1e-07	D-Alanine	bc1016
bc1016##D-Arabinose##Microbe	-0.15576147	-0.01212159	-0.00959857	-0.00959857	-6.1e-07	bc1016	D-Arabinose
D-Arabinose##bc1016##Metabolite	0.15576147	0.01212159	0.00959857	0.00959857	6.1e-07	D-Arabinose	bc1016
bc1016##D-Glucose##Microbe	-36.13265161	-2.81189576	-2.22662142	-2.22662142	-0.00014266	bc1016	D-Glucose
D-Glucose##bc1016##Metabolite	36.13265161	2.81189576	2.22662142	2.22662142	0.00014266	D-Glucose	bc1016
bc1016##Deoxycytidine##Microbe	-0.02492008	-0.00193932	-0.00153566	-0.00153566	-1e-07	bc1016	Deoxycytidine
Deoxycytidine##bc1016##Metabolite	0.02492008	0.00193932	0.00153566	0.00153566	1e-07	Deoxycytidine	bc1016
bc1016##Folate##Microbe	-0.01747625	-0.00136003	-0.00107695	-0.00107695	-7e-08	bc1016	Folate
Folate##bc1016##Metabolite	0.01747625	0.00136003	0.00107695	0.00107695	7e-08	Folate	bc1016
bc1016##Formate##Microbe	-0.00582542	-0.00045334	-0.00035898	-0.00035898	-2e-08	bc1016	Formate
Formate##bc1016##Metabolite	0.00582542	0.00045334	0.00035898	0.00035898	2e-08	Formate	bc1016
bc1016##Fumarate##Microbe	-0.01165083	-0.00090668	-0.00071797	-0.00071797	-5e-08	bc1016	Fumarate
Fumarate##bc1016##Metabolite	0.01165083	0.00090668	0.00071797	0.00071797	5e-08	Fumarate	bc1016
