	0.6586	0.6598	0.6612	1.5246	Source	Target
bc1001##bc1003##O2	0.15297633046741727	0.0	0.0	0.0	bc1001	bc1003
bc1008##bc1003##O2	0.003429276312228097	0.0	0.0	0.0	bc1008	bc1003
bc1010##bc1003##O2	0.15297633046741765	0.0	0.0	0.0	bc1010	bc1003
bc1003##bc1001##O2	-0.12511393574643215	0.27747530369501183	0.0	0.0	bc1003	bc1001
bc1008##bc1001##O2	0.0	0.0034154906736765835	0.0	0.0	bc1008	bc1001
bc1010##bc1001##O2	-2.9698465908722937e-15	0.1523613679485822	0.0	0.0	bc1010	bc1001
bc1001##bc1008##D-Glucose	0.0	-0.025929424253753046	4.170275236248244e-15	0.0	bc1001	bc1008
bc1003##bc1008##D-Glucose	-0.02590575414226566	0.0	0.0	0.0	bc1003	bc1008
bc1010##bc1008##D-Glucose	-0.0249610276518483	0.0	9.159339953157541e-16	0.0	bc1010	bc1008
bc1001##bc1010##O2	0.15252946972194503	0.0	0.0	0.0	bc1001	bc1010
bc1003##bc1010##O2	0.15252946972194587	0.0	0.0	0.0	bc1003	bc1010
bc1008##bc1010##O2	0.0034192590176268323	0.0	0.0	0.0	bc1008	bc1010
bc1001##bc1003##D-Glucose	-0.1528615523424695	-0.1257337000244142	2.0261570199409107e-14	0.0	bc1001	bc1003
bc1008##bc1003##D-Glucose	-0.2785952523668618	0.0	0.0	0.0	bc1008	bc1003
bc1010##bc1003##D-Glucose	-0.2785952523668688	0.0	4.440892098500626e-15	0.0	bc1010	bc1003
bc1001##bc1010##D-Glucose.O2	-0.11330374830241619	-1.0502932066771544	1.1635969549795706	0.0	bc1001	bc1010
bc1003##bc1010##D-Glucose.O2	-0.20809099818600796	0.0	0.20809099818600796	0.0	bc1003	bc1010
bc1008##bc1010##O2.D-Glucose	-2.3011095120491167	0.0	2.3011095120491167	0.0	bc1008	bc1010
bc1003##bc1001##D-Glucose.O2	0.0	-0.2798233034337261	0.2798233034337261	0.0	bc1003	bc1001
bc1008##bc1001##O2.D-Glucose	0.0	-3.094338874994298	3.094338874994298	0.0	bc1008	bc1001
bc1010##bc1001##D-Glucose.O2	0.0	-1.564707491653467	1.564707491653467	0.0	bc1010	bc1001
bc1003##bc1001##D-Glucose	0.0	0.0	-0.13296422013011486	0.0	bc1003	bc1001
bc1008##bc1001##D-Glucose	0.0	0.0	-0.13296422013011364	0.0	bc1008	bc1001
bc1010##bc1001##D-Glucose	0.0	0.0	-0.13296422013011486	0.0	bc1010	bc1001
bc1001##bc1010##D-Glucose	0.0	0.0	-0.13113491857070197	0.0	bc1001	bc1010
bc1003##bc1010##D-Glucose	0.0	0.0	-0.13113491857070236	0.0	bc1003	bc1010
bc1008##bc1010##D-Glucose	0.0	0.0	-0.13113491857070117	0.0	bc1008	bc1010
