	0.0000-0.0009	0.0009-0.0010	0.0010-0.0012	0.0012-0.0029	0.0029-0.0035	0.0040-0.0068	0.0068-0.0107	0.0107-0.0107	0.0107-0.0952	0.0952-0.0958	0.0958-0.1569	0.1569-0.1569	0.1569-0.1576	0.1576-0.1578	0.1578-0.1583	0.1583-0.1590	0.1590-0.1601	0.1601-0.1847	0.1867-0.1873	0.1873-0.1879	0.1887-0.1888	0.1888-0.2075	0.2075-0.2075	0.2075-0.2084	0.2084-0.2084	0.2249-0.2258	0.2258-0.2260	0.2261-0.2344	0.2344-0.2396	0.2402-0.2403	0.2404-0.2411	0.2411-0.2411	0.2411-0.2417	0.2452-0.2452	0.2460-0.2536	0.2536-0.2536	0.2557-0.2558	0.2558-0.2787	0.2787-0.2787	0.2828-0.2843	0.2843-0.2865	0.2865-0.3037	0.3037-0.3098	0.3139-0.3886	0.3886-0.3886	0.3886-0.4299	0.4299-0.5160	0.5168-0.5168	0.5170-0.5171	0.5171-0.5184	0.5184-0.5230	0.5235-0.5236	0.5237-0.5723	0.5723-0.6684	0.6870-0.6870	0.6870-0.7956	0.7999-0.8119	0.8119-0.8162	0.8188-0.8189	0.8189-0.8399	0.8399-0.8399	1.0308-1.0513	1.0513-1.1745	1.1745-1.2069	1.2069-1.2108	1.2108-3.9407	3.9407-4.1437	4.1437-7.3400	7.3400-7.9368	7.9368-20.0000	Source	Target
Enterocloster_clostridioformis_YL32##Clostridium_innocuum_I46##PAN	-126.68907411697275	-126.6890741193474	-126.68907411831344	-126.68907411748546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-126.68907411864183	-126.68907411865452	-126.68907411865996	-126.68907411865511	-126.6890741186759	-126.68907411748853	-126.68907411880089	-126.68907411466789	-126.68907411567567	-126.68907411655003	-126.68907411655094	-126.68907411976674	-126.68907411554225	-126.68907411516211	-126.68907411618981	-126.68907411577517	-126.68907411580747	-126.68907411581091	-126.68907411577818	-126.68907411589275	-126.68907412291145	Enterocloster_clostridioformis_YL32	Clostridium_innocuum_I46
Clostridium_innocuum_I46##Enterocloster_clostridioformis_YL32##PAN	-126.68907411984297	-126.68907411991201	-126.68907411977276	-126.6890741198005	4.715419237837161	-18.117340654892963	-18.11734065488934	-18.11734065489005	-18.117340654892082	-18.117340654867643	-18.11734065490881	-18.1173406548488	-18.117340654894644	-18.117340655126153	-18.11734065508016	-18.117340654983515	-18.11734065502951	-18.11734065502662	-18.11734065491204	-18.117340654899667	-18.117340654962344	-18.117340654912613	-18.11734065487923	-18.11734065476404	-18.117340654853365	-18.117340654823696	-18.117340654836177	-18.1173406548513	-18.117340654852484	-18.11734065485655	-18.11734065485286	-18.117340654800156	-18.11734065485376	-18.1173406548436	-18.117340654847826	-18.117340654831306	-18.11734065482576	-18.11734065482273	-18.117340654769915	-18.117340654303025	-18.117340655583245	-18.11734065491847	-18.11734065474499	-18.11734065485497	-18.11734065483739	-18.117340654847606	-18.11734065486245	-18.11734065486875	93.48973798390715	-126.68907411977042	-126.68907411978529	-126.6890741197867	-126.68907411978795	-126.68907411981084	-126.68907411978999	-126.68907411978535	-126.68907411976765	-126.6890741198482	-126.6890741198444	-126.68907411980604	-126.68907411984156	-126.68907411978667	-126.68907411978718	-126.68907411980254	-126.68907411976086	-126.68907411980564	-126.68907411979914	-126.68907411978385	-126.68907411973598	-126.68907411978162	Clostridium_innocuum_I46	Enterocloster_clostridioformis_YL32
Enterocloster_clostridioformis_YL32##Clostridium_innocuum_I46##Folate-e0.Spermidine-e0.Thiamin-e0	0.0	0.0	0.0	0.0	-1.9095836023552692e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Enterocloster_clostridioformis_YL32	Clostridium_innocuum_I46
Enterocloster_clostridioformis_YL32##Clostridium_innocuum_I46##Putrescine-e0.L-Aspartate-e0.L-Malate-e0.L-Glutamate-e0.L-Asparagine-e0.L-Threonine-e0.Fumarate-e0.Spermidine-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5216.223155325236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Enterocloster_clostridioformis_YL32	Clostridium_innocuum_I46
