	0.0000-0.0009	0.0009-0.0010	0.0010-0.0019	0.0025-0.0029	0.0040-0.0040	0.0040-0.0050	0.0051-0.0051	0.0051-0.0053	0.0053-0.0053	0.0053-0.0067	0.0067-0.0071	0.0071-0.0101	0.0101-0.0105	0.0105-0.0113	0.0113-0.0128	0.0128-0.0161	0.0161-0.0180	0.0180-0.0181	0.0181-0.0181	0.0356-0.0502	0.0502-0.0863	0.0863-0.0870	0.0918-0.0969	0.0969-0.1022	0.1022-0.1708	0.1708-0.1715	0.1715-0.1721	0.1722-0.1732	0.1732-0.1736	0.1736-0.1769	0.1769-0.1776	0.1776-0.1776	0.1784-0.1807	0.1807-0.1914	0.2019-0.2019	0.2019-0.2056	0.2116-0.2118	0.2118-0.2154	0.2154-0.2183	0.2183-0.2238	0.2238-0.2831	0.2831-0.2856	0.3686-0.3797	0.3797-0.4153	0.4153-0.5310	0.5310-0.5310	0.5374-0.5374	0.6997-0.7178	0.7178-0.7199	0.7199-0.7209	0.7209-0.7572	0.7572-0.7577	0.7583-0.8098	0.8098-0.8100	0.8102-0.8173	0.8173-0.8480	0.8480-0.8493	0.8493-2.0160	2.0160-2.1866	2.1866-3.8648	3.8648-6.0006	6.0006-6.3403	6.3882-20.0000	Source	Target
Akkermansia_muciniphilaYL44##Clostridium_innocuum_I46##PAN	-126.68907411598093	-126.6890741181784	-126.68907411704926	-126.68907411334689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-126.68907410764774	-126.68907411352554	-126.68907411290523	-126.68907411029979	-126.68907410027593	-126.68907412003723	-126.68907411995713	-126.68907413165144	-126.6890741227222	-126.68907415297615	-126.68907412188824	-126.68907411543911	-126.68907411954531	-126.68907413481394	-126.68907413001864	-126.68907412255969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	Clostridium_innocuum_I46
Clostridium_innocuum_I46##Akkermansia_muciniphilaYL44##Riboflavin	-126.68907411745367	-126.68907411745367	-126.68907411745346	-126.6890741174534	-126.68907411745356	-126.68907411745361	-126.68907411745373	-126.6890741174531	-126.68907411745589	-126.68907411745431	-126.68907411700154	-126.68907411786407	-126.68907411785901	-126.68907411786529	-126.68907411795892	-126.68907411780836	-126.68907411780533	-126.68907411770076	-126.68907411780157	-126.68907411779345	-126.68907411780641	-126.68907411780614	-126.68907411780609	-126.68907411780653	-126.68907411774397	-126.68907411774171	-126.68907411774397	-126.68907411774377	-126.68907411774363	-126.68907411774288	-126.68907411774298	-126.6890741177437	-126.68907411774452	-126.68907411774359	-126.68907411830344	-126.68907411830331	-126.68907411830337	-126.68907411830358	-126.68907411830341	-126.68907411831783	-126.68907411831317	-126.68907411817328	-126.6890741175993	-126.6890741176452	-126.68907411764039	-126.68907411809072	-126.6890741178194	-126.68907411802955	-126.68907411765433	-126.68907411759037	-126.68907411789749	-126.68907411792912	-126.68907411781478	-126.68907411781247	-126.6890741177963	-126.68907411859952	-126.68907411831103	-126.68907411769769	-126.68907411773904	-126.68907411772886	-126.68907411769814	-126.68907411769024	-126.68907411771227	Clostridium_innocuum_I46	Akkermansia_muciniphilaYL44
Akkermansia_muciniphilaYL44##Clostridium_innocuum_I46##O2-e0.Riboflavin.L-Aspartate-e0	0.0	0.0	0.0	0.0	0.0	0.0	-1.8916924484310236	-2.5532790341270104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	Clostridium_innocuum_I46
Akkermansia_muciniphilaYL44##Clostridium_innocuum_I46##O2-e0.Riboflavin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	117.55681349390115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	Clostridium_innocuum_I46
Akkermansia_muciniphilaYL44##Clostridium_innocuum_I46##Riboflavin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-126.68907411863071	-126.68907411864754	-126.68907411861878	-126.68907411859657	-126.68907411860161	-126.68907411863498	-126.68907411867248	-126.68907411880426	-126.68907411938913	-126.68907411583808	-126.6890741155412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-126.68907411769568	-126.68907411356767	-126.6890741135319	-126.68907411355917	-126.6890741134606	-126.68907412029766	-126.68907412039339	-126.68907412036384	-126.68907412046197	-126.68907412037908	-126.68907412038287	-126.68907412038226	-126.68907412039125	-126.68907412038801	-126.68907412039421	-126.68907412038743	-126.68907412037551	-126.68907412040782	-126.68907412037989	-126.6890741180801	-126.68907412391582	-126.6890741240053	-126.68907411153178	-126.68907411096896	Akkermansia_muciniphilaYL44	Clostridium_innocuum_I46
Akkermansia_muciniphilaYL44##Clostridium_innocuum_I46##L-Asparagine-e0.L-Threonine-e0.O2-e0.Riboflavin.L-Aspartate-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2499464327440992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	Clostridium_innocuum_I46
Akkermansia_muciniphilaYL44##Clostridium_innocuum_I46##L-Asparagine-e0.L-Threonine-e0.D-Glucose-e0.O2-e0.Riboflavin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.097546081228618	-3.0975460812116165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	Clostridium_innocuum_I46
