	0.27244999999999997	0.33499999999999996	0.39175000000000004	0.78075	1.58375	Source	Target
bc1015##1,2-Diacyl-sn-glycerol dioctadecanoyl##Microbe	1.14795693	0.41926547999999997	0.16954430999999998	0.14608325	1.148e-05	bc1015	1,2-Diacyl-sn-glycerol dioctadecanoyl
1,2-Diacyl-sn-glycerol dioctadecanoyl##bc1015##Metabolite	-1.14795693	-0.41926547999999997	-0.16954430999999998	-0.14608325	-1.148e-05	1,2-Diacyl-sn-glycerol dioctadecanoyl	bc1015
bc1015##4-Hydroxybenzoate##Microbe	0.02585739	0.00944383	0.0038189400000000003	0.0032904799999999997	2.6e-07	bc1015	4-Hydroxybenzoate
4-Hydroxybenzoate##bc1015##Metabolite	-0.02585739	-0.00944383	-0.0038189400000000003	-0.0032904799999999997	-2.6e-07	4-Hydroxybenzoate	bc1015
bc1015##5-Aminolevulinate##Microbe	0.20685915	0.07555066	0.030551489999999997	0.02632386	2.07e-06	bc1015	5-Aminolevulinate
5-Aminolevulinate##bc1015##Metabolite	-0.20685915	-0.07555066	-0.030551489999999997	-0.02632386	-2.07e-06	5-Aminolevulinate	bc1015
bc1015##AMP##Microbe	0.98935853	0.36134097000000004	0.14612057	0.12590079999999998	9.9e-06	bc1015	AMP
AMP##bc1015##Metabolite	-0.98935853	-0.36134097000000004	-0.14612057	-0.12590079999999998	-9.9e-06	AMP	bc1015
bc1015##Acetate##Microbe	-53.59909356	-19.57586501	-7.91616963	-6.820751919999999	-0.00053614	bc1015	Acetate
bc1015##Ala-Ala##Microbe	0.23046050999999998	0.08417053000000001	0.03403723	0.02932724	2.31e-06	bc1015	Ala-Ala
Ala-Ala##bc1015##Metabolite	-0.23046050999999998	-0.08417053000000001	-0.03403723	-0.02932724	-2.31e-06	Ala-Ala	bc1015
bc1015##Arsenate##Microbe	-0.012928700000000001	-0.004721909999999999	-0.0019094700000000001	-0.0016452399999999999	-1.3e-07	bc1015	Arsenate
bc1015##Arsenite##Microbe	0.012928700000000001	0.004721909999999999	0.0019094700000000001	0.0016452399999999999	1.3e-07	bc1015	Arsenite
Arsenite##bc1015##Metabolite	-0.012928700000000001	-0.004721909999999999	-0.0019094700000000001	-0.0016452399999999999	-1.3e-07	Arsenite	bc1015
bc1015##BET##Microbe	0.05171479	0.018887670000000002	0.007637870000000001	0.006580959999999999	5.2e-07	bc1015	BET
BET##bc1015##Metabolite	-0.05171479	-0.018887670000000002	-0.007637870000000001	-0.006580959999999999	-5.2e-07	BET	bc1015
bc1015##BIOT##Microbe	0.02585739	0.00944383	0.0038189400000000003	0.0032904799999999997	2.6e-07	bc1015	BIOT
BIOT##bc1015##Metabolite	-0.02585739	-0.00944383	-0.0038189400000000003	-0.0032904799999999997	-2.6e-07	BIOT	bc1015
bc1015##CMP##Microbe	0.77497398	0.28304184	0.11445762999999999	0.09861931	7.75e-06	bc1015	CMP
CMP##bc1015##Metabolite	-0.77497398	-0.28304184	-0.11445762999999999	-0.09861931	-7.75e-06	CMP	bc1015
bc1015##CO2##Microbe	-66.54856935000001	-24.30537016	-9.82870659	-8.46863728	-0.00066567	bc1015	CO2
bc1015##Ca2+##Microbe	0.02585739	0.00944383	0.0038189400000000003	0.0032904799999999997	2.6e-07	bc1015	Ca2+
Ca2+##bc1015##Metabolite	-0.02585739	-0.00944383	-0.0038189400000000003	-0.0032904799999999997	-2.6e-07	Ca2+	bc1015
