	0.0000-0.2601	0.2601-0.2687	0.2687-0.2722	0.2722-0.2733	0.2733-0.3685	0.3762-0.3763	0.3763-1.2045	1.2045-2.0000	Source	Target
bc1008##2-Oxoglutarate##Microbe	-0.000322446141402277	-0.000322446141402277	-0.000322446141402277	-0.000322446141402277	-0.000322446141402277	-0.000322446141402277	-0.000322446141402277	-0.000322446141402277	bc1008	2-Oxoglutarate
bc1012##Glycine##Microbe	-0.09376718129302644	-0.39259286106756375	-0.3925928610677192	-0.39259286107131564	-0.0762808470658186	-0.0762808470658186	-0.0859795929633646	-0.0859795929633646	bc1012	Glycine
bc1008##Uridine##Microbe	-0.005379814673663082	-0.005379814673663082	-0.005379814673663082	-0.005379814673663082	-0.005379814673663082	-0.005379814673663082	-0.005379814673663082	-0.005379814673663082	bc1008	Uridine
bc1012##CO2##Microbe	1.622886718302494	2.014513155460072	2.014513155459811	2.014513155459581	2.0028199081080524	2.0028199081080524	2.0031784459745987	2.0031784459745987	bc1012	CO2
bc1012##Deoxycytidine##Microbe	-0.0037616614819127496	-0.015749662335885442	-0.015749662335849436	-0.015749662336184973	-0.003060161564613152	-0.003060161564613152	-0.0034492465126989016	-0.0034492465126989016	bc1012	Deoxycytidine
bc1008##NADP##Microbe	-0.00048366921210213446	-0.00048366921210213446	-0.00048366921210213446	-0.00048366921210213446	-0.00048366921210213446	-0.00048366921210213446	-0.00048366921210213446	-0.00048366921210213446	bc1008	NADP
bc1010##NADP##Microbe	-0.0008560439371292261	-0.0008560439371292261	-0.0008560439371292261	-0.0008560439371292261	-0.0008560439371292261	-0.000735970905758929	-0.000735970905758929	-0.000735970905758929	bc1010	NADP
bc1012##UMP##Microbe	-0.017509531160232027	-0.07331047856358525	-0.07331047856350265	-0.07331047856421152	-0.014244236098493556	-0.014244236098493556	-0.016055322783255783	-0.016055322783255783	bc1012	UMP
bc1008##dGTP##Microbe	-0.0006940265934823077	-0.0006940265934823077	-0.0006940265934823077	-0.0006940265934823077	-0.0006940265934823077	-0.0006940265934823077	-0.0006940265934823077	-0.0006940265934823077	bc1008	dGTP
bc1008##L-Glutamate##Microbe	-0.014024275854681256	-0.014024275854681256	-0.014024275854681256	-0.014024275854681256	-0.014024275854681256	-0.014024275854681256	-0.014024275854681256	-0.014024275854681256	bc1008	L-Glutamate
bc1012##Pyridoxal##Microbe	-0.0005247281832997199	-0.0021969791127771946	-0.0021969791127565766	-0.0021969791127693337	-0.0004268733446980213	-0.0004268733446980213	-0.00048114825458585856	-0.00048114825458585856	bc1012	Pyridoxal
bc1010##L-Glutamate##Microbe	-0.021544818214012197	-0.021544818214012197	-0.021544818214012197	-0.021544818214012197	-0.021544818214012197	-0.018522833569561564	-0.018522833569561564	-0.018522833569561564	bc1010	L-Glutamate
bc1010##dGTP##Microbe	-0.0027986405597875148	-0.0027986405597875148	-0.0027986405597875148	-0.0027986405597875148	-0.0027986405597875148	-0.002406089148445489	-0.002406089148445489	-0.002406089148445489	bc1010	dGTP
bc1012##Riboflavin##Microbe	-0.001574184549883797	-0.006590937338277633	-0.006590937338367211	-0.006590937338693141	-0.0012806200340685337	-0.0012806200340685337	-0.0014434447637360352	-0.0014434447637360352	bc1012	Riboflavin
bc1012##Heme##Microbe	-0.000524728183300215	-0.0021969791127779206	-0.0021969791127846054	-0.0021969791127987998	-0.00042687334469745925	-0.00042687334469745925	-0.0004811482545850295	-0.0004811482545850295	bc1012	Heme
bc1008##H+##Microbe	2.428694664394088	2.428694664394088	2.428694664394088	2.428694664394088	2.428694664394088	2.428694664394088	2.428694664394088	2.428694664394088	bc1008	H+
bc1008##L-Tyrosine##Microbe	-0.006933267733620018	-0.006933267733620018	-0.006933267733620018	-0.006933267733620018	-0.006933267733620018	-0.006933267733620018	-0.006933267733620018	-0.006933267733620018	bc1008	L-Tyrosine
bc1010##Mg##Microbe	-0.00042802196856743605	-0.00042802196856743605	-0.00042802196856743605	-0.00042802196856743605	-0.00042802196856743605	-0.00036798545288450977	-0.00036798545288450977	-0.00036798545288450977	bc1010	Mg
bc1010##L-Tyrosine##Microbe	-0.018406738508493184	-0.018406738508493184	-0.018406738508493184	-0.018406738508493184	-0.018406738508493184	-0.01582491671847327	-0.01582491671847327	-0.01582491671847327	bc1010	L-Tyrosine
bc1012##L-Histidine##Microbe	-0.014821627179072662	-0.062056520625542205	-0.06205652062559158	-0.06205652062605568	-0.012057590518588035	-0.012057590518588035	-0.013590655646653892	-0.013590655646653892	bc1012	L-Histidine
bc1010##H+##Microbe	0.7846525849736092	0.7846525849736092	0.7846525849736092	0.7846525849736092	0.7846525849736092	1.7021604099498184	1.7021604099498184	1.7021604099498184	bc1010	H+
bc1012##L-Proline##Microbe	-0.034472773326601876	-0.14433370527512357	-0.1443337052751228	-0.14433370527647005	-0.028044058846600228	-0.028044058846600228	-0.03160972717816842	-0.03160972717816842	bc1012	L-Proline
bc1008##Oxidized glutathione##Microbe	-8.061153535058117e-05	-8.061153535058117e-05	-8.061153535058117e-05	-8.061153535058117e-05	-8.061153535058117e-05	-8.061153535058117e-05	-8.061153535058117e-05	-8.061153535058117e-05	bc1008	Oxidized glutathione
bc1010##Oxidized glutathione##Microbe	-0.0002140109842830976	-0.0002140109842830976	-0.0002140109842830976	-0.0002140109842830976	-0.0002140109842830976	-0.00018399272644605257	-0.00018399272644605257	-0.00018399272644605257	bc1010	Oxidized glutathione
bc1012##L-Lysine##Microbe	-0.053374511358333626	-0.22347320067957932	-0.22347320067961884	-0.2234732006817829	-0.04342087372142198	-0.04342087372142198	-0.04894163072754407	-0.04894163072754407	bc1012	L-Lysine
bc1010##O2##Microbe	-1.0000000000000022	-1.0000000000000022	-1.0000000000000022	-1.0000000000000022	-1.0000000000000022	-1.8873021126347456	-1.8873021126347456	-1.8873021126347456	bc1010	O2
bc1008##L-Glutamine##Microbe	-0.012587334778382564	-0.012587334778382564	-0.012587334778382564	-0.012587334778382564	-0.012587334778382564	-0.012587334778382564	-0.012587334778382564	-0.012587334778382564	bc1008	L-Glutamine
bc1012##H2O##Microbe	1.7434452563099283	5.706168341888164	5.706168341888809	5.70616834192797	1.108709296026623	1.108709296026623	3.029709624910296	3.029709624910296	bc1012	H2O
bc1008##L-Isoleucine##Microbe	-0.01389211948101765	-0.01389211948101765	-0.01389211948101765	-0.01389211948101765	-0.01389211948101765	-0.01389211948101765	-0.01389211948101765	-0.01389211948101765	bc1008	L-Isoleucine
bc1012##L-Phenylalanine##Microbe	-0.028893846242344385	-0.12097535200596038	-0.1209753520060135	-0.12097535200714737	-0.02350552758398337	-0.02350552758398337	-0.026494143311166427	-0.026494143311166427	bc1012	L-Phenylalanine
bc1010##L-Cysteine##Microbe	-0.011614584077313878	-0.011614584077313878	-0.011614584077313878	-0.011614584077313878	-0.011614584077313878	-0.00998546405482962	-0.00998546405482962	-0.00998546405482962	bc1010	L-Cysteine
bc1012##Niacin##Microbe	0.0005247281833015693	0.0021969791127818966	0.0021969791127902615	0.0021969791128758145	0.0004268733446979389	0.0004268733446979389	0.0004811482545855728	0.0004811482545855728	bc1012	Niacin
D-Glucose##bc1008##Metabolite	0.057453288118452996	0.057453288118452996	0.057453288118452996	0.057453288118452996	0.057453288118452996	0.057453288118452996	0.057453288118452996	0.057453288118452996	D-Glucose	bc1008
bc1012##PPi##Microbe	0.003619358211781098	0.015153854215923447	0.015153854216336624	0.015153854216775377	0.0029443959648217384	0.0029443959648217384	0.0033187618690315546	0.0033187618690315546	bc1012	PPi
bc1012##Spermidine##Microbe	-0.0005247281832981019	-0.0021969791127659285	-0.00219697911272996	-0.002196979112779626	-0.00042687334469746076	-0.00042687334469746076	-0.00048114825458505246	-0.00048114825458505246	bc1012	Spermidine
bc1012##L-Valine##Microbe	-0.06586464662159278	-0.27576802143142287	-0.27576802143148815	-0.275768021434164	-0.05358176460786848	-0.05358176460786848	-0.060394430429776526	-0.060394430429776526	bc1012	L-Valine
bc1010##Cu2+##Microbe	-0.00042802196856972155	-0.00042802196856972155	-0.00042802196856972155	-0.00042802196856972155	-0.00042802196856972155	-0.00036798545289013916	-0.00036798545289013916	-0.00036798545289013916	bc1010	Cu2+
bc1008##Cu2+##Microbe	-0.00016122307070339832	-0.00016122307070339832	-0.00016122307070339832	-0.00016122307070339832	-0.00016122307070339832	-0.00016122307070339832	-0.00016122307070339832	-0.00016122307070339832	bc1008	Cu2+
bc1008##NH3##Microbe	0.000806115353512392	0.000806115353512392	0.000806115353512392	0.000806115353512392	0.000806115353512392	0.000806115353512392	0.000806115353512392	0.000806115353512392	bc1008	NH3
bc1012##GTP##Microbe	-0.02531993777115672	-0.10601179084789153	-0.10601179084792217	-0.10601179084890539	-0.02059810558666577	-0.02059810558666577	-0.02321705647328473	-0.02321705647328473	bc1012	GTP
bc1008##meso-2,6-Diaminopimelate##Microbe	-0.0014369410762991896	-0.0014369410762991896	-0.0014369410762991896	-0.0014369410762991896	-0.0014369410762991896	-0.0014369410762991896	-0.0014369410762991896	-0.0014369410762991896	bc1008	meso-2,6-Diaminopimelate
bc1010##meso-2,6-Diaminopimelate##Microbe	-0.0038148532062719943	-0.0038148532062719943	-0.0038148532062719943	-0.0038148532062719943	-0.0038148532062719943	-0.003279762694220352	-0.003279762694220352	-0.003279762694220352	bc1010	meso-2,6-Diaminopimelate
bc1010##Sulfate##Microbe	-0.00042802196856825387	-0.00042802196856825387	-0.00042802196856825387	-0.00042802196856825387	-0.00042802196856825387	-0.0003679854528903666	-0.0003679854528903666	-0.0003679854528903666	bc1010	Sulfate
bc1008##AMP##Microbe	-0.006088123727176813	-0.006088123727176813	-0.006088123727176813	-0.006088123727176813	-0.006088123727176813	-0.006088123727176813	-0.006088123727176813	-0.006088123727176813	bc1008	AMP
bc1008##L-Cysteine##Microbe	-0.004374866355900962	-0.004374866355900962	-0.004374866355900962	-0.004374866355900962	-0.004374866355900962	-0.004374866355900962	-0.004374866355900962	-0.004374866355900962	bc1008	L-Cysteine
bc1008##Sulfate##Microbe	-0.00016122307070228295	-0.00016122307070228295	-0.00016122307070228295	-0.00016122307070228295	-0.00016122307070228295	-0.00016122307070228295	-0.00016122307070228295	-0.00016122307070228295	bc1008	Sulfate
bc1012##D-Glucose##Microbe	-0.8097101925375996	-1.0000000000000775	-0.9999999999994865	-1.000000000000281	-1.0000000000000058	-1.0000000000000058	-1.0000000000000082	-1.0000000000000082	bc1012	D-Glucose
bc1010##AMP##Microbe	-0.010947842164899267	-0.010947842164899267	-0.010947842164899267	-0.010947842164899267	-0.010947842164899267	-0.00941224271905092	-0.00941224271905092	-0.00941224271905092	bc1010	AMP
bc1012##Mn2+##Microbe	-0.0005247281833013571	-0.0021969791127696885	-0.0021969791127713877	-0.0021969791128798512	-0.0004268733446993141	-0.0004268733446993141	-0.00048114825458691257	-0.00048114825458691257	bc1012	Mn2+
bc1012##4-Hydroxybenzoate##Microbe	-0.0005247281832709459	-0.002196979112701618	-0.002196979112730849	-0.002196979112551377	-0.000426873344681432	-0.000426873344681432	-0.0004811482545231412	-0.0004811482545231412	bc1012	4-Hydroxybenzoate
bc1008##L-Tryptophan##Microbe	-0.0027119054603828804	-0.0027119054603828804	-0.0027119054603828804	-0.0027119054603828804	-0.0027119054603828804	-0.0027119054603828804	-0.0027119054603828804	-0.0027119054603828804	bc1008	L-Tryptophan
bc1012##Deoxyguanosine##Microbe	-0.0005247281833030559	-0.0021969791127868406	-0.002196979112768581	-0.00219697911287973	-0.0004268733447002197	-0.0004268733447002197	-0.00048114825458808714	-0.00048114825458808714	bc1012	Deoxyguanosine
bc1010##Adenosine##Microbe	-0.005429182532255864	-0.005429182532255864	-0.005429182532255864	-0.005429182532255864	-0.005429182532255864	-0.00466765806346021	-0.00466765806346021	-0.00466765806346021	bc1010	Adenosine
bc1010##L-Tryptophan##Microbe	-0.007199683697050819	-0.007199683697050819	-0.007199683697050819	-0.007199683697050819	-0.007199683697050819	-0.0061898198234656785	-0.0061898198234656785	-0.0061898198234656785	bc1010	L-Tryptophan
bc1010##Nitrite##Microbe	0.001712087874259175	0.001712087874259175	0.001712087874259175	0.001712087874259175	0.001712087874259175	0.0014719418115524048	0.0014719418115524048	0.0014719418115524048	bc1010	Nitrite
bc1010##L-Alanine##Microbe	-0.06908745728988683	-0.06908745728988683	-0.06908745728988683	-0.06908745728988683	-0.06908745728988683	-0.05939690279184112	-0.05939690279184112	-0.05939690279184112	bc1010	L-Alanine
bc1008##L-Alanine##Microbe	-0.026023178316185756	-0.026023178316185756	-0.026023178316185756	-0.026023178316185756	-0.026023178316185756	-0.026023178316185756	-0.026023178316185756	-0.026023178316185756	bc1008	L-Alanine
bc1012##Acetate##Microbe	1.365017205315961	0.9348419049260346	0.9348419049263814	0.9348419049275081	1.7930396351827058	1.7930396351827058	1.7667256118550834	1.7667256118550834	bc1012	Acetate
bc1008##L-Threonine##Microbe	-0.012126822530392172	-0.012126822530392172	-0.012126822530392172	-0.012126822530392172	-0.012126822530392172	-0.012126822530392172	-0.012126822530392172	-0.012126822530392172	bc1008	L-Threonine
bc1008##L-Asparagine##Microbe	-0.011538390213515165	-0.011538390213515165	-0.011538390213515165	-0.011538390213515165	-0.011538390213515165	-0.011538390213515165	-0.011538390213515165	-0.011538390213515165	bc1008	L-Asparagine
bc1008##Chitobiose##Microbe	-0.0029544936879514357	-0.0029544936879514357	-0.0029544936879514357	-0.0029544936879514357	-0.0029544936879514357	-0.0029544936879514357	-0.0029544936879514357	-0.0029544936879514357	bc1008	Chitobiose
bc1012##dATP##Microbe	-0.0022290084790898617	-0.009332613011109315	-0.009332613011072698	-0.009332613011184716	-0.0018133279955447632	-0.0018133279955447632	-0.002043884001856757	-0.002043884001856757	bc1012	dATP
bc1010##L-Asparagine##Microbe	-0.030632616484611484	-0.030632616484611484	-0.030632616484611484	-0.030632616484611484	-0.030632616484611484	-0.026335931513041245	-0.026335931513041245	-0.026335931513041245	bc1010	L-Asparagine
bc1010##L-Threonine##Microbe	-0.03219481200378336	-0.03219481200378336	-0.03219481200378336	-0.03219481200378336	-0.03219481200378336	-0.027679005625674064	-0.027679005625674064	-0.027679005625674064	bc1010	L-Threonine
bc1010##ddca##Microbe	-0.012533286795649867	-0.012533286795649867	-0.012533286795649867	-0.012533286795649867	-0.012533286795649867	-0.01077530490578108	-0.01077530490578108	-0.01077530490578108	bc1010	ddca
bc1008##ddca##Microbe	-0.002712659081893994	-0.002712659081893994	-0.002712659081893994	-0.002712659081893994	-0.002712659081893994	-0.002712659081893994	-0.002712659081893994	-0.002712659081893994	bc1008	ddca
bc1012##N-Acetyl-D-glucosamine##Microbe	-0.01660817372019531	-0.06953659423281772	-0.06953659423264066	-0.0695365942330965	-0.013510969852379854	-0.013510969852379854	-0.01522882523112424	-0.01522882523112424	bc1012	N-Acetyl-D-glucosamine
bc1008##Folate##Microbe	-0.00048366921210616135	-0.00048366921210616135	-0.00048366921210616135	-0.00048366921210616135	-0.00048366921210616135	-0.00048366921210616135	-0.00048366921210616135	-0.00048366921210616135	bc1008	Folate
bc1012##L-Aspartate##Microbe	-0.03755367335820305	-0.15723309439388877	-0.15723309439395267	-0.15723309439546101	-0.030550411931920096	-0.030550411931920096	-0.03443475110471461	-0.03443475110471461	bc1012	L-Aspartate
bc1010##Glycine##Microbe	-0.07605808036271322	-0.07605808036271322	-0.07605808036271322	-0.07605808036271322	-0.07605808036271322	-0.06538979118716708	-0.06538979118716708	-0.06538979118716708	bc1010	Glycine
bc1008##Glycine##Microbe	-0.02881002656277078	-0.02881002656277078	-0.02881002656277078	-0.02881002656277078	-0.02881002656277078	-0.02881002656277078	-0.02881002656277078	-0.02881002656277078	bc1008	Glycine
bc1012##CMP##Microbe	-0.015726669423081426	-0.0658458328247967	-0.06584583282485157	-0.06584583282540801	-0.012793854401655962	-0.012793854401655962	-0.014420531970984576	-0.014420531970984576	bc1012	CMP
bc1012##S-Adenosyl-L-methionine##Microbe	-0.0015741845498729139	-0.006590937338249	-0.006590937338311717	-0.006590937338251782	-0.0012806200340775198	-0.0012806200340775198	-0.00144344476369497	-0.00144344476369497	bc1012	S-Adenosyl-L-methionine
bc1010##CO2##Microbe	1.1068172984247227	1.1068172984247227	1.1068172984247227	1.1068172984247227	1.1068172984247227	1.979136679137976	1.979136679137976	1.979136679137976	bc1010	CO2
bc1008##CO2##Microbe	0.029881168082989417	0.029881168082989417	0.029881168082989417	0.029881168082989417	0.029881168082989417	0.029881168082989417	0.029881168082989417	0.029881168082989417	bc1008	CO2
bc1010##TTP##Microbe	-0.0016597768706663203	-0.0016597768706663203	-0.0016597768706663203	-0.0016597768706663203	-0.0016597768706663203	-0.0014269682126065574	-0.0014269682126065574	-0.0014269682126065574	bc1010	TTP
bc1008##1,2-Diacyl-sn-glycerol dioctadecanoyl##Microbe	-0.007157609906251412	-0.007157609906251412	-0.007157609906251412	-0.007157609906251412	-0.007157609906251412	-0.007157609906251412	-0.007157609906251412	-0.007157609906251412	bc1008	1,2-Diacyl-sn-glycerol dioctadecanoyl
bc1010##1,2-Diacyl-sn-glycerol dioctadecanoyl##Microbe	-0.019002331793892994	-0.019002331793892994	-0.019002331793892994	-0.019002331793892994	-0.019002331793892994	-0.01633696909186104	-0.01633696909186104	-0.01633696909186104	bc1010	1,2-Diacyl-sn-glycerol dioctadecanoyl
bc1010##Deoxycytidine##Microbe	-0.003226662528354575	-0.003226662528354575	-0.003226662528354575	-0.003226662528354575	-0.003226662528354575	-0.0027740746013366984	-0.0027740746013366984	-0.0027740746013366984	bc1010	Deoxycytidine
bc1008##Deoxycytidine##Microbe	-0.0006940265934834375	-0.0006940265934834375	-0.0006940265934834375	-0.0006940265934834375	-0.0006940265934834375	-0.0006940265934834375	-0.0006940265934834375	-0.0006940265934834375	bc1008	Deoxycytidine
bc1012##Formate##Microbe	-0.0005247281832973056	-0.0021969791127598396	-0.002196979112761774	-0.0021969791127426225	-0.0004268733446962263	-0.0004268733446962263	-0.0004811482545842156	-0.0004811482545842156	bc1012	Formate
bc1012##D-Arabinose##Microbe	-0.01403031484004576	-0.05874338301289933	-0.0587433830129549	-0.058743383012922645	-0.011413847423379234	-0.011413847423379234	-0.01286506368709821	-0.01286506368709821	bc1012	D-Arabinose
bc1012##K+##Microbe	-0.000524728183303641	-0.0021969791127978673	-0.002196979112776494	-0.0021969791128029405	-0.0004268733447006406	-0.0004268733447006406	-0.0004811482545880922	-0.0004811482545880922	bc1012	K+
bc1012##L-Methionine##Microbe	-0.022848335770468166	-0.09566346547972793	-0.09566346547973253	-0.09566346548083826	-0.018587424540025804	-0.018587424540025804	-0.020950726921166285	-0.020950726921166285	bc1012	L-Methionine
bc1010##UMP##Microbe	-0.014282564257839837	-0.014282564257839837	-0.014282564257839837	-0.014282564257839837	-0.014282564257839837	-0.012279219906466793	-0.012279219906466793	-0.012279219906466793	bc1010	UMP
bc1012##Nicotinamide ribonucleotide##Microbe	-0.0005247281833008379	-0.0021969791127818203	-0.0021969791128109654	-0.00219697911279864	-0.00042687334469780093	-0.00042687334469780093	-0.00048114825458476997	-0.00048114825458476997	bc1012	Nicotinamide ribonucleotide
bc1010##Pyridoxal##Microbe	-0.0004280219685698141	-0.0004280219685698141	-0.0004280219685698141	-0.0004280219685698141	-0.0004280219685698141	-0.00036798545289300547	-0.00036798545289300547	-0.00036798545289300547	bc1010	Pyridoxal
bc1008##Mg##Microbe	-0.00016122307070188334	-0.00016122307070188334	-0.00016122307070188334	-0.00016122307070188334	-0.00016122307070188334	-0.00016122307070188334	-0.00016122307070188334	-0.00016122307070188334	bc1008	Mg
bc1012##TRHL##Microbe	-0.011075826703164619	-0.04637326657491292	-0.046373266574984806	-0.046373266575491956	-0.009010332092970946	-0.009010332092970946	-0.010155952845536479	-0.010155952845536479	bc1012	TRHL
bc1010##Riboflavin##Microbe	-0.001284065905704562	-0.001284065905704562	-0.001284065905704562	-0.001284065905704562	-0.001284065905704562	-0.0011039563586690449	-0.0011039563586690449	-0.0011039563586690449	bc1010	Riboflavin
bc1008##Riboflavin##Microbe	-0.0004836692121192069	-0.0004836692121192069	-0.0004836692121192069	-0.0004836692121192069	-0.0004836692121192069	-0.0004836692121192069	-0.0004836692121192069	-0.0004836692121192069	bc1008	Riboflavin
bc1008##Heme##Microbe	-0.00016122307070090834	-0.00016122307070090834	-0.00016122307070090834	-0.00016122307070090834	-0.00016122307070090834	-0.00016122307070090834	-0.00016122307070090834	-0.00016122307070090834	bc1008	Heme
bc1010##Heme##Microbe	-0.0004280219685660604	-0.0004280219685660604	-0.0004280219685660604	-0.0004280219685660604	-0.0004280219685660604	-0.00036798545288583916	-0.00036798545288583916	-0.00036798545288583916	bc1010	Heme
bc1010##L-Histidine##Microbe	-0.012090034887496852	-0.012090034887496852	-0.012090034887496852	-0.012090034887496852	-0.012090034887496852	-0.010394225741287122	-0.010394225741287122	-0.010394225741287122	bc1010	L-Histidine
bc1012##Thiamin##Microbe	-0.0005247281833030946	-0.0021969791127922677	-0.002196979112824047	-0.0021969791127119196	-0.0004268733446997366	-0.0004268733446997366	-0.00048114825458757106	-0.00048114825458757106	bc1012	Thiamin
bc1010##L-Proline##Microbe	-0.028119519345074683	-0.028119519345074683	-0.028119519345074683	-0.028119519345074683	-0.028119519345074683	-0.0241753340274857	-0.0241753340274857	-0.0241753340274857	bc1010	L-Proline
bc1008##L-Proline##Microbe	-0.010591781703758673	-0.010591781703758673	-0.010591781703758673	-0.010591781703758673	-0.010591781703758673	-0.010591781703758673	-0.010591781703758673	-0.010591781703758673	bc1008	L-Proline
bc1008##O2##Microbe	-0.02241703864741679	-0.02241703864741679	-0.02241703864741679	-0.02241703864741679	-0.02241703864741679	-0.02241703864741679	-0.02241703864741679	-0.02241703864741679	bc1008	O2
bc1012##TTP##Microbe	-0.002229008479090996	-0.009332613011121024	-0.009332613011043767	-0.009332613011343617	-0.0018133279955448575	-0.0018133279955448575	-0.0020438840018573994	-0.0020438840018573994	bc1012	TTP
bc1012##fe3##Microbe	-0.0015741845499044737	-0.006590937338327746	-0.006590937338413091	-0.006590937338185953	-0.0012806200340980392	-0.0012806200340980392	-0.001443444763762032	-0.001443444763762032	bc1012	fe3
bc1012##Cl-##Microbe	-0.0005247281833003237	-0.0021969791127822514	-0.002196979112781078	-0.0021969791127682894	-0.0004268733446975124	-0.0004268733446975124	-0.0004811482545856468	-0.0004811482545856468	bc1012	Cl-
bc1012##Putrescine##Microbe	-0.0005247281833029105	-0.0021969791127810986	-0.0021969791127776413	-0.002196979112816015	-0.0004268733447009049	-0.0004268733447009049	-0.0004811482545887606	-0.0004811482545887606	bc1012	Putrescine
bc1010##L-Phenylalanine##Microbe	-0.023568775876184788	-0.023568775876184788	-0.023568775876184788	-0.023568775876184788	-0.023568775876184788	-0.020262900742841858	-0.020262900742841858	-0.020262900742841858	bc1010	L-Phenylalanine
bc1008##L-Phenylalanine##Microbe	-0.008877652780688437	-0.008877652780688437	-0.008877652780688437	-0.008877652780688437	-0.008877652780688437	-0.008877652780688437	-0.008877652780688437	-0.008877652780688437	bc1008	L-Phenylalanine
bc1012##Ca2+##Microbe	-0.0005247281832992004	-0.0021969791127617426	-0.002196979112740318	-0.002196979112977133	-0.0004268733446972692	-0.0004268733446972692	-0.00048114825458400626	-0.00048114825458400626	bc1012	Ca2+
O2##bc1010##Metabolite	0.1525294697219451	0.1525294697219451	0.1525294697219451	0.1525294697219451	0.1525294697219451	0.0	0.0	0.0	O2	bc1010
bc1010##Niacin##Microbe	0.00042802196856877613	0.00042802196856877613	0.00042802196856877613	0.00042802196856877613	0.00042802196856877613	0.0003679854528936044	0.0003679854528936044	0.0003679854528936044	bc1010	Niacin
bc1010##Myristic acid##Microbe	-0.010355832441977467	-0.010355832441977467	-0.010355832441977467	-0.010355832441977467	-0.010355832441977467	-0.008903271259582624	-0.008903271259582624	-0.008903271259582624	bc1010	Myristic acid
bc1008##Myristic acid##Microbe	-0.005908987375908884	-0.005908987375908884	-0.005908987375908884	-0.005908987375908884	-0.005908987375908884	-0.005908987375908884	-0.005908987375908884	-0.005908987375908884	bc1008	Myristic acid
bc1010##Spermidine##Microbe	-0.00042802196856754637	-0.00042802196856754637	-0.00042802196856754637	-0.00042802196856754637	-0.00042802196856754637	-0.0003679854528987371	-0.0003679854528987371	-0.0003679854528987371	bc1010	Spermidine
bc1008##Spermidine##Microbe	-0.0001612230707026055	-0.0001612230707026055	-0.0001612230707026055	-0.0001612230707026055	-0.0001612230707026055	-0.0001612230707026055	-0.0001612230707026055	-0.0001612230707026055	bc1008	Spermidine
bc1012##Glycerol##Microbe	-0.01164783559365333	-0.04876820480149302	-0.04876820480147487	-0.04876820480203567	-0.009475668920779383	-0.009475668920779383	-0.010680455031665783	-0.010680455031665783	bc1012	Glycerol
D-Glucose##bc1012##Metabolite	0.0	3.131652893272501	3.1316528932733894	3.131652893308795	0.13038869768396616	0.13038869768396616	0.17146149851900272	0.17146149851900272	D-Glucose	bc1012
D-Glucose##bc1010##Metabolite	0.0	0.0	0.0	0.0	0.0	0.1311349185707021	0.1311349185707021	0.1311349185707021	D-Glucose	bc1010
