	0.0000-0.0000	0.0000-0.0806	0.0806-0.0844	0.0844-0.1212	0.1215-0.1879	0.1879-0.2200	0.2200-0.2200	0.2266-0.2287	0.2287-0.4734	0.4734-0.4736	0.4736-0.4737	0.4737-0.4778	0.4779-0.4949	0.5132-0.7234	0.7234-0.7248	0.7248-0.8957	0.8957-0.9174	0.9174-0.9321	0.9321-0.9414	0.9414-0.9414	0.9414-0.9659	0.9659-0.9678	0.9678-0.9679	0.9679-0.9680	0.9680-0.9770	0.9770-1.0525	1.0525-1.1680	1.1680-1.2682	1.2682-1.2735	1.2735-1.2742	1.2742-1.3005	1.3005-1.3538	1.3538-1.3562	1.3818-2.3159	2.3159-2.3264	2.3265-2.5057	2.5057-2.5132	2.5132-2.5306	2.5306-2.7372	2.7375-2.7523	2.7523-3.1109	3.1109-3.6947	3.6998-3.8267	3.8267-3.8329	3.8329-3.8537	3.8537-3.9029	3.9029-3.9051	3.9051-3.9051	3.9051-3.9653	3.9675-3.9678	3.9678-4.5944	4.7183-5.6740	5.6740-5.6741	5.6741-5.6800	5.6800-5.6886	5.6907-5.6988	5.6988-5.7301	5.7446-5.7453	5.7453-5.7680	5.7680-5.7853	5.7853-6.7483	6.7483-7.0600	7.0600-10.6220	10.6220-20.0000	Source	Target
PAN##Phosphate-e0##Muribaculum_intestinale_YL27	-127.45775496007167	-127.45775496012988	-127.4577549598701	-127.45775495942449	-127.4577549593676	-127.45775495819674	-127.457754959169	-127.45775495964759	-127.45775495880164	-127.45775495882687	-127.45775495896085	-127.45775495884409	-127.45775495880636	-127.45775495883031	-127.4577549588941	-127.45775495891165	-127.45775495891165	-127.45775495891165	-127.45775495891165	-127.45775495877606	-127.45775495878563	-127.45775495897759	-127.4577549587568	-127.45775495878704	-127.45775495892414	-127.45775495869853	-127.45775495888185	-127.45775495888185	-127.45775495888185	-127.45775495888185	-127.45775495888185	-127.45775495869815	-127.45775495869815	-127.45775495865439	-127.45775495865439	-127.45775495865774	-127.45775495862046	-127.45775495862046	-127.45775495862046	-127.45775495862046	-127.45775495862046	-127.45775495862046	-127.45775495862046	-127.45775495862046	-127.45775495862046	-127.45775495862046	-127.45775495862046	-127.45775495862046	-127.45775495862046	-127.45775495862046	-127.45775495862046	-127.45775495862046	-127.45775495862046	-127.45775495862046	-127.45775495862046	-127.45775495862046	-127.45775495862046	-127.45775495862046	-127.45775495862046	-127.45775495862046	-127.45775495862046	-127.45775495862046	-127.45775495862046	-127.45775495862046	PAN	Phosphate-e0
PAN##Mn2+-e0##Muribaculum_intestinale_YL27	-0.9241112603261753	-0.9241112603265976	-0.9241112603243731	-0.9241112603206008	-0.9241112603202634	-0.9241112603113255	-0.9241112603198237	-0.9241112603230194	-0.9241112603156104	-0.9241112603157084	-0.9241112603167535	-0.924111260316084	-0.924111260315906	-0.924111260316084	-0.9241112603163705	-0.9241112603164956	-0.9241112603164956	-0.9241112603164956	-0.9241112603164956	-0.9241112603153359	-0.9241112603154101	-0.9241112603169118	-0.9241112603152751	-0.924111260315364	-0.9241112603164466	-0.9241112603151461	-0.9241112603163143	-0.9241112603163143	-0.9241112603163143	-0.9241112603163143	-0.9241112603163143	-0.9241112603158793	-0.9241112603158793	-0.9241112603148705	-0.9241112603148705	-0.924111260314895	-0.9241112603146372	-0.9241112603146372	-0.9241112603146372	-0.9241112603146372	-0.9241112603146372	-0.9241112603146372	-0.9241112603146372	-0.9241112603146372	-0.9241112603146372	-0.9241112603146372	-0.9241112603146372	-0.9241112603146372	-0.9241112603146372	-0.9241112603146372	-0.9241112603146372	-0.9241112603146372	-0.9241112603146372	-0.9241112603146372	-0.9241112603146372	-0.9241112603146372	-0.9241112603146372	-0.9241112603146372	-0.9241112603146372	-0.9241112603146372	-0.9241112603146372	-0.9241112603146372	-0.9241112603146372	-0.9241112603146372	PAN	Mn2+-e0
PAN##Zn2+-e0##Muribaculum_intestinale_YL27	-0.9241112603243139	-0.924111260325524	-0.9241112603235908	-0.924111260319656	-0.9241112603193964	-0.9241112603104674	-0.9241112603179492	-0.9241112603234555	-0.9241112603141464	-0.9241112603146474	-0.9241112603155731	-0.9241112603145788	-0.9241112603143774	-0.9241112603146655	-0.9241112603151421	-0.9241112603152476	-0.9241112603152476	-0.9241112603152476	-0.9241112603152476	-0.9241112603142797	-0.9241112603144384	-0.9241112603157555	-0.924111260314303	-0.9241112603147087	-0.9241112603155929	-0.9241112603136705	-0.9241112603151272	-0.9241112603151272	-0.9241112603151272	-0.9241112603151272	-0.9241112603151272	-0.9241112603125747	-0.9241112603125747	-0.9241112603126073	-0.9241112603126073	-0.9241112603126164	-0.9241112603122957	-0.9241112603122957	-0.9241112603122957	-0.9241112603122957	-0.9241112603122957	-0.9241112603122957	-0.9241112603122957	-0.9241112603122957	-0.9241112603122957	-0.9241112603122957	-0.9241112603122957	-0.9241112603122957	-0.9241112603122957	-0.9241112603122957	-0.9241112603122957	-0.9241112603122957	-0.9241112603122957	-0.9241112603122957	-0.9241112603122957	-0.9241112603122957	-0.9241112603122957	-0.9241112603122957	-0.9241112603122957	-0.9241112603122957	-0.9241112603122957	-0.9241112603122957	-0.9241112603122957	-0.9241112603122957	PAN	Zn2+-e0
PAN##Co2+-e0##Muribaculum_intestinale_YL27	-0.9241112603249343	-0.9241112603260567	-0.924111260322896	-0.9241112603198987	-0.9241112603193161	-0.9241112603093365	-0.9241112603196607	-0.9241112603217113	-0.924111260313297	-0.9241112603133821	-0.9241112603143276	-0.9241112603136864	-0.9241112603131639	-0.9241112603133351	-0.9241112603140303	-0.9241112603141413	-0.9241112603141413	-0.9241112603141413	-0.9241112603141413	-0.9241112603125674	-0.9241112603126072	-0.9241112603147598	-0.9241112603130078	-0.9241112603132065	-0.9241112603141143	-0.9241112603133956	-0.9241112603135675	-0.9241112603135675	-0.9241112603135675	-0.9241112603135675	-0.9241112603135675	-0.9241112603124196	-0.9241112603124196	-0.9241112603108282	-0.9241112603108282	-0.9241112603107973	-0.9241112603114857	-0.9241112603114857	-0.9241112603114857	-0.9241112603114857	-0.9241112603114857	-0.9241112603114857	-0.9241112603114857	-0.9241112603114857	-0.9241112603114857	-0.9241112603114857	-0.9241112603114857	-0.9241112603114857	-0.9241112603114857	-0.9241112603114857	-0.9241112603114857	-0.9241112603114857	-0.9241112603114857	-0.9241112603114857	-0.9241112603114857	-0.9241112603114857	-0.9241112603114857	-0.9241112603114857	-0.9241112603114857	-0.9241112603114857	-0.9241112603114857	-0.9241112603114857	-0.9241112603114857	-0.9241112603114857	PAN	Co2+-e0
PAN##fe3-e0##Muribaculum_intestinale_YL27	-0.9241112603197785	-0.9241112603186917	-0.9241112603147645	-0.9241112603045646	-0.9241112603057264	-0.9241112602920577	-0.9241112603018506	-0.9241112603104279	-0.9241112602931263	-0.9241112602979813	-0.9241112603003266	-0.9241112602943398	-0.924111260296911	-0.9241112602984354	-0.924111260297757	-0.9241112602985191	-0.9241112602985191	-0.9241112602985191	-0.9241112602985191	-0.9241112602966285	-0.9241112602965373	-0.9241112603070157	-0.9241112602931546	-0.9241112602957551	-0.9241112602946946	-0.924111260304217	-0.9241112603050913	-0.9241112603050913	-0.9241112603050913	-0.9241112603050913	-0.9241112603050913	-0.9241112603072857	-0.9241112603072857	-0.9241112602951429	-0.9241112602951429	-0.9241112602951083	-0.924111260295144	-0.924111260295144	-0.924111260295144	-0.924111260295144	-0.924111260295144	-0.924111260295144	-0.924111260295144	-0.924111260295144	-0.924111260295144	-0.924111260295144	-0.924111260295144	-0.924111260295144	-0.924111260295144	-0.924111260295144	-0.924111260295144	-0.924111260295144	-0.924111260295144	-0.924111260295144	-0.924111260295144	-0.924111260295144	-0.924111260295144	-0.924111260295144	-0.924111260295144	-0.924111260295144	-0.924111260295144	-0.924111260295144	-0.924111260295144	-0.924111260295144	PAN	fe3-e0
Neu5Ac-e0##H+-e0##Muribaculum_intestinale_YL27	0.2886597938069723	-3.0000000000293627	-3.000000000023654	4.500000000011777	4.500000000008333	1.9999999999908664	-3.0000000000079474	2.000000000005611	-0.49999999999665495	11.99999999999413	12.000000000002883	-1.3333333333339352	2.0000000000010467	2.000000000000661	1.999999999999653	1.9999999999992728	1.9999999999992728	1.9999999999992728	1.9999999999992728	2.0000000000007057	2.0000000000008162	12.000000000006153	2.0000000000013656	2.000000000001309	-3.0000000000027467	6.999999999994304	4.500000000001325	4.500000000001325	4.500000000001325	4.500000000001325	4.500000000001325	-0.4999999999983986	-0.4999999999983986	1.9999999999989109	1.9999999999989109	1.9999999999990532	1.9999999999983602	1.9999999999983602	1.9999999999983602	1.9999999999983602	1.9999999999983602	1.9999999999983602	1.9999999999983602	1.9999999999983602	1.9999999999983602	1.9999999999983602	1.9999999999983602	1.9999999999983602	1.9999999999983602	1.9999999999983602	1.9999999999983602	1.9999999999983602	1.9999999999983602	1.9999999999983602	1.9999999999983602	1.9999999999983602	1.9999999999983602	1.9999999999983602	1.9999999999983602	1.9999999999983602	1.9999999999983602	1.9999999999983602	1.9999999999983602	1.9999999999983602	Neu5Ac-e0	H+-e0
O2-e0##H+-e0##Muribaculum_intestinale_YL27	-1.1958762886659222	2.000000000014066	2.0000000000100266	-1.0000000000040752	-1.0000000000065483	0.0	2.0000000000067546	0.0	1.0000000000004934	-3.99999999999999	-4.000000000003002	1.333333333335418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.000000000004494	0.0	0.0	2.0000000000040976	-2.000000000000683	-1.0000000000026825	-1.0000000000026825	-1.0000000000026825	-1.0000000000026825	-1.0000000000026825	1.00000000000049	1.00000000000049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	O2-e0	H+-e0
Sucrose##H+-e0##Muribaculum_intestinale_YL27	0.26804123711252814	-1.0000000000079574	-0.9999999999986398	6.499999999983025	6.4999999999843645	3.999999999983041	-0.999999999984087	3.9999999999980766	1.5000000000122937	28.999999999980332	28.999999999999474	-0.3333333333292105	7.000000000004384	7.000000000003629	7.000000000001074	7.000000000000785	7.000000000000785	7.000000000000785	7.000000000000785	7.000000000003645	7.000000000004005	29.000000000001958	7.000000000006088	7.000000000005965	-3.999999999995799	11.99999999997498	7.999999999992793	7.999999999992793	7.999999999992793	7.999999999992793	7.999999999992793	0.0	0.0	3.9999999999947504	3.9999999999947504	3.9999999999951203	3.9999999999940634	3.9999999999940634	3.9999999999940634	3.9999999999940634	3.9999999999940634	3.9999999999940634	3.9999999999940634	3.9999999999940634	3.9999999999940634	3.9999999999940634	3.9999999999940634	3.9999999999940634	3.9999999999940634	3.9999999999940634	3.9999999999940634	3.9999999999940634	3.9999999999940634	3.9999999999940634	3.9999999999940634	3.9999999999940634	3.9999999999940634	3.9999999999940634	3.9999999999940634	3.9999999999940634	3.9999999999940634	3.9999999999940634	3.9999999999940634	3.9999999999940634	Sucrose	H+-e0
Folate##H+-e0##Muribaculum_intestinale_YL27	-4.883161512032535	-6.000000000014866	-6.000000000015211	0.5000000000027072	2.0000000000046194	-1.6666666666840195	-9.000000000002036	-1.6666666666618706	-5.333333333325412	-10.333333333344793	-10.333333333349882	-4.999999999986995	-6.333333333329187	-6.333333333329197	-6.333333333328701	-6.333333333328776	-6.333333333328776	-6.333333333328776	-6.333333333328776	-6.333333333329175	-6.333333333329305	-10.333333333358459	-8.333333333327213	-8.333333333327014	-7.333333333311517	1.999999999949532	-0.3333333333597921	-0.3333333333597921	-0.3333333333597921	-0.3333333333597921	-0.3333333333597921	-4.999999999990245	-4.999999999990245	-2.6666666666776235	-2.6666666666776235	-2.666666666677772	-2.666666666678526	-2.666666666678526	-2.666666666678526	-2.666666666678526	-2.666666666678526	-2.666666666678526	-2.666666666678526	-2.666666666678526	-2.666666666678526	-2.666666666678526	-2.666666666678526	-2.666666666678526	-2.666666666678526	-2.666666666678526	-2.666666666678526	-2.666666666678526	-2.666666666678526	-2.666666666678526	-2.666666666678526	-2.666666666678526	-2.666666666678526	-2.666666666678526	-2.666666666678526	-2.666666666678526	-2.666666666678526	-2.666666666678526	-2.666666666678526	-2.666666666678526	Folate	H+-e0
Riboflavin##H+-e0##Muribaculum_intestinale_YL27	-5.326460481100444	-3.999999999993197	-4.000000000000101	0.9999999999898592	2.4999999999985083	-0.6666666666820307	-6.999999999997323	-0.6666666666639389	-3.833333333325066	13.666666666653283	13.666666666664232	-4.999999999994948	-0.33333333332950943	-0.33333333333008053	-0.33333333333137327	-0.3333333333318378	-0.3333333333318378	-0.3333333333318378	-0.3333333333318378	-0.33333333332996196	-0.33333333332966886	13.666666666664833	-0.333333333328305	-0.33333333332810516	-7.333333333327126	5.99999999997439	2.666666666657368	2.666666666657368	2.666666666657368	2.666666666657368	2.666666666657368	-3.9999999999947455	-3.9999999999947455	-0.6666666666723331	-0.6666666666723331	-0.6666666666721595	-0.6666666666729237	-0.6666666666729237	-0.6666666666729237	-0.6666666666729237	-0.6666666666729237	-0.6666666666729237	-0.6666666666729237	-0.6666666666729237	-0.6666666666729237	-0.6666666666729237	-0.6666666666729237	-0.6666666666729237	-0.6666666666729237	-0.6666666666729237	-0.6666666666729237	-0.6666666666729237	-0.6666666666729237	-0.6666666666729237	-0.6666666666729237	-0.6666666666729237	-0.6666666666729237	-0.6666666666729237	-0.6666666666729237	-0.6666666666729237	-0.6666666666729237	-0.6666666666729237	-0.6666666666729237	-0.6666666666729237	Riboflavin	H+-e0
