	0.0000-0.0000	0.0000-8.2907	8.2907-8.7065	8.7065-9.6651	9.6651-20.0000	Source	Target
Enterococcus_faecalis_KB1##N-Acetyl-D-glucosamine-e0##Microbe	-1.0000000000000002	-0.9999999999999993	-0.9999999999999998	-0.9999999999999998	-0.9999999999999983	Enterococcus_faecalis_KB1	N-Acetyl-D-glucosamine-e0
Turicimonas_muris_YL45##L-Aspartate-e0##Microbe	-680.617161642993	-680.617161642993	-680.617161642993	-1368.7343232981843	-1368.7343232981843	Turicimonas_muris_YL45	L-Aspartate-e0
Enterococcus_faecalis_KB1##Cl--e0##Microbe	-0.7060625359775761	-0.7060625360160424	-1.412125071945793	-1.412125071945793	-1.4121250719460834	Enterococcus_faecalis_KB1	Cl--e0
Turicimonas_muris_YL45##Pyridoxal##Microbe	-0.4999999999974808	-0.4999999999974808	-0.4999999999974808	-1.0000000000031088	-1.0000000000031088	Turicimonas_muris_YL45	Pyridoxal
Turicimonas_muris_YL45##Phosphate-e0##Microbe	-127.45775495981054	-127.45775495981054	-127.45775495981054	-254.91550992190543	-254.91550992190543	Turicimonas_muris_YL45	Phosphate-e0
Turicimonas_muris_YL45##L-Proline-e0##Microbe	-26.58432473950099	-26.58432473950099	-26.58432473950099	-53.1686494794778	-53.1686494794778	Turicimonas_muris_YL45	L-Proline-e0
Riboflavin##Turicimonas_muris_YL45##Metabolite	126.68907411759491	126.68907411759491	126.68907411759491	0.0	0.0	Riboflavin	Turicimonas_muris_YL45
Turicimonas_muris_YL45##carbonate##Microbe	-272.08718788757466	-272.08718788757466	-272.08718788757466	-544.1743757799678	-544.1743757799678	Turicimonas_muris_YL45	carbonate
Turicimonas_muris_YL45##L-Asparagine-e0##Microbe	-28.98957316830415	-28.98957316830415	-28.98957316830415	-57.9791463371302	-57.9791463371302	Turicimonas_muris_YL45	L-Asparagine-e0
Enterococcus_faecalis_KB1##D-Glucose-e0##Microbe	-31.321767709610057	-31.32176771150572	-62.64353543392942	-62.64353543392942	590.8960601127227	Enterococcus_faecalis_KB1	D-Glucose-e0
Enterococcus_faecalis_KB1##L-Isoleucine-e0##Microbe	-38.57060811272607	-38.57060811482736	-77.14121622494085	-77.14121622494085	-77.14121622495112	Enterococcus_faecalis_KB1	L-Isoleucine-e0
Turicimonas_muris_YL45##fe3-e0##Microbe	-0.9241112603249646	-0.9241112603249646	-0.9241112603249646	-1.8482225206603955	-1.8482225206603955	Turicimonas_muris_YL45	fe3-e0
Enterococcus_faecalis_KB1##Mg-e0##Microbe	-0.7060625359777888	-0.7060625360162194	-1.4121250719462486	-1.4121250719462486	-1.4121250719463094	Enterococcus_faecalis_KB1	Mg-e0
Enterococcus_faecalis_KB1##Ca2+-e0##Microbe	-0.7060625359780441	-0.7060625360161962	-1.4121250719458147	-1.4121250719458147	-1.4121250719458032	Enterococcus_faecalis_KB1	Ca2+-e0
Enterococcus_faecalis_KB1##PAN##Microbe	-1.0000000000085152	-1.0000000000627691	-2.0000000000042277	-2.0000000000042277	-2.0000000000041496	Enterococcus_faecalis_KB1	PAN
Enterococcus_faecalis_KB1##Fe2+-e0##Microbe	-1.7060625359895956	-2.4121250720933736	-4.824250143891711	-4.824250143891711	-4.824250143892385	Enterococcus_faecalis_KB1	Fe2+-e0
Enterococcus_faecalis_KB1##L-Methionine-e0##Microbe	-13.74889412143936	-13.748894122242666	-28.497788242699922	-28.497788242699922	-28.497788242704097	Enterococcus_faecalis_KB1	L-Methionine-e0
Enterococcus_faecalis_KB1##K+-e0##Microbe	-0.7060625359572601	-0.7060625360074043	-1.4121250730551635	-1.4121250730551635	48.110940609335174	Enterococcus_faecalis_KB1	K+-e0
Turicimonas_muris_YL45##L-Threonine-e0##Microbe	-75.99313011340733	-75.99313011340733	-75.99313011340733	-151.98626022810234	-151.98626022810234	Turicimonas_muris_YL45	L-Threonine-e0
Turicimonas_muris_YL45##Sulfate-e0##Microbe	-0.9241112603238854	-0.9241112603238854	-0.9241112603238854	-1.8482225206426306	-1.8482225206426306	Turicimonas_muris_YL45	Sulfate-e0
Turicimonas_muris_YL45##Cl--e0##Microbe	-0.9241112603211793	-0.9241112603211793	-0.9241112603211793	-1.8482225206588923	-1.8482225206588923	Turicimonas_muris_YL45	Cl--e0
Enterococcus_faecalis_KB1##L-Arginine-e0##Microbe	-20.723747383829686	-20.723747385066655	-43.447494767401764	-43.447494767401764	-43.44749476740621	Enterococcus_faecalis_KB1	L-Arginine-e0
Enterococcus_faecalis_KB1##L-Histidine-e0##Microbe	-9.20497770501494	-9.204977705516603	-18.409955409907802	-18.409955409907802	-18.40995540991005	Enterococcus_faecalis_KB1	L-Histidine-e0
Enterococcus_faecalis_KB1##L-Cysteine-e0##Microbe	-6.397459505003738	-6.397459505405324	-13.794919009922914	-13.794919009922914	-13.794919009924433	Enterococcus_faecalis_KB1	L-Cysteine-e0
Enterococcus_faecalis_KB1##Spermidine-e0##Microbe	-1.0	-0.9999999999999998	-0.9999999999999988	-0.9999999999999988	-1.0000000000000002	Enterococcus_faecalis_KB1	Spermidine-e0
Enterococcus_faecalis_KB1##H+-e0##Microbe	1064.8798151694375	1063.997237057186	2131.9944739824496	2131.9944739824496	2374.895370642388	Enterococcus_faecalis_KB1	H+-e0
Turicimonas_muris_YL45##Ca2+-e0##Microbe	-0.9241112603182566	-0.9241112603182566	-0.9241112603182566	-1.84822252065315	-1.84822252065315	Turicimonas_muris_YL45	Ca2+-e0
Enterococcus_faecalis_KB1##L-Leucine-e0##Microbe	-47.22328715544119	-47.223287158033	-94.44657431175507	-94.44657431175507	-30.12492875791583	Enterococcus_faecalis_KB1	L-Leucine-e0
Turicimonas_muris_YL45##Mg##Microbe	-0.9241112603200198	-0.9241112603200198	-0.9241112603200198	-1.8482225206566054	-1.8482225206566054	Turicimonas_muris_YL45	Mg
Turicimonas_muris_YL45##PAN##Microbe	-1.000000000048994	-1.000000000048994	-1.000000000048994	-2.0000000001173235	-2.0000000001173235	Turicimonas_muris_YL45	PAN
