	0.6587000000000001	0.6601	0.66105	1.0345	Source	Target
bc1016##1,2-Diacyl-sn-glycerol dioctadecanoyl##Microbe	0.23849697	0.004189160000000001	0.0	0.01593627	bc1016	1,2-Diacyl-sn-glycerol dioctadecanoyl
1,2-Diacyl-sn-glycerol dioctadecanoyl##bc1016##Metabolite	-0.23849697	-0.004189160000000001	0.0	-0.01593627	1,2-Diacyl-sn-glycerol dioctadecanoyl	bc1016
bc1016##2-Oxoglutarate##Microbe	0.01074415	0.00018871000000000003	0.0	0.0007179199999999999	bc1016	2-Oxoglutarate
2-Oxoglutarate##bc1016##Metabolite	-0.01074415	-0.00018871000000000003	0.0	-0.0007179199999999999	2-Oxoglutarate	bc1016
bc1016##4-Hydroxybenzoate##Microbe	0.00537208	9.435999999999998e-05	0.0	0.00035896	bc1016	4-Hydroxybenzoate
4-Hydroxybenzoate##bc1016##Metabolite	-0.00537208	-9.435999999999998e-05	0.0	-0.00035896	4-Hydroxybenzoate	bc1016
bc1016##5-Aminolevulinate##Microbe	0.042976600000000004	0.0007548799999999999	0.0	0.00287168	bc1016	5-Aminolevulinate
5-Aminolevulinate##bc1016##Metabolite	-0.042976600000000004	-0.0007548799999999999	0.0	-0.00287168	5-Aminolevulinate	bc1016
bc1016##AMP##Microbe	0.20286088000000002	0.003563219999999999	0.0	0.01355508	bc1016	AMP
AMP##bc1016##Metabolite	-0.20286088000000002	-0.003563219999999999	0.0	-0.01355508	AMP	bc1016
bc1016##Acetate##Microbe	-49.86394253	-0.8758530699999998	0.0	-3.33188747	bc1016	Acetate
bc1016##BET##Microbe	0.01074415	0.00018871000000000003	0.0	0.0007179199999999999	bc1016	BET
BET##bc1016##Metabolite	-0.01074415	-0.00018871000000000003	0.0	-0.0007179199999999999	BET	bc1016
bc1016##BIOT##Microbe	0.00537208	9.435999999999998e-05	0.0	0.00035896	bc1016	BIOT
BIOT##bc1016##Metabolite	-0.00537208	-9.435999999999998e-05	0.0	-0.00035896	BIOT	bc1016
bc1016##CMP##Microbe	0.045145910000000004	0.0007929899999999999	0.0	0.0030166299999999997	bc1016	CMP
CMP##bc1016##Metabolite	-0.045145910000000004	-0.0007929899999999999	0.0	-0.0030166299999999997	CMP	bc1016
bc1016##CO2##Microbe	-0.9956631	-0.017488680000000006	0.0	-0.06652978999999999	bc1016	CO2
bc1016##Ca2+##Microbe	0.00537208	9.435999999999998e-05	0.0	0.00035896	bc1016	Ca2+
