	0.0000-0.3467	0.3492-0.3503	0.3503-0.4328	0.4328-0.4328	0.4333-0.4333	0.4333-0.4345	0.4345-0.4354	0.4354-1.2104	1.2104-2.0000	Source	Target
bc1001##N-Acetyl-D-glucosamine##Microbe	-0.01567014577001474	-0.01567014577001474	-0.01567014577001474	-0.01567014577001474	-0.16092789669577814	-0.16092789669577814	-0.16092789669577814	-0.013675177242678608	-0.013675177242678608	bc1001	N-Acetyl-D-glucosamine
bc1009##CO2##Microbe	1.1048301105780152	1.1048301105780152	1.1048301105780152	2.073074178748573	2.0730741787104905	2.0116781685769234	2.0116781685769234	2.0116781685769234	2.0116781685769234	bc1009	CO2
bc1003##Oxidized glutathione##Microbe	-0.00021463796547111584	-0.00021463796547111584	-0.00021463796547111584	-0.0003908913096243489	-0.0003908913096243489	-0.0003908913096243489	-0.0003908913096243489	-0.0003908913096243489	-0.0003908913096243489	bc1003	Oxidized glutathione
bc1001##L-Aspartate##Microbe	-0.030598856469821547	-0.030598856469821547	-0.030598856469821547	-0.030598856469821547	-0.31424146815563425	-0.31424146815563425	-0.31424146815563425	-0.026703311621327965	-0.026703311621327965	bc1001	L-Aspartate
bc1003##CoA##Microbe	-0.0008585518618831928	-0.0008585518618831928	-0.0008585518618831928	-0.0015635652384950694	-0.0015635652384950694	-0.0015635652384950694	-0.0015635652384950694	-0.0015635652384950694	-0.0015635652384950694	bc1003	CoA
bc1009##Deoxycytidine##Microbe	-0.002239683828977428	-0.002239683828977428	-0.002239683828977428	-0.02292611228007457	-0.022926112280234737	-0.003663879753492842	-0.003663879753492842	-0.003663879753492842	-0.003663879753492842	bc1009	Deoxycytidine
bc1012##NADP##Microbe	-0.0010494563665986714	-0.004393958225618617	-0.0008842039423186988	-0.0008842039423186988	-0.0008842039423186988	-0.0008842039423186988	-0.0010189761425913814	-0.0010189761425913814	-0.0010189761425913814	bc1012	NADP
bc1003##L-Glutamine##Microbe	-0.03265674983488622	-0.03265674983488622	-0.03265674983488622	-0.059473354040673304	-0.059473354040673304	-0.059473354040673304	-0.059473354040673304	-0.059473354040673304	-0.059473354040673304	bc1003	L-Glutamine
bc1001##CO2##Microbe	1.1044735886227475	1.1044735886227475	1.1044735886227475	1.1044735886227475	2.0729137510327607	2.0729137510327607	2.0729137510327607	2.006195995158381	2.006195995158381	bc1001	CO2
bc1009##Pyridoxal##Microbe	-0.00042988893127938647	-0.00042988893127938647	-0.00042988893127938647	-0.004400479111796403	-0.0044004791120295554	-0.000703251651499841	-0.000703251651499841	-0.000703251651499841	-0.000703251651499841	bc1009	Pyridoxal
bc1009##UMP##Microbe	-0.014344862496895651	-0.014344862496895651	-0.014344862496895651	-0.14683855104464325	-0.14683855104909868	-0.02346663872330184	-0.02346663872330184	-0.02346663872330184	-0.02346663872330184	bc1009	UMP
bc1003##5-Aminolevulinate##Microbe	-0.0034342074475198743	-0.0034342074475198743	-0.0034342074475198743	-0.006254260953957191	-0.006254260953957191	-0.006254260953957191	-0.006254260953957191	-0.006254260953957191	-0.006254260953957191	bc1003	5-Aminolevulinate
bc1009##Riboflavin##Microbe	-0.0012896667941149226	-0.0012896667941149226	-0.0012896667941149226	-0.013201437337475011	-0.013201437337257309	-0.0021097549549688017	-0.0021097549549688017	-0.0021097549549688017	-0.0021097549549688017	bc1009	Riboflavin
bc1009##Heme##Microbe	-0.00042988893128129705	-0.00042988893128129705	-0.00042988893128129705	-0.004400479111778438	-0.004400479112547281	-0.0007032516515037929	-0.0007032516515037929	-0.0007032516515037929	-0.0007032516515037929	bc1009	Heme
