	Source	Target	Metabolites	Weight	Variance	ABS_Weight	Sign_Weight	ABSRootWeight	SignedRootWeight
0	bc1002	bc1001	O2	-0.04864628409931745	0.005068742135635724	0.04864628409931745	-1.0	0.220559026338342	-0.220559026338342
1	bc1003	bc1001	O2	-0.0485203324937707	0.005027868608832701	0.0485203324937707	-1.0	0.2202733131674618	-0.2202733131674618
2	bc1008	bc1001	O2	-0.0010876325875715097	2.526253360936546e-06	0.0010876325875715097	-1.0	0.03297927512198395	-0.03297927512198395
3	bc1009	bc1001	O2	-0.04851812073324051	0.005027133555069305	0.04851812073324051	-1.0	0.220268292618889	-0.220268292618889
4	bc1010	bc1001	O2	-0.048518120733240716	0.005027133555069348	0.048518120733240716	-1.0	0.22026829261888947	-0.22026829261888947
5	bc1011	bc1001	O2	-0.048654435030843615	0.005071317782893746	0.048654435030843615	-1.0	0.22057750345591368	-0.22057750345591368
6	bc1012	bc1001	O2	-0.048518120733240536	0.005027133555069311	0.048518120733240536	-1.0	0.22026829261888906	-0.22026829261888906
7	bc1015	bc1001	O2	-0.04851812073324061	0.005027133555069328	0.04851812073324061	-1.0	0.22026829261888922	-0.22026829261888922
8	bc1016	bc1001	O2	-0.0010876325797532084	2.526253324617277e-06	0.0010876325797532084	-1.0	0.0329792750034504	-0.0329792750034504
9	bc1001	bc1002	O2	-0.04852310345174502	0.005053567312389136	0.04852310345174502	-1.0	0.2202796028953771	-0.2202796028953771
10	bc1003	bc1002	O2	-0.048523103451744896	0.005053567312389108	0.048523103451744896	-1.0	0.2202796028953768	-0.2202796028953768
11	bc1008	bc1002	O2	-0.0010877442853647913	2.539536948400418e-06	0.0010877442853647913	-1.0	0.032980968532849236	-0.032980968532849236
12	bc1009	bc1002	O2	-0.04852310345174488	0.005053567312389107	0.04852310345174488	-1.0	0.22027960289537676	-0.22027960289537676
13	bc1010	bc1002	O2	-0.0485231034517451	0.005053567312389151	0.0485231034517451	-1.0	0.22027960289537726	-0.22027960289537726
14	bc1011	bc1002	O2	-0.04853184072051678	0.0050564134387900165	0.04853184072051678	-1.0	0.22029943422650178	-0.22029943422650178
15	bc1012	bc1002	O2	-0.04852310345174491	0.005053567312389112	0.04852310345174491	-1.0	0.22027960289537685	-0.22027960289537685
16	bc1015	bc1002	O2	-0.04852310345174499	0.005053567312389128	0.04852310345174499	-1.0	0.220279602895377	-0.220279602895377
17	bc1016	bc1002	O2	-0.001087744277545687	2.5395369118901738e-06	0.001087744277545687	-1.0	0.03298096841430959	-0.03298096841430959
18	bc1001	bc1003	O2	-0.0487112457595342	0.005067647608191473	0.0487112457595342	-1.0	0.22070624313674092	-0.22070624313674092
19	bc1002	bc1003	O2	-0.04883783990887236	0.005108913576398521	0.04883783990887236	-1.0	0.22099285035691169	-0.22099285035691169
20	bc1008	bc1003	O2	-0.001091961878749694	2.5466126296418217e-06	0.001091961878749694	-1.0	0.03304484647792593	-0.03304484647792593
21	bc1009	bc1003	O2	-0.04871124575953406	0.005067647608191442	0.04871124575953406	-1.0	0.22070624313674062	-0.22070624313674062
22	bc1010	bc1003	O2	-0.04871124575953426	0.0050676476081914865	0.04871124575953426	-1.0	0.22070624313674106	-0.22070624313674106
23	bc1011	bc1003	O2	-0.04884603278333878	0.005111514145744637	0.04884603278333878	-1.0	0.22101138609433402	-0.22101138609433402
24	bc1012	bc1003	O2	-0.04871124575953409	0.005067647608191448	0.04871124575953409	-1.0	0.22070624313674067	-0.22070624313674067
25	bc1015	bc1003	O2	-0.048711245759534165	0.005067647608191464	0.048711245759534165	-1.0	0.22070624313674084	-0.22070624313674084
26	bc1016	bc1003	O2	-0.0010919618709002714	2.5466125930298517e-06	0.0010919618709002714	-1.0	0.03304484635915669	-0.03304484635915669
27	bc1001	bc1008	D-Glucose	-0.04892426665881313	0.00014565072559959133	0.04892426665881313	-1.0	0.22118830588169242	-0.22118830588169242
28	bc1002	bc1008	D-Glucose	-0.0492404439275405	0.0001353947869933294	0.0492404439275405	-1.0	0.22190187905364953	-0.22190187905364953
29	bc1003	bc1008	D-Glucose	-0.0489322621561873	0.00014538077131861778	0.0489322621561873	-1.0	0.22120637910373947	-0.22120637910373947
30	bc1009	bc1008	D-Glucose	-0.04892717276789941	0.00014554826233029132	0.04892717276789941	-1.0	0.2211948750941111	-0.2211948750941111
31	bc1010	bc1008	D-Glucose	-0.04926170938416277	0.0001347171355711202	0.04926170938416277	-1.0	0.2219497902323018	-0.2219497902323018
32	bc1011	bc1008	D-Glucose	-0.04926176660330449	0.00013471531421696895	0.04926176660330449	-1.0	0.22194991913335874	-0.22194991913335874
33	bc1012	bc1008	D-Glucose	-0.05528411193163703	1.7193649051391452e-05	0.05528411193163703	-1.0	0.23512573642976012	-0.23512573642976012
34	bc1015	bc1008	D-Glucose	-0.0489467786683796	0.00014490348979950943	0.0489467786683796	-1.0	0.22123918881694446	-0.22123918881694446
35	bc1016	bc1008	D-Glucose	-0.05718126089183695	7.364844579978215e-08	0.05718126089183695	-1.0	0.23912603557922535	-0.23912603557922535
36	bc1001	bc1009	O2	-0.04878351294563452	0.005082280414966666	0.04878351294563452	-1.0	0.22086990049718075	-0.22086990049718075
37	bc1002	bc1009	O2	-0.048912377360283636	0.005124345435080142	0.048912377360283636	-1.0	0.2211614282832421	-0.2211614282832421
38	bc1003	bc1009	O2	-0.048785736804407696	0.0050830235321535425	0.048785736804407696	-1.0	0.2208749347581289	-0.2208749347581289
39	bc1008	bc1009	O2	-0.0010935818950534367	2.5539659606983408e-06	0.0010935818950534367	-1.0	0.033069349782743486	-0.033069349782743486
40	bc1010	bc1009	O2	-0.04878351294563459	0.005082280414966679	0.04878351294563459	-1.0	0.22086990049718092	-0.22086990049718092
41	bc1011	bc1009	O2	-0.0489205728770847	0.00512694933678116	0.0489205728770847	-1.0	0.22117995586644984	-0.22117995586644984
42	bc1012	bc1009	O2	-0.04878351294563441	0.005082280414966642	0.04878351294563441	-1.0	0.2208699004971805	-0.2208699004971805
43	bc1015	bc1009	O2	-0.04878351294563449	0.005082280414966658	0.04878351294563449	-1.0	0.22086990049718067	-0.22086990049718067
44	bc1016	bc1009	O2	-0.0010935818871923688	2.553965923980655e-06	0.0010935818871923688	-1.0	0.03306934966388617	-0.03306934966388617
45	bc1001	bc1010	O2	-0.048394040852388326	0.005028445482950647	0.048394040852388326	-1.0	0.21998645606579584	-0.21998645606579584
46	bc1002	bc1010	O2	-0.04839404085238822	0.005028445482950626	0.04839404085238822	-1.0	0.21998645606579562	-0.21998645606579562
47	bc1003	bc1010	O2	-0.0483940408523882	0.00502844548295062	0.0483940408523882	-1.0	0.21998645606579556	-0.21998645606579556
48	bc1008	bc1010	O2	-0.001084851084087091	2.5269126356868917e-06	0.001084851084087091	-1.0	0.0329370776494681	-0.0329370776494681
49	bc1009	bc1010	O2	-0.04839404085238819	0.005028445482950619	0.04839404085238819	-1.0	0.21998645606579553	-0.21998645606579553
50	bc1011	bc1010	O2	-0.048394064247455806	0.00502845308603315	0.048394064247455806	-1.0	0.2199865092396709	-0.2199865092396709
51	bc1012	bc1010	O2	-0.048394040852388215	0.005028445482950625	0.048394040852388215	-1.0	0.2199864560657956	-0.2199864560657956
52	bc1015	bc1010	O2	-0.04839404085238829	0.00502844548295064	0.04839404085238829	-1.0	0.21998645606579575	-0.21998645606579575
53	bc1016	bc1010	O2	-0.0010848510762887838	2.5269125993581437e-06	0.0010848510762887838	-1.0	0.032937077531086205	-0.032937077531086205
54	bc1001	bc1011	O2	-0.0484752678866853	0.00504534431021549	0.0484752678866853	-1.0	0.2201709969244026	-0.2201709969244026
55	bc1002	bc1011	O2	-0.04847526788668519	0.005045344310215468	0.04847526788668519	-1.0	0.22017099692440237	-0.22017099692440237
56	bc1003	bc1011	O2	-0.048475267886685165	0.005045344310215464	0.048475267886685165	-1.0	0.22017099692440228	-0.22017099692440228
57	bc1008	bc1011	O2	-0.0010866719536541318	2.5354046955667503e-06	0.0010866719536541318	-1.0	0.0329647076985999	-0.0329647076985999
58	bc1009	bc1011	O2	-0.04847526788668516	0.005045344310215461	0.04847526788668516	-1.0	0.22017099692440228	-0.22017099692440228
59	bc1010	bc1011	O2	-0.048475267886685366	0.005045344310215505	0.048475267886685366	-1.0	0.22017099692440276	-0.22017099692440276
60	bc1012	bc1011	O2	-0.048475267886685186	0.005045344310215467	0.048475267886685186	-1.0	0.22017099692440234	-0.22017099692440234
61	bc1015	bc1011	O2	-0.04847526788668526	0.005045344310215482	0.04847526788668526	-1.0	0.2201709969244025	-0.2201709969244025
62	bc1016	bc1011	O2	-0.0010866719458427355	2.535404659115914e-06	0.0010866719458427355	-1.0	0.032964707580118706	-0.032964707580118706
63	bc1001	bc1012	O2	-0.02654867995037232	0.0033535958944821676	0.02654867995037232	-1.0	0.1629376566370473	-0.1629376566370473
64	bc1002	bc1012	O2	-0.026548679950372262	0.0033535958944821524	0.026548679950372262	-1.0	0.16293765663704712	-0.16293765663704712
65	bc1003	bc1012	O2	-0.02654867995037225	0.0033535958944821494	0.02654867995037225	-1.0	0.16293765663704707	-0.16293765663704707
66	bc1008	bc1012	O2	-0.0005951427844823426	1.6852611546624671e-06	0.0005951427844823426	-1.0	0.02439554845627256	-0.02439554845627256
67	bc1009	bc1012	O2	-0.026548679950372245	0.0033535958944821485	0.026548679950372245	-1.0	0.16293765663704707	-0.16293765663704707
68	bc1010	bc1012	Fumarate.O2	-0.026551205154429044	0.003354233886029675	0.026551205154429044	-1.0	0.16294540544129818	-0.16294540544129818
69	bc1011	bc1012	O2	-0.02654867995037227	0.003353595894482154	0.02654867995037227	-1.0	0.16293765663704712	-0.16293765663704712
70	bc1015	bc1012	O2	-0.0265486799503723	0.003353595894482163	0.0265486799503723	-1.0	0.16293765663704723	-0.16293765663704723
