	0.4014	0.8039	1.17505	1.7731	Source	Target
bc1011##1,2-Diacyl-sn-glycerol dioctadecanoyl##Microbe	-0.19306691	-0.07139986	-2.6e-06	0	bc1011	1,2-Diacyl-sn-glycerol dioctadecanoyl
1,2-Diacyl-sn-glycerol dioctadecanoyl##bc1011##Metabolite	0.19306691	0.07139986	2.6e-06	0	1,2-Diacyl-sn-glycerol dioctadecanoyl	bc1011
bc1011##4-Hydroxybenzoate##Microbe	-0.00434878	-0.00160826	-6e-08	0	bc1011	4-Hydroxybenzoate
4-Hydroxybenzoate##bc1011##Metabolite	0.00434878	0.00160826	6e-08	0	4-Hydroxybenzoate	bc1011
bc1011##5-Aminolevulinate##Microbe	-0.03479021	-0.01286609	-4.7e-07	0	bc1011	5-Aminolevulinate
5-Aminolevulinate##bc1011##Metabolite	0.03479021	0.01286609	4.7e-07	0	5-Aminolevulinate	bc1011
bc1011##AMP##Microbe	-0.11919346	-0.04408004	-1.6e-06	0	bc1011	AMP
AMP##bc1011##Metabolite	0.11919346	0.04408004	1.6e-06	0	AMP	bc1011
bc1011##Acetate##Microbe	8.85418598	3.27444847	0.00011909	0	bc1011	Acetate
bc1011##Adenosine##Microbe	-0.04719988	-0.01745543	-6.3e-07	0	bc1011	Adenosine
Adenosine##bc1011##Metabolite	0.04719988	0.01745543	6.3e-07	0	Adenosine	bc1011
bc1011##BET##Microbe	-0.00869755	-0.00321652	-1.2e-07	0	bc1011	BET
BET##bc1011##Metabolite	0.00869755	0.00321652	1.2e-07	0	BET	bc1011
bc1011##BIOT##Microbe	-0.00434878	-0.00160826	-6e-08	0	bc1011	BIOT
BIOT##bc1011##Metabolite	0.00434878	0.00160826	6e-08	0	BIOT	bc1011
bc1011##CMP##Microbe	-0.1303375	-0.04820132	-1.75e-06	0	bc1011	CMP
CMP##bc1011##Metabolite	0.1303375	0.04820132	1.75e-06	0	CMP	bc1011
bc1011##CO2##Microbe	11.22624566	4.15168181	0.00015099	0	bc1011	CO2
bc1011##Ca2+##Microbe	-0.00434878	-0.00160826	-6e-08	0	bc1011	Ca2+
Ca2+##bc1011##Metabolite	0.00434878	0.00160826	6e-08	0	Ca2+	bc1011
bc1011##Chorismate##Microbe	-0.00869755	-0.00321652	-1.2e-07	0	bc1011	Chorismate
Chorismate##bc1011##Metabolite	0.00869755	0.00321652	1.2e-07	0	Chorismate	bc1011
bc1011##Cl-##Microbe	-0.00434878	-0.00160826	-6e-08	0	bc1011	Cl-
Cl-##bc1011##Metabolite	0.00434878	0.00160826	6e-08	0	Cl-	bc1011
bc1011##Co2+##Microbe	-0.00434878	-0.00160826	-6e-08	0	bc1011	Co2+
Co2+##bc1011##Metabolite	0.00434878	0.00160826	6e-08	0	Co2+	bc1011
bc1011##CoA##Microbe	-0.00869755	-0.00321652	-1.2e-07	0	bc1011	CoA
CoA##bc1011##Metabolite	0.00869755	0.00321652	1.2e-07	0	CoA	bc1011
bc1011##Cu2+##Microbe	-0.00434878	-0.00160826	-6e-08	0	bc1011	Cu2+
Cu2+##bc1011##Metabolite	0.00434878	0.00160826	6e-08	0	Cu2+	bc1011
bc1011##D-Alanine##Microbe	-0.07751911	-0.02866806	-1.04e-06	0	bc1011	D-Alanine
D-Alanine##bc1011##Metabolite	0.07751911	0.02866806	1.04e-06	0	D-Alanine	bc1011
bc1011##D-Arabinose##Microbe	-0.11627866	-0.04300209	-1.56e-06	0	bc1011	D-Arabinose
D-Arabinose##bc1011##Metabolite	0.11627866	0.04300209	1.56e-06	0	D-Arabinose	bc1011
bc1011##D-Glucose##Microbe	-5.73640203	-2.12143193	-7.715e-05	0	bc1011	D-Glucose
D-Glucose##bc1011##Metabolite	5.73640203	2.12143193	7.715e-05	0	D-Glucose	bc1011
bc1011##Deoxycytidine##Microbe	-0.03543363	-0.01310404	-4.8e-07	0	bc1011	Deoxycytidine
Deoxycytidine##bc1011##Metabolite	0.03543363	0.01310404	4.8e-07	0	Deoxycytidine	bc1011
bc1011##Deoxyguanosine##Microbe	-0.00434878	-0.00160826	-6e-08	0	bc1011	Deoxyguanosine
Deoxyguanosine##bc1011##Metabolite	0.00434878	0.00160826	6e-08	0	Deoxyguanosine	bc1011
bc1011##Folate##Microbe	-0.01304633	-0.00482478	-1.8e-07	0	bc1011	Folate
Folate##bc1011##Metabolite	0.01304633	0.00482478	1.8e-07	0	Folate	bc1011
bc1011##Formate##Microbe	-0.00434878	-0.00160826	-6e-08	0	bc1011	Formate
Formate##bc1011##Metabolite	0.00434878	0.00160826	6e-08	0	Formate	bc1011
bc1011##GTP##Microbe	-0.20984337	-0.07760412	-2.82e-06	0	bc1011	GTP
GTP##bc1011##Metabolite	0.20984337	0.07760412	2.82e-06	0	GTP	bc1011
bc1011##Glycerol##Microbe	-0.09653345	-0.03569993	-1.3e-06	0	bc1011	Glycerol
Glycerol##bc1011##Metabolite	0.09653345	0.03569993	1.3e-06	0	Glycerol	bc1011
bc1011##Glycine##Microbe	-0.77711175	-0.28739089	-1.045e-05	0	bc1011	Glycine
Glycine##bc1011##Metabolite	0.77711175	0.28739089	1.045e-05	0	Glycine	bc1011
bc1011##H+##Microbe	7.94069278	2.93662109	0.0001068	0	bc1011	H+
bc1011##H2O##Microbe	20.71945852	7.66245473	0.00027868	0	bc1011	H2O
bc1011##Heme##Microbe	-0.00434878	-0.00160826	-6e-08	0	bc1011	Heme
Heme##bc1011##Metabolite	0.00434878	0.00160826	6e-08	0	Heme	bc1011
bc1011##K+##Microbe	-0.00434878	-0.00160826	-6e-08	0	bc1011	K+
K+##bc1011##Metabolite	0.00434878	0.00160826	6e-08	0	K+	bc1011
bc1011##L-Alanine##Microbe	-0.70194027	-0.25959103	-9.44e-06	0	bc1011	L-Alanine
