	0.0000-0.3357	0.3357-0.3397	0.3397-0.3413	0.3413-0.3951	0.4000-0.4001	0.4003-1.1890	1.1890-2.0000	Source	Target
bc1002##L-Proline##Microbe	-0.028187920666259875	-0.028187920666259875	-0.028187920666259875	-0.028187920666259875	-0.0499363085241974	-0.0499363085241974	-0.0499363085241974	bc1002	L-Proline
bc1002##O2##Microbe	-1.0000000000000024	-1.0000000000000024	-1.0000000000000024	-1.0000000000000024	-1.771549917265432	-1.771549917265432	-1.771549917265432	bc1002	O2
bc1012##NADP##Microbe	-0.0010494563665986714	-0.004393958225563963	-0.00439395822561171	-0.0008842039423093794	-0.0008842039423010534	-0.0009623543885502791	-0.0009623543885502791	bc1012	NADP
bc1012##H+##Microbe	1.2308617334925236	0.37314771955363657	0.373147719554777	1.672625654116409	1.6726256541166926	1.6436906426370619	1.6436906426370619	bc1012	H+
bc1012##BIOT##Microbe	-0.0005247281833031512	-0.00219697911278576	-0.002196979112794036	-0.0004421019711585099	-0.0004421019711590996	-0.0004811771942843451	-0.0004811771942843451	bc1012	BIOT
bc1002##L-Phenylalanine##Microbe	-0.02362610741833851	-0.02362610741833851	-0.02362610741833851	-0.02362610741833851	-0.041854828642261754	-0.041854828642261754	-0.041854828642261754	bc1002	L-Phenylalanine
bc1012##Fumarate##Microbe	-0.9999999999999988	-0.9999999999999919	-1.0000000000000757	-1.7987682410884713	-1.7987682410885841	0.0	0.0	bc1012	Fumarate
bc1012##CoA##Microbe	-0.001049456366596137	-0.004393958225560966	-0.004393958225449274	-0.0008842039423092522	-0.0008842039423091519	-0.0009623543885601989	-0.0009623543885601989	bc1012	CoA
bc1012##L-Glutamine##Microbe	-0.039918187296889264	-0.1671330538405129	-0.16713305384058308	-0.03363247839660677	-0.03363247839660499	-0.036605088073430214	-0.036605088073430214	bc1012	L-Glutamine
bc1002##Myristic acid##Microbe	-0.011542229183469291	-0.011542229183469291	-0.011542229183469291	-0.011542229183469291	-0.02044763515503363	-0.02044763515503363	-0.02044763515503363	bc1002	Myristic acid
