	0.0000-0.0000	0.0000-7.5087	7.5087-7.5089	7.5089-7.5090	7.5090-10.1299	10.1299-10.8394	10.8394-12.3440	12.3440-12.6989	12.6989-13.4896	13.4896-15.8940	16.1627-16.1627	16.1627-16.1826	16.1826-16.3803	16.3803-16.3804	16.3804-16.4159	16.4159-16.4159	16.4185-16.4185	16.4185-16.6485	16.6485-20.0000	Source	Target
Enterococcus_faecalis_KB1##Blautia_coccoides_YL58##PAN	-96.79614652791945	-96.79614652634683	0.0	0.0	-96.79614652172572	-96.79614651618412	-96.79614651616045	-96.79614651614125	-96.79614651608496	-96.79614651619443	-96.79614651614364	-96.79614651631086	-96.79614651552872	-96.79614651634024	-96.79614651638009	-96.79614651619606	-96.79614651616052	-96.7961465162078	-96.79614651621016	Enterococcus_faecalis_KB1	Blautia_coccoides_YL58
Enterococcus_faecalis_KB1##Blautia_coccoides_YL58##PAN.Folate-e0	0.0	0.0	-3.502534306588549	-3.399312730461328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Enterococcus_faecalis_KB1	Blautia_coccoides_YL58
Blautia_coccoides_YL58##Enterococcus_faecalis_KB1##PAN	0.0	0.0	0.0	0.0	0.0	-96.79614651653763	-96.79614651653417	-96.79614651652506	-96.79614651651411	-96.79614651653367	-96.79614651652193	-96.79614651651578	-96.79614651658098	-96.79614651656517	-96.79614651655501	-96.79614651651642	-96.79614651652638	-96.79614651650003	-96.79614651649865	Blautia_coccoides_YL58	Enterococcus_faecalis_KB1
