	0.0000-0.2694	0.2694-0.2764	0.2764-0.3908	0.3908-0.3908	0.3908-0.3926	0.3933-0.3936	0.3936-0.3946	0.3946-1.2358	1.2358-2.0000	Source	Target
bc1001##bc1012##O2	-0.15299312499693193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1001	bc1012
bc1008##bc1012##O2	-0.003429652795845292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1008	bc1012
bc1009##bc1012##O2	-0.15299312499693254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1009	bc1012
bc1008##bc1001##O2	-0.0034154906736765835	-0.0034154906736765835	-0.0034154906736765835	-0.0034154906736765835	0.0	0.0	0.0	0.0	0.0	bc1008	bc1001
bc1009##bc1001##O2	-0.15236136794857946	-0.15236136794857946	-0.15236136794857946	-0.27760328452135685	0.0	0.0	0.0	0.0	0.0	bc1009	bc1001
bc1012##bc1001##O2	-0.15236136794857755	-0.15236136794858615	-0.15236136794857827	-0.15236136794857827	0.0	0.0	0.0	0.0	0.0	bc1012	bc1001
bc1001##bc1009##O2	-0.1531947786395359	-0.1531947786395359	-0.1531947786395359	0.0	0.0	0.0	0.0	0.0	0.0	bc1001	bc1009
bc1008##bc1009##O2	-0.003434173273344938	-0.003434173273344938	-0.003434173273344938	0.0	0.0	0.0	0.0	0.0	0.0	bc1008	bc1009
bc1012##bc1009##O2	-0.15319477863953457	-0.15319477863954323	-0.15319477863953532	0.0	0.0	0.0	0.0	0.0	0.0	bc1012	bc1009
bc1001##bc1008##D-Glucose	-0.03152386386470406	-0.03152386386470406	-0.03152386386470406	-0.03152386386470406	-0.0574532881184571	-0.0574532881184571	-0.0574532881184571	-0.05745328811845293	-0.05745328811845293	bc1001	bc1008
bc1009##bc1008##D-Glucose	-0.03153298991387828	-0.03153298991387828	-0.03153298991387828	-0.057453288118453266	-0.057453288118453266	-0.057453288118453266	-0.057453288118453266	-0.057453288118453266	-0.057453288118453266	bc1009	bc1008
bc1012##bc1008##D-Glucose	-0.04652051298431076	-0.05745328811846115	-0.05745328811845284	-0.05745328811845284	-0.05745328811845284	-0.05745328811844054	-0.0574532881184531	-0.0574532881184531	-0.0574532881184531	bc1012	bc1008
bc1001##bc1012##D-Glucose.O2	0.0	-0.15247032474276767	-0.11498793299696047	-0.11498793299696047	-0.17382509644762612	-1.5658264466168865	0.0	0.0	0.0	bc1001	bc1012
bc1008##bc1012##O2.D-Glucose	0.0	-3.0965517013144095	-0.13134298331190564	-0.13134298331190564	-0.13134298331190564	-3.0965517012613826	0.0	0.0	0.0	bc1008	bc1012
bc1009##bc1012##D-Glucose.O2	0.0	-0.15296776569412684	-0.11500864116393218	-0.2095464025120898	-0.2095464025120898	-0.27870814468317473	0.0	0.0	0.0	bc1009	bc1012
bc1001##bc1009##D-Glucose	0.0	0.0	0.0	-0.1531504421181057	-0.2791217635707557	-0.2791217635707557	-0.2791217635707557	-0.27912176357073537	-0.27912176357073537	bc1001	bc1009
bc1008##bc1009##D-Glucose	0.0	0.0	0.0	-0.2791217635707337	-0.2791217635707337	-0.2791217635707337	-0.2791217635707337	-0.2791217635707337	-0.2791217635707337	bc1008	bc1009
bc1012##bc1009##D-Glucose	0.0	0.0	0.0	-0.279121763570735	-0.279121763570735	-0.2791217635706752	-0.2791217635707362	-0.2791217635707362	-0.2791217635707362	bc1012	bc1009
bc1008##bc1001##O2.D-Glucose	0.0	0.0	0.0	0.0	-3.094338874994298	-3.094338874994298	-3.094338874994298	0.0	0.0	bc1008	bc1001
bc1009##bc1001##D-Glucose.O2	0.0	0.0	0.0	0.0	-0.2785089771024194	-0.2785089771024194	-0.2785089771024194	0.0	0.0	bc1009	bc1001
bc1012##bc1001##D-Glucose.O2	0.0	0.0	0.0	0.0	-1.5647074916534425	-1.5647074916529427	-0.17134927599575844	0.0	0.0	bc1012	bc1001
bc1001##bc1012##D-Glucose	0.0	0.0	0.0	0.0	0.0	0.0	-0.1714718114393626	-0.17147181143935014	-0.17147181143935014	bc1001	bc1012
bc1008##bc1012##D-Glucose	0.0	0.0	0.0	0.0	0.0	0.0	-0.17147181143934911	-0.17147181143934911	-0.17147181143934911	bc1008	bc1012
bc1009##bc1012##D-Glucose	0.0	0.0	0.0	0.0	0.0	0.0	-0.17147181143935114	-0.17147181143935114	-0.17147181143935114	bc1009	bc1012
bc1008##bc1001##D-Glucose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.13296422013011364	-0.13296422013011364	bc1008	bc1001
bc1009##bc1001##D-Glucose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1329642201301152	-0.1329642201301152	bc1009	bc1001
bc1012##bc1001##D-Glucose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.13296422013011483	-0.13296422013011483	bc1012	bc1001
