	0.0000-0.2690	0.2690-0.2759	0.2787-0.3913	0.3914-0.3921	0.3940-1.1675	1.1675-2.0000	Source	Target
bc1003##bc1015##O2	-0.1532485362975271	-0.1532485362975271	-0.1532485362975271	0.0	0.0	0.0	bc1003	bc1015
bc1008##bc1015##O2	-0.0034353783608417027	-0.0034353783608417027	-0.0034353783608417027	0.0	0.0	0.0	bc1008	bc1015
bc1012##bc1015##O2	-0.15324853629752494	-0.15324853629753324	-0.153248536297526	0.0	0.0	0.0	bc1012	bc1015
bc1008##bc1003##O2	-0.003429276312228097	-0.003429276312228097	-0.003429276312228097	0.0	0.0	0.0	bc1008	bc1003
bc1012##bc1003##O2	-0.15297633046741593	-0.1529763304674242	-0.152976330467417	0.0	0.0	0.0	bc1012	bc1003
bc1015##bc1003##O2	-0.15297633046741732	-0.15297633046741732	-0.15297633046741732	0.0	0.0	0.0	bc1015	bc1003
bc1003##bc1012##O2	-0.15299312499693277	0.0	0.0	0.0	0.0	0.0	bc1003	bc1012
bc1008##bc1012##O2	-0.003429652795845292	0.0	0.0	0.0	0.0	0.0	bc1008	bc1012
bc1015##bc1012##O2	-0.152993124996932	0.0	0.0	0.0	0.0	0.0	bc1015	bc1012
bc1003##bc1008##D-Glucose	-0.03154753397618745	-0.03154753397618745	-0.03154753397618745	-0.057453288118453114	-0.057453288118453114	-0.057453288118453114	bc1003	bc1008
bc1012##bc1008##D-Glucose	-0.04652051298431076	-0.05745328811845745	-0.05745328811845315	-0.05745328811845315	-0.057453288118452975	-0.057453288118452975	bc1012	bc1008
bc1015##bc1008##D-Glucose	-0.03158902696931565	-0.03158902696931565	-0.03158902696931565	-0.05745328811844513	-0.05745328811845338	-0.05745328811845338	bc1015	bc1008
bc1003##bc1012##D-Glucose.O2	0.0	-0.15376053067420048	-0.0987568309411719	-0.17985255728740152	0.0	0.0	bc1003	bc1012
bc1008##bc1012##O2.D-Glucose	0.0	-3.0965517013030937	-0.13099264850290038	-0.13099264850290038	0.0	0.0	bc1008	bc1012
bc1015##bc1012##D-Glucose.O2	0.0	-0.15602222284598688	-0.09885099458817391	-0.15754700500356186	0.0	0.0	bc1015	bc1012
bc1003##bc1015##D-Glucose.O2	0.0	0.0	0.0	-0.2750452920711246	0.0	0.0	bc1003	bc1015
bc1008##bc1015##O2.D-Glucose	0.0	0.0	0.0	-3.0415027240468806	0.0	0.0	bc1008	bc1015
bc1012##bc1015##D-Glucose.O2	0.0	0.0	0.0	-1.5379899521206306	0.0	0.0	bc1012	bc1015
bc1008##bc1003##D-Glucose	0.0	0.0	0.0	-0.2785952523668618	-0.2785952523668618	-0.2785952523668618	bc1008	bc1003
bc1012##bc1003##D-Glucose	0.0	0.0	0.0	-0.2785952523668645	-0.27859525236686367	-0.27859525236686367	bc1012	bc1003
bc1015##bc1003##D-Glucose	0.0	0.0	0.0	-0.2785952523668256	-0.2785952523668656	-0.2785952523668656	bc1015	bc1003
bc1003##bc1015##D-Glucose	0.0	0.0	0.0	0.0	-0.25030228184986664	-0.25030228184986664	bc1003	bc1015
bc1008##bc1015##D-Glucose	0.0	0.0	0.0	0.0	-0.25030228184986436	-0.25030228184986436	bc1008	bc1015
bc1012##bc1015##D-Glucose	0.0	0.0	0.0	0.0	-0.250302281849866	-0.250302281849866	bc1012	bc1015
bc1003##bc1012##D-Glucose	0.0	0.0	0.0	0.0	-0.18154704417353526	-0.18154704417353526	bc1003	bc1012
bc1008##bc1012##D-Glucose	0.0	0.0	0.0	0.0	-0.18154704417353362	-0.18154704417353362	bc1008	bc1012
bc1015##bc1012##D-Glucose	0.0	0.0	0.0	0.0	-0.18154704417353612	-0.18154704417353612	bc1015	bc1012
