	0.0000-0.0009	0.0009-0.0012	0.0014-0.0029	0.0029-0.0032	0.0036-0.0040	0.0040-0.0042	0.0042-0.0044	0.0044-0.0044	0.0044-0.0059	0.0059-0.0061	0.0061-0.0062	0.0062-0.0068	0.0068-0.0071	0.0071-0.0071	0.0071-0.0072	0.0072-0.0080	0.0080-0.0106	0.0106-0.0108	0.0208-0.0213	0.0215-0.0721	0.0722-0.0722	0.0722-0.0779	0.0779-0.0789	0.0790-0.0799	0.0809-0.0810	0.0810-0.0837	0.0837-0.0904	0.0904-0.0904	0.0904-0.0981	0.0981-0.1228	0.1241-0.1268	0.1294-0.1296	0.1299-0.1999	0.2001-0.2001	0.2001-0.2002	0.2002-0.2003	0.2003-0.2004	0.2004-0.2004	0.2004-0.2015	0.2015-0.2019	0.2019-0.2041	0.2042-0.2055	0.2055-0.2307	0.2307-0.2307	0.2307-0.2478	0.2478-0.2487	0.2551-0.2551	0.2562-0.2562	0.2562-0.2563	0.2571-0.2571	0.2579-0.2591	0.2591-0.2605	0.2605-0.2605	0.2606-0.2615	0.2615-0.2615	0.2615-0.2616	0.2656-0.2659	0.2711-0.2736	0.2736-0.2744	0.2744-0.2780	0.2780-0.2816	0.2834-0.2862	0.2862-0.2862	0.2862-0.2977	0.2977-0.3011	0.3011-20.0000	Source	Target
Clostridium_innocuum_I46##D-Glucose-e0##Microbe##Riboflavin	2.52777777768366	-3.7499999999946065	-3.056451612919832	-22.25000000104754	-22.25000000191947	-22.875000002541633	7.875000000477088	-30.37500000268165	7.875000000497194	159.99679849744481	156.8267053233665	4.72201902922743	1.4999999999986398	1.4999999999983635	-8.999999999991788	1.4999999999994706	2.7500000000001257	2.749999999995108	-4.8125000000748885	-4.937500000091307	-4.937500000091307	-4.937500000091307	0.750000000001217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	D-Glucose-e0
Clostridium_innocuum_I46##D-Glucose-e0##Microbe##PAN	-2774.460073332106	-289.18214387825765	-532.9065006138832	-4233.3372642278855	-4233.337264345373	-4271.787689714804	-3284.3797176392222	-4365.776514977569	-3287.325322281799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	D-Glucose-e0
Clostridium_innocuum_I46##Mn2+-e0##Microbe##PAN	-0.9241112603138921	-0.9241112603337556	-0.924111260317921	-0.9241112603534949	-0.9241112603824171	-0.9241112603899181	-0.9241112603680656	-0.924111260388164	-0.9241112603679974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	Mn2+-e0
Clostridium_innocuum_I46##Zn2+-e0##Microbe##PAN	-0.9241112603127367	-0.92411126033275	-0.9241112603170624	-0.9241112603610386	-0.9241112603827755	-0.9241112603895336	-0.9241112603676759	-0.9241112603881165	-0.9241112603680515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	Zn2+-e0
Clostridium_innocuum_I46##L-Aspartate-e0##Microbe##L-Aspartate-e0	-0.9999999999999989	-1.0000000000000016	-0.9999999999999998	-1.0000000000000013	-0.9999999999999984	-0.9999999999999982	-0.9999999999999996	-0.9999999999999992	-1.0000000000000004	-0.9999999999999978	-0.9999999999999988	-1.0000000000000007	-1.0000000000000004	-1.000000000000001	-1.0000000000000007	-1.0000000000000009	-0.9999999999999994	-1.0000000000000004	-1.0000000000000002	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-0.9999999999999988	-0.9999999999999988	-0.9999999999999989	-0.9999999999999999	-0.9999999999999996	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000002	-1.0000000000000013	-0.9999999999999991	-1.0000000000000009	-1.0000000000000009	-0.9999999999999988	-1.000000000000001	-0.9999999999999991	-1.000000000000001	-1.0000000000000024	-1.0000000000000002	-1.0	-1.0000000000000002	-1.000000000000001	-0.9999999999999999	-0.9999999999999998	-0.9999999999999998	-0.9999999999999996	-1.0000000000000007	-1.0000000000000009	-1.0000000000000016	-0.9999999999999996	-1.0000000000000016	-1.000000000000002	-0.9999999999999988	-0.9999999999999993	-1.0000000000000002	-0.9999999999999996	-0.9999999999999993	-1.0000000000000013	-0.9999999999999987	-0.9999999999999999	-1.0000000000000002	-1.0000000000000007	-1.0000000000000004	-0.9999999999999998	Clostridium_innocuum_I46	L-Aspartate-e0
Clostridium_innocuum_I46##Sulfate-e0##Microbe##PAN	-0.9241112603078692	-0.924111260334007	-0.9241112603162084	-0.9241112603546305	-0.9241112603772089	-0.9241112603843721	-0.9241112603640335	-0.9241112603831521	-0.9241112603638889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	Sulfate-e0
Clostridium_innocuum_I46##L-Arginine-e0##Microbe##PAN	-35.57235834172135	-35.572358342447295	-35.57235834183394	-35.572358343358324	-35.572358344310544	-35.5723583445833	-35.572358343753784	-35.572358344523714	-35.572358343754914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Arginine-e0
Clostridium_innocuum_I46##L-Glutamine-e0##Microbe##Spermidine-e0	1.5000000000003484	1.5000000000001001	1.5591397849448547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Glutamine-e0
Clostridium_innocuum_I46##L-Glutamine-e0##Microbe##Thiamin-e0	-1.0000000000028224	-0.9999999999975276	-0.18279569893613962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Glutamine-e0
Clostridium_innocuum_I46##L-Glutamine-e0##Microbe##N-Acetyl-D-glucosamine-e0	-1.0000000000006353	-0.9999999999989153	-0.806451612904145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Glutamine-e0
Clostridium_innocuum_I46##L-Glutamine-e0##Microbe##Folate-e0	-0.5000000000015403	-0.4999999999956549	0.03225806451808308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Glutamine-e0
Clostridium_innocuum_I46##L-Glutamine-e0##Microbe##O2-e0	-1.0000000000006588	-0.9999999999994136	-0.8602150537648199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Glutamine-e0
Clostridium_innocuum_I46##L-Glutamine-e0##Microbe##Riboflavin	-2.500000000003703	-2.4999999999982676	-1.8064516129140042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Glutamine-e0
Clostridium_innocuum_I46##L-Glutamine-e0##Microbe##PAN	-104.55147981765705	-104.55147981979594	-348.2758365587129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Glutamine-e0
Clostridium_innocuum_I46##L-Leucine-e0##Microbe##PAN	-64.72644010465413	-64.72644010596618	-64.72644010487072	-64.72644010760591	-64.72644010935429	-64.72644010985066	-64.7264401083478	-64.72644010974506	-64.7264401083506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Leucine-e0
Clostridium_innocuum_I46##L-Histidine-e0##Microbe##PAN	-11.39328203115185	-11.393282031390203	-11.393282031191326	-11.393282031671765	-11.393282031982011	-11.393282032069548	-11.393282031804818	-11.393282032050664	-11.393282031805162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Histidine-e0
Clostridium_innocuum_I46##L-Proline-e0##Microbe##PAN	-26.584324739362	-26.58432473988619	-26.58432473944727	-26.584324740566533	-26.584324741293894	-26.584324741499962	-26.58432474087914	-26.58432474145324	-26.584324740879943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Proline-e0
Clostridium_innocuum_I46##Co2+-e0##Microbe##PAN	-0.9241112603153536	-0.924111260336639	-0.9241112603170414	-0.9241112603516932	-0.9241112603799829	-0.9241112603858125	-0.924111260365664	-0.9241112603845067	-0.9241112603655643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	Co2+-e0
Clostridium_innocuum_I46##L-Threonine-e0##Microbe##PAN	-30.508677438965215	-30.508677439604128	-30.508677439072507	-30.5086774402889	-30.508677441133987	-30.50867744136853	-30.508677440672585	-30.50867744131172	-30.508677440679257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Threonine-e0
Clostridium_innocuum_I46##Spermidine-e0##Microbe##Spermidine-e0	-0.9999999999999999	-1.0000000000000004	-0.9999999999999997	-0.9999999999999969	-0.9999999999999996	-1.0	-1.0000000000000007	-1.0000000000000004	-1.0	-1.0000000000000104	-0.9999999999999865	-1.0000000000000064	-0.9999999999999991	-0.9999999999999993	-0.9999999999999994	-0.9999999999999988	-0.9999999999999991	-1.000000000000001	-1.000000000000001	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000007	-1.0000000000000009	-1.0000000000000018	-1.0	-0.9999999999999997	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999987	-1.0000000000000007	-1.0000000000000004	-1.0000000000000007	-1.0000000000000007	-0.9999999999999991	-0.9999999999999996	-1.0000000000000004	-1.0000000000000009	-0.999999999999999	-0.9999999999999998	-0.9999999999999999	-1.0000000000000009	-1.0	-0.9999999999999992	-1.0000000000000016	-1.0000000000000016	-0.9999999999999991	-0.9999999999999991	-0.9999999999999998	-1.0000000000000007	-0.9999999999999993	-1.0000000000000016	-0.9999999999999999	-0.9999999999999999	-1.0000000000000002	-0.9999999999999987	-0.9999999999999957	-0.9999999999999982	-0.9999999999999973	-0.9999999999999994	-1.0000000000000024	-0.9999999999999989	-0.9999999999999982	-0.9999999999999986	-0.9999999999999983	Clostridium_innocuum_I46	Spermidine-e0
Clostridium_innocuum_I46##Thiamin-e0##Microbe##Thiamin-e0	-0.9999999999999992	-1.0000000000000007	-1.0000000000000009	-0.9999999999999993	-1.0	-1.0000000000000009	-0.9999999999999987	-0.9999999999999997	-1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	Thiamin-e0
