	0.0000-0.0009	0.0009-0.0012	0.0014-0.0029	0.0029-0.0032	0.0036-0.0040	0.0040-0.0042	0.0042-0.0044	0.0044-0.0044	0.0044-0.0059	0.0059-0.0061	0.0061-0.0062	0.0062-0.0068	0.0068-0.0071	0.0071-0.0071	0.0071-0.0072	0.0072-0.0080	0.0080-0.0106	0.0106-0.0108	0.0208-0.0213	0.0215-0.0721	0.0722-0.0722	0.0722-0.0779	0.0779-0.0789	0.0790-0.0799	0.0809-0.0810	0.0810-0.0837	0.0837-0.0904	0.0904-0.0904	0.0904-0.0981	0.0981-0.1228	0.1241-0.1268	0.1294-0.1296	0.1299-0.1999	0.2001-0.2001	0.2001-0.2002	0.2002-0.2003	0.2003-0.2004	0.2004-0.2004	0.2004-0.2015	0.2015-0.2019	0.2019-0.2041	0.2042-0.2055	0.2055-0.2307	0.2307-0.2307	0.2307-0.2478	0.2478-0.2487	0.2551-0.2551	0.2562-0.2562	0.2562-0.2563	0.2571-0.2571	0.2579-0.2591	0.2591-0.2605	0.2605-0.2605	0.2606-0.2615	0.2615-0.2615	0.2615-0.2616	0.2656-0.2659	0.2711-0.2736	0.2736-0.2744	0.2744-0.2780	0.2780-0.2816	0.2834-0.2862	0.2862-0.2862	0.2862-0.2977	0.2977-0.3011	0.3011-20.0000	Source	Target
PAN##Clostridium_innocuum_I46##Metabolite##None	126.68907411693637	126.68907411949316	126.68907411734556	126.68907412269417	126.68907412614469	126.68907412711759	126.68907412416817	126.6890741269073	126.68907412417317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Clostridium_innocuum_I46
Clostridium_innocuum_I46##Phosphate-e0##Microbe##PAN	-127.45775495872242	-127.45775496597713	847.4396720026699	-545.6636742536837	-545.6636742695047	-545.6636742738938	-160.33373397809763	-499.5954743004986	-161.25784523848685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	Phosphate-e0
Clostridium_innocuum_I46##D-Glucose-e0##Microbe##L-Aspartate-e0	0.05555555557294457	-0.49999999999685485	-0.4462365591361386	0.1250000000566298	0.1250000000743364	0.12500000007495987	0.12500000005805634	0.12500000007750142	0.12500000005779668	0.12499999999998854	0.1250000000001976	-0.5000000000000703	-0.4999999999998888	-0.4999999999998966	-0.4999999999992692	-0.4999999999999181	-0.5000000000000064	-0.49999999999977124	0.12500000000950165	0.12500000000922418	0.12500000000922418	0.12500000000922418	-0.5000000000001904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	D-Glucose-e0
Clostridium_innocuum_I46##D-Glucose-e0##Microbe##Spermidine-e0	0.4722222222294139	0.7500000000001482	0.8091397849440735	17.37500000077707	17.375000001512802	17.750000001884285	-5.312500000405926	10.625000000837025	-5.312500000415203	-92.23924199852004	-89.96347447047799	-2.8411537309868007	-0.9999999999993379	-0.9999999999991703	4.9999999999938955	-0.9999999999996299	-1.2499999999999025	-1.2499999999974492	-0.3125000000109885	-0.18750000000561465	-0.18750000000561465	-0.18750000000561465	0.7500000000010487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	D-Glucose-e0
Clostridium_innocuum_I46##D-Glucose-e0##Microbe##Thiamin-e0	4.97222222214843	-1.2499999999928884	-0.43279569894255454	-2.3750000002293294	-2.375000000349193	-2.625000000601318	5.06250000014749	-4.500000000635351	5.062500000153869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	D-Glucose-e0
Clostridium_innocuum_I46##D-Glucose-e0##Microbe##N-Acetyl-D-glucosamine-e0	1.499999999984102	-0.4999999999968512	-0.3064516129046728	-8.875000000422274	-8.875000000764771	-9.1250000010115	1.1250000000297944	-11.625000001065414	1.125000000036477	44.588370999258046	43.82548723523524	2.4205768654935746	-8.45714021685713	-8.457140216858264	-34.165160824551954	-12.861899905682085	0.5635723542151856	0.5635723540209605	-416.9733624876423	-418.1727447698791	-418.1727447698791	-418.1727447698791	-17.235808709941846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	D-Glucose-e0
Clostridium_innocuum_I46##D-Glucose-e0##Microbe##D-Mannose-e0	1.000000000004771	1.0000000000005522	1.0000000000010498	1.0000000000074571	1.0000000000074525	1.0000000000081237	1.0000000000059903	1.0000000000084164	1.000000000005898	0.9999999999987317	0.9999999999993683	1.0000000000000109	0.9999999999998691	0.9999999999998649	0.9999999999995582	0.9999999999998075	1.0000000000000395	1.0000000000000417	0.9999999999944882	0.999999999994519	0.999999999994519	0.999999999994519	0.9999999999997019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	D-Glucose-e0
Clostridium_innocuum_I46##D-Glucose-e0##Microbe##Folate-e0	6.583333333296586	-0.24999999998764622	0.2822580645189162	0.6250000000416034	0.6249999998709781	0.6249999998712529	13.437500000911186	-2.500000000156201	13.437500000919965	100.36424199849426	97.58847447045567	1.341153730984788	-0.5000000000002636	-0.5000000000006046	-6.499999999985915	-0.5000000000008975	-0.7500000000009241	-0.7499999999995974	5.812500000087903	5.7500000000938964	5.7500000000938964	5.7500000000938964	0.9999999999995283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	D-Glucose-e0
Clostridium_innocuum_I46##D-Glucose-e0##Microbe##N-Acetyl-D-chondrosamine-e0	1.0555555555423586	1.4999999999974944	1.456989247308988	0.9999999999561927	0.9999999999040641	1.1250000000288618	1.1250000000218474	1.1250000000297755	1.1250000000218143	1.1249999999987461	0.6250000000008384	0.5000000000000125	0.4999999999999671	0.49999999999994243	0.49999999999983297	0.4999999999999187	0.0	0.0	1.1250000000117943	1.1250000000121865	1.1250000000121865	1.1250000000121865	1.0000000000004565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	D-Glucose-e0
Clostridium_innocuum_I46##D-Glucose-e0##Microbe##O2-e0	0.4444444444267957	-0.9999999999983116	-0.8602150537655929	-10.000000000455048	-10.00000000081638	-10.250000001062336	0.0	-12.750000001117584	0.0	43.463370999258004	42.700487235234775	1.9205768654936395	0.9999999999993197	0.9999999999992488	-1.9999999999990208	0.9999999999996735	1.5000000000000264	1.4999999999974911	0.12500000000381253	0.0	0.0	0.0	-1.0000000000011473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	D-Glucose-e0
