	0.2694	0.2764	0.3908	0.3926	0.3936	0.3946	1.2358	Source	Target
Fumarate##L-Proline##bc1012	0.15060148224411773	-0.14433370527564707	0.0	0.0	0.0	0.0	0.0	Fumarate	L-Proline
O2##L-Proline##bc1012	0.31687240690939844	-0.29667877742209925	0.0	0.29667877741671966	-0.2886674105458877	0.0	0.0	O2	L-Proline
Fumarate##ddca##bc1012	0.020431449782540714	-0.019581127671021884	0.0	0.0	0.0	0.0	0.0	Fumarate	ddca
O2##ddca##bc1012	0.04298870484387323	-0.04024912273186824	0.0	0.0402491227310272	-0.039162255341199076	0.0	0.0	O2	ddca
Fumarate##Fumarate##bc1012	2.6978419498391304e-14	0.9999999999999718	0.0	0.0	0.0	0.0	0.0	Fumarate	Fumarate
Fumarate##Mg##bc1012	0.002292384237019893	-0.0021969791127833655	0.0	0.0	0.0	0.0	0.0	Fumarate	Mg
O2##Mg##bc1012	0.00482328128462986	-0.004515903447206413	0.0	0.004515903447104467	-0.004393958225463493	0.0	0.0	O2	Mg
Fumarate##L-Glutamate##bc1012	0.20857666128176114	-0.1998960561890245	0.0	0.0	0.0	0.0	0.0	Fumarate	L-Glutamate
O2##L-Glutamate##bc1012	0.43885483529535063	-0.4108875154864147	0.0	0.4108875154792366	-0.39979211237083984	0.0	0.0	O2	L-Glutamate
Fumarate##CoA##bc1012	0.004584768474054862	-0.004393958225582805	0.0	0.0	0.0	0.0	0.0	Fumarate	CoA
O2##CoA##bc1012	0.009646562569292628	-0.009031806894447093	0.0	0.009031806894151577	-0.008787916450873031	0.0	0.0	O2	CoA
O2##O2##bc1012	-5.651035195342047e-14	5.162537064506978e-14	0.0	1.0891287871572786e-13	0.999999999999887	0.0	0.0	O2	O2
Fumarate##Spermidine##bc1012	0.0022923842370253765	-0.002196979112789095	0.0	0.0	0.0	0.0	0.0	Fumarate	Spermidine
O2##Spermidine##bc1012	0.004823281284641992	-0.004515903447218729	0.0	0.004515903446877834	-0.004393958225239277	0.0	0.0	O2	Spermidine
Fumarate##L-Leucine##bc1012	0.30665953993182715	-0.29389689262646407	0.0	0.0	0.0	0.0	0.0	Fumarate	L-Leucine
O2##L-Leucine##bc1012	0.6452256981270335	-0.6041067859101457	0.0	0.6041067858992288	-0.5877937852419555	0.0	0.0	O2	L-Leucine
Fumarate##TRHL##bc1012	0.04838705324848332	-0.04637326657518094	0.0	0.0	0.0	0.0	0.0	Fumarate	TRHL
O2##TRHL##bc1012	0.10180857318022178	-0.09532052133158336	0.0	0.09532052132827415	-0.09274653314705032	0.0	0.0	O2	TRHL
Fumarate##dATP##bc1012	0.009737887280051373	-0.009332613011125812	0.0	0.0	0.0	0.0	0.0	Fumarate	dATP
O2##dATP##bc1012	0.020488960232413745	-0.019183240761446386	0.0	0.0191832407613713	-0.01866522602217436	0.0	0.0	O2	dATP
Fumarate##Formate##bc1012	0.002292384237008783	-0.0021969791127730374	0.0	0.0	0.0	0.0	0.0	Fumarate	Formate
O2##Formate##bc1012	0.00482328128460708	-0.004515903447185805	0.0	0.004515903446905305	-0.00439395822526502	0.0	0.0	O2	Formate
Fumarate##L-Valine##bc1012	0.28774341172726575	-0.27576802143243573	0.0	0.0	0.0	0.0	0.0	Fumarate	L-Valine
O2##L-Valine##bc1012	0.605425299191582	-0.5668427848813118	0.0	0.5668427848712049	-0.5515360428547122	0.0	0.0	O2	L-Valine
Fumarate##BIOT##bc1012	0.0022923842370423577	-0.0021969791128056628	0.0	0.0	0.0	0.0	0.0	Fumarate	BIOT
O2##BIOT##bc1012	0.004823281284677717	-0.004515903447252857	0.0	0.004515903446996035	-0.004393958225354438	0.0	0.0	O2	BIOT
Fumarate##H2O##bc1012	-5.432249297595127	5.7061683419021785	0.0	0.0	0.0	0.0	0.0	Fumarate	H2O
O2##H2O##bc1012	-11.429700984421007	11.729062482024831	0.0	-11.72906248189266	9.412336683671855	0.0	0.0	O2	H2O
Fumarate##L-Lysine##bc1012	0.23317765729098	-0.22347320068037763	0.0	0.0	0.0	0.0	0.0	Fumarate	L-Lysine
O2##L-Lysine##bc1012	0.4906164561084436	-0.459350474221107	0.0	0.45935047421325426	-0.4469464013528597	0.0	0.0	O2	L-Lysine
Fumarate##NADP##bc1012	0.004584768473866218	-0.004393958225391791	0.0	0.0	0.0	0.0	0.0	Fumarate	NADP
O2##NADP##bc1012	0.009646562568895805	-0.009031806894054462	0.0	0.009031806897158205	-0.008787916453875303	0.0	0.0	O2	NADP
Fumarate##Cu2+##bc1012	0.0022923842370041556	-0.002196979112767517	0.0	0.0	0.0	0.0	0.0	Fumarate	Cu2+
O2##Cu2+##bc1012	0.004823281284597345	-0.004515903447174451	0.0	0.004515903447071018	-0.004393958225429722	0.0	0.0	O2	Cu2+
Fumarate##Ala-Ala##bc1012	0.020431449782581806	-0.019581127671064135	0.0	0.0	0.0	0.0	0.0	Fumarate	Ala-Ala
O2##Ala-Ala##bc1012	0.04298870484395964	-0.040249122731955064	0.0	0.04024912273135971	-0.039162255341530935	0.0	0.0	O2	Ala-Ala
Fumarate##5-Aminolevulinate##bc1012	0.018339073896190248	-0.01757583290229533	0.0	0.0	0.0	0.0	0.0	Fumarate	5-Aminolevulinate
O2##5-Aminolevulinate##bc1012	0.03858625027710905	-0.036127227577714575	0.0	0.03612722757616023	-0.03515166580304197	0.0	0.0	O2	5-Aminolevulinate
Fumarate##1,2-Diacyl-sn-glycerol dioctadecanoyl##bc1012	0.1017719861829242	-0.09753640960341606	0.0	0.0	0.0	0.0	0.0	Fumarate	1,2-Diacyl-sn-glycerol dioctadecanoyl
O2##1,2-Diacyl-sn-glycerol dioctadecanoyl##bc1012	0.21413291381461694	-0.20048666179544844	0.0	0.2004866617918346	-0.19507281920320144	0.0	0.0	O2	1,2-Diacyl-sn-glycerol dioctadecanoyl
Fumarate##AMP##bc1012	0.08771146348144793	-0.08406106188857108	0.0	0.0	0.0	0.0	0.0	Fumarate	AMP
O2##AMP##bc1012	0.18454893094518504	-0.1727880055616683	0.0	0.17278800555021354	-0.16812212376567484	0.0	0.0	O2	AMP
Fumarate##Folate##bc1012	0.006877152711038934	-0.0065909373383324105	0.0	0.0	0.0	0.0	0.0	Fumarate	Folate
O2##Folate##bc1012	0.014469843853847704	-0.013547710341584716	0.0	0.013547710341352263	-0.013181874676432333	0.0	0.0	O2	Folate
Fumarate##Riboflavin##bc1012	0.00687715271137531	-0.006590937338674248	0.0	0.0	0.0	0.0	0.0	Fumarate	Riboflavin
O2##Riboflavin##bc1012	0.014469843854555452	-0.013547710342287364	0.0	0.01354771033708385	-0.013181874672169202	0.0	0.0	O2	Riboflavin
Fumarate##L-Isoleucine##bc1012	0.19752803105928235	-0.18930725112237587	0.0	0.0	0.0	0.0	0.0	Fumarate	L-Isoleucine
O2##L-Isoleucine##bc1012	0.4156080119608113	-0.38912216458979176	0.0	0.38912216458283133	-0.378614502237754	0.0	0.0	O2	L-Isoleucine
Fumarate##L-Threonine##bc1012	0.17242778401862244	-0.165251633576461	0.0	0.0	0.0	0.0	0.0	Fumarate	L-Threonine
O2##L-Threonine##bc1012	0.3627959441426337	-0.3396757016861625	0.0	0.3396757016799465	-0.33050326714667394	0.0	0.0	O2	L-Threonine
Fumarate##Co2+##bc1012	0.002292384237031993	-0.0021969791127956257	0.0	0.0	0.0	0.0	0.0	Fumarate	Co2+
O2##Co2+##bc1012	0.004823281284655953	-0.004515903447232233	0.0	0.004515903447149389	-0.004393958225508744	0.0	0.0	O2	Co2+
Fumarate##Nicotinamide ribonucleotide##bc1012	0.0022923842370249073	-0.0021969791127886855	0.0	0.0	0.0	0.0	0.0	Fumarate	Nicotinamide ribonucleotide
O2##Nicotinamide ribonucleotide##bc1012	0.004823281284640896	-0.004515903447217913	0.0	0.004515903447167141	-0.004393958225525509	0.0	0.0	O2	Nicotinamide ribonucleotide
Fumarate##L-Cysteine##bc1012	0.062204960057347866	-0.0596160956573269	0.0	0.0	0.0	0.0	0.0	Fumarate	L-Cysteine
O2##L-Cysteine##bc1012	0.1308820811147408	-0.12254123415259478	0.0	0.1225412341502928	-0.11923219131234007	0.0	0.0	O2	L-Cysteine
Fumarate##Mn2+##bc1012	0.002292384237016609	-0.0021969791127799043	0.0	0.0	0.0	0.0	0.0	Fumarate	Mn2+
O2##Mn2+##bc1012	0.004823281284623541	-0.004515903447199908	0.0	0.004515903447241406	-0.004393958225600387	0.0	0.0	O2	Mn2+
Fumarate##Cl-##bc1012	0.0022923842370275033	-0.002196979112791426	0.0	0.0	0.0	0.0	0.0	Fumarate	Cl-
O2##Cl-##bc1012	0.004823281284646463	-0.0045159034472235906	0.0	0.004515903447074454	-0.00439395822543308	0.0	0.0	O2	Cl-
Fumarate##Chorismate##bc1012	0.004584768474068551	-0.004393958225592557	0.0	0.0	0.0	0.0	0.0	Fumarate	Chorismate
O2##Chorismate##bc1012	0.009646562569321471	-0.00903180689446695	0.0	0.009031806894233486	-0.008787916450951122	0.0	0.0	O2	Chorismate
Fumarate##L-Histidine##bc1012	0.06475136193105047	-0.06205652062576568	0.0	0.0	0.0	0.0	0.0	Fumarate	L-Histidine
O2##L-Histidine##bc1012	0.13623982712530672	-0.12755754198342367	0.0	0.1275575419809573	-0.12411304124905248	0.0	0.0	O2	L-Histidine
Fumarate##L-Aspartate##bc1012	0.16406103500505534	-0.1572330943944758	0.0	0.0	0.0	0.0	0.0	Fumarate	L-Aspartate
O2##L-Aspartate##bc1012	0.3451919215365456	-0.3231935473849248	0.0	0.3231935473789832	-0.3144661887829805	0.0	0.0	O2	L-Aspartate
Fumarate##GTP##bc1012	0.11061541589759172	-0.10601179084829272	0.0	0.0	0.0	0.0	0.0	Fumarate	GTP
O2##GTP##bc1012	0.23273989441842344	-0.21790785763542295	0.0	0.21790785763125106	-0.21202358169239383	0.0	0.0	O2	GTP
Fumarate##H+##bc1012	1.175786510721442	-1.6268522804471361	0.0	0.0	0.0	0.0	0.0	Fumarate	H+
O2##H+##bc1012	2.473908597127923	-3.344004400688392	0.0	3.3440044006969245	-3.2537045609032846	0.0	0.0	O2	H+
Fumarate##Niacin##bc1012	-0.002292384237035161	0.0021969791127988245	0.0	0.0	0.0	0.0	0.0	Fumarate	Niacin
O2##Niacin##bc1012	-0.0048232812846625795	0.004515903447238803	0.0	-0.004515903447204983	0.004393958225563527	0.0	0.0	O2	Niacin
Fumarate##Oxidized glutathione##bc1012	0.0011461921184988942	-0.0010984895563806586	0.0	0.0	0.0	0.0	0.0	Fumarate	Oxidized glutathione
O2##Oxidized glutathione##bc1012	0.002411640642291979	-0.002257951723580848	0.0	0.002257951723646464	-0.0021969791128261668	0.0	0.0	O2	Oxidized glutathione
Fumarate##4-Hydroxybenzoate##bc1012	0.0022923842366709664	-0.0021969791124254712	0.0	0.0	0.0	0.0	0.0	Fumarate	4-Hydroxybenzoate
O2##4-Hydroxybenzoate##bc1012	0.004823281283896292	-0.0045159034464713685	0.0	0.004515903450642646	-0.004393958229042119	0.0	0.0	O2	4-Hydroxybenzoate
Fumarate##L-Phenylalanine##bc1012	0.12622877859591436	-0.12097535200639958	0.0	0.0	0.0	0.0	0.0	Fumarate	L-Phenylalanine
