	0.0000-0.0000	0.0000-1.8350	1.8350-6.3781	6.3781-20.0000	Source	Target
Blautia_coccoides_YL58##Turicimonas_muris_YL45##Riboflavin	-126.68907411739075	-126.68907411739085	-126.68907411739085	-126.68907411756355	Blautia_coccoides_YL58	Turicimonas_muris_YL45
Turicimonas_muris_YL45##Blautia_coccoides_YL58##PAN	-96.79614652632517	-96.7961465247512	-96.7961465247512	-96.79614652482847	Turicimonas_muris_YL45	Blautia_coccoides_YL58
