	0.0000-0.0012	0.0727-0.0821	0.0821-0.0985	0.0985-0.1232	0.1246-0.2301	0.2301-0.2302	0.2302-0.2302	0.2302-0.2376	0.2378-0.2431	0.2431-0.2431	0.2431-0.2432	0.2471-19.3033	19.3711-19.3729	19.3729-19.5635	19.5635-19.5759	19.5759-19.5763	19.5909-19.5944	19.6012-19.6200	19.6200-19.8922	19.8922-20.0000	Source	Target
Bacteroides_caecimuris_I48##L-Aspartate-e0##Microbe##Riboflavin	0.9999999999978021	-3.3333333333076727	0.0	-0.7207424149535148	-1381.87768001605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	L-Aspartate-e0
Bacteroides_caecimuris_I48##L-Aspartate-e0##Microbe##PAN	-1074.1513280393046	1026.4110293378028	-301.50904917200893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	L-Aspartate-e0
Bacteroides_caecimuris_I48##D-Glucose-e0##Microbe##Spermidine-e0	0.8333333333272945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	D-Glucose-e0
Bacteroides_caecimuris_I48##D-Glucose-e0##Microbe##O2-e0	-1.0000000000193132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	D-Glucose-e0
Bacteroides_caecimuris_I48##D-Glucose-e0##Microbe##Folate	1.1666666666572514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	D-Glucose-e0
Bacteroides_caecimuris_I48##D-Glucose-e0##Microbe##Riboflavin	2.1666666666646703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	D-Glucose-e0
Bacteroides_caecimuris_I48##D-Glucose-e0##Microbe##PAN	-1050.2811786934847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	D-Glucose-e0
Bacteroides_caecimuris_I48##D-Glucose-e0##Microbe##XAN-e0-e0	-1.3333333333344901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	D-Glucose-e0
Bacteroides_caecimuris_I48##L-Cysteine-e0##Microbe##PAN	-13.013505963492111	-13.013505963704636	-13.013505963600524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	L-Cysteine-e0
Bacteroides_caecimuris_I48##L-Glutamate-e0##Microbe##Folate	0.999999999999388	0.9999999999973401	0.9999999999978278	0.7891239507664076	0.9999999999981439	0.999999999998764	1.0000000000011473	0.9999999999982205	0.9999999999998083	0.9999999999990955	0.9999999999997554	0.9999999999967554	0.9999999999967554	0.9999999999967554	0.9999999999967554	0.9999999999967554	0.9999999999967554	0.9999999999967554	0.9999999999967554	0.9999999999967554	Bacteroides_caecimuris_I48	L-Glutamate-e0
Bacteroides_caecimuris_I48##L-Glutamate-e0##Microbe##PAN	-67.04418554083283	-67.04418553868096	-67.04418553922216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	L-Glutamate-e0
Bacteroides_caecimuris_I48##L-Histidine-e0##Microbe##PAN	-11.393282031192296	-11.39328203114792	-11.393282031126882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	L-Histidine-e0
Bacteroides_caecimuris_I48##L-Arginine-e0##Microbe##Spermidine-e0	0.999999999999791	0.9999999999997058	0.9999999999997256	0.9907974308273424	1.0000000000001779	1.0000000000001612	1.0000000000001985	1.0000000000002396	1.0000000000002218	1.0000000000002904	1.000000000000261	1.0000000000002824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	L-Arginine-e0
Bacteroides_caecimuris_I48##L-Arginine-e0##Microbe##PAN	-36.572358341810734	-36.57235834146279	-36.57235834146392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	L-Arginine-e0
Bacteroides_caecimuris_I48##L-Lysine-e0##Microbe##PAN	-41.2689993574107	-41.26899935698965	-41.268999357002315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	L-Lysine-e0
Bacteroides_caecimuris_I48##Inosine-e0##Microbe##Folate	0.9999999999994177	0.9999999999983005	0.9999999999983458	0.8110135561013543	0.9999999999996398	0.9999999999996175	0.9999999999991942	0.9999999999996501	0.9999999999996337	1.000000000000615	1.0000000000001337	1.000000000000172	1.000000000000172	1.000000000000172	1.000000000000172	1.000000000000172	1.000000000000172	1.000000000000172	1.000000000000172	1.000000000000172	Bacteroides_caecimuris_I48	Inosine-e0
Bacteroides_caecimuris_I48##Inosine-e0##Microbe##Riboflavin	0.9999999999998751	0.9999999999980981	0.9999999999983634	0.8563703026370718	-59.08478561410209	-59.084785614104725	-59.08478561397926	-59.084785614126	-59.084785614126936	-59.084785614463925	-59.084785614296756	-59.084785614304636	-59.084785614304636	-59.084785614304636	-59.084785614304636	-59.084785614304636	-59.084785614304636	-59.084785614304636	-59.084785614304636	-59.084785614304636	Bacteroides_caecimuris_I48	Inosine-e0
Bacteroides_caecimuris_I48##Inosine-e0##Microbe##PAN	-60.08478561388795	-60.084785613112444	-60.08478561319687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	Inosine-e0
Bacteroides_caecimuris_I48##Inosine-e0##Microbe##XAN-e0-e0	0.999999999999912	1.0000000000012006	1.0000000000009879	1.0831540353153761	1.000000000000171	1.0000000000001794	1.0000000000003777	1.0000000000001865	1.000000000000204	0.9999999999997514	0.9999999999999624	0.999999999999934	0.999999999999934	0.999999999999934	0.999999999999934	0.999999999999934	0.999999999999934	0.999999999999934	0.999999999999934	0.999999999999934	Bacteroides_caecimuris_I48	Inosine-e0
Bacteroides_caecimuris_I48##NH3-e0##Microbe##Spermidine-e0	-2.8333333333247595	-0.9999999999862214	-2.6666666666432874	-2.0091899289119746	-2.3333333333367547	-2.0000000000009805	-2.0000000000009663	-2.444444444455834	-2.000000000002969	-2.6666666666803516	-2.333333333340484	-2.000000000003654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	NH3-e0
Bacteroides_caecimuris_I48##NH3-e0##Microbe##O2-e0	-5.333333333302914	0.0	1.9999999999936686	0.027569786732468227	0.9999999999960911	0.0	0.0	1.3333333333256743	0.0	2.0000000000023443	0.9999999999971627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	NH3-e0
Bacteroides_caecimuris_I48##NH3-e0##Microbe##Folate	-4.2333333333174945	-5.999999999965388	-7.333333333265087	0.885125888610383	-2.1666666666623624	1.9999999999966702	1.9999999999995852	-3.5555555555532585	1.999999999998702	-6.33333333336268	-2.166666666671561	0.9999999999923627	0.9999999999923627	0.9999999999923627	0.9999999999923627	0.9999999999923627	0.9999999999923627	0.9999999999923627	0.9999999999923627	0.9999999999923627	Bacteroides_caecimuris_I48	NH3-e0
Bacteroides_caecimuris_I48##NH3-e0##Microbe##Riboflavin	-2.366666666662848	-2.9999999999619815	-6.333333333265836	-0.08730432465696071	1043.8465067499214	-338.0311732665887	-338.03117326730563	1489.3215565383648	-396.01031960230625	2396.642399087508	1000.8160397388649	290.58981029635265	290.58981029635265	290.58981029635265	290.58981029635265	290.58981029635265	290.58981029635265	290.58981029635265	290.58981029635265	290.58981029635265	Bacteroides_caecimuris_I48	NH3-e0
Bacteroides_caecimuris_I48##NH3-e0##Microbe##PAN	1546.7054403363352	1284.988817148124	2612.9088956592927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	NH3-e0
Bacteroides_caecimuris_I48##NH3-e0##Microbe##XAN-e0-e0	-0.9999999999985004	0.9999999999754637	3.6666666666239625	0.050544609011420036	1.8333333333305393	0.0	0.0	2.4444444444412503	0.0	3.6666666666771848	1.83333333333425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	NH3-e0
Bacteroides_caecimuris_I48##Neu5Ac-e0##Microbe##PAN	-6.99269702608769	-6.992697025838224	-6.992697025903404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	Neu5Ac-e0
Bacteroides_caecimuris_I48##Acetate-e0##Microbe##Spermidine-e0	-0.8333333333222528	1.0000000000197211	1.0000000000164733	1.4376106097604766	1.3333333333316373	1.2222222222199939	0.9999999999949508	1.4444444444485778	1.1333333333312419	0.33333333331663145	1.1666666666646088	1.666666666671674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	Acetate-e0
Bacteroides_caecimuris_I48##Acetate-e0##Microbe##O2-e0	-3.3333333332950943	1.9999999999931966	1.9999999999970357	0.6871681707153219	0.999999999998209	1.3333333333304072	1.9999999999930396	0.6666666666689782	1.5999999999984749	4.000000000009705	1.5000000000014704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	Acetate-e0
Bacteroides_caecimuris_I48##Acetate-e0##Microbe##Folate	-4.233333333313943	-5.999999999953672	-5.999999999954504	-0.5298673779843432	-1.8333333333320079	-3.222222222217189	-5.999999999979692	-0.44444444444062464	-4.333333333327084	-14.333333333379064	-3.9166666666699976	0.8333333333438243	0.8333333333438243	0.8333333333438243	0.8333333333438243	0.8333333333438243	0.8333333333438243	0.8333333333438243	0.8333333333438243	0.8333333333438243	Bacteroides_caecimuris_I48	Acetate-e0
Bacteroides_caecimuris_I48##Acetate-e0##Microbe##Riboflavin	-2.36666666666218	-2.9999999999476286	-2.9999999999539892	1.157300792731126	414.57984290747055	875.2057362460479	1794.7093486647232	-32.64338113650244	1302.498822551036	4653.082084984925	1163.5161866197532	98.17684245198807	98.17684245198807	98.17684245198807	98.17684245198807	98.17684245198807	98.17684245198807	98.17684245198807	98.17684245198807	98.17684245198807	Bacteroides_caecimuris_I48	Acetate-e0
Bacteroides_caecimuris_I48##Acetate-e0##Microbe##PAN	2000.8453093005792	1739.128686106215	1739.1286861081533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	Acetate-e0
Bacteroides_caecimuris_I48##L-Asparagine-e0##Microbe##PAN	-28.98957316819622	-28.989573166721083	-28.989573167135834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	L-Asparagine-e0
Bacteroides_caecimuris_I48##Ca2+-e0##Microbe##PAN	-0.9241112603167583	-0.9241112603024492	-0.9241112603039867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	Ca2+-e0
Bacteroides_caecimuris_I48##Cu2+-e0##Microbe##PAN	-0.9241112603176507	-0.9241112603031857	-0.9241112603050524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	Cu2+-e0
Bacteroides_caecimuris_I48##Fe2+-e0##Microbe##PAN	-1.9241112603153687	-1.924111260586534	-1.9241112604931576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	Fe2+-e0
Bacteroides_caecimuris_I48##Formate-e0##Microbe##Folate	-0.9999999999999618	-0.9999999999994997	-0.9999999999996835	-0.9827006881898058	-0.9999999999994017	-0.9999999999997485	-1.0000000000005653	-0.999999999999512	-1.0000000000000386	7.3333333333621775	-0.9999999999999178	-0.9999999999994535	-0.9999999999994535	-0.9999999999994535	-0.9999999999994535	-0.9999999999994535	-0.9999999999994535	-0.9999999999994535	-0.9999999999994535	-0.9999999999994535	Bacteroides_caecimuris_I48	Formate-e0
Bacteroides_caecimuris_I48##Formate-e0##Microbe##Riboflavin	-3.0000000000000018	-2.9999999999989106	-2.999999999999381	-2.9868525230239107	2.499999999531667	2.4999999996465028	2.4999999998374083	2.4999999994924007	2.499999999670189	-2790.152718690476	1.4999999998336249	1.499999999730183	1.499999999730183	1.499999999730183	1.499999999730183	1.499999999730183	1.499999999730183	1.499999999730183	1.499999999730183	1.499999999730183	Bacteroides_caecimuris_I48	Formate-e0
Bacteroides_caecimuris_I48##Formate-e0##Microbe##PAN	5.499999999968731	5.499999999385696	5.499999999571471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	Formate-e0
Bacteroides_caecimuris_I48##K+-e0##Microbe##PAN	-0.9241112603190448	-0.9241112603030228	-0.9241112603053182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	K+-e0
Bacteroides_caecimuris_I48##L-Methionine-e0##Microbe##Spermidine-e0	0.9999999999998941	0.9999999999994069	0.9999999999995793	0.9950977058469579	0.9999999999997957	0.9999999999998012	0.9999999999997945	0.9999999999997425	0.9999999999997679	1.0000000000004101	1.0000000000003741	1.0000000000004419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	L-Methionine-e0
Bacteroides_caecimuris_I48##L-Methionine-e0##Microbe##PAN	-19.482435295019215	-19.482435294458494	-19.482435294587468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	L-Methionine-e0
Bacteroides_caecimuris_I48##Succinate-e0##Microbe##Folate	-1.9999999999905946	0.3333333333066282	-0.9999999999929998	-0.17664302323445677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	Succinate-e0
Bacteroides_caecimuris_I48##Succinate-e0##Microbe##Riboflavin	-0.9999999999979264	3.333333333305387	0.0	0.6257513023421455	20.591089365134067	20.59108936512307	20.591089365051086	20.59108936514289	20.591089365102892	20.591089365247228	20.59108936520098	20.591089365159277	20.591089365159277	20.591089365159277	20.591089365159277	20.591089365159277	20.591089365159277	20.591089365159277	20.591089365159277	20.591089365159277	Bacteroides_caecimuris_I48	Succinate-e0
Bacteroides_caecimuris_I48##Succinate-e0##Microbe##PAN	1034.4135806146014	-1066.1487767614592	261.77130174813425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	Succinate-e0
Bacteroides_caecimuris_I48##Cl--e0##Microbe##PAN	-0.9241112603179182	-0.9241112603021084	-0.924111260304388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	Cl--e0
Bacteroides_caecimuris_I48##H2-e0##Microbe##Spermidine-e0	-0.833333333320117	1.0000000000211087	2.666666666673248	2.8591759215078647	2.6666666666610133	2.6666666666614627	1.66666666665044	2.8888888888973776	2.266666666665334	2.666666666669064	2.666666666669325	2.6666666666711833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	H2-e0
Bacteroides_caecimuris_I48##H2-e0##Microbe##O2-e0	-3.333333333288601	1.9999999999910725	0.0	-0.5775277645388385	0.0	0.0	2.999999999977673	-0.6666666666621057	1.1999999999997109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	H2-e0
Bacteroides_caecimuris_I48##H2-e0##Microbe##Folate	-4.2333333333106795	-5.999999999945782	-4.666666666646599	-2.260300981106886	-5.666666666665613	-5.666666666662852	-18.166666666605625	-2.888888888879155	-10.666666666654423	-5.666666666668857	-5.666666666667598	-5.666666666652347	-5.666666666652347	-5.666666666652347	-5.666666666652347	-5.666666666652347	-5.666666666652347	-5.666666666652347	-5.666666666652347	-5.666666666652347	Bacteroides_caecimuris_I48	H2-e0
Bacteroides_caecimuris_I48##H2-e0##Microbe##Riboflavin	-2.366666666661507	-2.9999999999413496	0.3333333333529112	2.162171254354947	1006.5735327943132	1006.5735327935577	5144.339788680833	119.11978172940981	2712.3547371607065	1035.5631059571033	1035.5631059565687	1035.5631059531593	1035.5631059531593	1035.5631059531593	1035.5631059531593	1035.5631059531593	1035.5631059531593	1035.5631059531593	1035.5631059531593	1035.5631059531593	Bacteroides_caecimuris_I48	H2-e0
Bacteroides_caecimuris_I48##H2-e0##Microbe##PAN	2354.696688763927	2092.980065567624	765.0599870591155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	H2-e0
Bacteroides_caecimuris_I48##Mg-e0##Microbe##PAN	-0.9241112603171714	-0.9241112603042604	-0.9241112603057993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	Mg-e0
Bacteroides_caecimuris_I48##Sucrose-e0##Microbe##PAN	-6.992697026107367	-6.992697026151177	-6.992697026110903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	Sucrose-e0
Bacteroides_caecimuris_I48##Glycerol-e0##Microbe##PAN	3.9543954170358075	3.9543954169738154	3.9543954169835733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	Glycerol-e0
Bacteroides_caecimuris_I48##H2O-e0##Microbe##Spermidine-e0	1.8333333333319417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	H2O-e0
Bacteroides_caecimuris_I48##H2O-e0##Microbe##O2-e0	5.33333333332733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	H2O-e0
Bacteroides_caecimuris_I48##H2O-e0##Microbe##Folate	-1.766666666670416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	H2O-e0
Bacteroides_caecimuris_I48##H2O-e0##Microbe##Riboflavin	-0.6333333333344792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	H2O-e0
Bacteroides_caecimuris_I48##H2O-e0##Microbe##PAN	-261.7166231729677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	H2O-e0
Bacteroides_caecimuris_I48##H2O-e0##Microbe##XAN-e0-e0	1.9999999999999851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	H2O-e0
Bacteroides_caecimuris_I48##CO2-e0##Microbe##Spermidine-e0	-3.8333333333185573	-1.9999999999721145	-1.9999999999768148	-1.4008570658125552	-2.000000000005339	-1.7777777777810277	-2.0000000000065876	-1.777777777780456	-1.866666666668694	-2.000000000005677	-1.6666666666663634	-1.33333333332774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	CO2-e0
