	0.0000-0.0000	0.0000-5.0431	5.0431-5.0431	5.0431-6.9372	6.9372-20.0000	Source	Target
Pyridoxal##Acutalibacter_muris_KB1##Metabolite##None	193.59229303371148	193.59229303371148	193.59229303371148	193.59229303371148	193.59229303371148	Pyridoxal	Acutalibacter_muris_KB1
Acutalibacter_muris_KB1##H2O-e0##Microbe##Spermidine-e0	-2.500000000002897	-2.500000000002897	-2.500000000002897	-2.500000000002897	-2.500000000002897	Acutalibacter_muris_KB1	H2O-e0
Acutalibacter_muris_KB1##H2O-e0##Microbe##L-Lactate-e0	-0.3333333333340284	-0.3333333333340284	-0.3333333333340284	-0.3333333333340284	-0.3333333333340284	Acutalibacter_muris_KB1	H2O-e0
Acutalibacter_muris_KB1##H2O-e0##Microbe##Thiamine	-1.9444444444440452	-1.9444444444440452	-1.9444444444440452	-1.9444444444440452	-1.9444444444440452	Acutalibacter_muris_KB1	H2O-e0
Acutalibacter_muris_KB1##H2O-e0##Microbe##Pyridoxal	-4117.544257978498	-4117.544257978498	-4117.544257978498	-4117.544257978498	-4117.544257978498	Acutalibacter_muris_KB1	H2O-e0
Acutalibacter_muris_KB1##H2O-e0##Microbe##Puryvate	-0.33333333333579734	-0.33333333333579734	-0.33333333333579734	-0.33333333333579734	-0.33333333333579734	Acutalibacter_muris_KB1	H2O-e0
Acutalibacter_muris_KB1##Glycine-e0##Microbe##Thiamine	1.3333333333334194	1.3333333333334194	1.3333333333334194	1.3333333333334194	1.3333333333334194	Acutalibacter_muris_KB1	Glycine-e0
Acutalibacter_muris_KB1##Glycine-e0##Microbe##Pyridoxal	-109.2042819332184	-109.2042819332184	-109.2042819332184	-109.2042819332184	-109.2042819332184	Acutalibacter_muris_KB1	Glycine-e0
Acutalibacter_muris_KB1##Phosphate-e0##Microbe##Pyridoxal	-259.7283712389129	-259.7283712389129	-259.7283712389129	-259.7283712389129	-259.7283712389129	Acutalibacter_muris_KB1	Phosphate-e0
Acutalibacter_muris_KB1##D-Glucose-e0##Microbe##Spermidine-e0	0.49999999999753886	0.49999999999753886	0.49999999999753886	0.49999999999753886	0.49999999999753886	Acutalibacter_muris_KB1	D-Glucose-e0
Acutalibacter_muris_KB1##D-Glucose-e0##Microbe##L-Lactate-e0	0.3333333333327047	0.3333333333327047	0.3333333333327047	0.3333333333327047	0.3333333333327047	Acutalibacter_muris_KB1	D-Glucose-e0
Acutalibacter_muris_KB1##D-Glucose-e0##Microbe##Thiamine	5.277777777778166	5.277777777778166	5.277777777778166	5.277777777778166	5.277777777778166	Acutalibacter_muris_KB1	D-Glucose-e0
Acutalibacter_muris_KB1##D-Glucose-e0##Microbe##Pyridoxal	-3719.1345486307355	-3719.1345486307355	-3719.1345486307355	-3719.1345486307355	-3719.1345486307355	Acutalibacter_muris_KB1	D-Glucose-e0
Acutalibacter_muris_KB1##D-Glucose-e0##Microbe##Puryvate	0.3333333333311659	0.3333333333311659	0.3333333333311659	0.3333333333311659	0.3333333333311659	Acutalibacter_muris_KB1	D-Glucose-e0
Acutalibacter_muris_KB1##Mn2+-e0##Microbe##Pyridoxal	-1.4121250719524567	-1.4121250719524567	-1.4121250719524567	-1.4121250719524567	-1.4121250719524567	Acutalibacter_muris_KB1	Mn2+-e0
Acutalibacter_muris_KB1##Zn2+-e0##Microbe##Pyridoxal	-1.4121250719209246	-1.4121250719209246	-1.4121250719209246	-1.4121250719209246	-1.4121250719209246	Acutalibacter_muris_KB1	Zn2+-e0
Acutalibacter_muris_KB1##L-Lysine-e0##Microbe##Pyridoxal	-72.7193238692557	-72.7193238692557	-72.7193238692557	-72.7193238692557	-72.7193238692557	Acutalibacter_muris_KB1	L-Lysine-e0
Acutalibacter_muris_KB1##Sulfate-e0##Microbe##Pyridoxal	-1.4121250719541507	-1.4121250719541507	-1.4121250719541507	-1.4121250719541507	-1.4121250719541507	Acutalibacter_muris_KB1	Sulfate-e0
Acutalibacter_muris_KB1##L-Arginine-e0##Microbe##Pyridoxal	-43.447494767458856	-43.447494767458856	-43.447494767458856	-43.447494767458856	-43.447494767458856	Acutalibacter_muris_KB1	L-Arginine-e0
Acutalibacter_muris_KB1##L-Glutamine-e0##Microbe##Spermidine-e0	0.9999999999999513	0.9999999999999513	0.9999999999999513	0.9999999999999513	0.9999999999999513	Acutalibacter_muris_KB1	L-Glutamine-e0
Acutalibacter_muris_KB1##L-Glutamine-e0##Microbe##Pyridoxal	-123.63775242578389	-123.63775242578389	-123.63775242578389	-123.63775242578389	-123.63775242578389	Acutalibacter_muris_KB1	L-Glutamine-e0
Acutalibacter_muris_KB1##L-Histidine-e0##Microbe##Pyridoxal	-18.409955409936344	-18.409955409936344	-18.409955409936344	-18.409955409936344	-18.409955409936344	Acutalibacter_muris_KB1	L-Histidine-e0
Acutalibacter_muris_KB1##L-Proline-e0##Microbe##Pyridoxal	-36.17556238053251	-36.17556238053251	-36.17556238053251	-36.17556238053251	-36.17556238053251	Acutalibacter_muris_KB1	L-Proline-e0
Acutalibacter_muris_KB1##Co2+-e0##Microbe##Pyridoxal	-1.412125071936898	-1.412125071936898	-1.412125071936898	-1.412125071936898	-1.412125071936898	Acutalibacter_muris_KB1	Co2+-e0
Acutalibacter_muris_KB1##L-Valine-e0##Microbe##Pyridoxal	-69.12938256425586	-69.12938256425586	-69.12938256425586	-69.12938256425586	-69.12938256425586	Acutalibacter_muris_KB1	L-Valine-e0
Acutalibacter_muris_KB1##L-Threonine-e0##Microbe##Pyridoxal	-117.1159145597341	-117.1159145597341	-117.1159145597341	-117.1159145597341	-117.1159145597341	Acutalibacter_muris_KB1	L-Threonine-e0
Acutalibacter_muris_KB1##Spermidine-e0##Microbe##Spermidine-e0	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	Acutalibacter_muris_KB1	Spermidine-e0
Acutalibacter_muris_KB1##fe3-e0##Microbe##Pyridoxal	-1.4121250719483869	-1.4121250719483869	-1.4121250719483869	-1.4121250719483869	-1.4121250719483869	Acutalibacter_muris_KB1	fe3-e0
