	Avg_bc1001	Var_bc1001	Avg_bc1009	Var_bc1009	Avg_InAmount	Var_InAmount	Avg_OutAmount	Var_OutAmount	Avg_AllAmount	Var_AllAmount	In	InAmount	Out	OutAmount	All	AllAmount
Deoxycytidine	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
Deoxyguanosine	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
Enterobactin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Fe-enterochlin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Folate	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
Formate	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
GTP	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
Glycerol	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
Glycine	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
H+	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
H2O	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
Heme	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
K+	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
L-Alanine	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
L-Arginine	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
L-Asparagine	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
L-Aspartate	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
L-Cysteine	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
L-Glutamate	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
L-Glutamine	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
L-Histidine	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
L-Inositol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Isoleucine	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
L-Lactate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Leucine	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
L-Lysine	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
L-Methionine	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
L-Phenylalanine	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
L-Proline	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
L-Serine	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
L-Threonine	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
L-Tryptophan	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
L-Tyrosine	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
L-Valine	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
Methanol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Mg	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
Mn2+	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
Myristic acid	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
N-Acetyl-D-glucosamine	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
NADP	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
NH3	0.0	0.0	0.0	0.0	0.8997928628982649	0.009035243332452831	0.0	0.0	0.8997928628982649	0.009035243332452831	bc1009	1		1	bc1009	1
Na+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Niacin	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
Nicotinamide ribonucleotide	0.0	0.0	0.0	0.0	0.8997928628982649	0.009035243332452831	0.0	0.0	0.8997928628982649	0.009035243332452831	bc1001	1		1	bc1001	1
Nitrate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Nitrite	0.0	0.0	0.0	0.0	0.8997928628982649	0.009035243332452831	0.0	0.0	0.8997928628982649	0.009035243332452831	bc1001	1		1	bc1001	1
O2	0.0725512420321209	0.005262865185955494	0.0729373606128237	0.005337508748147194	1.7995857257965298	0.036140973329811324	0.9523574513535024	0.9068438458583985	2.7519431771500322	0.9812370955387341	bc1001.bc1009	1	bc1001.bc1009.	2	bc1001.bc1009bc1001.bc1009.bc1001.bc1009	2
Oxidized glutathione	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
PAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
PPi	0.0	0.0	0.0	0.0	0.8997928628982649	0.009035243332452831	0.0	0.0	0.8997928628982649	0.009035243332452831	bc1009	1		1	bc1009	1
Putrescine	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
Pyridoxal	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
Riboflavin	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
S-Adenosyl-L-methionine	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
Spermidine	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
Sulfate	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
TRHL	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
TTP	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
Thiamin	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
UMP	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
Uracil	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Zn2+	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
chromate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
dATP	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
dGTP	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
ddca	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
fe3	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
meso-2,6-Diaminopimelate	0.0	0.0	0.0	0.0	1.7995857257965298	0.036140973329811324	0.0	0.0	1.7995857257965298	0.036140973329811324	bc1001.bc1009	1		1	bc1001.bc1009	1
