	0.0000-0.0009	0.0009-0.0010	0.0010-0.0012	0.0029-0.0030	0.0040-0.0113	0.0113-0.0121	0.0121-0.0122	0.0122-0.0122	0.0122-0.0170	0.0234-0.0991	0.0991-0.0995	0.1013-0.2024	0.2024-0.2034	0.2034-0.2043	0.2052-0.2121	0.2121-0.2136	0.2136-0.2145	0.2145-0.2169	0.2195-0.2207	0.2223-0.2233	0.2233-0.2276	0.2281-0.2316	0.2335-0.2338	0.2338-0.2794	0.2794-0.2977	0.2977-0.3104	0.3146-0.3285	0.3285-0.3286	0.3286-0.3287	0.3746-0.3928	0.3928-0.4108	0.4108-0.4151	0.4196-0.4540	0.4540-0.4553	0.4553-0.4615	0.4615-0.5183	0.5183-0.5186	0.5186-0.5190	0.5190-20.0000	Source	Target
Riboflavin##Inosine##Clostridium_innocuum_I46	2.9999999999967804	3.0000000000016107	2.9999999999993596	3.0000000000006137	2.9999999999996927	1.0000000000116636	1.000000000009532	1.000000000024178	1.7692307692428961	5.000000000000223	-25.000000000992962	4.538461538467526	3.2857142857185546	-31.000000002778698	3.000000000003386	1.999999999999726	2.446808510639041	0.833333333333951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	Inosine
PAN##Inosine##Clostridium_innocuum_I46	-101.47884223467317	-101.47884223653693	-101.47884223563172	-101.47884223498818	-101.47884223507756	860.1952649815132	860.1952649798404	860.1952649854933	1124.934798382842	-83.46482817241183	-1708.292824795413	-147.44906390393973	-419.00277870368024	-4392.250428601492	146.18063642704902	-84.76225569624526	5.265549229521712	-291.89080308262265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Inosine
L-Aspartate-e0##L-Glutamine-e0##Clostridium_innocuum_I46	0.0	1.0000000000487526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8686901864448471	-0.9999999999947111	-0.9999999999935668	1.0000000000187792	-0.999999999992193	2.000000000022025	-2.0000000000122866	2.000000000027303	0.6666666666669225	-1.9999999999952283	0.030390860093845253	0.7500000000009588	-0.0912387232713041	0.7500000000345489	0.0	0.0	0.0	0.0	L-Aspartate-e0	L-Glutamine-e0
N-Acetyl-D-chondrosamine-e0##L-Glutamine-e0##Clostridium_innocuum_I46	0.0	-0.8000000000368667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.737380372889935	-2.9999999999846794	-2.999999999981494	3.666666666734096	-2.9999999999758487	7.000000000083444	-3.0000000000348437	7.000000000098947	3.666666666672503	-5.999999999988729	-0.647151368843472	1.2500000000133946	-0.1520645387855542	1.2500000000837306	0.0	0.0	0.0	0.0	N-Acetyl-D-chondrosamine-e0	L-Glutamine-e0
L-Aspartate-e0##Fumarate-e0##Clostridium_innocuum_I46	0.0	2.0000000000952474	0.0	0.0	0.0	0.0	0.0	1.6666666666876644	0.0	0.0	0.0	0.0	0.0	0.0	0.09523809523901598	0.07692307692308668	0.08510638297907695	-0.08333333333904255	0.0	0.0	0.0	-0.012793019673858768	0.0	0.0	0.0	0.0	-3.0000000000242313	0.9999999999994355	0.9999999999997826	-0.33333333333355436	2.3333333333279636	0.046967564680873264	0.5000000000006162	-0.02785996842761273	0.5000000000216379	-0.9999999999950985	0.18100119954516175	0.1901200826905809	0.0	L-Aspartate-e0	Fumarate-e0
Spermidine-e0##Fumarate-e0##Clostridium_innocuum_I46	0.0	-0.9999999999963498	0.0	0.0	0.0	0.0	0.0	17.33333333343091	0.0	0.0	0.0	-0.6923076923084951	-0.14285714284266177	-0.9999999999928041	-0.8095238095254033	-0.6923076923076575	-0.7446808510643719	0.3333333333410817	0.49999999999987516	0.4999999999998662	0.4999999999998799	0.4744139606522029	0.5000000000000775	0.5000000000000555	0.500000000000014	0.5000000000000617	-1.4999999999887128	-0.500000000000064	-0.49999999999993694	-0.833333333331015	-2.6666666666668095	-0.899929481798891	-1.2500000000052947	-0.8101166929771054	-1.2500000000039426	0.0	-1.1810011995446574	-1.1901200826901803	216.44983071147152	Spermidine-e0	Fumarate-e0
Thiamin-e0##Fumarate-e0##Clostridium_innocuum_I46	0.0	22.40000000018696	0.0	0.0	0.0	0.0	0.0	-60.333333333780764	0.0	0.0	0.0	-0.2307692307694428	1.5714285714428233	11.000000000939842	-0.14285714286153098	0.3076923076924105	0.06382978723260194	5.083333333349652	0.9999999999997794	0.9999999999998882	0.999999999999784	1.083154627880261	0.999999999999594	0.9999999999996791	1.0000000000000548	0.9999999999997304	16.500000000166157	-0.99999999999727	-0.9999999999987284	9.333333333359965	-16.833333333318443	0.7301127985877989	-2.7500000000098845	2.6165763456804454	-626.1917392729225	1372.1888034118197	0.0	0.0	0.0	Thiamin-e0	Fumarate-e0
N-Acetyl-D-glucosamine-e0##Fumarate-e0##Clostridium_innocuum_I46	0.0	7.200000000088076	0.0	0.0	0.0	0.0	0.0	1.6666666666830674	0.0	0.0	0.0	0.0	-0.571428571433933	-4.000000000342017	0.0952380952386683	-0.07692307692306412	0.0	-1.583333333332364	0.0	0.0	0.0	-0.025586039347710747	-0.5883612220665988	-0.5883612220662187	-0.5883612220427272	-0.5883612220655302	1118.4457777767782	5.510859906347837	5.510859906252058	133.9703430843501	-211.80900226843136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	N-Acetyl-D-glucosamine-e0	Fumarate-e0
Folate-e0##Fumarate-e0##Clostridium_innocuum_I46	0.0	24.600000000350434	0.0	0.0	0.0	0.0	0.0	57.666666667035656	0.0	0.0	0.0	1.1538461538471734	0.7142857142614965	5.0000000002473	1.2857142857160082	1.2307692307692906	1.2978723404262071	-0.08333333334157304	0.0	0.0	0.0	-0.012793019673703367	0.0	0.0	0.0	0.0	-14.500000000115884	0.0	0.0	-2.0000000000019083	5.499999999988378	0.8233427459380039	1.750000000016958	0.9582100473582315	1.750000000038635	-2.499999999936782	3.4050059977249814	0.0	0.0	Folate-e0	Fumarate-e0
N-Acetyl-D-chondrosamine-e0##Fumarate-e0##Clostridium_innocuum_I46	0.0	-1.6000000000719508	0.0	0.0	0.0	0.0	0.0	0.33333333332702775	0.0	0.0	0.0	0.461538461537829	-0.571428571431741	-4.00000000032949	0.09523809523799852	-0.07692307692305865	0.0	-1.5833333333275976	0.0	0.0	0.0	-0.025586039347713724	0.0	0.0	0.0	0.0	-10.000000000092783	0.0	0.0	-3.333333333338306	6.333333333320605	0.30564176143131294	1.500000000008378	0.6202333859538998	1.5000000000524198	-1.0000000000288545	-2.181001199544865	-2.1901200826911116	-1.999999999998154	N-Acetyl-D-chondrosamine-e0	Fumarate-e0
O2-e0##Fumarate-e0##Clostridium_innocuum_I46	0.0	5.200000000045047	0.0	0.0	0.0	0.0	0.0	-24.66666666683394	0.0	0.0	0.0	0.0	0.5714285714323453	4.0000000003330864	0.0	0.1538461538461447	0.0851063829785519	1.4999999999999065	0.0	0.0	0.0	0.012793019673859901	0.0	0.0	0.0	0.0	4.000000000033367	0.0	0.0	2.0000000000033697	-1.9999999999966844	0.49421720216632875	0.0	0.7038132912367978	0.0	1.9999999999783467	-0.3620023990903403	-0.3802401653813719	0.0	O2-e0	Fumarate-e0
Riboflavin##Fumarate-e0##Clostridium_innocuum_I46	0.0	22.600000000132717	0.0	0.0	0.0	0.0	0.0	-5.000000000050221	0.0	0.0	0.0	0.4615384615394681	1.7142857142832044	12.00000000091813	0.666666666665428	0.999999999999996	0.8510638297869094	3.916666666665806	1.499999999999691	1.4999999999997238	1.499999999999694	1.6535162360862898	1.499999999999266	1.4999999999993865	1.5000000000004146	1.4999999999994404	46.50000000035072	-1.4999999999934979	-1.4999999999975426	14.833333333346681	-25.333333333264346	1.5834273067118767	-311.7208696105675	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	Fumarate-e0
L-Aspartate-e0##Succinate-e0##Clostridium_innocuum_I46	0.0	-3.0000000001434755	0.0	0.0	0.0	0.0	0.0	0.0	0.1282051282096055	0.0	-3.00000000010978	0.0	0.0	0.0	0.04761904762022534	0.038461538462239396	0.04255319149022601	-0.2500000000096722	-0.499999999999463	-0.4999999999994711	-0.5000000000024422	-0.7262696103671363	0.9999999999951655	0.0	0.0	0.0	-4.000000000025828	0.0	2.000000000012781	0.666666666666609	3.3333333333249984	-0.23125152375384306	-1.2500000000014466	-0.04717794914264356	-1.2500000000492768	0.9999999999944488	-0.34746654037526303	-0.3599625380819347	0.0	L-Aspartate-e0	Succinate-e0
N-Acetyl-D-chondrosamine-e0##Succinate-e0##Clostridium_innocuum_I46	0.0	2.4000000001084407	0.0	0.0	0.0	0.0	0.0	0.0	0.025641025637661224	0.0	3.0000000001163625	1.1538461538420026	-1.4285714285769449	-2.000000000146105	0.04761904761903483	-0.03846153846168768	0.0	-2.749999999990156	0.0	0.0	-1.000000000000324	-0.4525392207343444	2.999999999986174	0.0	0.0	0.0	-12.000000000099377	-2.000000000029009	3.000000000046489	-0.3333333333337689	9.33333333331365	-0.06420856262383173	-2.7500000000193188	-0.7452965819043804	-2.7500000001195475	1.0000000000329943	2.347466540374988	2.359962538081945	1.999999999997004	N-Acetyl-D-chondrosamine-e0	Succinate-e0
L-Aspartate-e0##H2O-e0##Clostridium_innocuum_I46	0.0	1.0000000000327927	0.0	0.0	0.0	0.0	0.0	1.666666666709515	0.8333333333500362	0.0	30.00000000107253	0.0	0.0	0.0	1.0952380952380623	0.8846153846050797	0.8723404255212223	0.49999999997640754	0.0	0.0	0.0	2.849537054889381	1.0000000000046132	1.0000000000058626	-1.0000000000236378	1.0000000000039317	2.0000000000197082	-2.0000000000166223	-2.000000000004408	-0.6666666666667819	-3.3333333333228152	1.0833717118562745	1.250000000000227	1.0445686681171742	1.2500000000071096	1.999999999995331	0.8871898314683798	0.871769230932672	0.9999999999991578	L-Aspartate-e0	H2O-e0
L-Aspartate-e0##CO2-e0##Clostridium_innocuum_I46	0.0	1.0000000000428304	0.0	0.0	0.0	0.0	0.0	0.0	0.06410256410180706	0.0	9.00000000033043	0.99999999998613	1.0000000000078675	1.0000000000311646	0.8571428571421797	0.8846153846160342	0.7659574468042114	0.9166666666679975	0.9999999999997723	0.9999999999997767	0.9999999999997777	1.9007645183488848	0.0	0.0	2.0000000000187703	0.0	4.0000000000235465	0.0	-2.0000000000155693	-0.6666666666668758	-3.3333333333223774	1.4819795898457333	1.249999999999832	1.4327408921256317	1.2499999999921825	-0.9999999999886621	1.7697920481445013	1.8055913999597362	1.0000000000042504	L-Aspartate-e0	CO2-e0
N-Acetyl-D-chondrosamine-e0##CO2-e0##Clostridium_innocuum_I46	0.0	-0.8000000000322286	0.0	0.0	0.0	0.0	0.0	0.0	0.01282051282118455	0.0	-9.000000000350113	-3.61538461536577	2.2380952381016597	7.000000000498471	0.8571428571427651	1.1153846153840177	0.0	1.41666666666483	0.9999999999998865	1.0000000000000298	0.9999999999998331	1.8015290366980587	-1.9999999999851983	-1.9999999999820295	4.666666666734522	-1.9999999999763831	10.00000000009016	0.0	-5.000000000057259	-1.6666666666702608	-11.33333333330709	1.3615825550483966	0.7499999999974548	1.054568153543042	0.7499999999815786	-3.0000000000674096	-5.769792048143833	-5.8055913999593685	-4.999999999993098	N-Acetyl-D-chondrosamine-e0	CO2-e0
L-Aspartate-e0##Ethanol-e0##Clostridium_innocuum_I46	0.0	2.000000000095328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L-Aspartate-e0	Ethanol-e0
N-Acetyl-D-chondrosamine-e0##Ethanol-e0##Clostridium_innocuum_I46	0.0	-1.600000000071992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	N-Acetyl-D-chondrosamine-e0	Ethanol-e0
O2-e0##Ethanol-e0##Clostridium_innocuum_I46	0.0	5.200000000045089	0.0	-0.999999999999537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	O2-e0	Ethanol-e0
L-Glutamine-e0##D-Glucose-e0##Clostridium_innocuum_I46	0.0	0.0	0.0	-1.0000000000022502	-0.5000000000004613	-0.999999999993807	14.400000000008738	-2.999999999924789	-0.2115384615390505	-0.4999999999989117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L-Glutamine-e0	D-Glucose-e0
L-Glutamine-e0##L-Glutamine-e0##Clostridium_innocuum_I46	0.0	0.0	0.0	-0.9999999999999997	-0.999999999999999	-0.9999999999999999	-0.9999999999999982	-1.0000000000000047	-1.0000000000000009	-0.9999999999999993	-0.9999999999999991	-1.000000000000001	-0.9999999999999994	-0.9999999999999996	-0.9999999999999988	-0.9999999999999997	-1.0000000000000009	-0.9999999999999998	-1.000000000000001	-0.9999999999999982	-0.9999999999999994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.999999999999999	-0.9999999999999998	-1.0000000000000018	-0.9999999999999984	L-Glutamine-e0	L-Glutamine-e0
L-Glutamine-e0##H+-e0##Clostridium_innocuum_I46	0.0	0.0	0.0	0.999999999997371	0.9999999999995247	7.99999999996774	-22.800000000017327	11.999999999771745	-0.2692307692290551	1.000000000001452	-10.000000000392403	-0.9999999999884354	0.285714285710593	-10.000000000919156	0.7380952380954184	1.0769230769231888	-0.2553191489369966	-0.5833333333326172	0.9999999999999557	1.0000000000005196	0.9999999999995819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.9999999999068034	4.327895727239239	4.346560598735704	1.9999999999929334	L-Glutamine-e0	H+-e0
L-Glutamine-e0##L-Alanine-e0##Clostridium_innocuum_I46	0.0	0.0	0.0	1.999999999996874	1.9999999999993479	3.9999999999933764	-26.800000000015547	7.999999999899301	1.307692307693113	2.000000000001986	-8.000000000365885	2.000000000005594	1.3333333333276043	-16.00000000152924	1.5714285714279979	0.9615384615370168	2.021276595744273	3.333333333330528	2.0000000000001807	2.9999999999973777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7118669845546963	0.7043340714143858	0.0	L-Glutamine-e0	L-Alanine-e0
L-Glutamine-e0##Succinate-e0##Clostridium_innocuum_I46	0.0	0.0	0.0	0.9999999999988637	0.9999999999998129	-0.9999999999884478	-0.9999999999988854	-0.9999999999412579	1.2307692307688527	1.0000000000009268	-2.0000000001127005	1.0000000000023093	2.4285714285748132	3.0000000001429035	1.0476190476186784	1.1153846153845626	1.085106382978678	3.2499999999976814	0.0	0.0	1.0000000000014584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9999999999198064	-2.389866161500818	-2.4398501523278124	-0.999999999996266	L-Glutamine-e0	Succinate-e0
L-Glutamine-e0##CO2-e0##Clostridium_innocuum_I46	0.0	0.0	0.0	1.0000000000042728	0.0	-1.0000000000018183	-1.0000000000011982	-1.0000000000207747	0.11538461538480027	0.0	9.000000000340094	0.999999999990026	-2.2380952380990884	-7.000000000486861	-1.1428571428569434	-1.34615384615389	-0.4680851063823642	-1.5833333333328314	-0.9999999999999866	-1.0000000000001605	-0.9999999999999503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.9999999998356266	8.079168192577802	8.222365599839065	4.999999999991459	L-Glutamine-e0	CO2-e0
L-Glutamine-e0##Acetate-e0##Clostridium_innocuum_I46	0.0	0.0	0.0	-0.9999999999987795	-0.9999999999997444	0.0	0.0	0.0	-1.1153846153844065	-1.0000000000007556	10.000000000376179	-1.0000000000039786	-3.523809523815617	-10.000000000683901	-0.23809523809211375	-0.5769230769222117	-2.000000000000296	-5.083333333329391	0.0	-0.9999999999988003	-1.0000000000012683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L-Glutamine-e0	Acetate-e0
Spermidine-e0##Acetate-e0##Clostridium_innocuum_I46	0.0	0.0	0.0	-1.4999999999984808	-1.4999999999992621	-1.0000000000010705	-0.9999999999979042	-1.0000000000181288	-1.6666666666631362	-2.249999999994965	-38.000000001129244	0.8076923077076494	-1.6190476190954146	0.0	-0.47619047617496435	-0.7692307692204838	-2.0000000000029825	-4.666666666689246	-4.4999999999990665	-4.5000000000023945	-4.500000000002435	-3.867540185059707	-9.49999999998841	-7.499999999993913	-6.833333333333595	-7.499999999993171	-1.5000000000131177	-2.499999999999202	-1.5000000000134237	-1.8333333333394781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	Acetate-e0
Thiamin-e0##Acetate-e0##Clostridium_innocuum_I46	0.0	0.0	0.0	1.0000000000002547	1.0000000000018938	-1.9999999999723197	-1.9999999999828033	-1.9999999999123292	0.32051282052931684	0.7500000000014311	20.0000000007374	1.7692307692320406	-6.190476190524025	-24.00000000199889	3.8571428571855977	2.7307692307962363	-3.0000000000079807	-15.416666666714454	-3.2499999999960947	-5.750000000006513	-5.750000000012682	-5.3054943985630665	12.999999999976257	3.9999999999904836	-1.3333333333727733	3.4999999999881815	-23.000000000182492	-5.500000000055921	-23.00000000022055	-26.166666666735722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Thiamin-e0	Acetate-e0
N-Acetyl-D-glucosamine-e0##Acetate-e0##Clostridium_innocuum_I46	0.0	0.0	0.0	0.9999999999990664	0.9999999999994916	0.9999999999980433	0.9999999999984447	0.9999999999964488	0.9358974358956916	0.999999999999094	-10.000000000429788	0.9999999999986533	3.5238095238271536	10.00000000072715	-0.23809523810070343	0.19230769230541248	2.0000000000004907	5.916666666663872	0.9999999999993221	1.9999999999993696	2.0000000000018234	1.632459814941228	125.520669256049	42.578110753071364	-317.1005750002873	54.52799641418107	-1200.287287240059	-87.35236937200085	-1195.065392807533	-345.77934535355746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	N-Acetyl-D-glucosamine-e0	Acetate-e0
Folate-e0##Acetate-e0##Clostridium_innocuum_I46	0.0	0.0	0.0	0.4999999999996358	0.4999999999993079	1.9999999999856113	1.9999999999962499	1.9999999999284683	-0.21794871794983597	1.2499999999889575	48.00000000132453	-3.8461538461833906	-1.9047619046834738	-10.00000000052673	-0.7142857143022217	-0.5769230769348545	1.000000000002527	4.416666666690202	4.499999999999326	4.50000000000388	4.500000000003901	4.816229907473776	2.000000000031586	3.000000000007324	8.333333333376384	3.5000000000096896	18.000000000128427	3.5000000000456803	18.000000000159737	7.5000000000052385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate-e0	Acetate-e0
O2-e0##Acetate-e0##Clostridium_innocuum_I46	0.0	0.0	0.0	0.9999999999991809	1.0000000000000988	0.0	0.0	0.0	0.9487179487201136	1.000000000000153	12.000000000404842	0.9999999999992553	-1.523809523822081	-8.000000000708274	2.0000000000059246	1.6153846153873617	0.0	-3.4999999999998193	1.5000000000005977	0.5000000000005376	0.49999999999806277	1.1837700925293095	3.999999999991565	1.9999999999961762	0.6666666666546168	1.9999999999949323	-4.000000000036034	0.0	-4.000000000043021	-4.0000000000087335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	O2-e0	Acetate-e0
Riboflavin##Acetate-e0##Clostridium_innocuum_I46	0.0	0.0	0.0	2.4999999999994214	2.500000000000456	2.000000000004496	2.000000000003875	2.000000000009569	2.1923076923120703	2.9999999999957643	58.000000001847646	0.9615384615207663	-4.571428571420692	-24.000000001952206	4.333333333345494	3.500000000005758	0.0	-7.583333333330715	-3.499999999996966	-4.500000000000979	-4.5000000000034195	-7.294758889646892	26.49999999988395	13.499999999954467	-1.5000000001329676	13.499999999941137	-55.50000000037824	-7.500000000135372	-55.50000000047959	-40.16666666670105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	Acetate-e0
L-Glutamine-e0##Ethanol-e0##Clostridium_innocuum_I46	0.0	0.0	0.0	0.9999999999992109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L-Glutamine-e0	Ethanol-e0
PAN##H2S-e0##Clostridium_innocuum_I46	0.0	0.0	0.0	0.0	0.9999999999956062	0.9999999999840897	0.9999999999874165	0.99999999998846	0.999999999980591	0.9999999999839252	0.9999999999717297	0.9999999999804137	0.9999999999935639	1.0000000000125138	1.0000000000039466	1.0000000000060247	1.0000000000052374	1.0000000000105744	1.0000000000059135	1.0000000000042693	1.000000000005963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	H2S-e0
L-Glutamine-e0##Phosphate-e0##Clostridium_innocuum_I46	0.0	0.0	0.0	0.0	0.0	3.999999999981244	3.999999999998449	3.9999999999145253	-0.46153846153778744	0.0	-4.000000000145797	0.0	-0.9523809523849337	-12.000000000993243	-0.2857142857136832	-0.6923076923075584	-0.5106382978720978	-1.1666666666653023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.20433294432845708	-0.1965929836502765	0.0	L-Glutamine-e0	Phosphate-e0
Spermidine-e0##Phosphate-e0##Clostridium_innocuum_I46	0.0	0.0	0.0	0.0	0.0	1.9999999999961073	2.000000000006412	1.9999999999564744	-0.6666666666567215	-3.0000000000059894	10.000000000438423	-1.846153846160364	-2.7619047619396984	0.0	-0.5714285714264645	-0.9230769230792653	-0.7659574468091835	-1.3333333333379918	-1.0000000000010227	-1.0000000000010225	-1.0000000000010223	-1.1615605344268094	-1.0000000000010107	-1.0000000000011162	-1.000000000000804	-1.0000000000010985	-1.000000000000755	-0.9999999999999221	-1.0000000000007796	-1.0000000000007483	-1.0000000000007097	-0.9690112688370578	-1.0000000000011773	-0.9591065558779679	-1.0000000000006195	-0.9999999999991035	-0.9489167639184456	-0.950851754088038	-57.213302677984274	Spermidine-e0	Phosphate-e0
Thiamin-e0##Phosphate-e0##Clostridium_innocuum_I46	0.0	0.0	0.0	0.0	0.0	-11.999999999925357	-11.999999999959188	-11.99999999978518	-2.717948717903209	-1.0000000000009452	-8.00000000028574	-0.6153846153840505	-3.6190476190810954	-34.00000000290248	-0.5714285714233349	-1.9230769230834688	-1.1914893617043552	-3.833333333343158	-2.000000000003625	-2.0000000000030704	-2.000000000003964	-1.4749282631164982	-2.000000000000973	-2.0000000000004805	-2.0000000000027622	-2.0000000000006968	-2.0000000000029097	-2.000000000017064	-2.0000000000026166	-2.0000000000024576	-2.000000000001827	-1.6919355549046355	-2.000000000003156	-1.5010999817049766	-59.95782545376223	-59.95782545144111	0.0	0.0	0.0	Thiamin-e0	Phosphate-e0
Folate-e0##Phosphate-e0##Clostridium_innocuum_I46	0.0	0.0	0.0	0.0	0.0	5.999999999959073	5.9999999999933795	5.99999999982601	-2.8717948717976465	3.000000000014171	-14.00000000051318	1.076923076939524	1.8095238095846058	-12.000000000762375	-0.8571428571443848	-0.6923076923044229	-0.8936170212750972	-0.16666666666095092	0.0	0.0	0.0	-0.08078026721143464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.08202899425431054	0.0	-0.07360819941860318	0.0	0.0	-0.25541618040844066	0.0	0.0	Folate-e0	Phosphate-e0
O2-e0##Phosphate-e0##Clostridium_innocuum_I46	0.0	0.0	0.0	0.0	0.0	-3.999999999979083	-3.9999999999937756	-3.9999999999222653	-0.20512820512230467	0.0	-4.0000000001571046	0.0	-0.9523809523900275	-12.000000001028956	0.0	-0.461538461538771	-0.25531914893608193	-0.9999999999994679	0.0	0.0	0.0	0.0807802672131201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04374879693690318	0.0	0.06542951059634279	0.0	0.0	0.10216647216461194	0.09829649182539667	0.0	O2-e0	Phosphate-e0
Riboflavin##Phosphate-e0##Clostridium_innocuum_I46	0.0	0.0	0.0	0.0	0.0	-1.9999999999887628	-1.9999999999908598	-1.9999999999767535	-1.2307692307574694	2.000000000005425	-18.00000000071708	1.2307692307763907	-0.8571428571366035	-34.00000000283653	0.0	-1.000000000001427	-0.553191489362344	-2.1666666666659657	-2.999999999999662	-2.999999999999446	-2.9999999999997953	-2.0306367934416167	-2.999999999995272	-2.999999999994521	-3.000000000001027	-2.999999999994518	-3.0000000000008082	-3.0000000000396487	-3.0	-2.9999999999994778	-2.999999999998464	-2.527877566388791	-28.97891272478167	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	Phosphate-e0
L-Glutamine-e0##XAN-e0##Clostridium_innocuum_I46	0.0	0.0	0.0	0.0	0.0	-1.9999999999902842	-1.999999999999379	-1.9999999999545706	0.23076923076889058	0.0	4.0000000001339195	0.0	0.0952380952387915	6.000000000485255	0.14285714285685217	0.3461538461540329	0.2553191489362498	0.5833333333332237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.06028902341633027	-0.04919481621403977	0.0	L-Glutamine-e0	XAN-e0
O2-e0##XAN-e0##Clostridium_innocuum_I46	0.0	0.0	0.0	0.0	0.0	1.9999999999891276	1.9999999999968936	1.999999999958713	0.10256410256103331	0.0	4.000000000144176	0.0	0.09523809523984694	6.000000000502687	0.0	0.2307692307694594	0.1276595744680498	0.5000000000001702	0.0	0.0	0.0	0.024394810019228757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013211686797518994	0.0	0.01884242931918524	0.0	0.0	0.030144511708168873	0.02459740810707281	0.0	O2-e0	XAN-e0
L-Glutamine-e0##L-Malate-e0##Clostridium_innocuum_I46	0.0	0.0	0.0	0.0	0.0	1.9999999999901532	-13.40000000000856	-25.000000000273996	-0.461538461537774	0.0	-7.000000000232477	-0.999999999995228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L-Glutamine-e0	L-Malate-e0
