	Source	Target	SourceType	Weight	Variance	ABS_Weight	Sign_Weight	ABSRootWeight	SignedRootWeight
2	Bacteroides_caecimuris_I48	L-Serine	Microbe	-41.8085557399321	103096.41860743618	41.8085557399321	-1.0	6.465953583187255	-6.465953583187255
5	Enterococcus_faecalis_KB1	D-Glucose-e0	Microbe	-24.95047963239063	32.33606123304799	24.95047963239063	-1.0	4.995045508540501	-4.995045508540501
9	Enterococcus_faecalis_KB1	PAN	Microbe	-0.796585935502278	0.03296056060953287	0.796585935502278	-1.0	0.8925166303785481	-0.8925166303785481
15	Bacteroides_caecimuris_I48	L-Glutamate-e0	Microbe	-79.37043872193169	11783.874967308162	79.37043872193169	-1.0	8.909008851826991	-8.909008851826991
16	Bacteroides_caecimuris_I48	L-Asparagine-e0	Microbe	-11.485349481999576	15858.476653370017	11.485349481999576	-1.0	3.389004202121853	-3.389004202121853
18	Bacteroides_caecimuris_I48	L-Glycine	Microbe	-308.52675206751104	488983.20569299546	308.52675206751104	-1.0	17.56492960610748	-17.56492960610748
21	Bacteroides_caecimuris_I48	Folate	Microbe	-1.822538352042429	1.2791228327788735	1.822538352042429	-1.0	1.3500142043854313	-1.3500142043854313
23	Enterococcus_faecalis_KB1	L-Cysteine-e0	Microbe	-5.096126264624385	1.348992952710951	5.096126264624385	-1.0	2.257460135777459	-2.257460135777459
25	Enterococcus_faecalis_KB1	Spermidine-e0	Microbe	-0.7965859354765823	0.03296056060740638	0.7965859354765823	-1.0	0.8925166303641531	-0.8925166303641531
33	Bacteroides_caecimuris_I48	L-Aspartate-e0	Microbe	-81.28663256839233	114221.74819699489	81.28663256839233	-1.0	9.01590996896	-9.01590996896
36	Bacteroides_caecimuris_I48	D-Glucose-e0	Microbe	-1.5594217377275326	797.4087758130248	1.5594217377275326	-1.0	1.2487680880481902	-1.2487680880481902
40	Bacteroides_caecimuris_I48	L-Threonine	Microbe	-102.42826069686251	278082.54068912816	102.42826069686251	-1.0	10.12068479386956	-10.12068479386956
45	Enterococcus_faecalis_KB1	L-Glutamate-e0	Microbe	-15.814235570256775	12.99049586129605	15.814235570256775	-1.0	3.976711652893226	-3.976711652893226
47	Riboflavin-e0	Enterococcus_faecalis_KB1	Metabolite	77.10644892587207	308.8237742231532	77.10644892587207	1.0	8.781027783003085	8.781027783003085
49	Bacteroides_caecimuris_I48	Riboflavin	Microbe	-1.2849663504087454	0.49043242909902124	1.2849663504087454	-1.0	1.1335635625798606	-1.1335635625798606
50	Enterococcus_faecalis_KB1	D-Mannose-e0	Microbe	-987.3861527679319	50641.12976897754	987.3861527679319	-1.0	31.422701232833752	-31.422701232833752
53	Enterococcus_faecalis_KB1	Riboflavin-e0	Microbe	-0.7965859354766219	0.03296056060740973	0.7965859354766219	-1.0	0.8925166303641753	-0.8925166303641753
61	PAN	Bacteroides_caecimuris_I48	Metabolite	9.77324765060433	1123.2179533488663	9.77324765060433	1.0	3.1262193861922634	3.1262193861922634
65	Enterococcus_faecalis_KB1	L-Aspartate-e0	Microbe	-20.59024821115031	22.021783324705396	20.59024821115031	-1.0	4.537647872097427	-4.537647872097427
67	Bacteroides_caecimuris_I48	PAN	Microbe	-1.2697509947358152	0.5218936449892607	1.2697509947358152	-1.0	1.1268322833216198	-1.1268322833216198
74	Enterococcus_faecalis_KB1	L-Asparagine-e0	Microbe	-13.271925955221208	9.14949704940484	13.271925955221208	-1.0	3.6430654612868554	-3.6430654612868554
78	Bacteroides_caecimuris_I48	Sucrose-e0	Microbe	-4.9229117278709165	3951.5129847193566	4.9229117278709165	-1.0	2.2187635583520198	-2.2187635583520198
81	Bacteroides_caecimuris_I48	L-Cysteine-e0	Microbe	-452.9214687208108	1272660.6179625047	452.9214687208108	-1.0	21.28195171314912	-21.28195171314912
83	Bacteroides_caecimuris_I48	Spermidine-e0	Microbe	-0.6929921747146985	0.11506539179071865	0.6929921747146985	-1.0	0.8324615154556386	-0.8324615154556386
87	Enterococcus_faecalis_KB1	Glycerol-e0	Microbe	2.010034479688279	0.2098670420071068	2.010034479688279	1.0	1.4177568478721163	1.4177568478721163
89	Enterococcus_faecalis_KB1	O2-e0	Microbe	-0.14060976552599178	0.001026994682314558	0.14060976552599178	-1.0	0.3749796868178219	-0.3749796868178219
93	Bacteroides_caecimuris_I48	Succinate-e0	Microbe	-411.1194220641508	1200300.9931680881	411.1194220641508	-1.0	20.276080046797773	-20.276080046797773
96	Bacteroides_caecimuris_I48	Glycerol-e0	Microbe	-0.655438607375117	194.186819385345	0.655438607375117	-1.0	0.8095916300055955	-0.8095916300055955
98	Bacteroides_caecimuris_I48	O2-e0	Microbe	-2.8465853354845856	37.17026331982648	2.8465853354845856	-1.0	1.687182662157416	-1.687182662157416
100	Enterococcus_faecalis_KB1	Succinate-e0	Microbe	0.398292667791659	0.008240277738360799	0.398292667791659	1.0	0.6311043240159736	0.6311043240159736
102	Enterococcus_faecalis_KB1	Fumarate-e0	Microbe	7.563775623859015	3.0375166235392177	7.563775623859015	1.0	2.7502319218311415	2.7502319218311415
108	Bacteroides_caecimuris_I48	Fumarate-e0	Microbe	-0.7958567262041074	0.033628784574178984	0.7958567262041074	-1.0	0.8921080238424646	-0.8921080238424646
112	Bacteroides_caecimuris_I48	Glutamine	Microbe	-8.075374772206487	18302.113982381514	8.075374772206487	-1.0	2.8417203895187306	-2.8417203895187306
113	Riboflavin	Bacteroides_caecimuris_I48	Metabolite	0.004461190258649363	0.0012753796529699386	0.004461190258649363	1.0	0.06679214219239688	0.06679214219239688
114	D-Glucose-e0	Bacteroides_caecimuris_I48	Metabolite	0.0018418247092779753	0.00016988757395988013	0.0018418247092779753	1.0	0.04291648528570315	0.04291648528570315
115	O2-e0	Bacteroides_caecimuris_I48	Metabolite	-0.0018234919123343287	0.0001641619312226875	0.0018234919123343287	-1.0	0.042702364247595576	-0.042702364247595576
116	L-Serine	Bacteroides_caecimuris_I48	Metabolite	0.0009300787531065537	4.487085307067147e-05	0.0009300787531065537	1.0	0.030497192544668004	0.030497192544668004
117	L-Aspartate-e0	Bacteroides_caecimuris_I48	Metabolite	0.0018234919123378598	0.0001641619312233232	0.0018234919123378598	1.0	0.04270236424763692	0.04270236424763692
118	Folate	Bacteroides_caecimuris_I48	Metabolite	0.007069729546225507	0.00265109823415552	0.007069729546225507	1.0	0.08408168377372986	0.08408168377372986
119	Spermidine-e0	Bacteroides_caecimuris_I48	Metabolite	151.0757249160691	10812.563193867772	151.0757249160691	1.0	12.2912865443805	12.2912865443805
123	Bacteroides_caecimuris_I48	D-Mannose-e0	Microbe	-0.29689557990840515	5.802414882124399	0.29689557990840515	-1.0	0.5448812530344618	-0.5448812530344618
125	Fumarate-e0	Bacteroides_caecimuris_I48	Metabolite	1.8332796937357187e-05	1.9350977935802314e-06	1.8332796937357187e-05	1.0	0.004281681554875045	0.004281681554875045
126	Glycerol-e0	Bacteroides_caecimuris_I48	Metabolite	2.7499195406025534e-05	4.353970035552274e-06	2.7499195406025534e-05	1.0	0.0052439675252642	0.0052439675252642
127	Sucrose-e0	Bacteroides_caecimuris_I48	Metabolite	7.333118774943844e-05	3.096156469729188e-05	7.333118774943844e-05	1.0	0.008563363109750657	0.008563363109750657
128	L-Cysteine-e0	Bacteroides_caecimuris_I48	Metabolite	9.166398468681455e-06	4.837744483953599e-07	9.166398468681455e-06	1.0	0.003027606062333978	0.003027606062333978
129	L-Asparagine-e0	Bacteroides_caecimuris_I48	Metabolite	1.8332796937360027e-05	1.9350977935808307e-06	1.8332796937360027e-05	1.0	0.004281681554875377	0.004281681554875377
130	Glutamine	Bacteroides_caecimuris_I48	Metabolite	4.583199234337738e-05	1.2094361209868219e-05	4.583199234337738e-05	1.0	0.0067699329644670325	0.0067699329644670325
131	L-Threonine	Bacteroides_caecimuris_I48	Metabolite	2.74991954060256e-05	4.353970035552296e-06	2.74991954060256e-05	1.0	0.005243967525264206	0.005243967525264206
132	Succinate-e0	Bacteroides_caecimuris_I48	Metabolite	2.749919540602393e-05	4.353970035551768e-06	2.749919540602393e-05	1.0	0.005243967525264047	0.005243967525264047
133	L-Glutamate-e0	Bacteroides_caecimuris_I48	Metabolite	4.58319923433826e-05	1.209436120987097e-05	4.58319923433826e-05	1.0	0.006769932964467418	0.006769932964467418
134	D-Mannose-e0	Bacteroides_caecimuris_I48	Metabolite	-9.166398468675739e-06	4.837744483947566e-07	9.166398468675739e-06	-1.0	0.003027606062333034	-0.003027606062333034
135	L-Glycine	Bacteroides_caecimuris_I48	Metabolite	1.8332796937344932e-05	1.935097793577644e-06	1.8332796937344932e-05	1.0	0.004281681554873615	0.004281681554873615
