	Source	Target	SourceType	Weight	Variance	Cofactor	ABS_Weight	Sign_Weight	ABSRootWeight	SignedRootWeight
0	Riboflavin	Turicimonas_muris_YL45	Metabolite	16.19925034485261	1789.8523158499934	None	16.19925034485261	1.0	4.024829231762835	4.024829231762835
1	Turicimonas_muris_YL45	H2O-e0	Microbe	-0.7450073301942316	0.18997140811480043	Spermidine-e0	0.7450073301942316	-1.0	0.8631380713386657	-0.8631380713386657
2	Turicimonas_muris_YL45	H2O-e0	Microbe	7.822576967450666	20.944347746858845	Folate	7.822576967450666	1.0	2.796887013708395	2.796887013708395
3	Turicimonas_muris_YL45	H2O-e0	Microbe	-670.9292077976505	3070299.6348916832	Riboflavin	670.9292077976505	-1.0	25.90230120660422	-25.90230120660422
4	Turicimonas_muris_YL45	Phosphate-e0	Microbe	-16.297538642285723	1811.6379209164063	Riboflavin	16.297538642285723	-1.0	4.0370210108798945	-4.0370210108798945
5	Turicimonas_muris_YL45	L-Glutamate-e0	Microbe	2.235021990694629	1.7097426732044583	Spermidine-e0	2.235021990694629	1.0	1.4949989935430155	1.4949989935430155
6	Turicimonas_muris_YL45	L-Glutamate-e0	Microbe	-1.117510995342495	0.42743566829742785	Folate	1.117510995342495	-1.0	1.0571239261990504	-1.0571239261990504
7	Turicimonas_muris_YL45	L-Glutamate-e0	Microbe	-59.7407846078681	24342.725850291354	Riboflavin	59.7407846078681	-1.0	7.729216299720697	-7.729216299720697
8	Turicimonas_muris_YL45	Zn2+-e0	Microbe	-0.11816259418327536	0.09523298516902662	Riboflavin	0.11816259418327536	-1.0	0.3437478642599476	-0.3437478642599476
9	Turicimonas_muris_YL45	L-Lysine-e0	Microbe	-5.27691007871043	189.92701866871505	Riboflavin	5.27691007871043	-1.0	2.2971526023994207	-2.2971526023994207
10	Turicimonas_muris_YL45	L-Aspartate-e0	Microbe	-2.2350219906867252	1.7097426731923653	Spermidine-e0	2.2350219906867252	-1.0	1.494998993540372	-1.494998993540372
11	Turicimonas_muris_YL45	L-Aspartate-e0	Microbe	7.82257696742639	20.944347746728855	Folate	7.82257696742639	1.0	2.7968870137040556	2.7968870137040556
12	Turicimonas_muris_YL45	L-Aspartate-e0	Microbe	-87.21972962056813	51886.79384878027	Riboflavin	87.21972962056813	-1.0	9.339150369309198	-9.339150369309198
13	Turicimonas_muris_YL45	Sulfate-e0	Microbe	-0.11816259418067541	0.09523298516483575	Riboflavin	0.11816259418067541	-1.0	0.3437478642561658	-0.3437478642561658
14	Turicimonas_muris_YL45	L-Arginine-e0	Microbe	-4.548502245758625	141.11207912505125	Riboflavin	4.548502245758625	-1.0	2.132721792864373	-2.132721792864373
15	Turicimonas_muris_YL45	L-Histidine-e0	Microbe	-1.456815665901186	14.475599864650595	Riboflavin	1.456815665901186	-1.0	1.2069861912636721	-1.2069861912636721
16	Turicimonas_muris_YL45	L-Proline-e0	Microbe	-3.3992365537719316	78.8115992632135	Riboflavin	3.3992365537719316	-1.0	1.8437018614114191	-1.8437018614114191
17	Turicimonas_muris_YL45	Co2+-e0	Microbe	-0.11816259418309794	0.09523298516874064	Riboflavin	0.11816259418309794	-1.0	0.3437478642596895	-0.3437478642596895
18	Turicimonas_muris_YL45	L-Threonine-e0	Microbe	-9.716952687275278	644.0024803415997	Riboflavin	9.716952687275278	-1.0	3.1172027023078366	-3.1172027023078366
19	Turicimonas_muris_YL45	Spermidine-e0	Microbe	-0.7450073302305258	0.18997140813331	Spermidine-e0	0.7450073302305258	-1.0	0.8631380713596902	-0.8631380713596902
20	Turicimonas_muris_YL45	fe3-e0	Microbe	-0.11816259418395474	0.09523298517012174	Riboflavin	0.11816259418395474	-1.0	0.3437478642609358	-0.3437478642609358
21	Turicimonas_muris_YL45	H+-e0	Microbe	3.725036651113892	4.7492852032339705	Spermidine-e0	3.725036651113892	1.0	1.9300354015182966	1.9300354015182966
22	Turicimonas_muris_YL45	H+-e0	Microbe	-15.272650269756365	79.83548426834327	Folate	15.272650269756365	-1.0	3.9080238317794795	-3.9080238317794795
23	Turicimonas_muris_YL45	H+-e0	Microbe	710.8274819022854	3446321.4568033298	Riboflavin	710.8274819022854	1.0	26.661348088614826	26.661348088614826
24	Turicimonas_muris_YL45	Uracil-e0	Microbe	-5.068901376762052	175.24879750594013	Riboflavin	5.068901376762052	-1.0	2.2514220787675625	-2.2514220787675625
25	Turicimonas_muris_YL45	L-Methionine-e0	Microbe	-2.427211846344277	40.18303447367068	Riboflavin	2.427211846344277	-1.0	1.5579511694351262	-1.5579511694351262
26	Turicimonas_muris_YL45	L-Cysteine-e0	Microbe	-1.6639875414323504	18.885457255574334	Riboflavin	1.6639875414323504	-1.0	1.2899564106714423	-1.2899564106714423
27	Turicimonas_muris_YL45	L-Serine-e0	Microbe	-0.7450073301792864	0.1899714081071786	Spermidine-e0	0.7450073301792864	-1.0	0.8631380713300083	-0.8631380713300083
28	Turicimonas_muris_YL45	L-Serine-e0	Microbe	0.9999999999978403	7.678929009780357e-24	Pyruvate-e0	0.9999999999978403	1.0	0.9999999999989201	0.9999999999989201
29	Turicimonas_muris_YL45	L-Serine-e0	Microbe	17.507672260462193	104.9117101421578	Folate	17.507672260462193	1.0	4.184217042704907	4.184217042704907
30	Turicimonas_muris_YL45	L-Serine-e0	Microbe	-949.8687839180232	6153958.946014199	Riboflavin	949.8687839180232	-1.0	30.819941335408526	-30.819941335408526
31	Turicimonas_muris_YL45	NH3-e0	Microbe	2.9800293208678728	3.039542530022332	Spermidine-e0	2.9800293208678728	1.0	1.7262761427036732	1.7262761427036732
