	0.0000-6.3266	6.3266-7.3514	7.3514-7.9980	7.9980-10.2963	10.2963-13.0269	13.0269-17.2483	17.2483-20.0000	Source	Target
Acutalibacter_muris_KB1##Enterocloster_clostridioformis_YL32##PAN	-253.37814824068607	-126.68907411986234	-126.68907411984874	-126.6890741198575	-126.68907411973504	-126.68907411985042	-126.68907411980169	Acutalibacter_muris_KB1	Enterocloster_clostridioformis_YL32
Enterocloster_clostridioformis_YL32##Acutalibacter_muris_KB1##PAN	0.0	-96.79614651655763	-96.79614651656645	-96.79614651653074	-96.79614651649017	-96.7961465161874	-96.7961465161874	Enterocloster_clostridioformis_YL32	Acutalibacter_muris_KB1
