	In	InAmount	Out	OutAmount	All	AllAmount	Type
5'-Deoxyadenosine-e0	Enterococcus_faecalis_KB1.Enterococcus_faecalis_KB1	2		0	Enterococcus_faecalis_KB1.Enterococcus_faecalis_KB1	2	Metabolite
5-Methylthio-D-ribose-e0	Clostridium_innocuum_I46.Clostridium_innocuum_I46.Enterococcus_faecalis_KB1.Enterococcus_faecalis_KB1	4		0	Clostridium_innocuum_I46.Clostridium_innocuum_I46.Enterococcus_faecalis_KB1.Enterococcus_faecalis_KB1	4	Metabolite
Acetate-e0	Clostridium_innocuum_I46.Clostridium_innocuum_I46.Enterococcus_faecalis_KB1.Enterococcus_faecalis_KB1.Enterococcus_faecalis_KB1.Enterococcus_faecalis_KB1.Enterococcus_faecalis_KB1.Enterococcus_faecalis_KB1.Enterococcus_faecalis_KB1.Clostridium_innocuum_I46.Enterococcus_faecalis_KB1.Enterococcus_faecalis_KB1.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46	24		0	Clostridium_innocuum_I46.Clostridium_innocuum_I46.Enterococcus_faecalis_KB1.Enterococcus_faecalis_KB1.Enterococcus_faecalis_KB1.Enterococcus_faecalis_KB1.Enterococcus_faecalis_KB1.Enterococcus_faecalis_KB1.Enterococcus_faecalis_KB1.Clostridium_innocuum_I46.Enterococcus_faecalis_KB1.Enterococcus_faecalis_KB1.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46	24	Metabolite
Butyrate-e0	Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46	12		0	Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46	12	Metabolite
CO2-e0	Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Enterococcus_faecalis_KB1.Enterococcus_faecalis_KB1.Enterococcus_faecalis_KB1.Enterococcus_faecalis_KB1.Enterococcus_faecalis_KB1.Enterococcus_faecalis_KB1.Enterococcus_faecalis_KB1.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Enterococcus_faecalis_KB1.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Enterococcus_faecalis_KB1.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46	25		0	Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Enterococcus_faecalis_KB1.Enterococcus_faecalis_KB1.Enterococcus_faecalis_KB1.Enterococcus_faecalis_KB1.Enterococcus_faecalis_KB1.Enterococcus_faecalis_KB1.Enterococcus_faecalis_KB1.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Enterococcus_faecalis_KB1.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Enterococcus_faecalis_KB1.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46	25	Metabolite
Ca2+-e0	Clostridium_innocuum_I46.Enterococcus_faecalis_KB1	2		0	Clostridium_innocuum_I46.Enterococcus_faecalis_KB1	2	Metabolite
Cl--e0	Clostridium_innocuum_I46.Enterococcus_faecalis_KB1	2		0	Clostridium_innocuum_I46.Enterococcus_faecalis_KB1	2	Metabolite
Clostridium_innocuum_I46	PAN	1	Phosphate-e0.D-Glucose-e0.D-Glucose-e0.D-Glucose-e0.D-Glucose-e0.D-Glucose-e0.D-Glucose-e0.D-Glucose-e0.D-Glucose-e0.D-Glucose-e0.Mn2+-e0.Zn2+-e0.L-Aspartate-e0.Sulfate-e0.L-Arginine-e0.L-Glutamine-e0.L-Glutamine-e0.L-Glutamine-e0.L-Glutamine-e0.L-Glutamine-e0.L-Glutamine-e0.L-Leucine-e0.L-Histidine-e0.L-Proline-e0.Co2+-e0.L-Threonine-e0.Spermidine-e0.Thiamin-e0.L-Isoleucine-e0.fe3-e0.H+-e0.H+-e0.H+-e0.H+-e0.H+-e0.H+-e0.H+-e0.H+-e0.Uracil-e0.L-Alanine-e0.L-Alanine-e0.L-Alanine-e0.L-Alanine-e0.L-Alanine-e0.L-Alanine-e0.L-Alanine-e0.L-Alanine-e0.L-Methionine-e0.L-Methionine-e0.L-Cysteine-e0.L-Cysteine-e0.N-Acetyl-D-glucosamine-e0.L-Asparagine-e0.L-Asparagine-e0.L-Asparagine-e0.L-Asparagine-e0.L-Asparagine-e0.L-Asparagine-e0.L-Asparagine-e0.L-Asparagine-e0.Ca2+-e0.Cu2+-e0.Fe2+-e0.Glycine-e0.Glycine-e0.Glycine-e0.K+-e0.D-Mannose-e0.Sucrose-e0.Cl--e0.Mg-e0.Folate-e0.H2O-e0.H2O-e0.H2O-e0.H2O-e0.H2O-e0.H2O-e0.H2O-e0.N-Acetyl-D-chondrosamine-e0.L-Phenylalanine.L-Tryptophan.L-Tyrosine.L-Tyrosine.Riboflavin.PAN.Inosine.Inosine.Inosine.Inosine.D-Glucose-e0.L-Glutamine-e0.H+-e0.XAN-e0.XAN-e0.XAN-e0.XAN-e0.XAN-e0.L-Malate-e0.L-Malate-e0.L-Malate-e0.L-Malate-e0.L-Malate-e0.L-Malate-e0.L-Malate-e0.L-Malate-e0.L-Malate-e0.L-Alanine-e0.L-Asparagine-e0.Fumarate-e0.Succinate-e0.Succinate-e0.Succinate-e0.Succinate-e0.Succinate-e0.Succinate-e0.Succinate-e0.H2O-e0.CO2-e0.CO2-e0.CO2-e0.CO2-e0.CO2-e0.CO2-e0.CO2-e0.O2-e0.Acetate-e0.Acetate-e0.Ethanol-e0.Ethanol-e0.Ethanol-e0.Ethanol-e0.Ethanol-e0.Ethanol-e0.L-Glutamine-e0.L-Glutamine-e0.Fumarate-e0.Fumarate-e0.Fumarate-e0.Fumarate-e0.Fumarate-e0.Fumarate-e0.Fumarate-e0.Fumarate-e0.Succinate-e0.Succinate-e0.H2O-e0.CO2-e0.CO2-e0.Ethanol-e0.Ethanol-e0.Ethanol-e0.L-Glutamate-e0.L-Glutamate-e0.L-Glutamate-e0.L-Glutamate-e0.L-Glutamate-e0.L-Glutamate-e0.L-Glutamate-e0.L-Glutamate-e0.L-Glutamate-e0.H2S-e0.Acetate-e0.5-Methylthio-D-ribose-e0.5-Methylthio-D-ribose-e0.L-Glutamate-e0.D-Glucose-e0.L-Glutamine-e0.H+-e0.L-Malate-e0.L-Alanine-e0.L-Asparagine-e0.L-Glutamate-e0.D-Glucose-e0.L-Glutamine-e0.H+-e0.L-Alanine-e0.Fumarate-e0.Fumarate-e0.Succinate-e0.Succinate-e0.H2O-e0.H2O-e0.CO2-e0.CO2-e0.Ethanol-e0.Ethanol-e0.L-Malate-e0.D-Glucose-e0.L-Aspartate-e0.L-Aspartate-e0.L-Aspartate-e0.L-Aspartate-e0.L-Aspartate-e0.L-Aspartate-e0.L-Aspartate-e0.L-Aspartate-e0.L-Aspartate-e0.L-Aspartate-e0.L-Aspartate-e0.L-Aspartate-e0.H+-e0.H+-e0.L-Malate-e0.L-Malate-e0.L-Alanine-e0.L-Alanine-e0.Fumarate-e0.Fumarate-e0.H2O-e0.H2O-e0.L-Glutamate-e0.L-Glutamate-e0.Succinate-e0.Succinate-e0.Acetate-e0.Acetate-e0.Acetate-e0.Acetate-e0.Acetate-e0.Acetate-e0.Acetate-e0.Acetate-e0.Acetate-e0.CO2-e0.CO2-e0.Butyrate-e0.Butyrate-e0.Butyrate-e0.Butyrate-e0.Butyrate-e0.Butyrate-e0.Butyrate-e0.Butyrate-e0.Butyrate-e0.Butyrate-e0.Butyrate-e0.Butyrate-e0.L-Threonine-e0.L-Threonine-e0.L-Threonine-e0.L-Threonine-e0.L-Threonine-e0.L-Threonine-e0.L-Threonine-e0.L-Threonine-e0.L-Threonine-e0.L-Threonine-e0.L-Threonine-e0.Glycine-e0.Glycine-e0.Glycine-e0.Glycine-e0.Glycine-e0.Glycine-e0.Glycine-e0.Glycine-e0.Glycine-e0.L-Serine-e0.L-Lysine-e0.XAN-e0.XAN-e0.XAN-e0.XAN-e0.XAN-e0.XAN-e0.XAN-e0.Inosine.Inosine.Inosine.Inosine.Inosine.Inosine.Inosine.Inosine.D-Ribose-e0.D-Ribose-e0.D-Ribose-e0.D-Ribose-e0.L-Threonine-e0.H+-e0.XAN-e0.Glycine-e0.H2O-e0.Acetate-e0.Inosine.L-Glutamate-e0.L-Glutamate-e0.L-Valine-e0.L-Valine-e0.L-Valine-e0.L-Valine-e0.L-Valine-e0.L-Valine-e0.L-Valine-e0.L-Valine-e0.L-Valine-e0.L-Valine-e0.L-Valine-e0.L-Valine-e0.L-Valine-e0.L-Threonine-e0.H+-e0.L-Alanine-e0.L-Alanine-e0.Glycine-e0.Succinate-e0.Succinate-e0.Acetate-e0.Sucrose-e0.Sucrose-e0.Sucrose-e0.Sucrose-e0.Sucrose-e0.Sucrose-e0.Sucrose-e0.Sucrose-e0.Sucrose-e0.Sucrose-e0.Sucrose-e0.Sucrose-e0.H2O-e0.CO2-e0.CO2-e0.L-Glutamate-e0.L-Leucine-e0.L-Leucine-e0.L-Leucine-e0.L-Leucine-e0.L-Leucine-e0.L-Leucine-e0.L-Leucine-e0.L-Leucine-e0.L-Leucine-e0.L-Leucine-e0.L-Leucine-e0.L-Leucine-e0.L-Leucine-e0.L-Valine-e0.H+-e0.L-Alanine-e0.Succinate-e0.Sucrose-e0.H2O-e0.CO2-e0.Acetate-e0.Fumarate-e0.Fumarate-e0.Fumarate-e0.NH3-e0.NH3-e0.NH3-e0.NH3-e0.NH3-e0.NH3-e0.NH3-e0.NH3-e0.NH3-e0.NH3-e0.NH3-e0.NH3-e0.NH3-e0.O2-e0.O2-e0.O2-e0.O2-e0.O2-e0.O2-e0.O2-e0.O2-e0.O2-e0	371	PANPhosphate-e0.D-Glucose-e0.D-Glucose-e0.D-Glucose-e0.D-Glucose-e0.D-Glucose-e0.D-Glucose-e0.D-Glucose-e0.D-Glucose-e0.D-Glucose-e0.Mn2+-e0.Zn2+-e0.L-Aspartate-e0.Sulfate-e0.L-Arginine-e0.L-Glutamine-e0.L-Glutamine-e0.L-Glutamine-e0.L-Glutamine-e0.L-Glutamine-e0.L-Glutamine-e0.L-Leucine-e0.L-Histidine-e0.L-Proline-e0.Co2+-e0.L-Threonine-e0.Spermidine-e0.Thiamin-e0.L-Isoleucine-e0.fe3-e0.H+-e0.H+-e0.H+-e0.H+-e0.H+-e0.H+-e0.H+-e0.H+-e0.Uracil-e0.L-Alanine-e0.L-Alanine-e0.L-Alanine-e0.L-Alanine-e0.L-Alanine-e0.L-Alanine-e0.L-Alanine-e0.L-Alanine-e0.L-Methionine-e0.L-Methionine-e0.L-Cysteine-e0.L-Cysteine-e0.N-Acetyl-D-glucosamine-e0.L-Asparagine-e0.L-Asparagine-e0.L-Asparagine-e0.L-Asparagine-e0.L-Asparagine-e0.L-Asparagine-e0.L-Asparagine-e0.L-Asparagine-e0.Ca2+-e0.Cu2+-e0.Fe2+-e0.Glycine-e0.Glycine-e0.Glycine-e0.K+-e0.D-Mannose-e0.Sucrose-e0.Cl--e0.Mg-e0.Folate-e0.H2O-e0.H2O-e0.H2O-e0.H2O-e0.H2O-e0.H2O-e0.H2O-e0.N-Acetyl-D-chondrosamine-e0.L-Phenylalanine.L-Tryptophan.L-Tyrosine.L-Tyrosine.Riboflavin.PAN.Inosine.Inosine.Inosine.Inosine.D-Glucose-e0.L-Glutamine-e0.H+-e0.XAN-e0.XAN-e0.XAN-e0.XAN-e0.XAN-e0.L-Malate-e0.L-Malate-e0.L-Malate-e0.L-Malate-e0.L-Malate-e0.L-Malate-e0.L-Malate-e0.L-Malate-e0.L-Malate-e0.L-Alanine-e0.L-Asparagine-e0.Fumarate-e0.Succinate-e0.Succinate-e0.Succinate-e0.Succinate-e0.Succinate-e0.Succinate-e0.Succinate-e0.H2O-e0.CO2-e0.CO2-e0.CO2-e0.CO2-e0.CO2-e0.CO2-e0.CO2-e0.O2-e0.Acetate-e0.Acetate-e0.Ethanol-e0.Ethanol-e0.Ethanol-e0.Ethanol-e0.Ethanol-e0.Ethanol-e0.L-Glutamine-e0.L-Glutamine-e0.Fumarate-e0.Fumarate-e0.Fumarate-e0.Fumarate-e0.Fumarate-e0.Fumarate-e0.Fumarate-e0.Fumarate-e0.Succinate-e0.Succinate-e0.H2O-e0.CO2-e0.CO2-e0.Ethanol-e0.Ethanol-e0.Ethanol-e0.L-Glutamate-e0.L-Glutamate-e0.L-Glutamate-e0.L-Glutamate-e0.L-Glutamate-e0.L-Glutamate-e0.L-Glutamate-e0.L-Glutamate-e0.L-Glutamate-e0.H2S-e0.Acetate-e0.5-Methylthio-D-ribose-e0.5-Methylthio-D-ribose-e0.L-Glutamate-e0.D-Glucose-e0.L-Glutamine-e0.H+-e0.L-Malate-e0.L-Alanine-e0.L-Asparagine-e0.L-Glutamate-e0.D-Glucose-e0.L-Glutamine-e0.H+-e0.L-Alanine-e0.Fumarate-e0.Fumarate-e0.Succinate-e0.Succinate-e0.H2O-e0.H2O-e0.CO2-e0.CO2-e0.Ethanol-e0.Ethanol-e0.L-Malate-e0.D-Glucose-e0.L-Aspartate-e0.L-Aspartate-e0.L-Aspartate-e0.L-Aspartate-e0.L-Aspartate-e0.L-Aspartate-e0.L-Aspartate-e0.L-Aspartate-e0.L-Aspartate-e0.L-Aspartate-e0.L-Aspartate-e0.L-Aspartate-e0.H+-e0.H+-e0.L-Malate-e0.L-Malate-e0.L-Alanine-e0.L-Alanine-e0.Fumarate-e0.Fumarate-e0.H2O-e0.H2O-e0.L-Glutamate-e0.L-Glutamate-e0.Succinate-e0.Succinate-e0.Acetate-e0.Acetate-e0.Acetate-e0.Acetate-e0.Acetate-e0.Acetate-e0.Acetate-e0.Acetate-e0.Acetate-e0.CO2-e0.CO2-e0.Butyrate-e0.Butyrate-e0.Butyrate-e0.Butyrate-e0.Butyrate-e0.Butyrate-e0.Butyrate-e0.Butyrate-e0.Butyrate-e0.Butyrate-e0.Butyrate-e0.Butyrate-e0.L-Threonine-e0.L-Threonine-e0.L-Threonine-e0.L-Threonine-e0.L-Threonine-e0.L-Threonine-e0.L-Threonine-e0.L-Threonine-e0.L-Threonine-e0.L-Threonine-e0.L-Threonine-e0.Glycine-e0.Glycine-e0.Glycine-e0.Glycine-e0.Glycine-e0.Glycine-e0.Glycine-e0.Glycine-e0.Glycine-e0.L-Serine-e0.L-Lysine-e0.XAN-e0.XAN-e0.XAN-e0.XAN-e0.XAN-e0.XAN-e0.XAN-e0.Inosine.Inosine.Inosine.Inosine.Inosine.Inosine.Inosine.Inosine.D-Ribose-e0.D-Ribose-e0.D-Ribose-e0.D-Ribose-e0.L-Threonine-e0.H+-e0.XAN-e0.Glycine-e0.H2O-e0.Acetate-e0.Inosine.L-Glutamate-e0.L-Glutamate-e0.L-Valine-e0.L-Valine-e0.L-Valine-e0.L-Valine-e0.L-Valine-e0.L-Valine-e0.L-Valine-e0.L-Valine-e0.L-Valine-e0.L-Valine-e0.L-Valine-e0.L-Valine-e0.L-Valine-e0.L-Threonine-e0.H+-e0.L-Alanine-e0.L-Alanine-e0.Glycine-e0.Succinate-e0.Succinate-e0.Acetate-e0.Sucrose-e0.Sucrose-e0.Sucrose-e0.Sucrose-e0.Sucrose-e0.Sucrose-e0.Sucrose-e0.Sucrose-e0.Sucrose-e0.Sucrose-e0.Sucrose-e0.Sucrose-e0.H2O-e0.CO2-e0.CO2-e0.L-Glutamate-e0.L-Leucine-e0.L-Leucine-e0.L-Leucine-e0.L-Leucine-e0.L-Leucine-e0.L-Leucine-e0.L-Leucine-e0.L-Leucine-e0.L-Leucine-e0.L-Leucine-e0.L-Leucine-e0.L-Leucine-e0.L-Leucine-e0.L-Valine-e0.H+-e0.L-Alanine-e0.Succinate-e0.Sucrose-e0.H2O-e0.CO2-e0.Acetate-e0.Fumarate-e0.Fumarate-e0.Fumarate-e0.NH3-e0.NH3-e0.NH3-e0.NH3-e0.NH3-e0.NH3-e0.NH3-e0.NH3-e0.NH3-e0.NH3-e0.NH3-e0.NH3-e0.NH3-e0.O2-e0.O2-e0.O2-e0.O2-e0.O2-e0.O2-e0.O2-e0.O2-e0.O2-e0	372	Microbe
Co2+-e0	Clostridium_innocuum_I46.Enterococcus_faecalis_KB1	2		0	Clostridium_innocuum_I46.Enterococcus_faecalis_KB1	2	Metabolite
Cu2+-e0	Clostridium_innocuum_I46.Enterococcus_faecalis_KB1	2		0	Clostridium_innocuum_I46.Enterococcus_faecalis_KB1	2	Metabolite
