	Source	Target	Microbe	Weight	Variance	ABS_Weight	Sign_Weight	ABSRootWeight	SignedRootWeight
0	Thiamine	Glycine-e0	Limosilactobacillus_reuteri_I49	-0.8752329448964875	170.64397859096033	0.8752329448964875	-1.0	0.9355388526921197	-0.9355388526921197
1	PAN	Glycine-e0	Limosilactobacillus_reuteri_I49	0.5821313428448982	3544.3766525420383	0.5821313428448982	1.0	0.7629753225661353	0.7629753225661353
2	PAN	Phosphate-e0	Limosilactobacillus_reuteri_I49	-2.9510950622815315	374.2168788220103	2.9510950622815315	-1.0	1.7178751591083479	-1.7178751591083479
3	Folate-e0	L-Glutamate-e0	Limosilactobacillus_reuteri_I49	-1.9008394393178027	870.0081018111	1.9008394393178027	-1.0	1.3787093382282587	-1.3787093382282587
4	PAN	L-Glutamate-e0	Limosilactobacillus_reuteri_I49	-11.231101420088544	6664.443060728483	11.231101420088544	-1.0	3.3512835481481633	-3.3512835481481633
5	Spermidine-e0	D-Glucose-e0	Limosilactobacillus_reuteri_I49	0.0013152183059249296	0.002262920309453191	0.0013152183059249296	1.0	0.036265938646682365	0.036265938646682365
6	Pyruvate-e0	D-Glucose-e0	Limosilactobacillus_reuteri_I49	0.0008404710503381661	0.0008397390507483784	0.0008404710503381661	1.0	0.028990878743807787	0.028990878743807787
7	D-Mannose-e0	D-Glucose-e0	Limosilactobacillus_reuteri_I49	0.0008404710503398089	0.0008397390507516611	0.0008404710503398089	1.0	0.02899087874383612	0.02899087874383612
8	Melitose-e0	D-Glucose-e0	Limosilactobacillus_reuteri_I49	0.004548752340471627	0.02588821102590382	0.004548752340471627	1.0	0.06744443891435102	0.06744443891435102
9	Folate-e0	D-Glucose-e0	Limosilactobacillus_reuteri_I49	0.009918649025380463	0.13187654806853724	0.009918649025380463	1.0	0.09959241449719182	0.09959241449719182
10	Urea-e0	D-Glucose-e0	Limosilactobacillus_reuteri_I49	0.000712120883474501	0.0010676558251809035	0.000712120883474501	1.0	0.02668559318198681	0.02668559318198681
11	Sucrose	D-Glucose-e0	Limosilactobacillus_reuteri_I49	0.002630436611964201	0.009051681238620579	0.002630436611964201	1.0	0.051287782287443476	0.051287782287443476
12	Thiamine	D-Glucose-e0	Limosilactobacillus_reuteri_I49	0.015368156490222017	0.2989084691855422	0.015368156490222017	1.0	0.12396836891006519	0.12396836891006519
13	Riboflavin	D-Glucose-e0	Limosilactobacillus_reuteri_I49	0.009443901769704294	0.11764365595471175	0.009443901769704294	1.0	0.09717973950214259	0.09717973950214259
14	PAN	D-Glucose-e0	Limosilactobacillus_reuteri_I49	-2.4333130814787864	8191.417508613085	2.4333130814787864	-1.0	1.5599080362248239	-1.5599080362248239
15	PAN	Mn2+-e0	Limosilactobacillus_reuteri_I49	-0.01604489839626971	0.011061930252934529	0.01604489839626971	-1.0	0.12666845856909173	-0.12666845856909173
16	PAN	Zn2+-e0	Limosilactobacillus_reuteri_I49	-0.016044898396930202	0.011061930253845257	0.016044898396930202	-1.0	0.1266684585716989	-0.1266684585716989
17	PAN	L-Lysine-e0	Limosilactobacillus_reuteri_I49	-0.826254123029996	29.334875715519296	0.826254123029996	-1.0	0.9089852160678941	-0.9089852160678941
18	Spermidine-e0	L-Aspartate-e0	Limosilactobacillus_reuteri_I49	0.0003453463621189751	0.002616587083786796	0.0003453463621189751	1.0	0.01858349703685975	0.01858349703685975
19	Melitose-e0	L-Aspartate-e0	Limosilactobacillus_reuteri_I49	0.001703636341047533	0.006268228095686698	0.001703636341047533	1.0	0.041275129812606684	0.041275129812606684
