	Source	Target	SourceType	Weight	Variance	ABS_Weight	Sign_Weight	ABSRootWeight	SignedRootWeight
2	bc1002	O2	Microbe	-1.229192862476238	0.15064364475898578	1.229192862476238	-1.0	1.1086897052269575	-1.1086897052269575
30	bc1002	D-Glucose	Microbe	-0.6938516665528824	0.048000308282218254	0.6938516665528824	-1.0	0.8329775906666892	-0.8329775906666892
45	O2	bc1002	Metabolite	0.07200175794165135	0.005300940559075606	0.07200175794165135	1.0	0.26833143301084084	0.26833143301084084
50	bc1001	D-Glucose	Microbe	-0.6861334798834513	0.05101310426254863	0.6861334798834513	-1.0	0.8283317450656176	-0.8283317450656176
73	bc1003	O2	Microbe	-1.2499299745055101	0.1689269189423387	1.2499299745055101	-1.0	1.1180026719581264	-1.1180026719581264
119	O2	bc1003	Metabolite	0.07213065714724283	0.005305662883134414	0.07213065714724283	1.0	0.26857151216620656	0.26857151216620656
153	bc1003	D-Glucose	Microbe	-0.6863351016093155	0.05093307733838315	0.6863351016093155	-1.0	0.8284534396146325	-0.8284534396146325
167	O2	bc1001	Metabolite	0.071843178641156	0.0052630767327244265	0.071843178641156	1.0	0.2680357786586634	0.2680357786586634
189	bc1001	O2	Microbe	-1.2900321233751182	0.20661685720096118	1.2900321233751182	-1.0	1.1357958105993868	-1.1357958105993868
226	D-Glucose	bc1002	Metabolite	0.1159424463838134	0.0166042906832376	0.1159424463838134	1.0	0.3405032252179315	0.3405032252179315
227	D-Glucose	bc1003	Metabolite	0.11907904369384174	0.017562051030456095	0.11907904369384174	1.0	0.34507831530515176	0.34507831530515176
228	D-Glucose	bc1001	Metabolite	0.0568302859361305	0.0040003275512493245	0.0568302859361305	1.0	0.23839103577133622	0.23839103577133622
