	0.0000-0.0000	0.0000-0.0020	0.0020-0.0084	0.0084-0.0086	0.0086-0.0086	0.0086-0.0088	0.0089-0.0254	0.0257-0.0257	0.0257-0.0261	0.0263-0.0268	0.0268-0.0419	0.0419-0.0420	0.0420-0.0484	0.0484-0.0489	0.0489-0.0559	0.0743-0.0753	0.0753-0.0892	0.0892-0.0899	0.0899-0.1056	0.1369-0.1453	0.1453-0.1454	0.1458-0.1460	0.1460-10.0400	10.0400-10.0401	10.0401-20.0000	Source	Target
Riboflavin-e0##L-Histidine-e0##Enterococcus_faecalis_KB1	-9.204977705530457	-9.204977705465097	-9.204977705465097	-9.204977705465097	-9.204977705465097	-9.204977705465097	-9.204977705465097	-9.204977705465097	-9.204977705465097	-9.204977705465097	-9.204977705465097	-9.204977705465097	-9.204977705561978	-9.204977705561978	-9.204977705561978	-9.204977705347858	-9.204977705347858	-9.204977705347858	-9.204977705347858	-9.204977705347858	-9.204977705347858	-9.204977705347858	-9.204977705347858	-9.204977705347858	-9.204977705347858	Riboflavin-e0	L-Histidine-e0
Riboflavin-e0##L-Proline-e0##Enterococcus_faecalis_KB1	-18.087781191365664	-18.087781191237173	-18.087781191237173	-18.087781191237173	-18.087781191237173	-18.087781191237173	-18.087781191237173	-18.087781191237173	-18.087781191237173	-18.087781191237173	-18.087781191237173	-18.087781191237173	-18.087781191427492	-18.087781191427492	-18.087781191427492	-18.087781191007373	-18.087781191007373	-18.087781191007373	-18.087781191007373	-18.087781191007373	-18.087781191007373	-18.087781191007373	-18.087781191007373	-18.087781191007373	-18.087781191007373	Riboflavin-e0	L-Proline-e0
Riboflavin-e0##Co2+-e0##Enterococcus_faecalis_KB1	-0.7060625360181998	-0.7060625360130736	-0.7060625360130736	-0.7060625360130736	-0.7060625360130736	-0.7060625360130736	-0.7060625360130736	-0.7060625360130736	-0.7060625360130736	-0.7060625360130736	-0.7060625360130736	-0.7060625360130736	-0.7060625360204243	-0.7060625360204243	-0.7060625360204243	-0.7060625360038888	-0.7060625360038888	-0.7060625360038888	-0.7060625360038888	-0.7060625360038888	-0.7060625360038888	-0.7060625360038888	-0.7060625360038888	-0.7060625360038888	-0.7060625360038888	Riboflavin-e0	Co2+-e0
Riboflavin-e0##L-Valine-e0##Enterococcus_faecalis_KB1	-34.56469128424291	-34.564691283999665	-34.564691283999665	-34.564691283999665	-34.564691283999665	-34.564691283999665	-34.564691283999665	-34.564691283999665	-34.564691283999665	-34.564691283999665	-34.564691283999665	-34.564691283999665	-34.56469128436014	-34.56469128436014	-34.56469128436014	-34.564691283566695	-34.564691283566695	-34.564691283566695	-34.564691283566695	-34.564691283566695	-34.564691283566695	-34.564691283566695	-34.564691283566695	-34.564691283566695	-34.564691283566695	Riboflavin-e0	L-Valine-e0
Riboflavin-e0##L-Threonine-e0##Enterococcus_faecalis_KB1	-71.58423504716946	-71.58423504665696	-71.58423504665696	-71.58423504665696	-71.58423504665696	-71.58423504665696	-71.58423504665696	-71.58423504665696	-71.58423504665696	-71.58423504665696	-71.58423504665696	-71.58423504665696	-71.58423504741839	-71.58423504741839	-71.58423504741839	-71.58423504574047	-71.58423504574047	-71.58423504574047	-71.58423504574047	-71.58423504574047	-71.58423504574047	-71.58423504574047	-71.58423504574047	-71.58423504574047	-71.58423504574047	Riboflavin-e0	L-Threonine-e0
Folate-e0##L-Threonine-e0##Enterococcus_faecalis_KB1	-1.0000000000040086	-1.0000000000047833	-1.0000000000047833	-1.0000000000047833	-1.0000000000047833	-1.0000000000047833	-1.0000000000047833	-1.0000000000047833	-1.0000000000047833	-1.0000000000047833	-1.0000000000047833	-1.0000000000047833	-1.0000000000068356	-1.0000000000068356	-1.0000000000068356	-1.0000000000085858	-1.0000000000085858	-1.0000000000085858	-1.0000000000085858	-1.0000000000085858	-1.0000000000085858	-1.0000000000085858	-1.0000000000085858	-1.0000000000085858	-1.0000000000085858	Folate-e0	L-Threonine-e0
Spermidine-e0##Spermidine-e0##Enterococcus_faecalis_KB1	-0.9999999999999993	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	Spermidine-e0	Spermidine-e0
Thiamin-e0##Thiamin-e0##Enterococcus_faecalis_KB1	-0.9999999999999993	-0.999999999999998	-0.999999999999998	-0.999999999999998	-0.999999999999998	-0.999999999999998	-0.999999999999998	-0.999999999999998	-0.999999999999998	-0.999999999999998	-0.999999999999998	-0.999999999999998	-0.9999999999999984	-0.9999999999999984	-0.9999999999999984	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	Thiamin-e0	Thiamin-e0
Riboflavin-e0##fe3-e0##Enterococcus_faecalis_KB1	-0.7060625360109613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin-e0	fe3-e0
Putrescine-e0##H+-e0##Enterococcus_faecalis_KB1	2.812499999572019	2.812499999599313	2.812499999599313	2.812499999599313	2.812499999599313	2.812499999599313	2.812499999599313	2.812499999599313	2.812499999599313	2.812499999599313	2.812499999599313	2.812499999599313	2.8124999995954614	2.8124999995954614	2.8124999995954614	0.8749999999364679	0.8749999999364679	0.8749999999364679	0.8749999999364679	0.8749999999364679	0.8749999999364679	0.8749999999364679	0.8749999999364679	0.8749999999364679	0.8749999999364679	Putrescine-e0	H+-e0
Spermidine-e0##H+-e0##Enterococcus_faecalis_KB1	3.749999999323917	3.7499999994172573	3.7499999994172573	3.7499999994172573	3.7499999994172573	3.7499999994172573	3.7499999994172573	3.7499999994172573	3.7499999994172573	3.7499999994172573	3.7499999994172573	3.7499999994172573	3.7499999993870663	3.7499999993870663	3.7499999993870663	1.8124999997562359	1.8124999997562359	1.8124999997562359	1.8124999997562359	1.8124999997562359	1.8124999997562359	1.8124999997562359	1.8124999997562359	1.8124999997562359	1.8124999997562359	Spermidine-e0	H+-e0
Thiamin-e0##H+-e0##Enterococcus_faecalis_KB1	-4.812500001053317	-4.812500000991498	-4.812500000991498	-4.812500000991498	-4.812500000991498	-4.812500000991498	-4.812500000991498	-4.812500000991498	-4.812500000991498	-4.812500000991498	-4.812500000991498	-4.812500000991498	-4.812500001103294	-4.812500001103294	-4.812500001103294	-4.812500001047422	-4.812500001047422	-4.812500001047422	-4.812500001047422	-4.812500001047422	-4.812500001047422	-4.812500001047422	-4.812500001047422	-4.812500001047422	-4.812500001047422	Thiamin-e0	H+-e0
Riboflavin-e0##H+-e0##Enterococcus_faecalis_KB1	1068.8798152309778	1067.9972370534078	1067.9972370534078	1067.9972370534078	1067.9972370534078	1067.9972370534078	1067.9972370534078	1067.9972370534078	1067.9972370534078	1067.9972370534078	1067.9972370534078	1067.9972370534078	1067.9972370645735	1067.9972370645735	1067.9972370645735	1069.9347370398846	1069.9347370398846	1069.9347370398846	1069.9347370398846	1069.9347370398846	1069.9347370398846	1069.9347370398846	1069.9347370398846	1069.9347370398846	1069.9347370398846	Riboflavin-e0	H+-e0
N-Acetyl-D-glucosamine-e0##H+-e0##Enterococcus_faecalis_KB1	-0.31250000015022167	-0.3125000001588838	-0.3125000001588838	-0.3125000001588838	-0.3125000001588838	-0.3125000001588838	-0.3125000001588838	-0.3125000001588838	-0.3125000001588838	-0.3125000001588838	-0.3125000001588838	-0.3125000001588838	-0.31250000014712315	-0.31250000014712315	-0.31250000014712315	-0.3125000001731569	-0.3125000001731569	-0.3125000001731569	-0.3125000001731569	-0.3125000001731569	-0.3125000001731569	-0.3125000001731569	-0.3125000001731569	-0.3125000001731569	-0.3125000001731569	N-Acetyl-D-glucosamine-e0	H+-e0
Folate-e0##H+-e0##Enterococcus_faecalis_KB1	-5.437499999939057	-5.437499999927755	-5.437499999927755	-5.437499999927755	-5.437499999927755	-5.437499999927755	-5.437499999927755	-5.437499999927755	-5.437499999927755	-5.437499999927755	-5.437499999927755	-5.437499999927755	-5.4374999998973275	-5.4374999998973275	-5.4374999998973275	-5.437499999871102	-5.437499999871102	-5.437499999871102	-5.437499999871102	-5.437499999871102	-5.437499999871102	-5.437499999871102	-5.437499999871102	-5.437499999871102	-5.437499999871102	Folate-e0	H+-e0
Putrescine-e0##Uracil-e0##Enterococcus_faecalis_KB1	-0.9999999999982887	-0.9999999999984006	-0.9999999999984006	-0.9999999999984006	-0.9999999999984006	-0.9999999999984006	-0.9999999999984006	-0.9999999999984006	-0.9999999999984006	-0.9999999999984006	-0.9999999999984006	-0.9999999999984006	-0.9999999999983824	-0.9999999999983824	-0.9999999999983824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Putrescine-e0	Uracil-e0
Spermidine-e0##Uracil-e0##Enterococcus_faecalis_KB1	-0.9999999999972675	-0.9999999999976423	-0.9999999999976423	-0.9999999999976423	-0.9999999999976423	-0.9999999999976423	-0.9999999999976423	-0.9999999999976423	-0.9999999999976423	-0.9999999999976423	-0.9999999999976423	-0.9999999999976423	-0.9999999999975198	-0.9999999999975198	-0.9999999999975198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	Uracil-e0
Riboflavin-e0##Uracil-e0##Enterococcus_faecalis_KB1	-4.5851148930062555	-4.585114892978323	-4.585114892978323	-4.585114892978323	-4.585114892978323	-4.585114892978323	-4.585114892978323	-4.585114892978323	-4.585114892978323	-4.585114892978323	-4.585114892978323	-4.585114892978323	-4.585114893022947	-4.585114893022947	-4.585114893022947	-5.5851148929797265	-5.5851148929797265	-5.5851148929797265	-5.5851148929797265	-5.5851148929797265	-5.5851148929797265	-5.5851148929797265	-5.5851148929797265	-5.5851148929797265	-5.5851148929797265	Riboflavin-e0	Uracil-e0
Spermidine-e0##L-Methionine-e0##Enterococcus_faecalis_KB1	1.0000000000093263	1.0000000000080453	1.0000000000080453	1.0000000000080453	1.0000000000080453	1.0000000000080453	1.0000000000080453	1.0000000000080453	1.0000000000080453	1.0000000000080453	1.0000000000080453	1.0000000000080453	1.0000000000084628	1.0000000000084628	1.0000000000084628	1.0000000000033482	1.0000000000033482	1.0000000000033482	1.0000000000033482	1.0000000000033482	1.0000000000033482	1.0000000000033482	1.0000000000033482	1.0000000000033482	1.0000000000033482	Spermidine-e0	L-Methionine-e0
Riboflavin-e0##L-Methionine-e0##Enterococcus_faecalis_KB1	-14.748894122273411	-14.748894122168963	-14.748894122168963	-14.748894122168963	-14.748894122168963	-14.748894122168963	-14.748894122168963	-14.748894122168963	-14.748894122168963	-14.748894122168963	-14.748894122168963	-14.748894122168963	-14.748894122324101	-14.748894122324101	-14.748894122324101	-14.748894121981293	-14.748894121981293	-14.748894121981293	-14.748894121981293	-14.748894121981293	-14.748894121981293	-14.748894121981293	-14.748894121981293	-14.748894121981293	-14.748894121981293	Riboflavin-e0	L-Methionine-e0
Riboflavin-e0##Riboflavin-e0##Enterococcus_faecalis_KB1	-0.999999999999995	-0.9999999999999089	-0.9999999999999089	-0.9999999999999089	-0.9999999999999089	-0.9999999999999089	-0.9999999999999089	-0.9999999999999089	-0.9999999999999089	-0.9999999999999089	-0.9999999999999089	-0.9999999999999089	-0.9999999999998264	-0.9999999999998264	-0.9999999999998264	-0.9999999999999305	-0.9999999999999305	-0.9999999999999305	-0.9999999999999305	-0.9999999999999305	-0.9999999999999305	-0.9999999999999305	-0.9999999999999305	-0.9999999999999305	-0.9999999999999305	Riboflavin-e0	Riboflavin-e0
Thiamin-e0##L-Cysteine-e0##Enterococcus_faecalis_KB1	1.0000000000073421	1.0000000000069158	1.0000000000069158	1.0000000000069158	1.0000000000069158	1.0000000000069158	1.0000000000069158	1.0000000000069158	1.0000000000069158	1.0000000000069158	1.0000000000069158	1.0000000000069158	1.000000000007693	1.000000000007693	1.000000000007693	1.0000000000072844	1.0000000000072844	1.0000000000072844	1.0000000000072844	1.0000000000072844	1.0000000000072844	1.0000000000072844	1.0000000000072844	1.0000000000072844	1.0000000000072844	Thiamin-e0	L-Cysteine-e0
Riboflavin-e0##L-Cysteine-e0##Enterococcus_faecalis_KB1	-7.397459505424651	-7.397459505371431	-7.397459505371431	-7.397459505371431	-7.397459505371431	-7.397459505371431	-7.397459505371431	-7.397459505371431	-7.397459505371431	-7.397459505371431	-7.397459505371431	-7.397459505371431	-7.3974595054491346	-7.3974595054491346	-7.3974595054491346	-7.397459505277598	-7.397459505277598	-7.397459505277598	-7.397459505277598	-7.397459505277598	-7.397459505277598	-7.397459505277598	-7.397459505277598	-7.397459505277598	-7.397459505277598	Riboflavin-e0	L-Cysteine-e0
Riboflavin-e0##L-Leucine-e0##Enterococcus_faecalis_KB1	-47.22328715810772	-47.2232871577698	-47.2232871577698	-47.2232871577698	-47.2232871577698	-47.2232871577698	-47.2232871577698	-47.2232871577698	-47.2232871577698	-47.2232871577698	-47.2232871577698	-47.2232871577698	-47.22328715827185	-47.22328715827185	-47.22328715827185	-47.22328715716004	-47.22328715716004	-47.22328715716004	-47.22328715716004	-47.22328715716004	-47.22328715716004	-47.22328715716004	-47.22328715716004	-47.22328715716004	-47.22328715716004	Riboflavin-e0	L-Leucine-e0
Riboflavin-e0##L-Isoleucine-e0##Enterococcus_faecalis_KB1	-38.57060811488612	-38.57060811461231	-38.57060811461231	-38.57060811461231	-38.57060811461231	-38.57060811461231	-38.57060811461231	-38.57060811461231	-38.57060811461231	-38.57060811461231	-38.57060811461231	-38.57060811461231	-38.57060811501753	-38.57060811501753	-38.57060811501753	-38.57060811412095	-38.57060811412095	-38.57060811412095	-38.57060811412095	-38.57060811412095	-38.57060811412095	-38.57060811412095	-38.57060811412095	-38.57060811412095	-38.57060811412095	Riboflavin-e0	L-Isoleucine-e0
Thiamin-e0##L-Tyrosine-e0##Enterococcus_faecalis_KB1	1.0000000000128544	1.0000000000121096	1.0000000000121096	1.0000000000121096	1.0000000000121096	1.0000000000121096	1.0000000000121096	1.0000000000121096	1.0000000000121096	1.0000000000121096	1.0000000000121096	1.0000000000121096	1.0000000000134743	1.0000000000134743	1.0000000000134743	1.0000000000127585	1.0000000000127585	1.0000000000127585	1.0000000000127585	1.0000000000127585	1.0000000000127585	1.0000000000127585	1.0000000000127585	1.0000000000127585	1.0000000000127585	Thiamin-e0	L-Tyrosine-e0
Riboflavin-e0##L-Tyrosine-e0##Enterococcus_faecalis_KB1	-12.972744791031674	-12.972744790939574	-12.972744790939574	-12.972744790939574	-12.972744790939574	-12.972744790939574	-12.972744790939574	-12.972744790939574	-12.972744790939574	-12.972744790939574	-12.972744790939574	-12.972744790939574	-12.972744791075801	-12.972744791075801	-12.972744791075801	-12.972744790775232	-12.972744790775232	-12.972744790775232	-12.972744790775232	-12.972744790775232	-12.972744790775232	-12.972744790775232	-12.972744790775232	-12.972744790775232	-12.972744790775232	Riboflavin-e0	L-Tyrosine-e0
Riboflavin-e0##L-Phenylalanine-e0##Enterococcus_faecalis_KB1	-19.790702066894553	-19.790702066752935	-19.790702066752935	-19.790702066752935	-19.790702066752935	-19.790702066752935	-19.790702066752935	-19.790702066752935	-19.790702066752935	-19.790702066752935	-19.790702066752935	-19.790702066752935	-19.790702066962535	-19.790702066962535	-19.790702066962535	-19.790702066499687	-19.790702066499687	-19.790702066499687	-19.790702066499687	-19.790702066499687	-19.790702066499687	-19.790702066499687	-19.790702066499687	-19.790702066499687	-19.790702066499687	Riboflavin-e0	L-Phenylalanine-e0
Putrescine-e0##L-Serine-e0##Enterococcus_faecalis_KB1	-0.9999999999744459	-0.9999999999760644	-0.9999999999760644	-0.9999999999760644	-0.9999999999760644	-0.9999999999760644	-0.9999999999760644	-0.9999999999760644	-0.9999999999760644	-0.9999999999760644	-0.9999999999760644	-0.9999999999760644	-0.9999999999758366	-0.9999999999758366	-0.9999999999758366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Putrescine-e0	L-Serine-e0
Spermidine-e0##L-Serine-e0##Enterococcus_faecalis_KB1	-0.9999999999595399	-0.999999999965091	-0.999999999965091	-0.999999999965091	-0.999999999965091	-0.999999999965091	-0.999999999965091	-0.999999999965091	-0.999999999965091	-0.999999999965091	-0.999999999965091	-0.999999999965091	-0.9999999999632979	-0.9999999999632979	-0.9999999999632979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	L-Serine-e0
Riboflavin-e0##L-Serine-e0##Enterococcus_faecalis_KB1	-65.0861508518296	-65.0861508513798	-65.0861508513798	-65.0861508513798	-65.0861508513798	-65.0861508513798	-65.0861508513798	-65.0861508513798	-65.0861508513798	-65.0861508513798	-65.0861508513798	-65.0861508513798	-65.08615085204254	-65.08615085204254	-65.08615085204254	-66.08615085060349	-66.08615085060349	-66.08615085060349	-66.08615085060349	-66.08615085060349	-66.08615085060349	-66.08615085060349	-66.08615085060349	-66.08615085060349	-66.08615085060349	Riboflavin-e0	L-Serine-e0
Folate-e0##L-Serine-e0##Enterococcus_faecalis_KB1	1.9999999999960527	1.9999999999953977	1.9999999999953977	1.9999999999953977	1.9999999999953977	1.9999999999953977	1.9999999999953977	1.9999999999953977	1.9999999999953977	1.9999999999953977	1.9999999999953977	1.9999999999953977	1.9999999999935592	1.9999999999935592	1.9999999999935592	1.999999999991845	1.999999999991845	1.999999999991845	1.999999999991845	1.999999999991845	1.999999999991845	1.999999999991845	1.999999999991845	1.999999999991845	1.999999999991845	Folate-e0	L-Serine-e0
N-Acetyl-D-glucosamine-e0##N-Acetyl-D-glucosamine-e0##Enterococcus_faecalis_KB1	-1.0000000000000007	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	N-Acetyl-D-glucosamine-e0	N-Acetyl-D-glucosamine-e0
Riboflavin-e0##L-Asparagine-e0##Enterococcus_faecalis_KB1	-16.661009647010694	-16.66100964689237	-16.66100964689237	-16.66100964689237	-16.66100964689237	-16.66100964689237	-16.66100964689237	-16.66100964689237	-16.66100964689237	-16.66100964689237	-16.66100964689237	-16.66100964689237	-16.661009647067452	-16.661009647067452	-16.661009647067452	-16.661009646680185	-16.661009646680185	-16.661009646680185	-16.661009646680185	-16.661009646680185	-16.661009646680185	-16.661009646680185	-16.661009646680185	-16.661009646680185	-16.661009646680185	Riboflavin-e0	L-Asparagine-e0
Riboflavin-e0##Ca2+-e0##Enterococcus_faecalis_KB1	-0.7060625360171298	-0.7060625360122799	-0.7060625360122799	-0.7060625360122799	-0.7060625360122799	-0.7060625360122799	-0.7060625360122799	-0.7060625360122799	-0.7060625360122799	-0.7060625360122799	-0.7060625360122799	-0.7060625360122799	-0.7060625360198008	-0.7060625360198008	-0.7060625360198008	-0.7060625360033863	-0.7060625360033863	-0.7060625360033863	-0.7060625360033863	-0.7060625360033863	-0.7060625360033863	-0.7060625360033863	-0.7060625360033863	-0.7060625360033863	-0.7060625360033863	Riboflavin-e0	Ca2+-e0
Riboflavin-e0##Cu2+-e0##Enterococcus_faecalis_KB1	-0.7060625360180157	-0.7060625360130895	-0.7060625360130895	-0.7060625360130895	-0.7060625360130895	-0.7060625360130895	-0.7060625360130895	-0.7060625360130895	-0.7060625360130895	-0.7060625360130895	-0.7060625360130895	-0.7060625360130895	-0.7060625360205358	-0.7060625360205358	-0.7060625360205358	-0.7060625360041499	-0.7060625360041499	-0.7060625360041499	-0.7060625360041499	-0.7060625360041499	-0.7060625360041499	-0.7060625360041499	-0.7060625360041499	-0.7060625360041499	-0.7060625360041499	Riboflavin-e0	Cu2+-e0
Riboflavin-e0##Fe2+-e0##Enterococcus_faecalis_KB1	-1.7060625360861739	-2.4121250720797804	-2.4121250720797804	-2.4121250720797804	-2.4121250720797804	-2.4121250720797804	-2.4121250720797804	-2.4121250720797804	-2.4121250720797804	-2.4121250720797804	-2.4121250720797804	-2.4121250720797804	-2.412125072105702	-2.412125072105702	-2.412125072105702	-2.41212507204941	-2.41212507204941	-2.41212507204941	-2.41212507204941	-2.41212507204941	-2.41212507204941	-2.41212507204941	-2.41212507204941	-2.41212507204941	-2.41212507204941	Riboflavin-e0	Fe2+-e0
Riboflavin-e0##K+-e0##Enterococcus_faecalis_KB1	-0.7060625360090614	-0.7060625360003897	-0.7060625360003897	-0.7060625360003897	-0.7060625360003897	-0.7060625360003897	-0.7060625360003897	-0.7060625360003897	-0.7060625360003897	-0.7060625360003897	-0.7060625360003897	-0.7060625360003897	-0.7060625360115538	-0.7060625360115538	-0.7060625360115538	-0.7060625359925844	-0.7060625359925844	-0.7060625359925844	-0.7060625359925844	-0.7060625359925844	-0.7060625359925844	-0.7060625359925844	-0.7060625359925844	-0.7060625359925844	-0.7060625359925844	Riboflavin-e0	K+-e0
Putrescine-e0##D-Mannose-e0##Enterococcus_faecalis_KB1	0.18750000050077384	0.18750000046911786	0.18750000046911786	0.18750000046911786	0.18750000046911786	0.18750000046911786	0.18750000046911786	0.18750000046911786	0.18750000046911786	0.18750000046911786	0.18750000046911786	0.18750000046911786	0.1875000004736382	0.1875000004736382	0.1875000004736382	0.12500000007434264	0.12500000007434264	0.12500000007434264	0.12500000007434264	0.12500000007434264	0.12500000007434264	0.12500000007434264	0.12500000007434264	0.12500000007434264	0.12500000007434264	Putrescine-e0	D-Mannose-e0
Spermidine-e0##D-Mannose-e0##Enterococcus_faecalis_KB1	0.7500000007906449	0.7500000006817366	0.7500000006817366	0.7500000006817366	0.7500000006817366	0.7500000006817366	0.7500000006817366	0.7500000006817366	0.7500000006817366	0.7500000006817366	0.7500000006817366	0.7500000006817366	0.750000000717161	0.750000000717161	0.750000000717161	0.6875000002842195	0.6875000002842195	0.6875000002842195	0.6875000002842195	0.6875000002842195	0.6875000002842195	0.6875000002842195	0.6875000002842195	0.6875000002842195	0.6875000002842195	Spermidine-e0	D-Mannose-e0
Thiamin-e0##D-Mannose-e0##Enterococcus_faecalis_KB1	3.812500001231979	3.812500001160294	3.812500001160294	3.812500001160294	3.812500001160294	3.812500001160294	3.812500001160294	3.812500001160294	3.812500001160294	3.812500001160294	3.812500001160294	3.812500001160294	3.8125000012913897	3.8125000012913897	3.8125000012913897	3.812500001222259	3.812500001222259	3.812500001222259	3.812500001222259	3.812500001222259	3.812500001222259	3.812500001222259	3.812500001222259	3.812500001222259	3.812500001222259	Thiamin-e0	D-Mannose-e0
Riboflavin-e0##D-Mannose-e0##Enterococcus_faecalis_KB1	-1249.6989685445003	-1249.5224529016334	-1249.5224529016334	-1249.5224529016334	-1249.5224529016334	-1249.5224529016334	-1249.5224529016334	-1249.5224529016334	-1249.5224529016334	-1249.5224529016334	-1249.5224529016334	-1249.5224529016334	-1249.52245291475	-1249.52245291475	-1249.52245291475	-1249.459952885707	-1249.459952885707	-1249.459952885707	-1249.459952885707	-1249.459952885707	-1249.459952885707	-1249.459952885707	-1249.459952885707	-1249.459952885707	-1249.459952885707	Riboflavin-e0	D-Mannose-e0
N-Acetyl-D-glucosamine-e0##D-Mannose-e0##Enterococcus_faecalis_KB1	1.31250000017595	1.3125000001861817	1.3125000001861817	1.3125000001861817	1.3125000001861817	1.3125000001861817	1.3125000001861817	1.3125000001861817	1.3125000001861817	1.3125000001861817	1.3125000001861817	1.3125000001861817	1.312500000172411	1.312500000172411	1.312500000172411	1.3125000002022755	1.3125000002022755	1.3125000002022755	1.3125000002022755	1.3125000002022755	1.3125000002022755	1.3125000002022755	1.3125000002022755	1.3125000002022755	1.3125000002022755	N-Acetyl-D-glucosamine-e0	D-Mannose-e0
Folate-e0##D-Mannose-e0##Enterococcus_faecalis_KB1	3.937499999929164	3.937499999915827	3.937499999915827	3.937499999915827	3.937499999915827	3.937499999915827	3.937499999915827	3.937499999915827	3.937499999915827	3.937499999915827	3.937499999915827	3.937499999915827	3.937499999880268	3.937499999880268	3.937499999880268	3.9374999998498383	3.9374999998498383	3.9374999998498383	3.9374999998498383	3.9374999998498383	3.9374999998498383	3.9374999998498383	3.9374999998498383	3.9374999998498383	3.9374999998498383	Folate-e0	D-Mannose-e0
Riboflavin-e0##L-Tryptophan-e0##Enterococcus_faecalis_KB1	-6.121310174177209	-6.121310174133786	-6.121310174133786	-6.121310174133786	-6.121310174133786	-6.121310174133786	-6.121310174133786	-6.121310174133786	-6.121310174133786	-6.121310174133786	-6.121310174133786	-6.121310174133786	-6.121310174198059	-6.121310174198059	-6.121310174198059	-6.121310174055799	-6.121310174055799	-6.121310174055799	-6.121310174055799	-6.121310174055799	-6.121310174055799	-6.121310174055799	-6.121310174055799	-6.121310174055799	-6.121310174055799	Riboflavin-e0	L-Tryptophan-e0
Riboflavin-e0##Cl--e0##Enterococcus_faecalis_KB1	-0.7060625360171188	-0.7060625360121109	-0.7060625360121109	-0.7060625360121109	-0.7060625360121109	-0.7060625360121109	-0.7060625360121109	-0.7060625360121109	-0.7060625360121109	-0.7060625360121109	-0.7060625360121109	-0.7060625360121109	-0.7060625360195245	-0.7060625360195245	-0.7060625360195245	-0.7060625360031166	-0.7060625360031166	-0.7060625360031166	-0.7060625360031166	-0.7060625360031166	-0.7060625360031166	-0.7060625360031166	-0.7060625360031166	-0.7060625360031166	-0.7060625360031166	Riboflavin-e0	Cl--e0
Riboflavin-e0##Mg-e0##Enterococcus_faecalis_KB1	-0.706062536017256	-0.7060625360123312	-0.7060625360123312	-0.7060625360123312	-0.7060625360123312	-0.7060625360123312	-0.7060625360123312	-0.7060625360123312	-0.7060625360123312	-0.7060625360123312	-0.7060625360123312	-0.7060625360123312	-0.7060625360198859	-0.7060625360198859	-0.7060625360198859	-0.7060625360032817	-0.7060625360032817	-0.7060625360032817	-0.7060625360032817	-0.7060625360032817	-0.7060625360032817	-0.7060625360032817	-0.7060625360032817	-0.7060625360032817	-0.7060625360032817	Riboflavin-e0	Mg-e0
Folate-e0##Folate-e0##Enterococcus_faecalis_KB1	-0.9999999999999996	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	Folate-e0	Folate-e0
Riboflavin-e0##Niacin##Enterococcus_faecalis_KB1	-1.0000000000762768	-1.0000000000654259	-1.0000000000654259	-1.0000000000654259	-1.0000000000654259	-1.0000000000654259	-1.0000000000654259	-1.0000000000654259	-1.0000000000654259	-1.0000000000654259	-1.0000000000654259	-1.0000000000654259	-1.000000000080063	-1.000000000080063	-1.000000000080063	-1.0000000000506537	-1.0000000000506537	-1.0000000000506537	-1.0000000000506537	-1.0000000000506537	-1.0000000000506537	-1.0000000000506537	-1.0000000000506537	-1.0000000000506537	-1.0000000000506537	Riboflavin-e0	Niacin
