	Source	Target	Weight	Metabolites	ABSWeight	SignWeight	ABSRootWeight	SignedRootWeight
bc1003->bc1002	bc1003	bc1002	-0.14873488086081643	D-Glucose	0.14873488086081643	-1.0	0.38566161445082453	-0.38566161445082453
bc1008->bc1002	bc1008	bc1002	-0.27087086964738133	D-Glucose	0.27087086964738133	-1.0	0.5204525623410662	-0.5204525623410662
bc1016->bc1002	bc1016	bc1002	-0.27087086964738355	D-Glucose	0.27087086964738355	-1.0	0.5204525623410683	-0.5204525623410683
bc1002->bc1016	bc1002	bc1016	-0.05745328770557904	D-Glucose	0.05745328770557904	-1.0	0.23969415450857168	-0.23969415450857168
bc1003->bc1016	bc1003	bc1016	-0.031547533749478725	D-Glucose	0.031547533749478725	-1.0	0.1776162541815324	-0.1776162541815324
bc1008->bc1016	bc1008	bc1016	-0.057453287705578414	D-Glucose	0.057453287705578414	-1.0	0.2396941545085704	-0.2396941545085704
bc1002->bc1008	bc1002	bc1008	-0.05745328811845321	D-Glucose	0.05745328811845321	-1.0	0.23969415536982375	-0.23969415536982375
bc1003->bc1008	bc1003	bc1008	-0.03154753397618745	D-Glucose	0.03154753397618745	-1.0	0.17761625481973053	-0.17761625481973053
bc1016->bc1008	bc1016	bc1008	-0.05745328811845306	D-Glucose	0.05745328811845306	-1.0	0.23969415536982344	-0.23969415536982344
bc1002->bc1003	bc1002	bc1003	-0.2710052055831226	O2	0.2710052055831226	-1.0	0.5205816031931234	-0.5205816031931234
bc1008->bc1003	bc1008	bc1003	-0.003429276312228097	O2	0.003429276312228097	-1.0	0.05856002315768068	-0.05856002315768068
bc1016->bc1003	bc1016	bc1003	-0.0034292762875456568	O2	0.0034292762875456568	-1.0	0.05856002294693588	-0.05856002294693588
