	0.26439999999999997	0.27044999999999997	0.27275	0.32089999999999996	0.79335	1.6052499999999998	Source	Target
bc1012##1,2-Diacyl-sn-glycerol dioctadecanoyl##Microbe	1.1277742099999999	0.14075821999999993	0.0	0.5708505199999999	0.51592607	9.97e-06	bc1012	1,2-Diacyl-sn-glycerol dioctadecanoyl
1,2-Diacyl-sn-glycerol dioctadecanoyl##bc1012##Metabolite	-1.1277742099999999	-0.14075821999999993	0.0	-0.5708505199999999	-0.51592607	-9.97e-06	1,2-Diacyl-sn-glycerol dioctadecanoyl	bc1012
bc1012##4-Hydroxybenzoate##Microbe	0.025402780000000003	0.0031705399999999995	0.0	0.01285824	0.011621089999999999	2.2e-07	bc1012	4-Hydroxybenzoate
4-Hydroxybenzoate##bc1012##Metabolite	-0.025402780000000003	-0.0031705399999999995	0.0	-0.01285824	-0.011621089999999999	-2.2e-07	4-Hydroxybenzoate	bc1012
bc1012##5-Aminolevulinate##Microbe	0.20322227	0.025364300000000006	0.0	0.10286593	0.09296867	1.8e-06	bc1012	5-Aminolevulinate
5-Aminolevulinate##bc1012##Metabolite	-0.20322227	-0.025364300000000006	0.0	-0.10286593	-0.09296867	-1.8e-06	5-Aminolevulinate	bc1012
bc1012##AMP##Microbe	0.9719641899999998	0.12131147000000009	0.0	0.49198347	0.44464722	8.59e-06	bc1012	AMP
AMP##bc1012##Metabolite	-0.9719641899999998	-0.12131147000000009	0.0	-0.49198347	-0.44464722	-8.59e-06	AMP	bc1012
bc1012##Acetate##Microbe	-63.791789419999986	-8.64719289	0.0	-35.07890665	-28.63165524	-0.00046520999999999997	bc1012	Acetate
bc1012##Ala-Ala##Microbe	0.22640869	0.028258210000000006	0.0	0.1146023	0.10357583	2e-06	bc1012	Ala-Ala
Ala-Ala##bc1012##Metabolite	-0.22640869	-0.028258210000000006	0.0	-0.1146023	-0.10357583	-2e-06	Ala-Ala	bc1012
bc1012##BET##Microbe	0.05080557	0.006341070000000004	0.0	0.02571648	0.02324217	4.5e-07	bc1012	BET
BET##bc1012##Metabolite	-0.05080557	-0.006341070000000004	0.0	-0.02571648	-0.02324217	-4.5e-07	BET	bc1012
bc1012##BIOT##Microbe	0.025402780000000003	0.0031705399999999995	0.0	0.01285824	0.011621089999999999	2.2e-07	bc1012	BIOT
BIOT##bc1012##Metabolite	-0.025402780000000003	-0.0031705399999999995	0.0	-0.01285824	-0.011621089999999999	-2.2e-07	BIOT	bc1012
bc1012##CMP##Microbe	0.7613488400000001	0.09502442999999994	0.0	0.38537536	0.34829641	6.73e-06	bc1012	CMP
CMP##bc1012##Metabolite	-0.7613488400000001	-0.09502442999999994	0.0	-0.38537536	-0.34829641	-6.73e-06	CMP	bc1012
bc1012##CO2##Microbe	-76.27559312	-10.205304389999995	0.0	-41.397889490000004	-34.34265638	-0.0005755300000000001	bc1012	CO2
bc1012##Ca2+##Microbe	0.025402780000000003	0.0031705399999999995	0.0	0.01285824	0.011621089999999999	2.2e-07	bc1012	Ca2+
Ca2+##bc1012##Metabolite	-0.025402780000000003	-0.0031705399999999995	0.0	-0.01285824	-0.011621089999999999	-2.2e-07	Ca2+	bc1012
bc1012##Chorismate##Microbe	0.05080557	0.006341070000000004	0.0	0.02571648	0.02324217	4.5e-07	bc1012	Chorismate
Chorismate##bc1012##Metabolite	-0.05080557	-0.006341070000000004	0.0	-0.02571648	-0.02324217	-4.5e-07	Chorismate	bc1012
bc1012##Cl-##Microbe	0.025402780000000003	0.0031705399999999995	0.0	0.01285824	0.011621089999999999	2.2e-07	bc1012	Cl-
Cl-##bc1012##Metabolite	-0.025402780000000003	-0.0031705399999999995	0.0	-0.01285824	-0.011621089999999999	-2.2e-07	Cl-	bc1012
bc1012##Co2+##Microbe	0.025402780000000003	0.0031705399999999995	0.0	0.01285824	0.011621089999999999	2.2e-07	bc1012	Co2+
Co2+##bc1012##Metabolite	-0.025402780000000003	-0.0031705399999999995	0.0	-0.01285824	-0.011621089999999999	-2.2e-07	Co2+	bc1012
bc1012##CoA##Microbe	0.05080557	0.006341070000000004	0.0	0.02571648	0.02324217	4.5e-07	bc1012	CoA
CoA##bc1012##Metabolite	-0.05080557	-0.006341070000000004	0.0	-0.02571648	-0.02324217	-4.5e-07	CoA	bc1012
bc1012##Cu2+##Microbe	0.025402780000000003	0.0031705399999999995	0.0	0.01285824	0.011621089999999999	2.2e-07	bc1012	Cu2+
Cu2+##bc1012##Metabolite	-0.025402780000000003	-0.0031705399999999995	0.0	-0.01285824	-0.011621089999999999	-2.2e-07	Cu2+	bc1012
bc1012##D-Arabinose##Microbe	0.6792260700000001	0.08477464000000001	0.0	0.34380690999999997	0.31072748	6e-06	bc1012	D-Arabinose
D-Arabinose##bc1012##Metabolite	-0.6792260700000001	-0.08477464000000001	0.0	-0.34380690999999997	-0.31072748	-6e-06	D-Arabinose	bc1012
bc1012##D-Glucose##Microbe	38.05389168	5.092179969999997	0.0	20.656474240000005	17.13294398	0.00028702	bc1012	D-Glucose
D-Glucose##bc1012##Metabolite	-38.05389168	-5.092179969999997	0.0	-20.656474240000005	-17.13294398	-0.00028702	D-Glucose	bc1012
bc1012##Deoxycytidine##Microbe	0.182107	0.02272889	0.0	0.09217791	0.08330901	1.61e-06	bc1012	Deoxycytidine
Deoxycytidine##bc1012##Metabolite	-0.182107	-0.02272889	0.0	-0.09217791	-0.08330901	-1.61e-06	Deoxycytidine	bc1012
bc1012##Deoxyguanosine##Microbe	0.025402780000000003	0.0031705399999999995	0.0	0.01285824	0.011621089999999999	2.2e-07	bc1012	Deoxyguanosine
Deoxyguanosine##bc1012##Metabolite	-0.025402780000000003	-0.0031705399999999995	0.0	-0.01285824	-0.011621089999999999	-2.2e-07	Deoxyguanosine	bc1012
bc1012##Folate##Microbe	0.07620836	0.009511610000000004	0.0	0.03857471999999999	0.03486326	6.7e-07	bc1012	Folate
Folate##bc1012##Metabolite	-0.07620836	-0.009511610000000004	0.0	-0.03857471999999999	-0.03486326	-6.7e-07	Folate	bc1012
bc1012##Formate##Microbe	0.025402780000000003	0.0031705399999999995	0.0	0.01285824	0.011621089999999999	2.2e-07	bc1012	Formate
Formate##bc1012##Metabolite	-0.025402780000000003	-0.0031705399999999995	0.0	-0.01285824	-0.011621089999999999	-2.2e-07	Formate	bc1012
bc1012##Fumarate##Microbe	40.16553393	7.48016234	0.0	30.371639350000002	16.38975989	0.0	bc1012	Fumarate
Fumarate##bc1012##Metabolite	-40.16553393	-7.48016234	0.0	-30.371639350000002	-16.38975989	0.0	Fumarate	bc1012
bc1012##GTP##Microbe	1.22577162	0.1529893400000002	0.0	0.6204543199999999	0.56075723	1.083e-05	bc1012	GTP
