	0.0000-0.6605	0.6605-1.3458	1.3458-2.0000	Source	Target
bc1001##N-Acetyl-D-glucosamine##Microbe	-0.01567014577001474	-0.028559360732135518	-0.028559360732135518	bc1001	N-Acetyl-D-glucosamine
bc1016##Folate##Microbe	-0.0004836692086312178	-0.0004836692086312178	-0.0004836692086312178	bc1016	Folate
bc1003##Oxidized glutathione##Microbe	-0.00021463796547111584	-0.0003908913096243489	-0.0003908913096243489	bc1003	Oxidized glutathione
bc1001##L-Aspartate##Microbe	-0.030598856469821547	-0.05576743144181081	-0.05576743144181081	bc1001	L-Aspartate
bc1003##CoA##Microbe	-0.0008585518618831928	-0.0015635652384950694	-0.0015635652384950694	bc1003	CoA
bc1003##L-Glutamine##Microbe	-0.03265674983488622	-0.059473354040673304	-0.059473354040673304	bc1003	L-Glutamine
bc1016##Glycine##Microbe	-0.02881002635575413	-0.02881002635575413	-0.02881002635575413	bc1016	Glycine
bc1001##CO2##Microbe	1.1044735886227475	2.0129397709210712	2.0129397709210712	bc1001	CO2
bc1003##5-Aminolevulinate##Microbe	-0.0034342074475198743	-0.006254260953957191	-0.006254260953957191	bc1003	5-Aminolevulinate
bc1016##CO2##Microbe	0.029881167868069925	0.029881167868069925	0.029881167868069925	bc1016	CO2
bc1016##1,2-Diacyl-sn-glycerol dioctadecanoyl##Microbe	-0.007157609854813912	-0.007157609854813912	-0.007157609854813912	bc1016	1,2-Diacyl-sn-glycerol dioctadecanoyl
bc1016##Deoxycytidine##Microbe	-0.0006896832404021166	-0.0006896832404021166	-0.0006896832404021166	bc1016	Deoxycytidine
bc1001##Formate##Microbe	-0.00042755024823842896	-0.0007792245171018526	-0.0007792245171018526	bc1001	Formate
bc1001##D-Arabinose##Microbe	-0.011431946641344282	-0.020835102161297206	-0.020835102161297206	bc1001	D-Arabinose
bc1001##Pyridoxal##Microbe	-0.0004275502482370468	-0.0007792245170993398	-0.0007792245170993398	bc1001	Pyridoxal
bc1001##K+##Microbe	-0.00042755024823795467	-0.0007792245171003466	-0.0007792245171003466	bc1001	K+
bc1001##UMP##Microbe	-0.014266823533210427	-0.026001759381609944	-0.026001759381609944	bc1001	UMP
bc1003##L-Isoleucine##Microbe	-0.036989448823877384	-0.06736391700933247	-0.06736391700933247	bc1003	L-Isoleucine
bc1001##Heme##Microbe	-0.0004275502482361686	-0.0007792245170977323	-0.0007792245170977323	bc1001	Heme
bc1016##Mg##Microbe	-0.00016122306954460448	-0.00016122306954460448	-0.00016122306954460448	bc1016	Mg
bc1016##Riboflavin##Microbe	-0.0004836692086271653	-0.0004836692086271653	-0.0004836692086271653	bc1016	Riboflavin
bc1001##L-Histidine##Microbe	-0.012076710535761228	-0.02201020575752186	-0.02201020575752186	bc1001	L-Histidine
bc1016##L-Proline##Microbe	-0.01059178162764525	-0.01059178162764525	-0.01059178162764525	bc1016	L-Proline
bc1016##O2##Microbe	-0.022417038486068692	-0.022417038486068692	-0.022417038486068692	bc1016	O2
bc1001##fe3##Microbe	-0.0012826507447264016	-0.0023376735513258268	-0.0023376735513258268	bc1001	fe3
bc1001##TTP##Microbe	-0.001364462721009687	-0.0024867785933065938	-0.0024867785933065938	bc1001	TTP
