	Proportion MetConSIN Shared	Proportion DirectDFBA Shared	Number Different Sign	Average ABS Difference
0.3906	1.0	0.5322862129144852	0.0	0.9408151543031075
0.78125	1.0	0.5322862129144852	0.0	0.26393567343502394
0.7818	1.0	0.5322862129144852	0.0	0.23985686181306104
0.7825	1.0	0.5340314136125655	3.0	0.2563589012687333
1.1782	1.0	0.5322862129144852	0.0	0.17185030151650818
Average	1.0	0.5392670157068062	0.0	0.7960430354529082
