	0.66035	0.6611	0.6613	1.00225	1.6716	Source	Target
bc1009##1,2-Diacyl-sn-glycerol dioctadecanoyl##Microbe	0.43303966	0.0	0.0	0.07863879	1.111e-05	bc1009	1,2-Diacyl-sn-glycerol dioctadecanoyl
1,2-Diacyl-sn-glycerol dioctadecanoyl##bc1009##Metabolite	-0.43303966	0.0	0.0	-0.07863879	-1.111e-05	1,2-Diacyl-sn-glycerol dioctadecanoyl	bc1009
bc1009##4-Hydroxybenzoate##Microbe	0.00975409	0.0	0.0	0.00177132	2.5e-07	bc1009	4-Hydroxybenzoate
4-Hydroxybenzoate##bc1009##Metabolite	-0.00975409	0.0	0.0	-0.00177132	-2.5e-07	4-Hydroxybenzoate	bc1009
bc1009##5-Aminolevulinate##Microbe	0.07803273	0.0	0.0	0.014170529999999999	2e-06	bc1009	5-Aminolevulinate
5-Aminolevulinate##bc1009##Metabolite	-0.07803273	0.0	0.0	-0.014170529999999999	-2e-06	5-Aminolevulinate	bc1009
bc1009##AMP##Microbe	0.36345806999999997	0.0	0.0	0.06600296	9.33e-06	bc1009	AMP
AMP##bc1009##Metabolite	-0.36345806999999997	0.0	0.0	-0.06600296	-9.33e-06	AMP	bc1009
bc1009##Acetate##Microbe	-20.22939102	0.0	0.0	-3.67360074	-0.00051929	bc1009	Acetate
bc1009##Ala-Ala##Microbe	0.08693579	0.0	0.0	0.0157873	2.23e-06	bc1009	Ala-Ala
Ala-Ala##bc1009##Metabolite	-0.08693579	0.0	0.0	-0.0157873	-2.23e-06	Ala-Ala	bc1009
bc1009##BET##Microbe	0.01950819	0.0	0.0	0.0035426299999999997	5e-07	bc1009	BET
BET##bc1009##Metabolite	-0.01950819	0.0	0.0	-0.0035426299999999997	-5e-07	BET	bc1009
bc1009##BIOT##Microbe	0.00975409	0.0	0.0	0.00177132	2.5e-07	bc1009	BIOT
BIOT##bc1009##Metabolite	-0.00975409	0.0	0.0	-0.00177132	-2.5e-07	BIOT	bc1009
bc1009##CMP##Microbe	0.29234064	0.0	0.0	0.05308825	7.5e-06	bc1009	CMP
CMP##bc1009##Metabolite	-0.29234064	0.0	0.0	-0.05308825	-7.5e-06	CMP	bc1009
bc1009##CO2##Microbe	-25.06836875	0.0	0.0	-4.55234554	-0.00064351	bc1009	CO2
bc1009##Ca2+##Microbe	0.00975409	0.0	0.0	0.00177132	2.5e-07	bc1009	Ca2+
Ca2+##bc1009##Metabolite	-0.00975409	0.0	0.0	-0.00177132	-2.5e-07	Ca2+	bc1009
bc1009##Chorismate##Microbe	0.01950819	0.0	0.0	0.0035426299999999997	5e-07	bc1009	Chorismate
Chorismate##bc1009##Metabolite	-0.01950819	0.0	0.0	-0.0035426299999999997	-5e-07	Chorismate	bc1009
bc1009##Cl-##Microbe	0.00975409	0.0	0.0	0.00177132	2.5e-07	bc1009	Cl-
Cl-##bc1009##Metabolite	-0.00975409	0.0	0.0	-0.00177132	-2.5e-07	Cl-	bc1009
bc1009##Co2+##Microbe	0.00975409	0.0	0.0	0.00177132	2.5e-07	bc1009	Co2+
Co2+##bc1009##Metabolite	-0.00975409	0.0	0.0	-0.00177132	-2.5e-07	Co2+	bc1009
bc1009##CoA##Microbe	0.01950819	0.0	0.0	0.0035426299999999997	5e-07	bc1009	CoA
CoA##bc1009##Metabolite	-0.01950819	0.0	0.0	-0.0035426299999999997	-5e-07	CoA	bc1009
bc1009##Cu2+##Microbe	0.00975409	0.0	0.0	0.00177132	2.5e-07	bc1009	Cu2+
Cu2+##bc1009##Metabolite	-0.00975409	0.0	0.0	-0.00177132	-2.5e-07	Cu2+	bc1009
bc1009##D-Arabinose##Microbe	0.26080737	0.0	0.0	0.047361890000000004	6.69e-06	bc1009	D-Arabinose
D-Arabinose##bc1009##Metabolite	-0.26080737	0.0	0.0	-0.047361890000000004	-6.69e-06	D-Arabinose	bc1009
bc1009##D-Glucose##Microbe	12.453196349999999	0.0	0.0	2.26146557	0.00031967	bc1009	D-Glucose
D-Glucose##bc1009##Metabolite	-12.453196349999999	0.0	0.0	-2.26146557	-0.00031963	D-Glucose	bc1009
bc1009##Deoxycytidine##Microbe	0.05081797	0.0	0.0	0.009228400000000001	1.3e-06	bc1009	Deoxycytidine
Deoxycytidine##bc1009##Metabolite	-0.05081797	0.0	0.0	-0.009228400000000001	-1.3e-06	Deoxycytidine	bc1009
bc1009##Deoxyguanosine##Microbe	0.00975409	0.0	0.0	0.00177132	2.5e-07	bc1009	Deoxyguanosine
Deoxyguanosine##bc1009##Metabolite	-0.00975409	0.0	0.0	-0.00177132	-2.5e-07	Deoxyguanosine	bc1009
bc1009##Folate##Microbe	0.02926227	0.0	0.0	0.0053139500000000004	7.5e-07	bc1009	Folate
Folate##bc1009##Metabolite	-0.02926227	0.0	0.0	-0.0053139500000000004	-7.5e-07	Folate	bc1009
bc1009##Formate##Microbe	0.00975409	0.0	0.0	0.00177132	2.5e-07	bc1009	Formate
Formate##bc1009##Metabolite	-0.00975409	0.0	0.0	-0.00177132	-2.5e-07	Formate	bc1009
bc1009##GTP##Microbe	0.47066843999999997	0.0	0.0	0.08547207	1.208e-05	bc1009	GTP
GTP##bc1009##Metabolite	-0.47066843999999997	0.0	0.0	-0.08547207	-1.208e-05	GTP	bc1009
bc1009##Glycerol##Microbe	0.21651983	0.0	0.0	0.039319389999999996	5.56e-06	bc1009	Glycerol
Glycerol##bc1009##Metabolite	-0.21651983	0.0	0.0	-0.039319389999999996	-5.56e-06	Glycerol	bc1009
bc1009##Glycine##Microbe	1.74302375	0.0	0.0	0.31652823	4.4750000000000004e-05	bc1009	Glycine
Glycine##bc1009##Metabolite	-1.74302375	0.0	0.0	-0.31652823	-4.474e-05	Glycine	bc1009
bc1009##H+##Microbe	-17.730116680000002	0.0	0.0	-3.21973952	-0.00045513000000000004	bc1009	H+
bc1009##H2O##Microbe	-45.75742706	0.0	0.0	-8.30942057	-0.0011745999999999998	bc1009	H2O
bc1009##Heme##Microbe	0.00975409	0.0	0.0	0.00177132	2.5e-07	bc1009	Heme
Heme##bc1009##Metabolite	-0.00975409	0.0	0.0	-0.00177132	-2.5e-07	Heme	bc1009
bc1009##K+##Microbe	0.00975409	0.0	0.0	0.00177132	2.5e-07	bc1009	K+
K+##bc1009##Metabolite	-0.00975409	0.0	0.0	-0.00177132	-2.5e-07	K+	bc1009
bc1009##L-Alanine##Microbe	1.57441777	0.0	0.0	0.28590986	4.042e-05	bc1009	L-Alanine
L-Alanine##bc1009##Metabolite	-1.57441777	0.0	0.0	-0.28590986	-4.041e-05	L-Alanine	bc1009
bc1009##L-Arginine##Microbe	0.8575078199999999	0.0	0.0	0.15572102000000002	2.201e-05	bc1009	L-Arginine
L-Arginine##bc1009##Metabolite	-0.8575078199999999	0.0	0.0	-0.15572102000000002	-2.201e-05	L-Arginine	bc1009
bc1009##L-Asparagine##Microbe	0.6980794800000001	0.0	0.0	0.12676927	1.792e-05	bc1009	L-Asparagine
L-Asparagine##bc1009##Metabolite	-0.6980794800000001	0.0	0.0	-0.12676927	-1.792e-05	L-Asparagine	bc1009
bc1009##L-Aspartate##Microbe	0.6980794800000001	0.0	0.0	0.12676927	1.792e-05	bc1009	L-Aspartate
L-Aspartate##bc1009##Metabolite	-0.6980794800000001	0.0	0.0	-0.12676927	-1.792e-05	L-Aspartate	bc1009
bc1009##L-Cysteine##Microbe	0.26468202	0.0	0.0	0.04806552	6.79e-06	bc1009	L-Cysteine
L-Cysteine##bc1009##Metabolite	-0.26468202	0.0	0.0	-0.04806552	-6.79e-06	L-Cysteine	bc1009
bc1009##L-Glutamate##Microbe	0.8874934099999999	0.0	0.0	0.16116631	2.278e-05	bc1009	L-Glutamate
L-Glutamate##bc1009##Metabolite	-0.8874934099999999	0.0	0.0	-0.16116631	-2.278e-05	L-Glutamate	bc1009
bc1009##L-Glutamine##Microbe	0.74203306	0.0	0.0	0.13475112	1.905e-05	bc1009	L-Glutamine
L-Glutamine##bc1009##Metabolite	-0.74203306	0.0	0.0	-0.13475112	-1.905e-05	L-Glutamine	bc1009
bc1009##L-Histidine##Microbe	0.27551695	0.0	0.0	0.05003311	7.07e-06	bc1009	L-Histidine
L-Histidine##bc1009##Metabolite	-0.27551695	0.0	0.0	-0.05003311	-7.07e-06	L-Histidine	bc1009
bc1009##L-Isoleucine##Microbe	0.8404814899999999	0.0	0.0	0.15262909	2.157e-05	bc1009	L-Isoleucine
L-Isoleucine##bc1009##Metabolite	-0.8404814899999999	0.0	0.0	-0.15262909	-2.157e-05	L-Isoleucine	bc1009
bc1009##L-Leucine##Microbe	1.30483591	0.0	0.0	0.23695455	3.349e-05	bc1009	L-Leucine
L-Leucine##bc1009##Metabolite	-1.30483591	0.0	0.0	-0.23695455	-3.349e-05	L-Leucine	bc1009
bc1009##L-Lysine##Microbe	0.9921706100000001	0.0	0.0	0.1801754	2.547e-05	bc1009	L-Lysine
L-Lysine##bc1009##Metabolite	-0.9921706100000001	0.0	0.0	-0.1801754	-2.547e-05	L-Lysine	bc1009
bc1009##L-Methionine##Microbe	0.42472420999999994	0.0	0.0	0.07712873	1.09e-05	bc1009	L-Methionine
L-Methionine##bc1009##Metabolite	-0.42472420999999994	0.0	0.0	-0.07712873	-1.09e-05	L-Methionine	bc1009
bc1009##L-Phenylalanine##Microbe	0.53710327	0.0	0.0	0.09753645	1.379e-05	bc1009	L-Phenylalanine
L-Phenylalanine##bc1009##Metabolite	-0.53710327	0.0	0.0	-0.09753645	-1.379e-05	L-Phenylalanine	bc1009
bc1009##L-Proline##Microbe	0.6408091	0.0	0.0	0.11636913	1.645e-05	bc1009	L-Proline
L-Proline##bc1009##Metabolite	-0.6408091	0.0	0.0	-0.11636913	-1.645e-05	L-Proline	bc1009
