	Proportion MetConSIN Shared	Proportion DirectDFBA Shared	Number Different Sign	Average ABS Difference
0.38495	1.0	0.5333333333333333	0.0	1.7016831030088158
0.7711	1.0	0.5368421052631579	2.0	0.25981942411737896
1.149	1.0	0.5333333333333333	0.0	0.1649868667749849
1.76285	0.013157894736842105	0.5	2.0	3.19140031309091
Average	1.0	0.5365853658536586	0.0	0.76923788795299
