	Avg_bc1003	Var_bc1003	Avg_bc1009	Var_bc1009	Avg_bc1001	Var_bc1001	Avg_bc1012	Var_bc1012	Avg_InAmount	Var_InAmount	Avg_OutAmount	Var_OutAmount	Avg_AllAmount	Var_AllAmount	In	InAmount	Out	OutAmount	All	AllAmount
Cbl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Chorismate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
Cl-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
Co2+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
CoA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
Cu2+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
Cytosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
D-Arabinose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
D-Glucose	0.18883664165106315	0.016867342797870687	0.1699006580546204	0.013749003452138347	0.09471022321003417	0.01795476587736149	0.1335115481476338	0.013335049436008793	3.9907601257944947	8.517806113247686e-05	2.773362887887627	3.1977917758449728	6.764123013682121	3.1979953422161818	bc1001.bc1003.bc1009.bc1012	1	.bc1012.bc1003.bc1009.bc1012.bc1001.bc1003.bc1009.bc1012	4	bc1001.bc1003.bc1009.bc1012.bc1012bc1001.bc1003.bc1009.bc1012.bc1003.bc1009.bc1012bc1001.bc1003.bc1009.bc1012.bc1001.bc1003.bc1009.bc1012bc1001.bc1003.bc1009.bc1012	4
Deoxycytidine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
Deoxyguanosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
Enterobactin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Fe-enterochlin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Folate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
Formate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
Fumarate	0.0	0.0	0.0	0.0	0.0	0.0	0.0081385982802814	0.000720957577102037	0.32079540928443717	0.21764799650826838	0.2585656907236884	0.19155503854687747	0.5793611000081256	0.7600578348623914	bc1012.	2	bc1012.	2	bc1012bc1012.bc1012.	3
GTP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
Glycerol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
Glycine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
H+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
H2O	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
Heme	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
K+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
L-Alanine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
L-Arginine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
L-Asparagine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
L-Aspartate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
L-Cysteine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
L-Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
L-Glutamine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
L-Histidine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
L-Inositol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Isoleucine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
L-Lactate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Leucine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
L-Lysine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
L-Malate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Methionine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
L-Phenylalanine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
L-Proline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
L-Serine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
L-Threonine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
L-Tryptophan	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
L-Tyrosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
L-Valine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
Methanol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Mg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
Mn2+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
Myristic acid	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
N-Acetyl-D-glucosamine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
NADP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
NH3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9976900314486237	5.323628820779804e-06	0.0	0.0	0.9976900314486237	5.323628820779804e-06	bc1009	1		1	bc1009	1
Na+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Niacin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
Nicotinamide ribonucleotide	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9930700943458706	4.791265938702438e-05	0.0	0.0	2.9930700943458706	4.791265938702438e-05	bc1001.bc1003.bc1012	1		1	bc1001.bc1003.bc1012	1
Nitrate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Nitrite	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9953800628972473	2.1294515283119216e-05	0.0	0.0	1.9953800628972473	2.1294515283119216e-05	bc1001.bc1003	1		1	bc1001.bc1003	1
O2	0.04893297869304737	0.005085620042737488	0.04898498913180809	0.005129924752923569	0.046343090091181115	0.009020473742186745	0.039876792949700465	0.006443196416692092	3.9907601257944947	8.517806113247686e-05	1.2819673489668415	3.475095912375128	5.272727474761337	3.4752358145939537	bc1001.bc1003.bc1009.bc1012	1	bc1001.bc1003.bc1009.bc1012.bc1001.bc1009.bc1012.bc1001.bc1012.bc1001.	5	bc1001.bc1003.bc1009.bc1012bc1001.bc1003.bc1009.bc1012.bc1001.bc1009.bc1012bc1001.bc1003.bc1009.bc1012.bc1001.bc1012bc1001.bc1003.bc1009.bc1012.bc1001bc1001.bc1003.bc1009.bc1012.bc1001.bc1003.bc1009.bc1012	5
Oxidized glutathione	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
PAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
PPi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9930700943458706	4.791265938702438e-05	0.0	0.0	2.9930700943458706	4.791265938702438e-05	bc1003.bc1009.bc1012	1		1	bc1003.bc1009.bc1012	1
Putrescine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
Pyridoxal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
Riboflavin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
S-Adenosyl-L-methionine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
Spermidine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
Succinate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32079540928443717	0.21764799650826838	0.0	0.0	0.32079540928443717	0.21764799650826838	bc1012.	2		1	bc1012.	2
Sulfate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
TRHL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
TTP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
Thiamin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
UMP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
Uracil	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Zn2+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
chromate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
dATP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
dGTP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
ddca	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
fe3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
meso-2,6-Diaminopimelate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9907601257944947	8.517806113247686e-05	0.0	0.0	3.9907601257944947	8.517806113247686e-05	bc1001.bc1003.bc1009.bc1012	1		1	bc1001.bc1003.bc1009.bc1012	1
