	0.0000-0.0000	0.0000-0.0006	0.0022-0.0057	0.0080-0.0084	0.0084-0.0085	0.0085-0.0106	0.0106-0.0111	0.0111-0.0114	0.0114-0.0135	0.0135-0.0136	0.0136-0.0249	0.0249-0.0250	0.0250-0.0250	0.0250-0.0251	0.0251-0.1171	0.1171-0.1181	0.1181-0.1425	0.1425-0.1585	0.1585-0.2326	0.2390-0.2400	0.2400-0.2483	0.2649-0.2723	0.2723-0.2773	0.2773-0.2773	0.2773-0.4333	0.4333-0.4334	0.4338-0.4363	0.4363-0.6850	0.6898-0.6900	0.6900-0.6927	0.6927-0.6930	0.6930-0.7258	0.7258-0.7378	0.7378-0.7378	0.7378-0.7394	0.7394-0.8024	0.8024-0.8767	0.8767-0.9098	0.9098-0.9102	0.9102-0.9112	0.9112-0.9112	0.9122-1.5684	1.5684-20.0000	Source	Target
Thiamine##D-Glucose-e0##Limosilactobacillus_reuteri_I49	21.500000000230678	21.500000000230678	22.500000000221444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Thiamine	D-Glucose-e0
Riboflavin##D-Glucose-e0##Limosilactobacillus_reuteri_I49	14.500000000114769	14.500000000114769	14.500000000109274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	D-Glucose-e0
PAN##D-Glucose-e0##Limosilactobacillus_reuteri_I49	-3840.5173564922766	-3840.5173564922766	-3936.5808820662196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	D-Glucose-e0
PAN##Mn2+-e0##Limosilactobacillus_reuteri_I49	-0.7060625359774743	-0.7060625359774743	-0.7060625359777316	-0.70606253597469	-0.70606253596164	-0.70606253596164	-0.7060625359701656	-0.7060625359677658	-0.7060625359702262	-0.706062535972619	-0.7060625359720777	-0.7060625359728887	-0.7060625359712472	-0.7060625359703446	-0.7060625359730333	-0.7060625359763003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Mn2+-e0
PAN##Zn2+-e0##Limosilactobacillus_reuteri_I49	-0.7060625359822703	-0.7060625359822703	-0.7060625359854913	-0.7060625360114601	-0.7060625359913086	-0.7060625359913086	-0.7060625360018443	-0.7060625360004412	-0.7060625359998837	-0.7060625360014796	-0.706062535999227	-0.7060625359985712	-0.706062535999297	-0.7060625359999271	-0.7060625359997623	-0.7060625359346538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Zn2+-e0
PAN##L-Lysine-e0##Limosilactobacillus_reuteri_I49	-36.359661934697215	-36.359661934697215	-36.35966193471687	-36.359661934758996	-36.35966193405956	-36.35966193405956	-36.3596619345154	-36.35966193439564	-36.3596619345181	-36.359661934639405	-36.35966193460835	-36.35966193464244	-36.3596619345646	-36.35966193452146	-36.35966193465185	-36.3596619348601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Lysine-e0
Spermidine-e0##L-Aspartate-e0##Limosilactobacillus_reuteri_I49	0.9999999999470961	0.9999999999470961	0.9999999999474356	0.0	0.9999999999445037	0.9999999999445037	-4.999999999991582	-0.9999999999937785	-2.9999999999829363	0.0	0.0	0.0	0.0	0.0	0.0	31.00000000000303	-0.4392307083414658	-0.4391843606136002	8.857142857147869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	L-Aspartate-e0
Melitose-e0##L-Aspartate-e0##Limosilactobacillus_reuteri_I49	2.500000000041078	2.500000000041078	2.500000000039263	0.0	3.999999999919939	3.999999999919939	-1.9999999999999343	1.9999999999850437	-0.9999999999918573	0.0	0.0	0.0	0.0	0.0	0.0	22.00000000013006	-0.3117121155970368	-0.3116792236611059	-123.27750736564353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Melitose-e0	L-Aspartate-e0
Folate-e0##L-Aspartate-e0##Limosilactobacillus_reuteri_I49	8.500000000120618	8.500000000120618	8.50000000011476	0.0	8.999999999853118	8.999999999853118	2.9999999999922933	6.999999999937221	4.999999999974124	0.0	0.0	0.0	0.0	0.0	0.0	16.000000000104716	-0.22669972043428807	-0.24084303646545557	4.85714285715068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate-e0	L-Aspartate-e0
O2-e0##L-Aspartate-e0##Limosilactobacillus_reuteri_I49	9.000000000017183	9.000000000017183	9.000000000009154	0.0	-9.999999999704562	-9.999999999704562	16.999999999984592	-0.9999999999904754	7.99999999995495	0.0	0.0	0.0	0.0	0.0	0.0	-5.000000000038087	0.07084366263575448	0.07083618719575774	-1.428571428571069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	O2-e0	L-Aspartate-e0
Urea-e0##L-Aspartate-e0##Limosilactobacillus_reuteri_I49	1.5000000000237976	1.5000000000237976	1.5000000000226565	0.0	0.0	0.0	2.999999999995315	0.9999999999887522	1.9999999999873757	0.0	0.0	0.0	0.0	0.0	0.0	-7.000000000000147	0.09918112769004105	0.09917066207406734	-2.0000000000006666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Urea-e0	L-Aspartate-e0
Sucrose##L-Aspartate-e0##Limosilactobacillus_reuteri_I49	2.0000000000190568	2.0000000000190568	2.000000000018038	0.0	1.9999999999604374	1.9999999999604374	-1.000000000000343	0.9999999999925178	-0.9999999999931257	0.0	0.0	0.0	0.0	0.0	0.0	17.000000000083254	-0.24086845296141546	-0.24084303646546176	4.857142857147252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Sucrose	L-Aspartate-e0
Thiamine##L-Aspartate-e0##Limosilactobacillus_reuteri_I49	10.500000000159998	10.500000000159998	10.500000000149901	1.0000000000026585	15.99999999971162	15.99999999971162	-0.5000000000011315	10.499999999915199	4.999999999982851	0.9999999999992063	0.9999999999976155	1.0000000000017626	0.9999999999928626	0.9999999999847795	1.0000000000015337	36.000000000266226	0.5040943615498177	0.4758122147515191	11.285714285721278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Thiamine	L-Aspartate-e0
Riboflavin##L-Aspartate-e0##Limosilactobacillus_reuteri_I49	7.500000000079338	7.500000000079338	7.5000000000740075	0.0	6.999999999868172	6.999999999868172	-0.499999999999473	4.49999999996063	1.9999999999928963	0.0	0.0	0.0	0.0	0.0	0.0	32.999999999874746	-0.4675681733957948	-0.5100205478091474	10.285714285732542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Aspartate-e0
PAN##L-Aspartate-e0##Limosilactobacillus_reuteri_I49	-2640.0975755208483	-2640.0975755208483	-2640.0975755221057	-191.73175291961027	-1511.4044173764792	-1511.4044173764792	-267.0509147979289	-1129.9419358167454	-698.4964253093838	-208.392762565062	-208.39276256487972	-208.39276256508322	-208.3927625646318	-208.39276256439152	-208.39276256513807	-13723.764526685183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Aspartate-e0
PAN##Sulfate-e0##Limosilactobacillus_reuteri_I49	-0.7060625359795198	-0.7060625359795198	-0.7060625359799418	-0.7060625359739228	-0.7060625359626304	-0.7060625359626304	-0.7060625359703286	-0.7060625359676617	-0.7060625359703406	-0.7060625359727875	-0.7060625359725605	-0.7060625359731857	-0.7060625359719263	-0.706062535970886	-0.706062535973415	-0.7060625359754965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Sulfate-e0
Spermidine-e0##L-Arginine-e0##Limosilactobacillus_reuteri_I49	0.9999999999993557	0.9999999999993557	0.9999999999993622	0.9999999999993296	0.9999999999989938	0.9999999999989938	1.0000000000004412	1.0000000000001188	1.0000000000005014	1.0000000000000162	1.0000000000001026	0.9999999999996678	1.0000000000006215	1.0000000000011244	0.9999999999998082	1.0000000000001847	0.9479430636419931	0.9479485567021875	0.9999999999999205	1.1021953763267336	1.0000000000000866	0.9999999999997913	0.999999999999992	1.0000000000000373	1.0000000000000182	1.0000000000000255	0.9999999999993249	0.9999999999992116	0.8044309963288078	0.999999999999479	0.9999999999997645	0.9999999999996575	0.9999999999997015	0.9999999999996944	0.9999999999997208	0.9999999999996894	0.9999999999997402	0.9999999999997352	0.9999999999996207	0.9999999999997405	0.9999999999998574	0.9999999999996881	0.9999999999997825	Spermidine-e0	L-Arginine-e0
PAN##L-Arginine-e0##Limosilactobacillus_reuteri_I49	-22.723747383722085	-22.723747383722085	-22.723747383738203	-22.723747383800657	-22.723747383338974	-22.723747383338974	-22.723747383643254	-22.723747383564348	-22.723747383645584	-22.72374738372243	-22.72374738370601	-22.723747383728803	-22.723747383678862	-22.723747383654743	-22.72374738373357	-22.723747383902968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Arginine-e0
PAN##L-Histidine-e0##Limosilactobacillus_reuteri_I49	-9.204977705006344	-9.204977705006344	-9.204977705010785	-9.20497770498675	-9.20497770482467	-9.20497770482467	-9.20497770493002	-9.20497770490029	-9.204977704930448	-9.204977704960564	-9.204977704952308	-9.20497770496149	-9.204977704941378	-9.204977704930677	-9.2049777049637	-9.204977704999292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Histidine-e0
PAN##L-Proline-e0##Limosilactobacillus_reuteri_I49	-18.08778119033702	-18.08778119033702	-18.087781190344852	-18.087781190311176	-18.087781189990416	-18.087781189990416	-18.08778119019838	-18.087781190140554	-18.087781190199355	-18.087781190257793	-18.08778119024158	-18.08778119025931	-18.087781190220255	-18.087781190198882	-18.087781190263577	-18.08778119033591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Proline-e0
PAN##Co2+-e0##Limosilactobacillus_reuteri_I49	-0.7060625359780843	-0.7060625359780843	-0.7060625359811556	-0.7060625359794144	-0.706062535968273	-0.706062535968273	-0.7060625359748097	-0.7060625359731587	-0.7060625359734408	-0.7060625359749103	-0.7060625359727986	-0.7060625359735363	-0.7060625359719005	-0.7060625359712055	-0.7060625359739509	-0.7060625359166628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Co2+-e0
PAN##L-Valine-e0##Limosilactobacillus_reuteri_I49	-34.56469128229321	-34.56469128229321	-34.56469128230979	-34.56469128222696	-34.56469128161952	-34.56469128161952	-34.56469128201512	-34.56469128190241	-34.564691282016874	-34.564691282130156	-34.56469128209893	-34.56469128213299	-34.56469128205825	-34.564691282017606	-34.5646912821416	-34.56469128227451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Valine-e0
O2-e0##L-Threonine-e0##Limosilactobacillus_reuteri_I49	4.000000000001104	4.000000000001104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.9999999999964384	-7.999999999981174	0.0	0.0	0.04846319016220596	0.048985677493584776	0.0	-0.2958975565539603	-1.9999999999993756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	O2-e0	L-Threonine-e0
Thiamine##L-Threonine-e0##Limosilactobacillus_reuteri_I49	1.0000000000093512	1.0000000000093512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.999999999994766	-7.999999999976629	0.0	0.0	-0.339242331135177	1.63750598654864	1.000000000000708	-0.03564144793985746	-6.000000000006724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Thiamine	L-Threonine-e0
PAN##L-Threonine-e0##Limosilactobacillus_reuteri_I49	-169.1477606150726	-169.1477606150726	-73.08423504314514	-73.08423504292209	-73.0842350416833	-73.0842350416833	-73.08423504248573	-73.08423504226229	-73.08423504249318	-73.0842350427215	-73.08423504265905	-73.08423504272473	74.80508494368775	224.12245890594772	-131.16109551845776	-131.16109551880203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Threonine-e0
Spermidine-e0##Spermidine-e0##Limosilactobacillus_reuteri_I49	-1.0000000000000007	-1.0000000000000007	-1.000000000000001	-0.9999999999999999	-0.9999999999999996	-0.9999999999999996	-0.9999999999999997	-1.0	-1.0000000000000013	-1.0000000000000016	-1.0000000000000009	-1.0000000000000002	-1.0000000000000007	-1.0000000000000029	-1.0000000000000024	-1.0000000000000009	-0.9999999999999998	-0.9999999999999993	-0.9999999999999998	-1.0000000000000009	-1.0	-1.0000000000000007	-0.999999999999999	-0.999999999999999	-0.9999999999999997	-1.0000000000000007	-1.0000000000000002	-1.0000000000000004	-1.0000000000000016	-0.9999999999999994	-1.0	-1.0000000000000004	-1.0000000000000007	-1.0000000000000004	-1.0000000000000007	-1.0000000000000002	-0.9999999999999994	-0.9999999999999996	-0.9999999999999994	-0.999999999999999	-0.9999999999999997	-0.9999999999999999	-1.0	Spermidine-e0	Spermidine-e0
PAN##fe3-e0##Limosilactobacillus_reuteri_I49	-0.7060625359776853	-0.7060625359776853	-0.706062535978003	-0.7060625359753026	-0.7060625359637824	-0.7060625359637824	-0.7060625359713116	-0.7060625359690409	-0.7060625359713653	-0.7060625359735424	-0.7060625359730133	-0.7060625359736672	-0.7060625359721937	-0.7060625359713708	-0.7060625359738932	-0.7060625359772057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	fe3-e0
Spermidine-e0##H+-e0##Limosilactobacillus_reuteri_I49	-1.9999999999259113	-1.9999999999259113	-1.999999999929054	0.0	-1.9999999999580447	-1.9999999999580447	6.00000000001596	6.000000000006075	4.666666666678756	1.666666666671595	6.666666666668977	1.6666666666632783	4.66666666667169	6.6666666666717145	6.666666666669476	-13.999999999999924	6.49825275621847	6.496089775756017	12.571428571433762	5.766360175018866	4.000000000002936	8.000000000006635	-2.2500000000200817	2.3448275862010215	7.999999999998995	7.999999999999036	15.999999999980329	8.000000000001979	8.664190665566826	11.999999999990836	8.000000000000234	4.000000000007898	7.999999999984306	6.99999999998812	6.999999999989198	7.9999999999824905	5.999999999995378	5.999999999995112	7.999999999971445	7.999999999978166	9.99999999997279	5.99999999999536	5.999999999995164	Spermidine-e0	H+-e0
Melitose-e0##H+-e0##Limosilactobacillus_reuteri_I49	0.999999999947975	0.999999999947975	0.9999999999518825	6.000000000001923	-1.9999999999485183	-1.9999999999485183	6.0000000000042455	5.999999999993454	4.00000000000698	3.000000000005604	4.666666666669622	3.0000000000035283	4.000000000004489	4.666666666670258	4.666666666669513	-10.00000000008319	4.5471471173164835	4.545612098923636	-75.79365164620607	0.0	-12.539542894735554	11.655596906048988	109.39038374532022	65.10739938811054	11.40005764688808	11.400057646889872	42.00000000005518	9.999999999994975	12.65676266227123	25.999999999989885	10.000000000000428	-5.999999999991908	18.000000000008242	11.999999999992726	11.999999999996922	17.999999999999467	5.999999999998046	5.999999999997942	17.9999999999356	17.999999999976637	30.000000000023324	5.999999999998066	5.999999999998012	Melitose-e0	H+-e0
Folate-e0##H+-e0##Limosilactobacillus_reuteri_I49	-9.000000000146603	-9.000000000146603	-9.000000000135339	8.00000000004862	-9.999999999897902	-9.999999999897902	-2.0000000000237557	-2.000000000034583	-3.3333333333445854	1.6666666666701326	-6.666666666664439	1.6666666666734338	-3.333333333337442	-7.333333333335118	-7.333333333331313	-18.00000000006729	-7.420256641951808	-6.760208832650027	-3.428571428565367	-5.766360175017301	-3.999999999997526	-7.999999999999845	-9.750000000012228	-8.965517241383814	-9.000000000001195	-9.00000000000131	-196.08338784062903	15.75104209305759	-8.833952333609776	-8.000000000009194	-9.00000000000031	-7.999999999994009	2.0000000000004063	0.0	0.0	1.999999999997873	-2.0000000000007234	-2.000000000000618	-0.5000000000100553	-0.5000000000064545	0.4999999999945743	-1.500000000000824	-2.149896160670239	Folate-e0	H+-e0
