	0.3933	0.78665	1.169	1.77515	Source	Target
bc1001##1,2-Diacyl-sn-glycerol dioctadecanoyl##Microbe	-0.21617726	-0.07226603	-2.57e-06	0.0	bc1001	1,2-Diacyl-sn-glycerol dioctadecanoyl
1,2-Diacyl-sn-glycerol dioctadecanoyl##bc1001##Metabolite	0.21617726	0.07226603	2.57e-06	0.0	1,2-Diacyl-sn-glycerol dioctadecanoyl	bc1001
bc1001##4-Hydroxybenzoate##Microbe	-0.00486933	-0.00162777	-6e-08	0.0	bc1001	4-Hydroxybenzoate
4-Hydroxybenzoate##bc1001##Metabolite	0.00486933	0.00162777	6e-08	0.0	4-Hydroxybenzoate	bc1001
bc1001##5-Aminolevulinate##Microbe	-0.03895464	-0.01302217	-4.6e-07	0.0	bc1001	5-Aminolevulinate
5-Aminolevulinate##bc1001##Metabolite	0.03895464	0.01302217	4.6e-07	0.0	5-Aminolevulinate	bc1001
bc1001##AMP##Microbe	-0.1345774	-0.04498796	-1.6e-06	0.0	bc1001	AMP
AMP##bc1001##Metabolite	0.1345774	0.04498796	1.6e-06	0.0	AMP	bc1001
bc1001##Acetate##Microbe	10.12413035	3.38440188	0.00012015	1e-08	bc1001	Acetate
bc1001##Adenosine##Microbe	-0.05173343	-0.017294	-6.1e-07	0.0	bc1001	Adenosine
Adenosine##bc1001##Metabolite	0.05173343	0.017294	6.1e-07	0.0	Adenosine	bc1001
bc1001##Ala-Ala##Microbe	-0.04339912	-0.01450792	-5.2e-07	0.0	bc1001	Ala-Ala
Ala-Ala##bc1001##Metabolite	0.04339912	0.01450792	5.2e-07	0.0	Ala-Ala	bc1001
bc1001##BET##Microbe	-0.00973866	-0.00325554	-1.2e-07	0.0	bc1001	BET
BET##bc1001##Metabolite	0.00973866	0.00325554	1.2e-07	0.0	BET	bc1001
bc1001##BIOT##Microbe	-0.00486933	-0.00162777	-6e-08	0.0	bc1001	BIOT
BIOT##bc1001##Metabolite	0.00486933	0.00162777	6e-08	0.0	BIOT	bc1001
bc1001##CMP##Microbe	-0.14593906	-0.04878606	-1.73e-06	0.0	bc1001	CMP
CMP##bc1001##Metabolite	0.14593906	0.04878606	1.73e-06	0.0	CMP	bc1001
bc1001##CO2##Microbe	12.57874582	4.20495683	0.00014928	1e-08	bc1001	CO2
bc1001##Ca2+##Microbe	-0.00486933	-0.00162777	-6e-08	0.0	bc1001	Ca2+
Ca2+##bc1001##Metabolite	0.00486933	0.00162777	6e-08	0.0	Ca2+	bc1001
bc1001##Chorismate##Microbe	-0.00973866	-0.00325554	-1.2e-07	0.0	bc1001	Chorismate
Chorismate##bc1001##Metabolite	0.00973866	0.00325554	1.2e-07	0.0	Chorismate	bc1001
bc1001##Cl-##Microbe	-0.00486933	-0.00162777	-6e-08	0.0	bc1001	Cl-
Cl-##bc1001##Metabolite	0.00486933	0.00162777	6e-08	0.0	Cl-	bc1001
bc1001##Co2+##Microbe	-0.00486933	-0.00162777	-6e-08	0.0	bc1001	Co2+
Co2+##bc1001##Metabolite	0.00486933	0.00162777	6e-08	0.0	Co2+	bc1001
bc1001##CoA##Microbe	-0.00973866	-0.00325554	-1.2e-07	0.0	bc1001	CoA
CoA##bc1001##Metabolite	0.00973866	0.00325554	1.2e-07	0.0	CoA	bc1001
bc1001##Cu2+##Microbe	-0.00486933	-0.00162777	-6e-08	0.0	bc1001	Cu2+
Cu2+##bc1001##Metabolite	0.00486933	0.00162777	6e-08	0.0	Cu2+	bc1001
bc1001##D-Arabinose##Microbe	-0.13019737	-0.04352376	-1.55e-06	0.0	bc1001	D-Arabinose
D-Arabinose##bc1001##Metabolite	0.13019737	0.04352376	1.55e-06	0.0	D-Arabinose	bc1001
bc1001##D-Glucose##Microbe	-6.24894296	-2.08896306	-7.416e-05	-1e-08	bc1001	D-Glucose
D-Glucose##bc1001##Metabolite	6.24894296	2.08896306	7.416e-05	1e-08	D-Glucose	bc1001
bc1001##Deoxycytidine##Microbe	-0.04004668	-0.01338723	-4.8e-07	0.0	bc1001	Deoxycytidine
Deoxycytidine##bc1001##Metabolite	0.04004668	0.01338723	4.8e-07	0.0	Deoxycytidine	bc1001
bc1001##Deoxyguanosine##Microbe	-0.00486933	-0.00162777	-6e-08	0.0	bc1001	Deoxyguanosine
Deoxyguanosine##bc1001##Metabolite	0.00486933	0.00162777	6e-08	0.0	Deoxyguanosine	bc1001
bc1001##Folate##Microbe	-0.01460799	-0.00488331	-1.7e-07	0.0	bc1001	Folate
Folate##bc1001##Metabolite	0.01460799	0.00488331	1.7e-07	0.0	Folate	bc1001
bc1001##Formate##Microbe	-0.00486933	-0.00162777	-6e-08	0.0	bc1001	Formate
Formate##bc1001##Metabolite	0.00486933	0.00162777	6e-08	0.0	Formate	bc1001
bc1001##GTP##Microbe	-0.23496188	-0.07854555	-2.79e-06	0.0	bc1001	GTP
GTP##bc1001##Metabolite	0.23496188	0.07854555	2.79e-06	0.0	GTP	bc1001
bc1001##Glycerol##Microbe	-0.10808863	-0.03613302	-1.28e-06	0.0	bc1001	Glycerol
Glycerol##bc1001##Metabolite	0.10808863	0.03613302	1.28e-06	0.0	Glycerol	bc1001
bc1001##Glycine##Microbe	-0.870133	-0.29087731	-1.033e-05	0.0	bc1001	Glycine
Glycine##bc1001##Metabolite	0.870133	0.29087731	1.033e-05	0.0	Glycine	bc1001
bc1001##H+##Microbe	8.9217095	2.98244386	0.00010588	1e-08	bc1001	H+
bc1001##H2O##Microbe	22.98644239	7.68415224	0.0002728	2e-08	bc1001	H2O
bc1001##Heme##Microbe	-0.00486933	-0.00162777	-6e-08	0.0	bc1001	Heme
Heme##bc1001##Metabolite	0.00486933	0.00162777	6e-08	0.0	Heme	bc1001
bc1001##K+##Microbe	-0.00486933	-0.00162777	-6e-08	0.0	bc1001	K+
K+##bc1001##Metabolite	0.00486933	0.00162777	6e-08	0.0	K+	bc1001
bc1001##L-Alanine##Microbe	-0.78596339	-0.2627402	-9.33e-06	0.0	bc1001	L-Alanine
L-Alanine##bc1001##Metabolite	0.78596339	0.2627402	9.33e-06	0.0	L-Alanine	bc1001
bc1001##L-Arginine##Microbe	-0.42807555	-0.14310164	-5.08e-06	0.0	bc1001	L-Arginine
L-Arginine##bc1001##Metabolite	0.42807555	0.14310164	5.08e-06	0.0	L-Arginine	bc1001
bc1001##L-Asparagine##Microbe	-0.3484875	-0.1164961	-4.14e-06	0.0	bc1001	L-Asparagine
L-Asparagine##bc1001##Metabolite	0.3484875	0.1164961	4.14e-06	0.0	L-Asparagine	bc1001
bc1001##L-Aspartate##Microbe	-0.3484875	-0.1164961	-4.14e-06	0.0	bc1001	L-Aspartate
L-Aspartate##bc1001##Metabolite	0.3484875	0.1164961	4.14e-06	0.0	L-Aspartate	bc1001
bc1001##L-Cysteine##Microbe	-0.13213162	-0.04417036	-1.57e-06	0.0	bc1001	L-Cysteine
L-Cysteine##bc1001##Metabolite	0.13213162	0.04417036	1.57e-06	0.0	L-Cysteine	bc1001
bc1001##L-Glutamate##Microbe	-0.44304462	-0.14810566	-5.26e-06	0.0	bc1001	L-Glutamate
L-Glutamate##bc1001##Metabolite	0.44304462	0.14810566	5.26e-06	0.0	L-Glutamate	bc1001
bc1001##L-Glutamine##Microbe	-0.37042952	-0.12383112	-4.4e-06	0.0	bc1001	L-Glutamine
L-Glutamine##bc1001##Metabolite	0.37042952	0.12383112	4.4e-06	0.0	L-Glutamine	bc1001
bc1001##L-Histidine##Microbe	-0.13754052	-0.04597851	-1.63e-06	0.0	bc1001	L-Histidine
L-Histidine##bc1001##Metabolite	0.13754052	0.04597851	1.63e-06	0.0	L-Histidine	bc1001
bc1001##L-Isoleucine##Microbe	-0.41957586	-0.14026028	-4.98e-06	0.0	bc1001	L-Isoleucine
L-Isoleucine##bc1001##Metabolite	0.41957586	0.14026028	4.98e-06	0.0	L-Isoleucine	bc1001
bc1001##L-Leucine##Microbe	-0.65138572	-0.21775214	-7.73e-06	0.0	bc1001	L-Leucine
L-Leucine##bc1001##Metabolite	0.65138572	0.21775214	7.73e-06	0.0	L-Leucine	bc1001
bc1001##L-Lysine##Microbe	-0.49530041	-0.16557429	-5.88e-06	0.0	bc1001	L-Lysine
L-Lysine##bc1001##Metabolite	0.49530041	0.16557429	5.88e-06	0.0	L-Lysine	bc1001
bc1001##L-Methionine##Microbe	-0.21202611	-0.07087834	-2.52e-06	0.0	bc1001	L-Methionine
L-Methionine##bc1001##Metabolite	0.21202611	0.07087834	2.52e-06	0.0	L-Methionine	bc1001
bc1001##L-Phenylalanine##Microbe	-0.26812674	-0.08963226	-3.18e-06	0.0	bc1001	L-Phenylalanine
L-Phenylalanine##bc1001##Metabolite	0.26812674	0.08963226	3.18e-06	0.0	L-Phenylalanine	bc1001
bc1001##L-Proline##Microbe	-0.31989761	-0.10693877	-3.8e-06	0.0	bc1001	L-Proline
L-Proline##bc1001##Metabolite	0.31989761	0.10693877	3.8e-06	0.0	L-Proline	bc1001
bc1001##L-Serine##Microbe	-0.37031156	-0.12379168	-4.39e-06	0.0	bc1001	L-Serine
L-Serine##bc1001##Metabolite	0.37031156	0.12379168	4.39e-06	0.0	L-Serine	bc1001
bc1001##L-Threonine##Microbe	-0.36625959	-0.12243715	-4.35e-06	0.0	bc1001	L-Threonine
L-Threonine##bc1001##Metabolite	0.36625959	0.12243715	4.35e-06	0.0	L-Threonine	bc1001
bc1001##L-Tryptophan##Microbe	-0.08190615	-0.02738046	-9.7e-07	0.0	bc1001	L-Tryptophan
L-Tryptophan##bc1001##Metabolite	0.08190615	0.02738046	9.7e-07	0.0	L-Tryptophan	bc1001
