	Proportion MetConSIN Shared	Proportion DirectDFBA Shared	Number Different Sign	Average ABS Difference
0.402	1.0	0.5292740046838408	0.0	1.01582595559936
0.8045	1.0	0.5292740046838408	0.0	0.2798590427024635
0.80505	1.0	0.5292740046838408	0.0	0.24556865030213545
1.1717499999999998	1.0	0.5292740046838408	0.0	0.1711330537512409
Average	1.0	0.5362997658079626	0.0	0.7023158146644499
