	Source	Target	SourceType	Weight	Variance	ABS_Weight	Sign_Weight	ABSRootWeight	SignedRootWeight
28	Flavonifractor_plautii_YL31	Riboflavin	Microbe	-0.9954646166237764	2.0476410873097693e-05	0.9954646166237764	-1.0	0.9977297312517937	-0.9977297312517937
50	Riboflavin-e0	Enterococcus_faecalis_KB1	Metabolite	96.35713888713161	0.19185360843420807	96.35713888713161	1.0	9.81616721980283	9.81616721980283
55	Enterococcus_faecalis_KB1	Riboflavin-e0	Microbe	-0.9954646166248172	2.0476410873140807e-05	0.9954646166248172	-1.0	0.9977297312523152	-0.9977297312523152
73	Riboflavin	Flavonifractor_plautii_YL31	Metabolite	126.11449058968658	0.32864888237540646	126.11449058968658	1.0	11.230070818551706	11.230070818551706
