	Avg_bc1011	Var_bc1011	Avg_bc1009	Var_bc1009	Avg_bc1003	Var_bc1003	Avg_InAmount	Var_InAmount	Avg_OutAmount	Var_OutAmount	Avg_AllAmount	Var_AllAmount	In	InAmount	Out	OutAmount	All	AllAmount
Folate	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
Formate	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
GTP	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
Glycerol	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
Glycine	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
H+	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
H2O	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
Heme	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
K+	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
L-Alanine	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
L-Arginine	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
L-Asparagine	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
L-Aspartate	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
L-Cysteine	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
L-Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
L-Glutamine	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
L-Histidine	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
L-Isoleucine	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
L-Leucine	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
L-Lysine	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
L-Methionine	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
L-Phenylalanine	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
L-Proline	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
L-Serine	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
L-Threonine	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
L-Tryptophan	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
L-Tyrosine	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
L-Valine	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
Methanol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Mg	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
Mn2+	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
Myristic acid	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
N-Acetyl-D-glucosamine	0.0	0.0	0.0	0.0	0.0	0.0	1.9987070455236828	1.6706505416091611e-06	0.0	0.0	1.9987070455236828	1.6706505416091611e-06	bc1003.bc1009	1		1	bc1003.bc1009	1
NADP	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
NH3	0.0	0.0	0.0	0.0	0.0	0.0	0.9993535227618414	4.176626354022903e-07	0.0	0.0	0.9993535227618414	4.176626354022903e-07	bc1009	1		1	bc1009	1
Na+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Niacin	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
Nicotinamide ribonucleotide	0.0	0.0	0.0	0.0	0.0	0.0	1.9987070455236828	1.6706505416091611e-06	0.0	0.0	1.9987070455236828	1.6706505416091611e-06	bc1003.bc1011	1		1	bc1003.bc1011	1
Nitrate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Nitrite	0.0	0.0	0.0	0.0	0.0	0.0	1.9987070455236828	1.6706505416091611e-06	0.0	0.0	1.9987070455236828	1.6706505416091611e-06	bc1003.bc1011	1		1	bc1003.bc1011	1
O2	0.07139412884664531	0.005807576515828746	0.07158686474722316	0.005838741705653562	0.07148326373253137	0.005822086975545861	2.998060568285524	3.7589637186210427e-06	1.4018594395029793	2.239078072491409	4.399920007788504	2.239085346753536	bc1003.bc1009.bc1011	1	bc1003.bc1009.bc1011.bc1009.	3	bc1003.bc1009.bc1011bc1003.bc1009.bc1011.bc1009bc1003.bc1009.bc1011.bc1003.bc1009.bc1011	3
Oxidized glutathione	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
PAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
PPi	0.0	0.0	0.0	0.0	0.0	0.0	1.9987070455236828	1.6706505416091611e-06	0.0	0.0	1.9987070455236828	1.6706505416091611e-06	bc1003.bc1009	1		1	bc1003.bc1009	1
Putrescine	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
Pyridoxal	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
Riboflavin	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
S-Adenosyl-L-methionine	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
Spermidine	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
Sulfate	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
TRHL	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
TTP	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
Thiamin	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
UMP	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
Uracil	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Zn2+	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
chromate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
dATP	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
dGTP	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
ddca	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
fe3	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
meso-2,6-Diaminopimelate	0.0	0.0	0.0	0.0	0.0	0.0	2.998060568285524	3.7589637186210427e-06	0.0	0.0	2.998060568285524	3.7589637186210427e-06	bc1003.bc1009.bc1011	1		1	bc1003.bc1009.bc1011	1
