	0.0000-0.0000	0.0000-0.0007	0.0007-0.0009	0.0013-0.0017	0.0017-0.0069	0.0069-0.0111	0.0111-0.0111	0.0111-0.0185	0.0185-0.0232	0.0232-0.0242	0.0244-0.0246	0.0246-0.0415	0.0415-0.0416	0.0417-0.0562	0.0562-0.0562	0.0562-0.0563	0.0563-0.0564	0.0564-0.0564	0.0565-0.0907	0.0907-0.1180	0.1180-11.2878	11.2878-13.6805	13.6805-14.1362	14.1362-20.0000	Source	Target
Muribaculum_intestinale_YL27##H+-e0##Microbe##Riboflavin	-5.326460481100238	-3.9999999999924256	-3.9999999999924256	-4.000000000015474	-4.0379746835565	-4.0379746835565	-4.0379746835565	-4.0379746835565	1.0000000000040474	-1.0000000000034852	3.0000000000068194	2.500000000005703	2.500000000005703	2.500000000005703	2.500000000005703	2.500000000005703	2.500000000005703	2.500000000005703	2.500000000005703	-2.1804678659026537	-690.4911363683635	-715.1013174358945	-715.1013174358945	60.76411725769711	Muribaculum_intestinale_YL27	H+-e0
Muribaculum_intestinale_YL27##H+-e0##Microbe##PAN	1684.0479022820955	1859.712946506979	1859.712946506979	1859.7129465070523	1535.166313815713	1535.166313815713	1535.166313815713	1535.166313815713	-2252.602048294163	-3165.1412448036394	-1084.9364048807297	-2132.843642334574	-2132.843642334574	-2132.843642334574	-2132.843642334574	-2132.843642334574	-2132.843642334574	-2132.843642334574	-2132.843642334574	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	H+-e0
Muribaculum_intestinale_YL27##L-Aspartate-e0##Microbe##Neu5Ac-e0	0.8075601374641078	3.0000000000240634	3.0000000000240634	2.999999999983108	3.0000000000134905	3.0000000000134905	3.0000000000134905	3.0000000000134905	3.0000000000130935	3.000000000016705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	L-Aspartate-e0
Muribaculum_intestinale_YL27##L-Aspartate-e0##Microbe##O2-e0	2.1305841924459656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.0000000000036415	-1.0000000000051805	-1.0000000000051805	-1.0000000000051805	-1.0000000000051805	-1.0000000000051805	-1.0000000000051805	-1.0000000000051805	-1.0000000000051805	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	L-Aspartate-e0
Muribaculum_intestinale_YL27##L-Aspartate-e0##Microbe##Sucrose	0.1546391752582224	1.0000000000063498	1.0000000000063498	0.9999999999903578	1.0000000000000067	1.0000000000000067	1.0000000000000067	1.0000000000000067	0.9999999999879186	0.9999999999773115	7.000000000001606	2.4999999999901217	2.4999999999901217	2.4999999999901217	2.4999999999901217	2.4999999999901217	2.4999999999901217	2.4999999999901217	2.4999999999901217	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	L-Aspartate-e0
Muribaculum_intestinale_YL27##L-Aspartate-e0##Microbe##Folate	4.2554410080229745	5.000000000010956	5.000000000010956	5.000000000003276	5.000000000015363	5.000000000015363	5.000000000015363	5.000000000015363	5.000000000010497	5.000000000030395	-6.333333333337981	3.6666666666718455	3.6666666666718455	3.6666666666718455	3.6666666666718455	3.6666666666718455	3.6666666666718455	3.6666666666718455	3.6666666666718455	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	L-Aspartate-e0
Muribaculum_intestinale_YL27##L-Aspartate-e0##Microbe##Riboflavin	1.8843069874003509	0.9999999999936676	0.9999999999936676	1.0000000000149145	1.000000000013469	1.000000000013469	1.000000000013469	1.000000000013469	1.000000000002251	0.9999999999977085	3.6666666666691246	3.1666666666701775	3.1666666666701775	3.1666666666701775	3.1666666666701775	3.1666666666701775	3.1666666666701775	3.1666666666701775	3.1666666666701775	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	L-Aspartate-e0
Muribaculum_intestinale_YL27##L-Aspartate-e0##Microbe##PAN	-1657.8124352925024	-1774.9224647759077	-1774.9224647759077	-1774.9224647759656	-1774.922464776756	-1774.922464776756	-1774.922464776756	-1774.922464776756	-1774.9224647661028	-1774.922464768618	-395.1119351804634	-1443.0191726333776	-1443.0191726333776	-1443.0191726333776	-1443.0191726333776	-1443.0191726333776	-1443.0191726333776	-1443.0191726333776	-1443.0191726333776	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	L-Aspartate-e0
Muribaculum_intestinale_YL27##L-Cysteine-e0##Microbe##PAN	-13.013505963566706	-13.013505963551726	-13.013505963551726	-13.01350596356736	-13.013505963605345	-13.013505963605345	-13.013505963605345	-13.013505963605345	-13.013505963749166	-13.013505963778739	-13.01350596375517	-13.013505963755602	-13.013505963755602	-13.013505963755602	-13.013505963755602	-13.013505963755602	-13.013505963755602	-13.013505963755602	-13.013505963755602	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	L-Cysteine-e0
Muribaculum_intestinale_YL27##L-Histidine-e0##Microbe##PAN	-11.393282031287972	-11.393282031294557	-11.393282031294557	-11.393282031292877	-11.393282031295941	-11.393282031295941	-11.393282031295941	-11.393282031295941	-11.393282031214524	-11.393282031228965	-11.393282031190795	-11.393282031207962	-11.393282031207962	-11.393282031207962	-11.393282031207962	-11.393282031207962	-11.393282031207962	-11.393282031207962	-11.393282031207962	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	L-Histidine-e0
Muribaculum_intestinale_YL27##L-Arginine-e0##Microbe##PAN	-36.57235834212351	-36.57235834213837	-36.57235834213837	-36.572358342137	-36.57235834215226	-36.57235834215226	-36.57235834215226	-36.57235834215226	-36.57235834193881	-36.572358341990125	-36.57235834187396	-36.572358341923916	-36.572358341923916	-36.572358341923916	-36.572358341923916	-36.572358341923916	-36.572358341923916	-36.572358341923916	-36.572358341923916	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	L-Arginine-e0
Muribaculum_intestinale_YL27##L-Lysine-e0##Microbe##PAN	-41.268999357765196	-41.26899935778093	-41.26899935778093	-41.26899935778505	-41.268999357806045	-41.268999357806045	-41.268999357806045	-41.268999357806045	-41.268999357581166	-41.268999357640936	-41.26899935750645	-41.268999357564965	-41.268999357564965	-41.268999357564965	-41.268999357564965	-41.268999357564965	-41.268999357564965	-41.268999357564965	-41.268999357564965	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	L-Lysine-e0
Muribaculum_intestinale_YL27##Inosine-e0##Microbe##Folate	1.0000000000001525	1.0000000000003892	1.0000000000003892	1.0000000000000953	1.000000000000557	1.000000000000557	1.000000000000557	1.000000000000557	1.0000000000004623	1.0000000000011418	0.9999999999994507	1.0000000000003115	1.0000000000003115	1.0000000000003115	1.0000000000003115	1.0000000000003115	1.0000000000003115	1.0000000000003115	1.0000000000003115	0.8473264355988873	1.000000000000255	1.0000000000002585	1.0000000000002585	1.0000000000001368	Muribaculum_intestinale_YL27	Inosine-e0
Muribaculum_intestinale_YL27##Inosine-e0##Microbe##Riboflavin	0.9999999999999988	0.9999999999997535	0.9999999999997535	1.000000000000521	1.0000000000004625	1.0000000000004625	1.0000000000004625	1.0000000000004625	1.0000000000001907	1.0000000000000415	1.0000000000004596	1.0000000000002647	1.0000000000002647	1.0000000000002647	1.0000000000002647	1.0000000000002647	1.0000000000002647	1.0000000000002647	1.0000000000002647	0.8681455580172575	-59.08478561420825	-59.084785614202104	-59.084785614202104	-59.084785614191105	Muribaculum_intestinale_YL27	Inosine-e0
Muribaculum_intestinale_YL27##Inosine-e0##Microbe##PAN	-60.08478561438861	-60.084785614415274	-60.084785614415274	-60.084785614417164	-60.08478561444996	-60.08478561444996	-60.08478561444996	-60.08478561444996	-60.084785614176525	-60.084785614262294	-60.08478561406354	-60.084785614151244	-60.084785614151244	-60.084785614151244	-60.084785614151244	-60.084785614151244	-60.084785614151244	-60.084785614151244	-60.084785614151244	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	Inosine-e0
Muribaculum_intestinale_YL27##NH3-e0##Microbe##Neu5Ac-e0	-2.0000000000060987	-2.0000000000197735	-2.0000000000197735	-1.9999999999859746	-2.0000000000110805	-2.0000000000110805	-2.0000000000110805	-2.0000000000110805	-2.000000000010766	-2.0000000000137392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	NH3-e0
Muribaculum_intestinale_YL27##NH3-e0##Microbe##Sucrose	-1.0000000000003513	-1.0000000000052027	-1.0000000000052027	-0.9999999999920123	-0.9999999999999951	-0.9999999999999951	-0.9999999999999951	-0.9999999999999951	-0.9999999999903578	-0.9999999999817276	-1.0000000000025386	-2.499999999992692	-2.499999999992692	-2.499999999992692	-2.499999999992692	-2.499999999992692	-2.499999999992692	-2.499999999992692	-2.499999999992692	-0.6284683167663584	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	NH3-e0
Muribaculum_intestinale_YL27##NH3-e0##Microbe##Folate	-6.000000000003787	-6.000000000008843	-6.000000000008843	-6.000000000002417	-6.000000000012478	-6.000000000012478	-6.000000000012478	-6.000000000012478	-6.000000000008631	-6.000000000024927	-5.99999999998549	-2.6666666666705594	-2.6666666666705594	-2.6666666666705594	-2.6666666666705594	-2.6666666666705594	-2.6666666666705594	-2.6666666666705594	-2.6666666666705594	0.07824646874284509	0.9999999999987919	0.9999999999991713	0.9999999999991713	-1.666666666666026	Muribaculum_intestinale_YL27	NH3-e0
Muribaculum_intestinale_YL27##NH3-e0##Microbe##Riboflavin	-3.000000000000312	-2.9999999999947566	-2.9999999999947566	-3.000000000012244	-3.000000000011026	-3.000000000011026	-3.000000000011026	-3.000000000011026	-3.000000000002094	-2.9999999999983906	-3.000000000008106	-3.1666666666694603	-3.1666666666694603	-3.1666666666694603	-3.1666666666694603	-3.1666666666694603	-3.1666666666694603	-3.1666666666694603	-3.1666666666694603	-0.796059867904082	-362.75673219405695	-375.0618227278545	-375.0618227278545	12.870894618471741	Muribaculum_intestinale_YL27	NH3-e0
Muribaculum_intestinale_YL27##NH3-e0##Microbe##PAN	1443.55024698297	1443.5502469835358	1443.5502469835358	1443.5502469835747	1443.5502469842509	1443.5502469842509	1443.5502469842509	1443.5502469842509	1443.550246975752	1443.5502469778103	1429.5648529209386	1080.2624404388541	1080.2624404388541	1080.2624404388541	1080.2624404388541	1080.2624404388541	1080.2624404388541	1080.2624404388541	1080.2624404388541	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	NH3-e0
Muribaculum_intestinale_YL27##Neu5Ac-e0##Microbe##Neu5Ac-e0	-1.0000000000000004	-1.0	-1.0	-0.999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999987	-0.9999999999999983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	Neu5Ac-e0
Muribaculum_intestinale_YL27##Ca2+-e0##Microbe##PAN	-0.9241112603256154	-0.9241112603260722	-0.9241112603260722	-0.9241112603264712	-0.924111260326537	-0.924111260326537	-0.924111260326537	-0.924111260326537	-0.9241112603199619	-0.9241112603213454	-0.9241112603181346	-0.9241112603197182	-0.9241112603197182	-0.9241112603197182	-0.9241112603197182	-0.9241112603197182	-0.9241112603197182	-0.9241112603197182	-0.9241112603197182	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	Ca2+-e0
Muribaculum_intestinale_YL27##Cu2+-e0##Microbe##PAN	-0.9241112603262541	-0.9241112603270489	-0.9241112603270489	-0.9241112603271449	-0.9241112603278047	-0.9241112603278047	-0.9241112603278047	-0.9241112603278047	-0.9241112603209183	-0.9241112603225494	-0.9241112603186894	-0.924111260320636	-0.924111260320636	-0.924111260320636	-0.924111260320636	-0.924111260320636	-0.924111260320636	-0.924111260320636	-0.924111260320636	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	Cu2+-e0
Muribaculum_intestinale_YL27##Fe2+-e0##Microbe##PAN	-1.9241112603285004	-1.924111260328974	-1.924111260328974	-1.924111260331988	-1.9241112603357684	-1.9241112603357684	-1.9241112603357684	-1.9241112603357684	-1.9241112603370365	-1.9241112603408317	-1.9241112603289512	-1.9241112603366977	-1.9241112603366977	-1.9241112603366977	-1.9241112603366977	-1.9241112603366977	-1.9241112603366977	-1.9241112603366977	-1.9241112603366977	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	Fe2+-e0
Muribaculum_intestinale_YL27##Galactose-e0##Microbe##PAN	-6.992697026146778	-6.992697026155155	-6.992697026155155	-6.992697026154773	-6.992697026150377	-6.992697026150377	-6.992697026150377	-6.992697026150377	-6.992697026060369	-6.992697026067678	-6.992697026033822	-6.992697026053094	-6.992697026053094	-6.992697026053094	-6.992697026053094	-6.992697026053094	-6.992697026053094	-6.992697026053094	-6.992697026053094	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	Galactose-e0
Muribaculum_intestinale_YL27##D-Glucose-e0##Microbe##Neu5Ac-e0	0.95189003436825	1.5000000000132472	1.5000000000132472	-6.475000000009732	0.22784810127564636	0.22784810127564636	0.22784810127564636	0.22784810127564636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	D-Glucose-e0
Muribaculum_intestinale_YL27##D-Glucose-e0##Microbe##O2-e0	-0.4673539518865531	-1.0000000000052118	-1.0000000000052118	6.750000000017146	0.9620253164582453	0.9620253164582453	0.9620253164582453	0.9620253164582453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	D-Glucose-e0
Muribaculum_intestinale_YL27##D-Glucose-e0##Microbe##Sucrose	2.2886597938147246	2.500000000003529	2.500000000003529	-0.5750000000052897	1.7215189873418821	1.7215189873418821	1.7215189873418821	1.7215189873418821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	D-Glucose-e0
Muribaculum_intestinale_YL27##D-Glucose-e0##Microbe##Folate	-0.6861397479930723	-0.4999999999941554	-0.4999999999941554	-2.2083333333317783	1.0590717299689951	1.0590717299689951	1.0590717299689951	1.0590717299689951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	D-Glucose-e0
Muribaculum_intestinale_YL27##D-Glucose-e0##Microbe##Riboflavin	-1.7789232531499155	-2.000000000003608	-2.000000000003608	1.716666666675421	1.6793248945246029	1.6793248945246029	1.6793248945246029	1.6793248945246029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	D-Glucose-e0
Muribaculum_intestinale_YL27##D-Glucose-e0##Microbe##PAN	-955.2071670584122	-984.4846744294867	-984.4846744294867	-943.451931893106	-1262.589454040866	-1262.589454040866	-1262.589454040866	-1262.589454040866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	D-Glucose-e0
Muribaculum_intestinale_YL27##Glycine-e0##Microbe##PAN	-78.04945194283506	-78.04945194283917	-78.04945194283917	-78.04945194285082	-78.04945194292053	-78.04945194292053	-78.04945194292053	-78.04945194292053	-78.04945194267917	-686.4089162803266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	Glycine-e0
Muribaculum_intestinale_YL27##K+-e0##Microbe##PAN	-0.9241112603220244	-0.9241112603221182	-0.9241112603221182	-0.9241112603221202	-0.9241112603225453	-0.9241112603225453	-0.9241112603225453	-0.9241112603225453	-0.924111260319157	-0.9241112603208701	-0.9241112603175532	-0.9241112603183973	-0.9241112603183973	-0.9241112603183973	-0.9241112603183973	-0.9241112603183973	-0.9241112603183973	-0.9241112603183973	-0.9241112603183973	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	K+-e0
Muribaculum_intestinale_YL27##D-Mannose-e0##Microbe##Neu5Ac-e0	-0.09621993127003405	1.0000000000060103	1.0000000000060103	8.974999999996335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	D-Mannose-e0
Muribaculum_intestinale_YL27##D-Mannose-e0##Microbe##O2-e0	1.0652920962212387	0.0	0.0	-7.749999999993724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	D-Mannose-e0
Muribaculum_intestinale_YL27##D-Mannose-e0##Microbe##Sucrose	-0.42268041237103837	0.0	0.0	3.0749999999977313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	D-Mannose-e0
Muribaculum_intestinale_YL27##D-Mannose-e0##Microbe##Folate	2.2943871706768753	2.6666666666693923	2.6666666666693923	4.375000000000873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	D-Mannose-e0
Muribaculum_intestinale_YL27##D-Mannose-e0##Microbe##Riboflavin	4.1088201603667285	3.6666666666649856	3.6666666666649856	-0.04999999999715759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	D-Mannose-e0
Muribaculum_intestinale_YL27##D-Mannose-e0##Microbe##PAN	-327.7319757665182	-386.286990508069	-386.286990508069	-427.3197330444898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	D-Mannose-e0
Muribaculum_intestinale_YL27##L-Methionine-e0##Microbe##PAN	-20.482435295202386	-20.4824352952114	-20.4824352952114	-20.482435295213403	-20.482435295218373	-20.482435295218373	-20.482435295218373	-20.482435295218373	-20.48243529507561	-20.482435295104786	-20.482435295034378	-20.482435295067113	-20.482435295067113	-20.482435295067113	-20.482435295067113	-20.482435295067113	-20.482435295067113	-20.482435295067113	-20.482435295067113	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	L-Methionine-e0
Muribaculum_intestinale_YL27##Sulfate-e0##Microbe##PAN	-0.9241112603231592	-0.924111260322839	-0.924111260322839	-0.9241112603231906	-0.9241112603237286	-0.9241112603237286	-0.9241112603237286	-0.9241112603237286	-0.9241112603200393	-0.9241112603202333	-0.9241112603200571	-0.9241112603201866	-0.9241112603201866	-0.9241112603201866	-0.9241112603201866	-0.9241112603201866	-0.9241112603201866	-0.9241112603201866	-0.9241112603201866	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	Sulfate-e0
Muribaculum_intestinale_YL27##Cl--e0##Microbe##PAN	-0.9241112603242618	-0.9241112603248528	-0.9241112603248528	-0.9241112603245901	-0.924111260325144	-0.924111260325144	-0.924111260325144	-0.924111260325144	-0.9241112603192025	-0.924111260320585	-0.9241112603175562	-0.9241112603188651	-0.9241112603188651	-0.9241112603188651	-0.9241112603188651	-0.9241112603188651	-0.9241112603188651	-0.9241112603188651	-0.9241112603188651	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	Cl--e0
Muribaculum_intestinale_YL27##Mg-e0##Microbe##PAN	-0.9241112603247265	-0.9241112603249386	-0.9241112603249386	-0.9241112603249736	-0.9241112603254704	-0.9241112603254704	-0.9241112603254704	-0.9241112603254704	-0.9241112603201047	-0.9241112603213473	-0.9241112603183372	-0.9241112603197398	-0.9241112603197398	-0.9241112603197398	-0.9241112603197398	-0.9241112603197398	-0.9241112603197398	-0.9241112603197398	-0.9241112603197398	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	Mg-e0
Muribaculum_intestinale_YL27##O2-e0##Microbe##O2-e0	-1.000000000000001	-1.0000000000000013	-1.0000000000000013	-1.0000000000000009	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999997	-1.0000000000000016	-1.0000000000000009	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000009	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	O2-e0
Muribaculum_intestinale_YL27##Sucrose##Microbe##Sucrose	-0.9999999999999996	-1.0000000000000002	-1.0000000000000002	-0.9999999999999991	-1.0	-1.0	-1.0	-1.0	-1.0	-0.9999999999999996	-0.9999999999999993	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-0.9999999999999986	-0.9999999999999993	-1.0	-1.0	-0.9999999999999982	Muribaculum_intestinale_YL27	Sucrose
Muribaculum_intestinale_YL27##L-Phenylalanine##Microbe##PAN	-22.280195972291114	-22.280195972299605	-22.280195972299605	-22.280195972301012	-22.280195972310697	-22.280195972310697	-22.280195972310697	-22.280195972310697	-22.28019597218825	-22.280195972219456	-22.280195972149397	-22.280195972179698	-22.280195972179698	-22.280195972179698	-22.280195972179698	-22.280195972179698	-22.280195972179698	-22.280195972179698	-22.280195972179698	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	L-Phenylalanine
